epoch,train_loss,step,val_acc,val_loss,test_acc
0,-0.2799614667892456,49,,,
0,-0.4793010950088501,99,,,
0,-0.6088660359382629,149,,,
0,-0.5351037383079529,199,,,
0,-0.6647623777389526,249,,,
0,-0.6964425444602966,299,,,
0,-0.7112730741500854,349,,,
0,,389,0.5964999794960022,1.4974032640457153,
0,,389,,,0.6222000122070312
1,-0.7373349070549011,399,,,
1,-0.7976215481758118,449,,,
1,-0.8259738683700562,499,,,
1,-0.9518623352050781,549,,,
1,-0.792442798614502,599,,,
1,-0.8783876299858093,649,,,
1,-0.773804247379303,699,,,
1,-0.9238011240959167,749,,,
1,,779,0.6852999925613403,1.3632339239120483,
1,,779,,,0.7200999855995178
2,-1.0543811321258545,799,,,
2,-0.9943639636039734,849,,,
2,-0.898138701915741,899,,,
2,-0.9979843497276306,949,,,
2,-0.9141208529472351,999,,,
2,-0.9654985070228577,1049,,,
2,-1.0603551864624023,1099,,,
2,-1.0406839847564697,1149,,,
2,,1169,0.7195000052452087,1.2942471504211426,
2,,1169,,,0.7533000111579895
3,-0.9548515677452087,1199,,,
3,-1.0585675239562988,1249,,,
3,-1.1170458793640137,1299,,,
3,-0.9646512269973755,1349,,,
3,-1.0743920803070068,1399,,,
3,-1.1104555130004883,1449,,,
3,-1.0624194145202637,1499,,,
3,-1.0583760738372803,1549,,,
3,,1559,0.7440999746322632,1.249550461769104,
3,,1559,,,0.7835000157356262
4,-1.1085827350616455,1599,,,
4,-1.0846636295318604,1649,,,
4,-1.0627657175064087,1699,,,
4,-1.1199486255645752,1749,,,
4,-1.0895390510559082,1799,,,
4,-1.1526877880096436,1849,,,
4,-1.1802821159362793,1899,,,
4,-1.113896369934082,1949,,,
4,,1949,0.7705000042915344,1.253193974494934,
4,,1949,,,0.8137999773025513
5,-1.1569480895996094,1999,,,
5,-1.218616247177124,2049,,,
5,-1.235040545463562,2099,,,
5,-1.1676760911941528,2149,,,
5,-1.1510004997253418,2199,,,
5,-1.1522088050842285,2249,,,
5,-1.2507023811340332,2299,,,
5,,2339,0.7874000072479248,1.1968016624450684,
5,,2339,,,0.829200029373169
6,-1.1621794700622559,2349,,,
6,-1.1356215476989746,2399,,,
6,-1.2560232877731323,2449,,,
6,-1.1439836025238037,2499,,,
6,-1.144005537033081,2549,,,
6,-1.2231138944625854,2599,,,
6,-1.1857964992523193,2649,,,
6,-1.2401427030563354,2699,,,
6,,2729,0.8075000047683716,1.1195309162139893,
6,,2729,,,0.8543000221252441
7,-1.206061840057373,2749,,,
7,-1.2350585460662842,2799,,,
7,-1.3245816230773926,2849,,,
7,-1.1470134258270264,2899,,,
7,-1.2095146179199219,2949,,,
7,-1.181868314743042,2999,,,
7,-1.2147514820098877,3049,,,
7,-1.2159090042114258,3099,,,
7,,3119,0.8104000091552734,1.1520509719848633,
7,,3119,,,0.8562999963760376
