step,train_loss,epoch,test_acc,train_acc
49,2.027967691421509,0,,
99,1.913704752922058,0,,
149,1.774181604385376,0,,
199,1.7594201564788818,0,,
249,1.625672698020935,0,,
299,1.706632137298584,0,,
349,1.568312168121338,0,,
389,,0,0.48829999566078186,0.38996395468711853
399,1.5817234516143799,1,,
449,1.5447485446929932,1,,
499,1.5766032934188843,1,,
549,1.5083304643630981,1,,
599,1.4879956245422363,1,,
649,1.5734598636627197,1,,
699,1.4413946866989136,1,,
749,1.409788727760315,1,,
779,,1,0.5666000247001648,0.5523637533187866
799,1.5477291345596313,2,,
849,1.377224326133728,2,,
899,1.302870512008667,2,,
949,1.4480403661727905,2,,
999,1.3883159160614014,2,,
1049,1.4331138134002686,2,,
1099,1.339625358581543,2,,
1149,1.3055577278137207,2,,
1169,,2,0.6679999828338623,0.6293669939041138
1199,1.3027901649475098,3,,
1249,1.259274959564209,3,,
1299,1.2417712211608887,3,,
1349,1.277352213859558,3,,
1399,1.1910881996154785,3,,
1449,1.2993018627166748,3,,
1499,1.1963434219360352,3,,
1549,1.1522082090377808,3,,
1559,,3,0.7131999731063843,0.6776843070983887
1599,1.1483187675476074,4,,
1649,1.0739785432815552,4,,
1699,1.1532809734344482,4,,
1749,1.1595351696014404,4,,
1799,1.170880675315857,4,,
1849,1.022768259048462,4,,
1899,1.1776492595672607,4,,
1949,1.1749138832092285,4,,
1949,,4,0.7616000175476074,0.7147035002708435
1999,1.0013365745544434,5,,
2049,1.1059935092926025,5,,
2099,1.0881142616271973,5,,
2149,1.1018930673599243,5,,
2199,1.0744050741195679,5,,
2249,1.0364934206008911,5,,
2299,0.9916619658470154,5,,
2339,,5,0.7710000276565552,0.7379207015037537
2349,1.1451778411865234,6,,
2399,0.9926028847694397,6,,
2449,1.0901014804840088,6,,
2499,1.1679188013076782,6,,
2549,0.91338711977005,6,,
2599,0.8766394853591919,6,,
2649,0.9887809753417969,6,,
2699,1.0310364961624146,6,,
2729,,6,0.7906000018119812,0.7584335207939148
2749,0.8245425820350647,7,,
2799,1.0352809429168701,7,,
2849,0.9607604146003723,7,,
2899,0.8822975158691406,7,,
2949,1.0258989334106445,7,,
2999,0.9598614573478699,7,,
3049,0.9301725029945374,7,,
3099,1.0151982307434082,7,,
3119,,7,0.7961000204086304,0.7732171416282654
3149,0.9378159046173096,8,,
3199,0.9605106711387634,8,,
3249,1.0670080184936523,8,,
3299,0.9736166596412659,8,,
3349,0.7221511602401733,8,,
3399,0.9854249954223633,8,,
3449,0.9975239038467407,8,,
3499,0.8291797637939453,8,,
3509,,8,0.8141000270843506,0.7840144038200378
3549,0.878831148147583,9,,
3599,0.7580441832542419,9,,
3649,0.7926418781280518,9,,
3699,0.9691481590270996,9,,
3749,0.842170000076294,9,,
3799,0.7932462096214294,9,,
3849,0.8467559814453125,9,,
3899,0.7973836660385132,9,,
3899,,9,0.8159000277519226,0.7958133220672607
3949,0.9639064073562622,10,,
3999,0.7755315899848938,10,,
4049,0.8796690106391907,10,,
4099,0.8624228239059448,10,,
4149,0.7512518763542175,10,,
4199,0.7448277473449707,10,,
4249,0.7971372008323669,10,,
4289,,10,0.8321999907493591,0.8053686022758484
4299,0.8541001081466675,11,,
4349,0.8844686150550842,11,,
4399,0.7346170544624329,11,,
4449,0.8126857876777649,11,,
4499,0.8433911800384521,11,,
4549,0.7053735852241516,11,,
4599,0.840386152267456,11,,
4649,0.8248651623725891,11,,
4679,,11,0.8201000094413757,0.8129607439041138
