epoch,step,train_loss,val_loss,val_acc,test_acc,train_acc
0,49,3.7165770530700684,,,,
0,99,3.902372360229492,,,,
0,149,3.852619171142578,,,,
0,199,4.364064693450928,,,,
0,249,4.194346904754639,,,,
0,299,3.8744630813598633,,,,
0,311,,2.1780483722686768,0.22370000183582306,,
0,311,,,,0.26018592715263367,0.19623897969722748
1,349,3.763857364654541,,,,
1,399,3.1544241905212402,,,,
1,449,3.2777347564697266,,,,
1,499,3.188511848449707,,,,
1,549,3.327885627746582,,,,
1,599,3.4347310066223145,,,,
1,623,,2.0293068885803223,0.34439998865127563,,
1,623,,,,0.3678797483444214,0.2945212423801422
2,649,3.1589744091033936,,,,
2,699,3.18629789352417,,,,
2,749,3.1230263710021973,,,,
2,799,3.1392619609832764,,,,
2,849,2.75960111618042,,,,
2,899,2.8638243675231934,,,,
2,935,,10.745084762573242,0.41780000925064087,,
2,935,,,,0.43512657284736633,0.3671875
3,949,2.56315016746521,,,,
3,999,2.607327938079834,,,,
3,1049,2.9701123237609863,,,,
3,1099,2.8610687255859375,,,,
3,1149,2.5843775272369385,,,,
3,1199,3.4654195308685303,,,,
3,1247,,4.433475494384766,0.36070001125335693,,
3,1247,,,,0.3948773741722107,0.39793670177459717
4,1249,3.066772699356079,,,,
4,1299,3.073035717010498,,,,
4,1349,3.081399440765381,,,,
4,1399,3.466099977493286,,,,
4,1449,3.0184109210968018,,,,
4,1499,3.287040948867798,,,,
4,1549,2.8897504806518555,,,,
4,1559,,74.6974868774414,0.2305999994277954,,
4,1559,,,,0.36837419867515564,0.37973257899284363
5,1599,3.50618839263916,,,,
5,1649,3.0954296588897705,,,,
5,1699,2.885118007659912,,,,
5,1749,2.550550937652588,,,,
5,1799,2.9511241912841797,,,,
5,1849,3.153362989425659,,,,
5,1871,,2.029214859008789,0.4246000051498413,,
5,1871,,,,0.45065268874168396,0.33363381028175354
6,1899,3.0438480377197266,,,,
6,1949,2.5049936771392822,,,,
6,1999,3.112985610961914,,,,
6,2049,2.732205867767334,,,,
6,2099,2.9971089363098145,,,,
6,2149,2.6486544609069824,,,,
6,2183,,1.560224175453186,0.45329999923706055,,
6,2183,,,,0.477155864238739,0.4089292883872986
7,2199,2.587824821472168,,,,
7,2249,2.7604682445526123,,,,
7,2299,2.6885459423065186,,,,
7,2349,2.972029447555542,,,,
7,2399,2.9183971881866455,,,,
7,2449,2.5059151649475098,,,,
7,2495,,1.469130516052246,0.48919999599456787,,
7,2495,,,,0.5107792615890503,0.4439353048801422
8,2499,2.7060818672180176,,,,
8,2549,2.2262606620788574,,,,
8,2599,2.5371270179748535,,,,
8,2649,2.4471755027770996,,,,
8,2699,2.4277567863464355,,,,
8,2749,2.169996738433838,,,,
8,2799,2.1408166885375977,,,,
8,2807,,1.3503268957138062,0.531499981880188,,
8,2807,,,,0.5439082384109497,0.49201223254203796
9,2849,2.240983724594116,,,,
9,2899,2.201453924179077,,,,
9,2949,2.0301613807678223,,,,
9,2999,2.2120134830474854,,,,
9,3049,2.281633138656616,,,,
9,3099,1.8915668725967407,,,,
9,3119,,1.501287579536438,0.5188999772071838,,
9,3119,,,,0.5810917615890503,0.5266676545143127
10,3149,2.150130033493042,,,,
10,3199,2.0157723426818848,,,,
10,3249,1.987243890762329,,,,
10,3299,1.7814059257507324,,,,
10,3349,2.1144819259643555,,,,
10,3399,2.3821401596069336,,,,
10,3431,,1.3165982961654663,0.5590000152587891,,
10,3431,,,,0.5998813509941101,0.5515825152397156
11,3449,1.7232441902160645,,,,
11,3499,1.9164587259292603,,,,
11,3549,1.944561243057251,,,,
11,3599,1.9098715782165527,,,,
11,3649,1.9047095775604248,,,,
11,3699,1.9680860042572021,,,,
11,3743,,1.2706232070922852,0.5837000012397766,,
11,3743,,,,0.6174841523170471,0.5693109035491943
12,3749,1.756392478942871,,,,
12,3799,1.6266872882843018,,,,
12,3849,1.6661410331726074,,,,
12,3899,2.0946083068847656,,,,
12,3949,2.08423113822937,,,,
12,3999,1.6376051902770996,,,,
12,4049,1.8114678859710693,,,,
12,4055,,1.2474701404571533,0.6013000011444092,,
12,4055,,,,0.6387460231781006,0.5889924168586731
13,4099,1.4994138479232788,,,,
13,4149,1.7307640314102173,,,,
13,4199,1.4123040437698364,,,,
13,4249,1.6344674825668335,,,,
13,4299,1.967902660369873,,,,
13,4349,1.773347020149231,,,,
13,4367,,1.1871631145477295,0.6107000112533569,,
13,4367,,,,0.6503164768218994,0.6001101732254028
14,4399,1.4752596616744995,,,,
14,4449,1.800935983657837,,,,
14,4499,1.5926227569580078,,,,
14,4549,1.511292815208435,,,,
14,4599,1.318010687828064,,,,
14,4649,1.5820355415344238,,,,
14,4679,,1.2375805377960205,0.6054999828338623,,
14,4679,,,,0.6692048907279968,0.6093499660491943
15,4699,1.4428409337997437,,,,
15,4749,1.5960710048675537,,,,
15,4799,1.7201347351074219,,,,
15,4849,1.347721815109253,,,,
15,4899,1.5785661935806274,,,,
15,4949,1.2593152523040771,,,,
15,4991,,1.2189712524414062,0.616100013256073,,
15,4991,,,,0.6612935066223145,0.6236979365348816
16,4999,1.6847717761993408,,,,
16,5049,0.9870729446411133,,,,
16,5099,1.3886661529541016,,,,
16,5149,1.5895259380340576,,,,
16,5199,1.6251153945922852,,,,
16,5249,1.5525709390640259,,,,
16,5299,1.609278917312622,,,,
16,5303,,1.186997413635254,0.6370000243186951,,
16,5303,,,,0.6661392450332642,0.6277043223381042
17,5349,1.4545550346374512,,,,
17,5399,1.5246913433074951,,,,
17,5449,1.1775619983673096,,,,
17,5499,1.6689271926879883,,,,
17,5549,1.3061251640319824,,,,
17,5599,1.3967235088348389,,,,
17,5615,,1.2927168607711792,0.6208000183105469,,
17,5615,,,,0.6696004867553711,0.6345402598381042
18,5649,1.4034329652786255,,,,
18,5699,1.2175440788269043,,,,
18,5749,1.2920889854431152,,,,
18,5799,1.1195998191833496,,,,
18,5849,1.0866165161132812,,,,
18,5899,1.2948715686798096,,,,
18,5927,,1.3209223747253418,0.6245999932289124,,
18,5927,,,,0.6668314933776855,0.6406500339508057
19,5949,1.0157359838485718,,,,
19,5999,1.2182132005691528,,,,
19,6049,1.3165004253387451,,,,
19,6099,1.1584200859069824,,,,
19,6149,1.3591017723083496,,,,
19,6199,1.021766185760498,,,,
19,6239,,1.2824283838272095,0.6315000057220459,,
19,6239,,,,0.6839398741722107,0.6443309187889099
