train_loss,epoch,step,val_acc,val_loss,train_acc,test_acc
1.9138402938842773,0,49,,,,
1.8113040924072266,0,99,,,,
1.6398465633392334,0,149,,,,
1.561392903327942,0,199,,,,
1.4680052995681763,0,249,,,,
1.0452041625976562,0,299,,,,
,0,311,0.3758000135421753,2.163201093673706,,
,0,311,,,0.33543670177459717,0.420199990272522
1.0727545022964478,1,349,,,,
1.0542962551116943,1,399,,,,
1.0012552738189697,1,449,,,,
0.8422231674194336,1,499,,,,
0.6068874597549438,1,549,,,,
0.6141021847724915,1,599,,,,
,1,623,0.48539999127388,1.6274594068527222,,
,1,623,,,0.4794921875,0.5329999923706055
0.47125375270843506,2,649,,,,
0.239693284034729,2,699,,,,
0.2852625846862793,2,749,,,,
0.37458014488220215,2,799,,,,
0.1516728401184082,2,849,,,,
0.1476588249206543,2,899,,,,
,2,935,0.5257999897003174,1.639306664466858,,
,2,935,,,0.5521835088729858,0.5680000185966492
0.018179774284362793,3,949,,,,
-0.42336809635162354,3,999,,,,
-0.06491398811340332,3,1049,,,,
-0.19589555263519287,3,1099,,,,
-0.09475874900817871,3,1149,,,,
-0.4944363832473755,3,1199,,,,
,3,1247,0.5920000076293945,1.4478983879089355,,
,3,1247,,,0.6090995669364929,0.6599000096321106
-0.9718756675720215,4,1249,,,,
-0.7627290487289429,4,1299,,,,
-0.7424373626708984,4,1349,,,,
-0.815949559211731,4,1399,,,,
-1.1824123859405518,4,1449,,,,
-1.334411859512329,4,1499,,,,
-1.2168265581130981,4,1549,,,,
,4,1559,0.6266000270843506,1.4506853818893433,,
,4,1559,,,0.6447315812110901,0.7134000062942505
-1.742653250694275,5,1599,,,,
-1.1305958032608032,5,1649,,,,
-2.005319118499756,5,1699,,,,
-1.4020546674728394,5,1749,,,,
-1.3964687585830688,5,1799,,,,
-1.7668499946594238,5,1849,,,,
,5,1871,0.6603000164031982,1.346015453338623,,
,5,1871,,,0.6736277937889099,0.7531999945640564
-2.745079517364502,6,1899,,,,
-2.2675552368164062,6,1949,,,,
-2.263113021850586,6,1999,,,,
-2.269676446914673,6,2049,,,,
-2.305727005004883,6,2099,,,,
-2.3982062339782715,6,2149,,,,
,6,2183,0.6899999976158142,1.321292519569397,,
,6,2183,,,0.6935597062110901,0.7781999707221985
-3.560482978820801,7,2199,,,,
-3.08650541305542,7,2249,,,,
-3.0545613765716553,7,2299,,,,
-2.854107618331909,7,2349,,,,
-3.1244964599609375,7,2399,,,,
-2.764120101928711,7,2449,,,,
,7,2495,0.699999988079071,1.3669880628585815,,
,7,2495,,,0.7153695821762085,0.8004000186920166
-3.284759759902954,8,2499,,,,
-4.140681266784668,8,2549,,,,
-3.5794858932495117,8,2599,,,,
-4.014514923095703,8,2649,,,,
-4.014893054962158,8,2699,,,,
-3.4863057136535645,8,2749,,,,
-4.150420665740967,8,2799,,,,
,8,2807,0.7135999798774719,1.3962135314941406,,
