step,train_loss,epoch,val_loss,val_acc,train_acc,test_acc
49,4.054961204528809,0,,,,
99,3.596996307373047,0,,,,
149,3.5036349296569824,0,,,,
199,3.2269504070281982,0,,,,
249,3.3500006198883057,0,,,,
299,3.0629472732543945,0,,,,
311,,0,1.5886449813842773,0.43799999356269836,,
311,,0,,,0.3134014308452606,0.45100000500679016
349,3.0527327060699463,1,,,,
399,3.0394184589385986,1,,,,
449,3.134140968322754,1,,,,
499,2.5549135208129883,1,,,,
549,2.264604330062866,1,,,,
599,2.4244630336761475,1,,,,
623,,1,1.3255137205123901,0.5439000129699707,,
623,,1,,,0.47508513927459717,0.5683000087738037
649,2.5865259170532227,2,,,,
699,2.4558656215667725,2,,,,
749,2.0078113079071045,2,,,,
799,2.337307929992676,2,,,,
849,2.127751588821411,2,,,,
899,2.392773389816284,2,,,,
935,,2,1.0881026983261108,0.6428999900817871,,
935,,2,,,0.5714768767356873,0.6704999804496765
949,2.184567451477051,3,,,,
999,2.2356019020080566,3,,,,
1049,1.9222862720489502,3,,,,
1099,2.1393322944641113,3,,,,
1149,2.221859931945801,3,,,,
1199,1.9853134155273438,3,,,,
1247,,3,0.9561071991920471,0.6868000030517578,,
1247,,3,,,0.6351537704467773,0.7195000052452087
1249,1.6193488836288452,4,,,,
1299,1.9175922870635986,4,,,,
1349,1.8090205192565918,4,,,,
1399,1.7808735370635986,4,,,,
1449,1.798802137374878,4,,,,
1499,1.6648471355438232,4,,,,
1549,2.2176425457000732,4,,,,
1559,,4,0.930624783039093,0.7026000022888184,,
1559,,4,,,0.6737655401229858,0.732699990272522
1599,2.058607816696167,5,,,,
1649,1.4838778972625732,5,,,,
1699,1.9242535829544067,5,,,,
1749,1.5804681777954102,5,,,,
1799,1.9156670570373535,5,,,,
1849,1.7710963487625122,5,,,,
1871,,5,0.8705763816833496,0.7245000004768372,,
1871,,5,,,0.7004206776618958,0.7523999810218811
1899,1.8740005493164062,6,,,,
1949,1.3937978744506836,6,,,,
1999,1.2895605564117432,6,,,,
2049,1.6753915548324585,6,,,,
2099,1.5107905864715576,6,,,,
2149,1.6878983974456787,6,,,,
2183,,6,0.8686820268630981,0.7049000263214111,,
2183,,6,,,0.7150190472602844,0.7353000044822693
2199,1.2843290567398071,7,,,,
2249,1.5917375087738037,7,,,,
2299,1.6116620302200317,7,,,,
2349,1.3754432201385498,7,,,,
2399,1.6288801431655884,7,,,,
2449,1.3720524311065674,7,,,,
2495,,7,0.8339158296585083,0.7524999976158142,,
2495,,7,,,0.7320838570594788,0.7894999980926514
2499,1.365718960762024,8,,,,
2549,1.4374393224716187,8,,,,
2599,1.3714054822921753,8,,,,
2649,1.2006652355194092,8,,,,
2699,1.52520751953125,8,,,,
2749,1.406753420829773,8,,,,
2799,1.270443320274353,8,,,,
2807,,8,0.7559950351715088,0.781000018119812,,
2807,,8,,,0.7417868375778198,0.8183000087738037
2849,1.2600386142730713,9,,,,
2899,1.396255612373352,9,,,,
2949,1.5439316034317017,9,,,,
2999,1.3670642375946045,9,,,,
3049,1.4200470447540283,9,,,,
3099,1.583701491355896,9,,,,
3119,,9,0.7666475176811218,0.7878000140190125,,
3119,,9,,,0.7558343410491943,0.8240000009536743
3149,1.2351868152618408,10,,,,
3199,1.5940730571746826,10,,,,
3249,1.42006254196167,10,,,,
3299,1.3730586767196655,10,,,,
3349,1.0436103343963623,10,,,,
3399,1.3276805877685547,10,,,,
3431,,10,0.7707719802856445,0.8029999732971191,,
3431,,10,,,0.7632962465286255,0.8457000255584717
3449,1.058301329612732,11,,,,
3499,1.2906256914138794,11,,,,
3549,1.3134421110153198,11,,,,
3599,1.2989625930786133,11,,,,
3649,1.5695997476577759,11,,,,
3699,1.215383768081665,11,,,,
3743,,11,0.8027792572975159,0.7883999943733215,,
3743,,11,,,0.7717598080635071,0.8205999732017517
3749,1.0747106075286865,12,,,,
3799,1.1021050214767456,12,,,,
3849,1.172218918800354,12,,,,
3899,0.8938960433006287,12,,,,
3949,1.3444079160690308,12,,,,
3999,1.4282695055007935,12,,,,
4049,1.1862338781356812,12,,,,
4055,,12,0.8541397452354431,0.7857000231742859,,
4055,,12,,,0.778245210647583,0.8314999938011169
4099,1.2362985610961914,13,,,,
4149,1.1546847820281982,13,,,,
4199,1.0124638080596924,13,,,,
4249,1.3456032276153564,13,,,,
4299,1.3744608163833618,13,,,,
4349,1.1043648719787598,13,,,,
4367,,13,0.8032607436180115,0.802299976348877,,
4367,,13,,,0.7818384170532227,0.8359000086784363
4399,0.9824273586273193,14,,,,
4449,1.2714014053344727,14,,,,
4499,1.2097954750061035,14,,,,
4549,0.9522601366043091,14,,,,
4599,1.1521433591842651,14,,,,
4649,1.0373632907867432,14,,,,
4679,,14,0.8318187594413757,0.816100001335144,,
4679,,14,,,0.7886868715286255,0.8610000014305115
4699,1.1517781019210815,15,,,,
4749,1.0753214359283447,15,,,,
4799,0.9586687088012695,15,,,,
4849,1.021268367767334,15,,,,
4899,1.302459955215454,15,,,,
4949,1.1308636665344238,15,,,,
4991,,15,0.9079654216766357,0.7935000061988831,,
4991,,15,,,0.7947716116905212,0.8306000232696533
4999,1.0188841819763184,16,,,,
5049,1.125319480895996,16,,,,
5099,1.2288503646850586,16,,,,
5149,1.0444068908691406,16,,,,
5199,1.09835946559906,16,,,,
5249,0.9021144509315491,16,,,,
5299,1.1017400026321411,16,,,,
