step,epoch,train_loss,val_loss,val_acc,test_acc,train_acc
49,0,7.974648475646973,,,,
99,0,5.008949279785156,,,,
149,0,4.32218074798584,,,,
199,0,4.201112747192383,,,,
249,0,3.9472744464874268,,,,
299,0,4.090987205505371,,,,
312,0,,2.0595898628234863,0.20440000295639038,,
312,0,,,,0.20905853807926178,0.13938750326633453
349,1,4.052666664123535,,,,
399,1,3.866971254348755,,,,
449,1,3.83988094329834,,,,
499,1,3.663896322250366,,,,
549,1,3.6861572265625,,,,
599,1,3.587829113006592,,,,
625,1,,1.8174090385437012,0.314300000667572,,
625,1,,,,0.3236748278141022,0.2235500067472458
649,2,3.7002034187316895,,,,
699,2,3.4476470947265625,,,,
749,2,3.5026941299438477,,,,
799,2,3.429821014404297,,,,
849,2,3.3837392330169678,,,,
899,2,3.437832832336426,,,,
938,2,,1.6925451755523682,0.3707999885082245,,
938,2,,,,0.38162580132484436,0.29126250743865967
949,3,3.2523961067199707,,,,
999,3,3.478473663330078,,,,
1049,3,3.371448278427124,,,,
1099,3,3.273975372314453,,,,
1149,3,3.1733946800231934,,,,
1199,3,3.432506799697876,,,,
1249,3,3.4590516090393066,,,,
1251,3,,1.5310919284820557,0.4429999887943268,,
1251,3,,,,0.436906635761261,0.344650000333786
1299,4,3.389425039291382,,,,
1349,4,3.2825794219970703,,,,
1399,4,2.986067533493042,,,,
1449,4,2.822556257247925,,,,
1499,4,3.115396499633789,,,,
1549,4,3.1911959648132324,,,,
1564,4,,1.431013584136963,0.48739999532699585,,
1564,4,,,,0.5091969966888428,0.3928374946117401
1599,5,3.1653194427490234,,,,
1649,5,2.8011651039123535,,,,
1699,5,2.835172653198242,,,,
1749,5,3.1218130588531494,,,,
1799,5,2.9278342723846436,,,,
1849,5,2.7665770053863525,,,,
1877,5,,1.3935664892196655,0.48750001192092896,,
1877,5,,,,0.5315466523170471,0.4432874917984009
1899,6,3.0203535556793213,,,,
1949,6,2.8503658771514893,,,,
1999,6,2.738051414489746,,,,
2049,6,2.917837142944336,,,,
2099,6,2.1559529304504395,,,,
2149,6,2.7315165996551514,,,,
2190,6,,1.1619058847427368,0.5799000263214111,,
2190,6,,,,0.5726858973503113,0.4790000021457672
2199,7,2.7070727348327637,,,,
2249,7,2.6194865703582764,,,,
2299,7,2.5110085010528564,,,,
2349,7,2.666912078857422,,,,
2399,7,2.5038647651672363,,,,
2449,7,2.702669382095337,,,,
2499,7,2.569563627243042,,,,
2503,7,,1.2354775667190552,0.5532000064849854,,
2503,7,,,,0.6070016026496887,0.5176249742507935
2549,8,2.3533737659454346,,,,
2599,8,2.6269474029541016,,,,
2649,8,2.5034573078155518,,,,
2699,8,2.444486141204834,,,,
2749,8,2.7951221466064453,,,,
2799,8,2.743410587310791,,,,
2816,8,,1.0440882444381714,0.6376000046730042,,
2816,8,,,,0.6353837251663208,0.5480124950408936
2849,9,2.717866897583008,,,,
2899,9,2.1692206859588623,,,,
2949,9,2.3812735080718994,,,,
2999,9,2.2790417671203613,,,,
3049,9,2.352757692337036,,,,
3099,9,2.1660726070404053,,,,
3129,9,,1.1301573514938354,0.6000000238418579,,
3129,9,,,,0.628757894039154,0.5699625015258789
3149,10,2.5892491340637207,,,,
3199,10,1.9848570823669434,,,,
3249,10,2.317934989929199,,,,
3299,10,2.3839967250823975,,,,
3349,10,2.6041691303253174,,,,
3399,10,2.330137252807617,,,,
3442,10,,0.9353152513504028,0.676800012588501,,
3442,10,,,,0.6659414768218994,0.5865374803543091
3449,11,1.7767300605773926,,,,
3499,11,1.9454431533813477,,,,
3549,11,1.9652717113494873,,,,
3599,11,2.160409688949585,,,,
3649,11,2.2632381916046143,,,,
3699,11,1.9119737148284912,,,,
3749,11,2.4877524375915527,,,,
3755,11,,0.9847964644432068,0.6539000272750854,,
3755,11,,,,0.6725672483444214,0.6020125150680542
3799,12,2.132859230041504,,,,
3849,12,2.2307000160217285,,,,
3899,12,1.976369857788086,,,,
3949,12,2.1548681259155273,,,,
3999,12,2.189368963241577,,,,
4049,12,2.0894174575805664,,,,
4068,12,,1.0931317806243896,0.6376000046730042,,
4068,12,,,,0.6667326092720032,0.6122999787330627
4099,13,1.9298758506774902,,,,
4149,13,2.1767468452453613,,,,
4199,13,1.9947364330291748,,,,
4249,13,2.0927348136901855,,,,
4299,13,1.9742556810379028,,,,
4349,13,2.0585851669311523,,,,
