step,epoch,train_loss1,train_loss2,test_acc,train_acc2,train_acc1
4249,10,0.0022965255193412304,0.002057842444628477,,,
4289,10,,,0.8274999856948853,0.7229166626930237,0.7215745449066162
4299,11,0.002022183034569025,0.0019222319824621081,,,
4349,11,0.0018954239785671234,0.0020328175742179155,,,
4399,11,0.0042132120579481125,0.004073350224643946,,,
4449,11,0.0036084060557186604,0.004479104653000832,,,
4499,11,0.003240610007196665,0.0034317215904593468,,,
4549,11,0.002364229178056121,0.0017390932189300656,,,
4599,11,0.0012351491022855043,0.0012657311744987965,,,
4649,11,0.0034080729819834232,0.0035411398857831955,,,
4679,11,,,0.8240000009536743,0.7292067408561707,0.7289663553237915
4699,12,0.0022846770007163286,0.0030027474276721478,,,
4749,12,0.002034418983384967,0.002122053876519203,,,
4799,12,0.002449555555358529,0.003045233665034175,,,
4849,12,0.002690658438950777,0.003268004860728979,,,
4899,12,0.0022702852729707956,0.002502444665879011,,,
4949,12,0.0015066852793097496,0.0013189086457714438,,,
4999,12,0.0023969411849975586,0.0024061158765107393,,,
5049,12,0.002078484511002898,0.001844916958361864,,,
5069,12,,,0.8424000144004822,0.7342347502708435,0.7353165149688721
5099,13,0.0015168010722845793,0.0015014990931376815,,,
5149,13,0.002365273656323552,0.0019478661706671119,,,
5199,13,0.0015997372101992369,0.0016438219463452697,,,
5249,13,0.0021991177927702665,0.002249235287308693,,,
5299,13,0.0014332846039906144,0.0019203376723453403,,,
5349,13,0.0017208203207701445,0.0021537288557738066,,,
5399,13,0.0009441425791010261,0.0006476916023530066,,,
5449,13,0.002186994068324566,0.0020724909845739603,,,
5459,13,,,0.828499972820282,0.7394030690193176,0.740705132484436
5499,14,0.0020940236281603575,0.0019397410796955228,,,
5549,14,0.004845703020691872,0.004715174436569214,,,
5599,14,0.003385876538231969,0.0019823797047138214,,,
5649,14,0.0023943036794662476,0.0023875178303569555,,,
5699,14,0.003135525854304433,0.0035387815441936255,,,
5749,14,0.0023506751749664545,0.0030204905197024345,,,
5799,14,0.00421152263879776,0.00465557212010026,,,
5849,14,0.001577308401465416,0.00203766324557364,,,
5849,14,,,0.854200005531311,0.7446914911270142,0.7468549609184265
5899,15,0.0017208432545885444,0.0015354868955910206,,,
5949,15,0.004105545114725828,0.0029116792138665915,,,
5999,15,0.0019710385240614414,0.0026091032195836306,,,
6049,15,0.0018053945386782289,0.0017836823826655746,,,
6099,15,0.0031973666045814753,0.0030206062365323305,,,
6149,15,0.0007581987883895636,0.001380707137286663,,,
6199,15,0.0029736252035945654,0.0032350397668778896,,,
6239,15,,,0.8422999978065491,0.750861406326294,0.7513822317123413
6249,16,0.0021548594813793898,0.0013289140770211816,,,
6299,16,0.001543165068142116,0.0018579299794510007,,,
6349,16,0.0029906374402344227,0.0030755428597331047,,,
6399,16,0.00402877340093255,0.004105229862034321,,,
6449,16,0.004799237474799156,0.004539703018963337,,,
6499,16,0.0005254146526567638,0.0009715504129417241,,,
6549,16,0.0016737849218770862,0.0019188078586012125,,,
6599,16,0.0019516191678121686,0.0022556742187589407,,,
6629,16,,,0.8596000075340271,0.7536858916282654,0.7541065812110901
6649,17,0.000987383653409779,0.0006624024244956672,,,
6699,17,0.0022393371909856796,0.0023640363942831755,,,
6749,17,0.0012873938539996743,0.0014797402545809746,,,
6799,17,0.002514319494366646,0.0029409832786768675,,,
6849,17,0.003020365023985505,0.002480647526681423,,,
6899,17,0.0011672498658299446,0.001932987361215055,,,
6949,17,0.0036800026427954435,0.003736509010195732,,,
6999,17,0.0025984931271523237,0.0027396923396736383,,,
7019,17,,,0.8346999883651733,0.7568509578704834,0.7577924728393555
7049,18,0.0015712430467829108,0.0010908404365181923,,,
7099,18,0.0010179011151194572,0.0011594305979087949,,,
7149,18,0.0014958471292629838,0.0018203199142590165,,,
7199,18,0.0010516529437154531,0.0011855417396873236,,,
7249,18,0.0012741558020934463,0.0007727915071882308,,,
7299,18,0.0005359509377740324,0.0005052873748354614,,,
7349,18,0.001152243698015809,0.0014923247508704662,,,
7399,18,0.001992340199649334,0.0020983670838177204,,,
7409,18,,,0.8557999730110168,0.7612780332565308,0.7619591355323792
7449,19,0.00045510136988013983,0.0007510861032642424,,,
7499,19,0.0022717087995260954,0.0021871801000088453,,,
7549,19,0.0010142140090465546,0.0010988248977810144,,,
7599,19,0.004697839729487896,0.004630540031939745,,,
7649,19,0.0017430461011826992,0.0018841407727450132,,,
7699,19,0.0021257158368825912,0.002063182881101966,,,
7749,19,0.0010675438679754734,0.000530919642187655,,,
7799,19,0.0004318042192608118,0.0006615816964767873,,,
7799,19,,,0.854200005531311,0.7646033763885498,0.7636818885803223
7849,20,0.06300485134124756,0.05272722244262695,,,
7899,20,0.08511766046285629,0.08525913208723068,,,
7949,20,0.07618874311447144,0.07074563205242157,,,
7999,20,0.10195606201887131,0.1006731316447258,,,
8049,20,0.11027101427316666,0.10209353268146515,,,
8099,20,0.09975457191467285,0.10384361445903778,,,
8149,20,0.0827932208776474,0.08145345747470856,,,
8189,20,,,0.6995999813079834,0.5989983677864075,0.5834134817123413
8199,21,0.13965930044651031,0.12266124039888382,,,
8249,21,0.13047896325588226,0.13164156675338745,,,
8299,21,0.07424930483102798,0.0821237862110138,,,
8349,21,0.11944746971130371,0.10453631728887558,,,
8399,21,0.1091766357421875,0.11516163498163223,,,
8449,21,0.09341467916965485,0.09394163638353348,,,
8499,21,0.1902729868888855,0.17087328433990479,,,
8549,21,0.08660867810249329,0.08686037361621857,,,
8579,21,,,0.7652999758720398,0.6861377954483032,0.6864984035491943
8599,22,0.10416164249181747,0.0951526090502739,,,
8649,22,0.15743762254714966,0.15184473991394043,,,
8699,22,0.09174015372991562,0.10609681159257889,,,
8749,22,0.15053607523441315,0.15497548878192902,,,
8799,22,0.11184395104646683,0.1200743317604065,,,
8849,22,0.09733095020055771,0.0975993350148201,,,
8899,22,0.1681848019361496,0.17115288972854614,,,
8949,22,0.12093692272901535,0.11482147127389908,,,
8969,22,,,0.7996000051498413,0.6984575390815735,0.6982371807098389
8999,23,0.1043766513466835,0.10311467945575714,,,
9049,23,0.1458461582660675,0.13659949600696564,,,
9099,23,0.10184580832719803,0.10652314126491547,,,
9149,23,0.10385970026254654,0.10293962806463242,,,
9199,23,0.1320728212594986,0.1231994777917862,,,
9249,23,0.12433354556560516,0.12371431291103363,,,
9299,23,0.09747640788555145,0.10255686193704605,,,
9349,23,0.12197678536176682,0.12892796099185944,,,
9359,23,,,0.7918999791145325,0.712580144405365,0.7127603888511658
9399,24,0.1438874751329422,0.14337296783924103,,,
9449,24,0.16641981899738312,0.17350634932518005,,,
9499,24,0.12149719893932343,0.11742709577083588,,,
9549,24,0.11032382398843765,0.1099962368607521,,,
9599,24,0.12324723601341248,0.13739262521266937,,,
9649,24,0.16847458481788635,0.1667705625295639,,,
9699,24,0.1514023244380951,0.15619191527366638,,,
9749,24,0.19010281562805176,0.160776749253273,,,
9749,24,,,0.8170999884605408,0.7204527258872986,0.7220553159713745
9799,25,0.16383381187915802,0.17062632739543915,,,
9849,25,0.11407923698425293,0.10798247158527374,,,
9899,25,0.15886183083057404,0.1807679533958435,,,
9949,25,0.18679068982601166,0.18739484250545502,,,
9999,25,0.1820395290851593,0.1895890086889267,,,
10049,25,0.12577024102210999,0.137437105178833,,,
10099,25,0.13293559849262238,0.14609365165233612,,,
10139,25,,,0.8149999976158142,0.7283253073692322,0.7267027497291565
10149,26,0.22920484840869904,0.21294933557510376,,,
10199,26,0.11844821274280548,0.13458211719989777,,,
10249,26,0.14990414679050446,0.15159988403320312,,,
10299,26,0.14008119702339172,0.14158199727535248,,,
10349,26,0.09676297754049301,0.09924890100955963,,,
10399,26,0.14452120661735535,0.13952535390853882,,,
10449,26,0.1572088897228241,0.14612264931201935,,,
10499,26,0.20332090556621552,0.1786838322877884,,,
10529,26,,,0.8263000249862671,0.7305688858032227,0.7282251715660095
10549,27,0.18963877856731415,0.17512540519237518,,,
10599,27,0.17075148224830627,0.16683584451675415,,,
10649,27,0.16802820563316345,0.1695859283208847,,,
10699,27,0.23764827847480774,0.2247830480337143,,,
10749,27,0.12826862931251526,0.1320381611585617,,,
10799,27,0.20131047070026398,0.17319926619529724,,,
10849,27,0.18747782707214355,0.19016441702842712,,,
10899,27,0.22159788012504578,0.2317352294921875,,,
10919,27,,,0.8237000107765198,0.7369190454483032,0.7352964878082275
10949,28,0.23082320392131805,0.19702012836933136,,,
10999,28,0.17685744166374207,0.16925430297851562,,,
11049,28,0.22487494349479675,0.2242382913827896,,,
11099,28,0.1587131917476654,0.17960327863693237,,,
11149,28,0.13405930995941162,0.124119833111763,,,
11199,28,0.20005951821804047,0.22497683763504028,,,
11249,28,0.17318642139434814,0.16695111989974976,,,
11299,28,0.12697599828243256,0.13454236090183258,,,
11309,28,,,0.8061000108718872,0.7388421297073364,0.7412259578704834
11349,29,0.14548125863075256,0.14773991703987122,,,
11399,29,0.1954972743988037,0.20051360130310059,,,
11449,29,0.1577112376689911,0.1662452220916748,,,
11499,29,0.21406415104866028,0.21540823578834534,,,
11549,29,0.15418307483196259,0.14569130539894104,,,
11599,29,0.1703762412071228,0.17530056834220886,,,
11649,29,0.3809036910533905,0.42359957098960876,,,
11699,29,0.24019551277160645,0.24588707089424133,,,
11699,29,,,0.8457000255584717,0.7458733916282654,0.7437900900840759
11749,30,0.13608647882938385,0.14769530296325684,,,
11799,30,0.22580476105213165,0.20333272218704224,,,
11849,30,0.17242567241191864,0.17115497589111328,,,
11899,30,0.15201178193092346,0.148207888007164,,,
11949,30,0.11191355437040329,0.11638398468494415,,,
11999,30,0.17035971581935883,0.15975123643875122,,,
12049,30,0.21425217390060425,0.22736266255378723,,,
12089,30,,,0.8406999707221985,0.7461137771606445,0.7447115182876587
12099,31,0.2531616687774658,0.24922695755958557,,,
12149,31,0.31463873386383057,0.3449873626232147,,,
12199,31,0.13820281624794006,0.14568838477134705,,,
12249,31,0.1764657199382782,0.1559203863143921,,,
12299,31,0.14733242988586426,0.14782705903053284,,,
12349,31,0.19087782502174377,0.2049751728773117,,,
12399,31,0.20156903564929962,0.18463218212127686,,,
12449,31,0.2505827844142914,0.24438335001468658,,,
12479,31,,,0.8496000170707703,0.750160276889801,0.7489182949066162
12499,32,0.1686263382434845,0.1393870860338211,,,
12549,32,0.1865445077419281,0.19411282241344452,,,
12599,32,0.18870195746421814,0.18107324838638306,,,
12649,32,0.18197284638881683,0.16700807213783264,,,
12699,32,0.2603898048400879,0.22977671027183533,,,
12749,32,0.16356119513511658,0.16859333217144012,,,
12799,32,0.1668296903371811,0.1770685315132141,,,
12849,32,0.16826960444450378,0.16747918725013733,,,
12869,32,,,0.8449000120162964,0.7493789792060852,0.7514423131942749
12899,33,0.2520190477371216,0.23723524808883667,,,
12949,33,0.23397044837474823,0.28120073676109314,,,
12999,33,0.4347878098487854,0.5169748663902283,,,
13049,33,0.15362180769443512,0.1453053057193756,,,
13099,33,0.1961091309785843,0.20598919689655304,,,
13149,33,0.3124735951423645,0.36016756296157837,,,
13199,33,0.13503974676132202,0.1283862590789795,,,
13249,33,0.13399161398410797,0.13114739954471588,,,
13259,33,,,0.8452000021934509,0.7529046535491943,0.7514222860336304
13299,34,0.23826323449611664,0.22224991023540497,,,
13349,34,0.2256300002336502,0.2677080035209656,,,
13399,34,0.12975609302520752,0.14792031049728394,,,
13449,34,0.1756633073091507,0.1809978038072586,,,
13499,34,0.1615138202905655,0.178239643573761,,,
13549,34,0.1309838443994522,0.1298387497663498,,,
13599,34,0.15363039076328278,0.1686585247516632,,,
13649,34,0.21528668701648712,0.21412335336208344,,,
13649,34,,,0.8515999913215637,0.7522836327552795,0.7529246807098389
13699,35,0.16777633130550385,0.1656414270401001,,,
13749,35,0.23386059701442719,0.21446190774440765,,,
13799,35,0.2000650018453598,0.19999144971370697,,,
13849,35,0.23628197610378265,0.25067198276519775,,,
13899,35,0.14022532105445862,0.1360691785812378,,,
13949,35,0.09915897250175476,0.09067416936159134,,,
13999,35,0.21456585824489594,0.18088388442993164,,,
14039,35,,,0.8442000150680542,0.7569912075996399,0.7503806352615356
14049,36,0.16450735926628113,0.16338634490966797,,,
14099,36,0.1418418437242508,0.16259463131427765,,,
14149,36,0.3241526484489441,0.35545021295547485,,,
14199,36,0.23000532388687134,0.2225378155708313,,,
14249,36,0.2700825035572052,0.24478596448898315,,,
14299,36,0.287697434425354,0.28642693161964417,,,
14349,36,0.19474057853221893,0.17112219333648682,,,
14399,36,0.1816830039024353,0.18283042311668396,,,
14429,36,,,0.8515999913215637,0.7566506266593933,0.7548677921295166
14449,37,0.1541450470685959,0.15293888747692108,,,
14499,37,0.13760825991630554,0.12271192669868469,,,
14549,37,0.15267139673233032,0.14215554296970367,,,
14599,37,0.16015535593032837,0.1765119582414627,,,
14649,37,0.10510049015283585,0.11235237121582031,,,
14699,37,0.30549323558807373,0.2881215810775757,,,
14749,37,0.2458224892616272,0.2048153132200241,,,
14799,37,0.2511794865131378,0.2679327726364136,,,
14819,37,,,0.8597999811172485,0.7551282048225403,0.7558293342590332
14849,38,0.2143399715423584,0.19212792813777924,,,
14899,38,0.15578798949718475,0.17495429515838623,,,
14949,38,0.2036186307668686,0.1983797401189804,,,
14999,38,0.12725138664245605,0.13240528106689453,,,
15049,38,0.1273721158504486,0.12185969948768616,,,
15099,38,0.18137884140014648,0.2006869614124298,,,
15149,38,0.2560086250305176,0.23067869246006012,,,
15199,38,0.16977296769618988,0.1594742089509964,,,
15209,38,,,0.8428000211715698,0.7606770992279053,0.7585737109184265
15249,39,0.18773312866687775,0.19381451606750488,,,
15299,39,0.2124708741903305,0.1967657059431076,,,
15349,39,0.24556834995746613,0.23402710258960724,,,
15399,39,0.2136220484972,0.22806154191493988,,,
15449,39,0.17385628819465637,0.17346149682998657,,,
15499,39,0.2436053305864334,0.2583249509334564,,,
15549,39,0.19400422275066376,0.1964033842086792,,,
15599,39,0.28200215101242065,0.29347583651542664,,,
15599,39,,,0.8654999732971191,0.7629206776618958,0.7604567408561707
15649,40,0.145119309425354,0.13972532749176025,,,
15699,40,0.5189166069030762,0.5309875011444092,,,
15749,40,0.245456725358963,0.24708713591098785,,,
15799,40,0.24203142523765564,0.2517675757408142,,,
15849,40,0.14883647859096527,0.14395710825920105,,,
15899,40,0.17835888266563416,0.19199813902378082,,,
15949,40,0.16856294870376587,0.1776299923658371,,,
15989,40,,,0.8684999942779541,0.7618990540504456,0.7636017799377441
15999,41,0.19918380677700043,0.19866085052490234,,,
16049,41,0.16810838878154755,0.1352282464504242,,,
16099,41,0.18074141442775726,0.16739854216575623,,,
16149,41,0.23784644901752472,0.22366724908351898,,,
16199,41,0.14531204104423523,0.12069611251354218,,,
16249,41,0.18444156646728516,0.17379996180534363,,,
16299,41,0.14519988000392914,0.13241738080978394,,,
16349,41,0.1197386384010315,0.13627281785011292,,,
16379,41,,,0.8634999990463257,0.7649839520454407,0.7541466355323792
16399,42,0.14767582714557648,0.1668909788131714,,,
16449,42,0.2294716238975525,0.2784917950630188,,,
16499,42,0.1936214715242386,0.18228363990783691,,,
16549,42,0.24562741816043854,0.2629689574241638,,,
16599,42,0.3632296025753021,0.3002537190914154,,,
16649,42,0.25440457463264465,0.26911303400993347,,,
16699,42,0.16665172576904297,0.1657300889492035,,,
16749,42,0.19852498173713684,0.20859670639038086,,,
16769,42,,,0.8658999800682068,0.7645432949066162,0.766486406326294
16799,43,0.1425991654396057,0.16964983940124512,,,
16849,43,0.2241305410861969,0.2210274189710617,,,
16899,43,0.26726922392845154,0.231110617518425,,,
16949,43,0.2221115082502365,0.21336692571640015,,,
16999,43,0.3229634761810303,0.2844599187374115,,,
17049,43,0.14697033166885376,0.13987092673778534,,,
17099,43,0.19143585860729218,0.20611977577209473,,,
17149,43,0.18839319050312042,0.1796204149723053,,,
17159,43,,,0.863099992275238,0.7648037075996399,0.7684495449066162
17199,44,0.11109428107738495,0.12671878933906555,,,
17249,44,0.2751699388027191,0.22602805495262146,,,
17299,44,0.23824316263198853,0.23416845500469208,,,
17349,44,0.13557790219783783,0.12023676186800003,,,
17399,44,0.18476825952529907,0.1766083538532257,,,
17449,44,0.2077515423297882,0.21775975823402405,,,
17499,44,0.29662880301475525,0.2989259362220764,,,
17549,44,0.22596682608127594,0.23400317132472992,,,
17549,44,,,0.8493000268936157,0.7514022588729858,0.7435095906257629
17599,45,0.2186996042728424,0.18852292001247406,,,
17649,45,0.2434082329273224,0.2525058388710022,,,
17699,45,0.261682391166687,0.23827093839645386,,,
17749,45,0.18780943751335144,0.15271413326263428,,,
17799,45,0.14621861279010773,0.15158693492412567,,,
17849,45,0.12832550704479218,0.12615959346294403,,,
17899,45,0.42369404435157776,0.39219099283218384,,,
17939,45,,,0.864300012588501,0.7681289911270142,0.7652043104171753
17949,46,0.1836417019367218,0.19968219101428986,,,
17999,46,0.24750015139579773,0.21349264681339264,,,
18049,46,0.48816388845443726,0.5906254649162292,,,
18099,46,0.18868698179721832,0.17994090914726257,,,
18149,46,0.16349825263023376,0.17754822969436646,,,
18199,46,0.3261756896972656,0.25589048862457275,,,
18249,46,0.2737320065498352,0.28158295154571533,,,
18299,46,0.2758488655090332,0.24135354161262512,,,
18329,46,,,0.8543000221252441,0.7682492136955261,0.7698317170143127
18349,47,0.4624825716018677,0.5255217552185059,,,
18399,47,0.17239172756671906,0.16874492168426514,,,
18449,47,0.26715415716171265,0.27456289529800415,,,
18499,47,0.2500528395175934,0.22389492392539978,,,
18549,47,0.20096667110919952,0.20502595603466034,,,
18599,47,0.15337519347667694,0.16798022389411926,,,
18649,47,0.25058090686798096,0.21782910823822021,,,
18699,47,0.08947350084781647,0.08730269968509674,,,
18719,47,,,0.8474000096321106,0.7697315812110901,0.7603164911270142
18749,48,0.236245259642601,0.23160749673843384,,,
18799,48,0.19244469702243805,0.16744361817836761,,,
18849,48,0.17597514390945435,0.18012180924415588,,,
18899,48,0.30312150716781616,0.30069613456726074,,,
18949,48,0.18175145983695984,0.18868224322795868,,,
18999,48,0.15458853542804718,0.14864099025726318,,,
19049,48,0.17370176315307617,0.1616619974374771,,,
19099,48,0.22822216153144836,0.21586230397224426,,,
19109,48,,,0.8738999962806702,0.7716746926307678,0.7670673131942749
19149,49,0.1962568610906601,0.20364955067634583,,,
19199,49,0.19082999229431152,0.18965132534503937,,,
19249,49,0.191397562623024,0.186003640294075,,,
19299,49,0.21709352731704712,0.22596491873264313,,,
19349,49,0.2524045407772064,0.25555482506752014,,,
19399,49,0.1638285517692566,0.18165522813796997,,,
19449,49,0.26595860719680786,0.262207955121994,,,
19499,49,0.4014440178871155,0.5004884600639343,,,
19499,49,,,0.8730000257492065,0.7704727649688721,0.7721955180168152
19549,50,0.1247691959142685,0.11592628806829453,,,
19599,50,0.11304372549057007,0.11572756618261337,,,
19649,50,0.14798079431056976,0.13929499685764313,,,
19699,50,0.14449681341648102,0.13488759100437164,,,
19749,50,0.1274743378162384,0.11330381035804749,,,
19799,50,0.19959287345409393,0.1878761202096939,,,
19849,50,0.25008460879325867,0.21822494268417358,,,
19889,50,,,0.7179999947547913,0.7705528736114502,0.7707532048225403
19899,51,0.07773344218730927,0.06860001385211945,,,
19949,51,0.12497951090335846,0.11353344470262527,,,
19999,51,0.21797671914100647,0.1590559333562851,,,
20049,51,0.15426774322986603,0.1262141913175583,,,
20099,51,0.36761385202407837,0.33245939016342163,,,
20149,51,0.09253089129924774,0.08878543227910995,,,
20199,51,0.18071383237838745,0.1612836867570877,,,
20249,51,0.2408372163772583,0.2595345675945282,,,
20279,51,,,0.862500011920929,0.770272433757782,0.7378205060958862
20299,52,0.4663008153438568,0.39551010727882385,,,
20349,52,0.20525987446308136,0.19930671155452728,,,
20399,52,0.21643958985805511,0.1763792335987091,,,
20449,52,0.2942124009132385,0.2579236626625061,,,
20499,52,0.3784897029399872,0.3630255162715912,,,
20549,52,0.27978041768074036,0.29649174213409424,,,
20599,52,0.15828168392181396,0.17249730229377747,,,
20649,52,0.21927057206630707,0.18870268762111664,,,
20669,52,,,0.8712000250816345,0.775701105594635,0.7695913314819336
20699,53,0.1632550060749054,0.16271084547042847,,,
20749,53,0.12222875654697418,0.13827183842658997,,,
20799,53,0.19883544743061066,0.19658702611923218,,,
20849,53,0.3302121162414551,0.34510719776153564,,,
20899,53,0.17176304757595062,0.16280031204223633,,,
20949,53,0.1816730499267578,0.15869948267936707,,,
20999,53,0.1809958517551422,0.16755609214305878,,,
21049,53,0.15873882174491882,0.18315716087818146,,,
21059,53,,,0.8751999735832214,0.7755609154701233,0.7747395634651184
21099,54,0.16430795192718506,0.17873722314834595,,,
21149,54,0.19448751211166382,0.19508998095989227,,,
21199,54,0.2899359464645386,0.36522600054740906,,,
21249,54,0.3367692232131958,0.461497038602829,,,
21299,54,0.33587419986724854,0.3408254384994507,,,
21349,54,0.24007566273212433,0.26328012347221375,,,
21399,54,0.16303709149360657,0.16643169522285461,,,
21449,54,0.2355010211467743,0.27684593200683594,,,
21449,54,,,0.8791000247001648,0.7727964520454407,0.7762019038200378
21499,55,0.24141673743724823,0.2523772418498993,,,
21549,55,0.15381671488285065,0.17186707258224487,,,
21599,55,0.3447982966899872,0.31904882192611694,,,
21649,55,0.1978166103363037,0.24010880291461945,,,
21699,55,0.3236232101917267,0.296886146068573,,,
21749,55,0.5557472109794617,0.5098419785499573,,,
21799,55,0.1752135157585144,0.15979363024234772,,,
21839,55,,,0.8751000165939331,0.776762843132019,0.7783653736114502
21849,56,0.4006647765636444,0.40415525436401367,,,
21899,56,0.2607421278953552,0.26424849033355713,,,
21949,56,0.13261167705059052,0.12425214052200317,,,
21999,56,0.23941820859909058,0.27138420939445496,,,
22049,56,0.3283032178878784,0.31946125626564026,,,
22099,56,0.3373863399028778,0.326810747385025,,,
22149,56,0.2158360481262207,0.2268092930316925,,,
22199,56,0.19390007853507996,0.19691281020641327,,,
22229,56,,,0.8666999936103821,0.77734375,0.7762219309806824
22249,57,0.2102755755186081,0.1981055587530136,,,
22299,57,0.1758383810520172,0.16718219220638275,,,
22349,57,0.13282878696918488,0.13225877285003662,,,
22399,57,0.1608499139547348,0.13752377033233643,,,
22449,57,0.35085174441337585,0.3187131881713867,,,
22499,57,0.19055230915546417,0.20152878761291504,,,
22549,57,0.17213140428066254,0.16156019270420074,,,
22599,57,0.2627775967121124,0.23451121151447296,,,
22619,57,,,0.8676999807357788,0.782932698726654,0.7787059545516968
22649,58,0.2704586088657379,0.28998252749443054,,,
22699,58,0.3638973832130432,0.3552916944026947,,,
22749,58,0.2573081851005554,0.31795257329940796,,,
22799,58,0.3108423948287964,0.34337088465690613,,,
22849,58,0.3102392256259918,0.31784892082214355,,,
