epoch,step,train_loss,val_loss,val_acc,train_acc,test_acc
0,49,1.8103103637695312,,,,
0,99,1.7375866174697876,,,,
0,149,1.7387415170669556,,,,
0,199,1.4002695083618164,,,,
0,249,1.5074609518051147,,,,
0,299,1.428477168083191,,,,
0,311,,1.891679286956787,0.36469998955726624,,
0,311,,,,0.3235677182674408,0.39959999918937683
1,349,0.9720706939697266,,,,
1,399,1.0902713537216187,,,,
1,449,1.1504669189453125,,,,
1,499,0.9573916792869568,,,,
1,549,0.7595797777175903,,,,
1,599,1.197963833808899,,,,
1,623,,1.5622154474258423,0.4943000078201294,,
1,623,,,,0.4527243673801422,0.5559999942779541
2,649,0.3970186710357666,,,,
2,699,0.3706134557723999,,,,
2,749,0.2940291166305542,,,,
2,799,0.2402360439300537,,,,
2,849,0.44219768047332764,,,,
2,899,0.5989389419555664,,,,
2,935,,1.614030361175537,0.5205000042915344,,
2,935,,,,0.5277444124221802,0.5799999833106995
3,949,0.18987607955932617,,,,
3,999,-0.1333143711090088,,,,
3,1049,-0.4010899066925049,,,,
3,1099,-0.20677566528320312,,,,
3,1149,0.03297734260559082,,,,
3,1199,-0.02570188045501709,,,,
3,1247,,1.412116289138794,0.5938000082969666,,
3,1247,,,,0.581129789352417,0.679099977016449
4,1249,-0.7314791679382324,,,,
4,1299,-0.4830971956253052,,,,
4,1349,-0.8180307149887085,,,,
4,1399,-0.9086823463439941,,,,
4,1449,-0.6808431148529053,,,,
4,1499,-0.5633621215820312,,,,
4,1549,-0.7131325006484985,,,,
4,1559,,1.4108736515045166,0.6229000091552734,,
4,1559,,,,0.6228215098381042,0.7124000191688538
5,1599,-0.9315903186798096,,,,
5,1649,-1.1966239213943481,,,,
5,1699,-1.3873330354690552,,,,
5,1749,-1.691062331199646,,,,
5,1799,-1.4414231777191162,,,,
5,1849,-1.375281810760498,,,,
5,1871,,1.2488152980804443,0.67330002784729,,
5,1871,,,,0.6551733016967773,0.7739999890327454
6,1899,-2.510136604309082,,,,
6,1949,-1.8632317781448364,,,,
6,1999,-2.0974416732788086,,,,
6,2049,-2.528917074203491,,,,
6,2099,-1.69637930393219,,,,
6,2149,-2.328582763671875,,,,
6,2183,,1.3109182119369507,0.6837999820709229,,
6,2183,,,,0.6769080758094788,0.781499981880188
7,2199,-3.06369686126709,,,,
7,2249,-2.740044116973877,,,,
7,2299,-3.0977516174316406,,,,
