step,epoch,train_loss,val_loss,val_acc,test_acc,train_acc
49,0,3.796513795852661,,,,
99,0,3.772322177886963,,,,
149,0,3.6251893043518066,,,,
199,0,3.1028895378112793,,,,
249,0,3.1087751388549805,,,,
299,0,3.0414412021636963,,,,
311,0,,2.005244016647339,0.27799999713897705,,
311,0,,,,0.3596999943256378,0.26024138927459717
349,1,3.3109898567199707,,,,
399,1,3.3643341064453125,,,,
449,1,3.208695888519287,,,,
499,1,3.0142860412597656,,,,
549,1,2.9554505348205566,,,,
599,1,3.0049123764038086,,,,
623,1,,1.8493685722351074,0.36410000920295715,,
623,1,,,,0.4724999964237213,0.3477313816547394
649,2,3.07503080368042,,,,
699,2,2.7956442832946777,,,,
749,2,2.8446688652038574,,,,
799,2,2.9522030353546143,,,,
849,2,2.8531742095947266,,,,
899,2,2.685407876968384,,,,
935,2,,1.7274953126907349,0.41600000858306885,,
935,2,,,,0.5379999876022339,0.39340445399284363
949,3,3.1234588623046875,,,,
999,3,2.7588183879852295,,,,
1049,3,3.09633731842041,,,,
1099,3,2.7327418327331543,,,,
1149,3,2.809267997741699,,,,
1199,3,3.061455726623535,,,,
1247,3,,1.7021799087524414,0.4341000020503998,,
1247,3,,,,0.5756000280380249,0.42953726649284363
1249,4,2.657677412033081,,,,
1299,4,2.792206287384033,,,,
1349,4,2.6946394443511963,,,,
1399,4,2.543198347091675,,,,
1449,4,2.7113735675811768,,,,
1499,4,2.6853389739990234,,,,
1549,4,2.8602163791656494,,,,
1559,4,,1.6500529050827026,0.45170000195503235,,
1559,4,,,,0.6219000220298767,0.4533253312110901
1599,5,2.5138542652130127,,,,
1649,5,2.4117164611816406,,,,
1699,5,2.7099084854125977,,,,
1749,5,2.5444297790527344,,,,
1799,5,2.2504825592041016,,,,
1849,5,2.4197142124176025,,,,
1871,5,,1.6748970746994019,0.44859999418258667,,
1871,5,,,,0.6179999709129333,0.4787660241127014
1899,6,2.516207695007324,,,,
1949,6,2.8816609382629395,,,,
1999,6,2.5818440914154053,,,,
2049,6,3.0726637840270996,,,,
2099,6,2.426260232925415,,,,
2149,6,2.60501766204834,,,,
2183,6,,1.676593542098999,0.461899995803833,,
2183,6,,,,0.6200000047683716,0.49419069290161133
2199,7,2.5330748558044434,,,,
2249,7,2.344633102416992,,,,
2299,7,2.3948938846588135,,,,
2349,7,2.5290491580963135,,,,
2399,7,2.60420560836792,,,,
2449,7,2.044257640838623,,,,
2495,7,,1.6134233474731445,0.4941999912261963,,
2495,7,,,,0.6762999892234802,0.5082131624221802
2499,8,1.9879131317138672,,,,
2549,8,2.6137890815734863,,,,
2599,8,2.4382662773132324,,,,
2649,8,2.5220303535461426,,,,
2699,8,2.1064839363098145,,,,
2749,8,2.1370389461517334,,,,
2799,8,2.137197494506836,,,,
2807,8,,1.6824045181274414,0.4812999963760376,,
2807,8,,,,0.6366999745368958,0.5131460428237915
2849,9,2.090402603149414,,,,
2899,9,2.15488862991333,,,,
2949,9,2.066939115524292,,,,
2999,9,2.2229690551757812,,,,
3049,9,2.3446547985076904,,,,
3099,9,2.4568824768066406,,,,
3119,9,,1.636725902557373,0.5167999863624573,,
3119,9,,,,0.7067999839782715,0.5225110054016113
3149,10,1.8037159442901611,,,,
3199,10,1.9353268146514893,,,,
3249,10,2.0330772399902344,,,,
3299,10,2.0286943912506104,,,,
3349,10,2.267094850540161,,,,
3399,10,2.126856803894043,,,,
3431,10,,1.706865668296814,0.5116000175476074,,
3431,10,,,,0.7160999774932861,0.5286458134651184
3449,11,1.8652853965759277,,,,
3499,11,1.6690573692321777,,,,
3549,11,2.0577263832092285,,,,
3599,11,1.8554191589355469,,,,
3649,11,1.9772295951843262,,,,
3699,11,1.7179542779922485,,,,
3743,11,,1.8084220886230469,0.5134999752044678,,
3743,11,,,,0.7139000296592712,0.5340544581413269
3749,12,1.78239107131958,,,,
3799,12,1.841443657875061,,,,
3849,12,1.9407095909118652,,,,
3899,12,1.8065305948257446,,,,
3949,12,1.6762549877166748,,,,
3999,12,1.3532464504241943,,,,
4049,12,1.7690517902374268,,,,
4055,12,,1.9291046857833862,0.5242999792098999,,
4055,12,,,,0.7240999937057495,0.5406149625778198
4099,13,1.748863697052002,,,,
4149,13,1.5024701356887817,,,,
4199,13,1.577276587486267,,,,
4249,13,1.6586682796478271,,,,
4299,13,1.6059818267822266,,,,
4349,13,1.7527509927749634,,,,
4367,13,,1.9113625288009644,0.5188999772071838,,
4367,13,,,,0.7006999850273132,0.5451722741127014
4399,14,1.488160490989685,,,,
4449,14,1.4959479570388794,,,,
4499,14,1.5672338008880615,,,,
4549,14,1.5664489269256592,,,,
4599,14,1.662243127822876,,,,
4649,14,1.6561610698699951,,,,
4679,14,,2.0791726112365723,0.5149999856948853,,
4679,14,,,,0.7001000046730042,0.5524339079856873
4699,15,1.5498929023742676,,,,
4749,15,1.3865351676940918,,,,
4799,15,1.600486159324646,,,,
4849,15,1.4446735382080078,,,,
4899,15,1.4708473682403564,,,,
4949,15,1.4900116920471191,,,,
4991,15,,2.077143430709839,0.5307999849319458,,
4991,15,,,,0.7450000047683716,0.5497546195983887
4999,16,1.5404889583587646,,,,
5049,16,1.4185121059417725,,,,
5099,16,1.3847804069519043,,,,
5149,16,1.3391594886779785,,,,
5199,16,1.4429998397827148,,,,
5249,16,1.5774239301681519,,,,
5299,16,1.6554765701293945,,,,
5303,16,,2.1919212341308594,0.5304999947547913,,
5303,16,,,,0.7411999702453613,0.5569661259651184
5349,17,1.39896821975708,,,,
5399,17,1.321718692779541,,,,
5449,17,1.176436424255371,,,,
5499,17,1.4342944622039795,,,,
5549,17,1.5017112493515015,,,,
5599,17,1.260899305343628,,,,
5615,17,,2.259826183319092,0.5360999703407288,,
5615,17,,,,0.7505000233650208,0.5612980723381042
5649,18,1.2478690147399902,,,,
5699,18,1.4080088138580322,,,,
5749,18,1.5241889953613281,,,,
5799,18,1.2765839099884033,,,,
5849,18,1.4065747261047363,,,,
5899,18,1.4883830547332764,,,,
5927,18,,2.2884154319763184,0.532800018787384,,
5927,18,,,,0.7603999972343445,0.5629507303237915
5949,19,1.1964043378829956,,,,
5999,19,1.1430532932281494,,,,
6049,19,1.358328938484192,,,,
6099,19,1.0991915464401245,,,,
6149,19,1.1267287731170654,,,,
6199,19,1.138493537902832,,,,
6239,19,,2.3768250942230225,0.5273000001907349,,
6239,19,,,,0.7537000179290771,0.5680338740348816
6249,20,1.3969032764434814,,,,
6299,20,1.293481469154358,,,,
6349,20,1.0695301294326782,,,,
6399,20,1.1961218118667603,,,,
6449,20,1.3461251258850098,,,,
6499,20,1.2758312225341797,,,,
6549,20,1.181656002998352,,,,
6551,20,,2.4999241828918457,0.5458999872207642,,
6551,20,,,,0.7714999914169312,0.5700871348381042
6599,21,1.1354131698608398,,,,
6649,21,1.072150707244873,,,,
6699,21,1.3101978302001953,,,,
6749,21,1.0680489540100098,,,,
6799,21,1.1128737926483154,,,,
6849,21,1.3096745014190674,,,,
6863,21,,2.59507417678833,0.5167999863624573,,
6863,21,,,,0.730400025844574,0.5728665590286255
6899,22,1.0047495365142822,,,,
6949,22,0.9996419548988342,,,,
6999,22,1.266880750656128,,,,
7049,22,1.148558497428894,,,,
7099,22,1.373145580291748,,,,
7149,22,1.2546485662460327,,,,
7175,22,,2.523362159729004,0.538100004196167,,
7175,22,,,,0.743399977684021,0.5746194124221802
7199,23,1.0317972898483276,,,,
7249,23,1.1434736251831055,,,,
7299,23,1.083890438079834,,,,
7349,23,0.8487190008163452,,,,
7399,23,1.0212671756744385,,,,
7449,23,0.9673641324043274,,,,
7487,23,,2.7336299419403076,0.5375999808311462,,
7487,23,,,,0.7562999725341797,0.5756460428237915
7499,24,1.1023309230804443,,,,
7549,24,0.9941729307174683,,,,
7599,24,1.0927467346191406,,,,
7649,24,1.1078664064407349,,,,
7699,24,0.9671907424926758,,,,
7749,24,1.0466699600219727,,,,
7799,24,0.9895409941673279,,,,
7799,24,,2.6244616508483887,0.5329999923706055,,
7799,24,,,,0.7524999976158142,0.5822315812110901
7849,25,1.2117592096328735,,,,
7899,25,1.0593011379241943,,,,
7949,25,1.0595694780349731,,,,
7999,25,0.993341326713562,,,,
8049,25,1.025709867477417,,,,
8099,25,1.0282483100891113,,,,
8111,25,,2.8408100605010986,0.5375999808311462,,
8111,25,,,,0.757099986076355,0.5842848420143127
8149,26,0.8591004610061646,,,,
8199,26,1.0759941339492798,,,,
8249,26,0.9304947257041931,,,,
8299,26,0.9320754408836365,,,,
8349,26,0.9179664850234985,,,,
8399,26,1.0196455717086792,,,,
8423,26,,2.896796941757202,0.5418999791145325,,
8423,26,,,,0.7615000009536743,0.5832081437110901
8449,27,0.9704179763793945,,,,
8499,27,0.9257656335830688,,,,
8549,27,1.0037596225738525,,,,
8599,27,1.1100226640701294,,,,
8649,27,1.1976664066314697,,,,
8699,27,1.0742707252502441,,,,
8735,27,,2.8484184741973877,0.5393999814987183,,
8735,27,,,,0.7450000047683716,0.5852614045143127
8749,28,1.001641035079956,,,,
8799,28,1.1535065174102783,,,,
8849,28,0.9068242311477661,,,,
8899,28,0.9474732875823975,,,,
8949,28,0.9280319213867188,,,,
8999,28,0.8717845678329468,,,,
9047,28,,2.9294514656066895,0.545199990272522,,
9047,28,,,,0.755299985408783,0.5876902937889099
9049,29,0.9361124038696289,,,,
9099,29,0.8840867877006531,,,,
9149,29,1.0048670768737793,,,,
9199,29,0.9536947011947632,,,,
9249,29,1.1130874156951904,,,,
9299,29,0.9454139471054077,,,,
9349,29,0.854974627494812,,,,
9359,29,,2.9785611629486084,0.5525000095367432,,
9359,29,,,,0.7922999858856201,0.5884414911270142
9399,30,0.8825806379318237,,,,
9449,30,0.9243420362472534,,,,
9499,30,0.881525993347168,,,,
9549,30,0.7935053706169128,,,,
9599,30,0.9112780094146729,,,,
9649,30,0.8793885111808777,,,,
9671,30,,2.8876936435699463,0.5557000041007996,,
9671,30,,,,0.7813000082969666,0.589768648147583
9699,31,0.863844633102417,,,,
9749,31,0.8402736186981201,,,,
9799,31,0.8563218116760254,,,,
9849,31,0.8809224367141724,,,,
9899,31,0.9921603202819824,,,,
9949,31,0.9292343854904175,,,,
9983,31,,3.1088831424713135,0.5444999933242798,,
9983,31,,,,0.7669000029563904,0.5945262312889099
9999,32,0.9563311338424683,,,,
10049,32,0.694746732711792,,,,
10099,32,0.906306266784668,,,,
10149,32,0.8396254181861877,,,,
10199,32,0.9130367636680603,,,,
10249,32,1.1072558164596558,,,,
10295,32,,3.0976624488830566,0.5498999953269958,,
10295,32,,,,0.7946000099182129,0.5938000679016113
10299,33,0.8384926319122314,,,,
10349,33,0.882114052772522,,,,
10399,33,0.842377781867981,,,,
10449,33,0.9642329812049866,,,,
10499,33,0.8962438106536865,,,,
10549,33,0.8086830377578735,,,,
10599,33,0.9148457646369934,,,,
10607,33,,3.383723497390747,0.5447999835014343,,
10607,33,,,,0.7612000107765198,0.5948517918586731
10649,34,0.8592336177825928,,,,
10699,34,0.8756673336029053,,,,
10749,34,0.8996011018753052,,,,
10799,34,0.8910702466964722,,,,
10849,34,0.8748652935028076,,,,
10899,34,1.0661425590515137,,,,
10919,34,,3.260751962661743,0.5526999831199646,,
10919,34,,,,0.7857999801635742,0.5952523946762085
10949,35,0.9904441833496094,,,,
10999,35,0.8024808764457703,,,,
11049,35,0.9111799001693726,,,,
11099,35,0.7938109636306763,,,,
11149,35,0.8688580989837646,,,,
11199,35,0.8026595115661621,,,,
11231,35,,3.2073006629943848,0.5514000058174133,,
11231,35,,,,0.7925000190734863,0.5958283543586731
11249,36,0.7331925630569458,,,,
11299,36,0.95050048828125,,,,
11349,36,0.826478123664856,,,,
11399,36,0.7029110193252563,,,,
11449,36,0.9963857531547546,,,,
11499,36,0.8787450790405273,,,,
11543,36,,3.2594645023345947,0.5493999719619751,,
11543,36,,,,0.7811999917030334,0.5957281589508057
11549,37,0.7475132942199707,,,,
