train_loss1,step,train_loss2,epoch,train_acc2,train_acc1,test_acc
0.004230166785418987,1949,0.00408814987167716,4,,,
,1949,,4,0.7648037075996399,0.7719951868057251,0.7529000043869019
0.003713898593559861,1999,0.003989693243056536,5,,,
0.0031408770009875298,2049,0.003227348905056715,5,,,
0.0023625572212040424,2099,0.00269328779540956,5,,,
0.0023836905602365732,2149,0.0017238021828234196,5,,,
0.003776916768401861,2199,0.00387124577537179,5,,,
0.002007971052080393,2249,0.002247384749352932,5,,,
0.0031316548120230436,2299,0.002785190474241972,5,,,
,2339,,5,0.7896033525466919,0.7969350814819336,0.7527999877929688
0.0009932646062225103,2349,0.0011647891951724887,6,,,
0.0017043896950781345,2399,0.0011777736945077777,6,,,
0.0015389499021694064,2449,0.0013577487552538514,6,,,
0.0019915953744202852,2499,0.0014384278329089284,6,,,
0.0021463045850396156,2549,0.001814740477129817,6,,,
0.001845834543928504,2599,0.0015429614577442408,6,,,
0.0034049740061163902,2649,0.003351256251335144,6,,,
0.002174569061025977,2699,0.00357927312143147,6,,,
,2729,,6,0.8082332015037537,0.8113180994987488,0.786899983882904
0.002556396881118417,2749,0.002428032923489809,7,,,
0.0024172954726964235,2799,0.002480845432728529,7,,,
0.0015780547400936484,2849,0.0016955409664660692,7,,,
0.0012605874799191952,2899,0.0011793498415499926,7,,,
0.002030205214396119,2949,0.002431425964459777,7,,,
0.0020431969314813614,2999,0.0021025773603469133,7,,,
0.0019037132151424885,3049,0.0025933783035725355,7,,,
0.0016798973083496094,3099,0.001304261269979179,7,,,
,3119,,7,0.8202123641967773,0.8245392441749573,0.8206999897956848
0.0008362074731849134,3149,0.0015164988581091166,8,,,
0.0017314641736447811,3199,0.0014325405936688185,8,,,
0.000646510103251785,3249,0.0016716973623260856,8,,,
0.0014784455997869372,3299,0.0012873199302703142,8,,,
0.0015171716222539544,3349,0.001969787059351802,8,,,
0.0013834787532687187,3399,0.0014306778321042657,8,,,
0.0014418993378058076,3449,0.001998024294152856,8,,,
0.003295346861705184,3499,0.0018230682471767068,8,,,
,3509,,8,0.8260416388511658,0.8314703702926636,0.8026999831199646
0.001602526637725532,3549,0.001224928186275065,9,,,
0.0021848934702575207,3599,0.001709273550659418,9,,,
0.001124798902310431,3649,0.0011920644901692867,9,,,
0.0003439847787376493,3699,0.0004077509802300483,9,,,
0.0016825038474053144,3749,0.001347503624856472,9,,,
0.0011739301262423396,3799,0.0006621217471547425,9,,,
0.0011990750208497047,3849,0.000966652121860534,9,,,
0.002414566930383444,3899,0.0024538151919841766,9,,,
,3899,,9,0.8313301205635071,0.8317708373069763,0.805899977684021
0.0010555933695286512,3949,0.0012292986502870917,10,,,
0.0012805076548829675,3999,0.001266448525711894,10,,,
0.00031205586856231093,4049,0.0004409710527397692,10,,,
0.0008104339358396828,4099,0.0014258845476433635,10,,,
0.0006227018893696368,4149,0.0014610959915444255,10,,,
0.0007720576832070947,4199,0.0013368255458772182,10,,,
0.0008648881921544671,4249,0.0008535627275705338,10,,,
,4289,,10,0.837419867515564,0.8400440812110901,0.804099977016449
0.0008412953466176987,4299,0.0006592244026251137,11,,,
0.0015829759649932384,4349,0.002001216635107994,11,,,
0.0008530142367817461,4399,0.00023234418767970055,11,,,
0.001610237406566739,4449,0.0011300413170829415,11,,,
0.001166793517768383,4499,0.001266979263164103,11,,,
0.00048136519035324454,4549,0.00045942969154566526,11,,,
0.0011380816577002406,4599,0.0007197025697678328,11,,,
0.0007853239658288658,4649,0.0002582140441518277,11,,,
,4679,,11,0.8417067527770996,0.8462539911270142,0.8327000141143799
0.0013135040644556284,4699,0.0005872059264220297,12,,,
0.001591121661476791,4749,0.0007450226112268865,12,,,
0.0005477886297740042,4799,0.0013880332699045539,12,,,
0.0005614787223748863,4849,0.00046769395703449845,12,,,
0.00028559970087371767,4899,0.00040545742376707494,12,,,
0.001443532994017005,4949,0.0011132857762277126,12,,,
0.0013222107663750648,4999,0.0008978357654996216,12,,,
0.001018049893900752,5049,0.0010993805481120944,12,,,
,5069,,12,0.8460937738418579,0.8462539911270142,0.8343999981880188
0.0010220305994153023,5099,0.0005874595372006297,13,,,
0.0017579770646989346,5149,0.0010462772333994508,13,,,
0.0010954550234600902,5199,0.0012465668842196465,13,,,
0.001758824335411191,5249,0.00046269441372714937,13,,,
0.0009243604727089405,5299,0.0013472575228661299,13,,,
0.0012485336046665907,5349,0.0008497148519381881,13,,,
0.0002659256279002875,5399,0.00019574792531784624,13,,,
0.0010977194178849459,5449,0.0014043727423995733,13,,,
,5459,,13,0.8501402139663696,0.8522235751152039,0.8355000019073486
0.001369509962387383,5499,0.0018260360229760408,14,,,
0.0006203508237376809,5549,0.0011070508044213057,14,,,
0.00025524370721541345,5599,0.0005013871123082936,14,,,
0.001714931451715529,5649,0.0008074152283370495,14,,,
0.0004501558723859489,5699,0.001228034496307373,14,,,
0.000869546493049711,5749,0.0011009731097146869,14,,,
0.0015301147941499949,5799,0.0015662836376577616,14,,,
0.0008067593444138765,5849,0.0007369559607468545,14,,,
,5849,,14,0.8526843190193176,0.8542668223381042,0.8402000069618225
0.00021080502483528107,5899,0.0002908713649958372,15,,,
0.0017902422696352005,5949,0.0006906652706675231,15,,,
0.0006884081522002816,5999,0.0002821858797688037,15,,,
0.0002021833643084392,6049,0.00025843901676125824,15,,,
0.0004927709233015776,6099,0.00048447796143591404,15,,,
0.002479732036590576,6149,0.0010415889555588365,15,,,
0.0005312728462740779,6199,0.00024349993327632546,15,,,
,6239,,15,0.8581330180168152,0.8608373403549194,0.8382999897003174
0.0013698514085263014,6249,0.0018975567072629929,16,,,
0.0002810719597619027,6299,0.000532491656485945,16,,,
0.0009451397927477956,6349,0.0006940638995729387,16,,,
0.0004394046845845878,6399,0.0007502948865294456,16,,,
0.0003846073232125491,6449,0.00048495648661628366,16,,,
0.00018301060481462628,6499,0.0006472771055996418,16,,,
0.0008706870721653104,6549,0.0009469529031775892,16,,,
0.00017055714852176607,6599,0.00023131680791266263,16,,,
,6629,,16,0.8613381385803223,0.8621995449066162,0.857699990272522
0.0003348563623148948,6649,0.0008571915095672011,17,,,
0.0010141989914700389,6699,0.0012295591877773404,17,,,
0.0006754587520845234,6749,0.0005927386810071766,17,,,
0.0008381701190955937,6799,0.0013361212331801653,17,,,
0.0015247738920152187,6849,0.0013709425693377852,17,,,
0.00017871000454761088,6899,0.0005617711576633155,17,,,
0.001273426110856235,6949,0.0001471132563892752,17,,,
0.0008461548713967204,6999,0.0009757355437614024,17,,,
,7019,,17,0.8614984154701233,0.8644030690193176,0.8496999740600586
0.0005927945603616536,7049,0.0005513078649528325,18,,,
0.001277689472772181,7099,0.000639565521851182,18,,,
0.00065685308072716,7149,0.0007905351812951267,18,,,
0.0003237964410800487,7199,0.0005327987018972635,18,,,
0.001020259689539671,7249,0.00033063761657103896,18,,,
0.0004792890977114439,7299,0.0016729370690882206,18,,,
0.0004970948793925345,7349,0.0009347527520731091,18,,,
0.0009149965480901301,7399,0.0006692332099191844,18,,,
,7409,,18,0.8667467832565308,0.8668670058250427,0.8410999774932861
0.00048498515388928354,7449,0.0005471333861351013,19,,,
0.0016547885024920106,7499,0.001313346321694553,19,,,
0.001010306179523468,7549,0.0006925875786691904,19,,,
0.00026969279861077666,7599,0.0013204702408984303,19,,,
0.0006234527099877596,7649,0.0007959941867738962,19,,,
0.00018564515630714595,7699,0.00018394735525362194,19,,,
0.00037013107794336975,7749,0.0005683150957338512,19,,,
0.0005536850658245385,7799,0.0005643510958179832,19,,,
,7799,,19,0.8674879670143127,0.870312511920929,0.8580999970436096
0.00046241338714025915,7849,0.0005826135748066008,20,,,
0.00027822001720778644,7899,0.00047391807311214507,20,,,
0.0005165521870367229,7949,0.00035493442555889487,20,,,
0.001306004705838859,7999,0.0008563876617699862,20,,,
0.0002836365601979196,8049,0.0001267077459488064,20,,,
0.0004957860219292343,8099,0.0006688458961434662,20,,,
0.0006754494388587773,8149,0.0015400034608319402,20,,,
,8189,,20,0.8701522350311279,0.8723757863044739,0.8532999753952026
0.0005964470910839736,8199,0.0017634752439334989,21,,,
0.0005967289907857776,8249,0.0007768321665935218,21,,,
0.001144452951848507,8299,0.001017238013446331,21,,,
0.0022387029603123665,8349,0.0011734612053260207,21,,,
0.0006334568606689572,8399,0.0006243832758627832,21,,,
0.00010110336734214798,8449,4.758930663228966e-05,21,,,
0.00022021289623808116,8499,0.0001991941244341433,21,,,
0.0004850133555009961,8549,0.0010881352936848998,21,,,
,8579,,21,0.8727564215660095,0.8736578822135925,0.8562999963760376
0.0009299787343479693,8599,0.0007942648371681571,22,,,
0.0006067712092772126,8649,0.0003176997124683112,22,,,
0.00033519809949211776,8699,0.00033189586247317493,22,,,
0.0003798736725002527,8749,0.0010578481014817953,22,,,
0.0008419624646194279,8799,0.0010676606325432658,22,,,
0.0003672502061817795,8849,0.0004271849466022104,22,,,
0.00010140131780644879,8899,0.0002665308420546353,22,,,
0.00021578256564680487,8949,0.0005537334945984185,22,,,
,8969,,22,0.8732972741127014,0.8756410479545593,0.8571000099182129
0.0011246021604165435,8999,0.0004382155602797866,23,,,
0.000700908771250397,9049,0.0005408194265328348,23,,,
0.00013284581655170768,9099,0.0004837116866838187,23,,,
0.0005919755203649402,9149,0.00027932412922382355,23,,,
0.00011135542445117608,9199,0.00040880925371311605,23,,,
0.0009249283466488123,9249,0.0005125047173351049,23,,,
0.0006571484846062958,9299,0.0009517201688140631,23,,,
0.0002828654833137989,9349,0.00013647445302922279,23,,,
,9359,,23,0.8772035241127014,0.8792267441749573,0.8483999967575073
0.00036537268897518516,9399,0.00037148263072595,24,,,
1.961217276402749e-05,9449,4.292030098440591e-06,24,,,
9.411203791387379e-05,9499,5.518223770195618e-05,24,,,
0.0002254065329907462,9549,0.00033488834742456675,24,,,
0.00015875021927058697,9599,0.0007080905488692224,24,,,
0.0009217507322318852,9649,0.000534680497366935,24,,,
0.001004996127448976,9699,0.0009507373324595392,24,,,
0.0004009717085864395,9749,0.0003164344234392047,24,,,
,9749,,24,0.8791666626930237,0.8801482319831848,0.8428999781608582
0.00024868917535059154,9799,0.0010563289979472756,25,,,
8.388339483644813e-05,9849,0.0002848556905519217,25,,,
0.001171610434539616,9899,0.0012594937579706311,25,,,
0.003368857316672802,9949,0.0019235012587159872,25,,,
0.00022977378102950752,9999,0.00013852669508196414,25,,,
0.0010267174802720547,10049,0.0002046753215836361,25,,,
0.0011834860779345036,10099,0.0009634084417484701,25,,,
,10139,,25,0.8802083134651184,0.8802483677864075,0.8651000261306763
0.0005439241067506373,10149,0.0008944954606704414,26,,,
0.0006507703219540417,10199,0.0003506394859869033,26,,,
0.000320270424708724,10249,0.0011996835237368941,26,,,
0.00014363651280291378,10299,0.00028778801788575947,26,,,
0.00023614990641362965,10349,0.00027770153246819973,26,,,
0.00015233819431159645,10399,0.00033462935243733227,26,,,
0.0005406245472840965,10449,0.0005718070897273719,26,,,
0.0006627800757996738,10499,0.00014707680384162813,26,,,
,10529,,26,0.8831931352615356,0.8853766322135925,0.8562999963760376
0.0005769839626736939,10549,8.840058580972254e-05,27,,,
0.00014024012489244342,10599,0.00019943054940085858,27,,,
0.000484119780594483,10649,0.0008341296343132854,27,,,
0.0003763947752304375,10699,0.0002942272985819727,27,,,
3.4669723390834406e-05,10749,0.0005222519976086915,27,,,
0.0012340227840468287,10799,0.0009325869614258409,27,,,
0.0003429613425396383,10849,7.8841760114301e-05,27,,,
0.00020109665638301522,10899,0.0003163869841955602,27,,,
,10919,,27,0.884294867515564,0.8856169581413269,0.8623999953269958
0.00036712634027935565,10949,0.0002886740257963538,28,,,
0.000555025995709002,10999,0.0006443061283789575,28,,,
0.00015553634148091078,11049,0.0002582497545517981,28,,,
0.00043683554395101964,11099,0.0005534347728826106,28,,,
0.00036553098470903933,11149,0.0011168461060151458,28,,,
0.00033003161661326885,11199,0.00046990904957056046,28,,,
0.00015202461509034038,11249,0.00038555427454411983,28,,,
0.00031881191534921527,11299,0.0005273532588034868,28,,,
,11309,,28,0.8807892799377441,0.8842147588729858,0.870199978351593
0.00034099395270459354,11349,0.0008026514551602304,29,,,
0.00105283095035702,11399,0.0008357036858797073,29,,,
0.0002762728836387396,11449,0.0006735423230566084,29,,,
0.0013725573662668467,11499,0.0010839026654139161,29,,,
6.079669401515275e-05,11549,0.000208031153306365,29,,,
7.54897846491076e-05,11599,6.145050429040566e-05,29,,,
0.0005930091720074415,11649,0.00042748599662445486,29,,,
0.00010990736336680129,11699,0.000260671426076442,29,,,
,11699,,29,0.8853164911270142,0.8863582015037537,0.8626000285148621
0.00013853845302946866,11749,9.281251550419256e-05,30,,,
0.0008945828885771334,11799,0.0004901127540506423,30,,,
0.00037433422403410077,11849,0.0008713153656572104,30,,,
0.00029983537388034165,11899,4.550530866254121e-05,30,,,
0.0005205993074923754,11949,7.716225081821904e-05,30,,,
0.0004947884590364993,11999,0.0005653999396599829,30,,,
5.1744333177339286e-05,12049,0.0003482891770545393,30,,,
,12089,,30,0.8881410360336304,0.8873196840286255,0.8658000230789185
7.293253293028101e-05,12099,0.00023520435206592083,31,,,
7.427104719681665e-05,12149,0.00036283579538576305,31,,,
0.0012925619957968593,12199,0.0006101243197917938,31,,,
0.0001180155377369374,12249,0.000296910700853914,31,,,
6.261300313781248e-06,12299,3.563692371244542e-05,31,,,
1.0330631994293071e-05,12349,0.00010628339077811688,31,,,
0.00036007838207297027,12399,0.00030284340027719736,31,,,
0.001004643039777875,12449,0.00032602506689727306,31,,,
,12479,,31,0.8873798251152039,0.8880408406257629,0.8716999888420105
2.9268927391967736e-05,12499,1.8757049474515952e-05,32,,,
0.0004798257432412356,12549,8.924560825107619e-05,32,,,
0.0004302896268200129,12599,0.00014825091056991369,32,,,
0.0013015865115448833,12649,0.0008993648225441575,32,,,
0.0001068926794687286,12699,0.0003928398073185235,32,,,
0.0006504554185084999,12749,0.0004857332678511739,32,,,
0.0032860112842172384,12799,0.0011610941728577018,32,,,
0.0014075393555685878,12849,0.0012412959476932883,32,,,
,12869,,32,0.8896033763885498,0.8858373165130615,0.8658999800682068
0.0004300035652704537,12899,0.0006552840932272375,33,,,
1.8285274563822895e-05,12949,8.26548202894628e-05,33,,,
0.00017119437688961625,12999,0.00019822240574285388,33,,,
0.0002735174202825874,13049,0.00021640043996740133,33,,,
0.0005130534409545362,13099,0.00032480075606144965,33,,,
0.0001290243526455015,13149,0.0003267869760747999,33,,,
0.000533796614035964,13199,0.0005367283010855317,33,,,
6.047846909496002e-05,13249,0.000146212347317487,33,,,
,13259,,33,0.8930288553237915,0.8915464878082275,0.8715999722480774
0.0003158431500196457,13299,0.00020901004609186202,34,,,
0.00019623195112217218,13349,0.000817524385638535,34,,,
0.00013117247726768255,13399,0.0004262292932253331,34,,,
0.00022973978775553405,13449,0.00026930388412438333,34,,,
4.612707198248245e-05,13499,6.906205089762807e-05,34,,,
0.0003993216378148645,13549,0.00012920875451527536,34,,,
0.0001909811544464901,13599,8.486990554956719e-05,34,,,
0.00017693362315185368,13649,0.00029575478401966393,34,,,
,13649,,34,0.8898037075996399,0.8926482200622559,0.8769000172615051
5.578641503234394e-05,13699,0.00047703078598715365,35,,,
0.00046609927085228264,13749,0.00026455489569343626,35,,,
0.0001776015997165814,13799,0.00020872525055892766,35,,,
0.0007731030927971005,13849,7.650187762919813e-05,35,,,
0.00020428256539162248,13899,0.00034610924194566905,35,,,
0.0010822385083884,13949,0.0004803866322617978,35,,,
0.0008480149554088712,13999,0.0003164212394040078,35,,,
,14039,,35,0.8917468190193176,0.8944711685180664,0.8708000183105469
0.0003114572027698159,14049,0.0003265897394157946,36,,,
0.0005653355619870126,14099,0.00039139969157986343,36,,,
0.00021518762514460832,14149,0.0004076669574715197,36,,,
0.00014001982344780117,14199,2.8252186893951148e-05,36,,,
0.001362399198114872,14249,0.0015720751835033298,36,,,
0.0001576188806211576,14299,0.00026460012304596603,36,,,
0.0005203523323871195,14349,0.0004236013046465814,36,,,
0.0004619203682523221,14399,0.0005060276598669589,36,,,
,14429,,36,0.8929086327552795,0.8947315812110901,0.8651999831199646
9.126831719186157e-05,14449,0.00014370343706104904,37,,,
0.00019332145166117698,14499,0.0004887962131761014,37,,,
0.0003012321249116212,14549,0.00047844467917457223,37,,,
0.00010727145127020776,14599,0.00037962140049785376,37,,,
1.4812239896855317e-05,14649,6.327869778033346e-05,37,,,
0.0007140756933949888,14699,0.0005858895601704717,37,,,
0.00012513740512076765,14749,6.616253813263029e-05,37,,,
7.39353708922863e-05,14799,8.750687993597239e-05,37,,,
,14819,,37,0.8956931233406067,0.8974559307098389,0.8794000148773193
0.000804282957687974,14849,0.00037501860060729086,38,,,
0.0001824985520215705,14899,0.0008570426725782454,38,,,
0.0003780537808779627,14949,0.00014176942931953818,38,,,
0.00026430972502566874,14999,0.0009259312646463513,38,,,
8.53117962833494e-05,15049,0.00031916811713017523,38,,,
5.004287959309295e-05,15099,9.284624684369192e-05,38,,,
0.0002486655139364302,15149,6.631080759689212e-05,38,,,
0.000297260849038139,15199,0.000460680341348052,38,,,
,15209,,38,0.8955729007720947,0.8963341116905212,0.875
0.0005154559621587396,15249,0.0003862104204017669,39,,,
8.8083281298168e-05,15299,1.3667518032889348e-05,39,,,
0.00012020800932077691,15349,5.638929724227637e-05,39,,,
0.0002879074600059539,15399,0.00045786803821101785,39,,,
0.00017717036826070398,15449,0.00019531835278030485,39,,,
3.414516686461866e-05,15499,0.0008744800579734147,39,,,
0.00014831435692030936,15549,7.052365253912285e-05,39,,,
0.00020355470769573003,15599,0.0002623356704134494,39,,,
,15599,,39,0.8968750238418579,0.896013617515564,0.8748000264167786
5.622757089440711e-05,15649,0.00010563489195192233,40,,,
0.00022316259855870157,15699,0.0005590369692072272,40,,,
1.9776845874730498e-05,15749,4.3482508772285655e-05,40,,,
0.0002245471259811893,15799,4.421311678015627e-05,40,,,
9.0060340880882e-05,15849,0.0003046566271223128,40,,,
0.00048326479736715555,15899,0.0009403462754562497,40,,,
8.899781823856756e-05,15949,0.00020744052017107606,40,,,
,15989,,40,0.8948717713356018,0.896213948726654,0.8773999810218811
8.969757618615404e-05,15999,9.896591654978693e-05,41,,,
0.0003861465957015753,16049,8.268227975349873e-05,41,,,
0.0002872721233870834,16099,0.0008059088722802699,41,,,
0.0006010801298543811,16149,0.0004942582454532385,41,,,
0.0004593226476572454,16199,0.00029848533449694514,41,,,
0.00019701512064784765,16249,0.0008075973601080477,41,,,
0.0002036767837125808,16299,0.0001138161969720386,41,,,
0.00024760086671449244,16349,0.000708586594555527,41,,,
,16379,,41,0.8984975814819336,0.8999799489974976,0.8830999732017517
0.00014102153363637626,16399,7.27203005226329e-05,42,,,
0.0013063254300504923,16449,0.0003126146038994193,42,,,
0.0001026459940476343,16499,0.00041195840458385646,42,,,
4.3221047235419974e-05,16549,0.00010086397378472611,42,,,
5.925260848016478e-05,16599,2.5581486625014804e-05,42,,,
0.00027585617499426007,16649,5.545362728298642e-05,42,,,
0.0004270944045856595,16699,0.0003324194985907525,42,,,
0.0002382656530244276,16749,0.0007990673184394836,42,,,
,16769,,42,0.898277223110199,0.897856593132019,0.8756999969482422
0.00019118924683425575,16799,0.0002421025710646063,43,,,
6.0329817642923445e-05,16849,9.168902579403948e-06,43,,,
0.0006078851292841136,16899,0.0004360476159490645,43,,,
0.00025041846674866974,16949,0.0004079844802618027,43,,,
0.0001293846289627254,16999,0.00017458271759096533,43,,,
0.00030791122117079794,17049,0.00018020626157522202,43,,,
0.00011956182424910367,17099,4.9343630962539464e-05,43,,,
0.00035780080361291766,17149,0.0006325482972897589,43,,,
,17159,,43,0.9002003073692322,0.9012419581413269,0.8752999901771545
0.0005388326244428754,17199,0.0002655315911397338,44,,,
0.0004367092624306679,17249,0.00015770582831464708,44,,,
5.752913057222031e-05,17299,9.921536548063159e-05,44,,,
8.716829324839637e-05,17349,0.00014934891078155488,44,,,
0.0003548336972016841,17399,0.0008874129853211343,44,,,
0.00037840098957531154,17449,0.00042013521306216717,44,,,
3.750627001863904e-05,17499,4.388072557048872e-05,44,,,
0.0002858731313608587,17549,0.0002063261781586334,44,,,
,17549,,44,0.9010416865348816,0.8998397588729858,0.8773000240325928
2.8216629743837984e-06,17599,0.00014175719115883112,45,,,
0.00012125220382586122,17649,4.329107468947768e-05,45,,,
0.0003983667411375791,17699,0.0003642529482021928,45,,,
6.22227817075327e-05,17749,5.9215777582721785e-05,45,,,
0.0002105074527207762,17799,2.159409996238537e-05,45,,,
0.00014645117335021496,17849,4.2721836507553235e-05,45,,,
0.0002058792015304789,17899,0.00024971459060907364,45,,,
,17939,,45,0.9024438858032227,0.9031450152397156,0.8812000155448914
0.0005921926349401474,17949,0.00022521748906001449,46,,,
3.1048479286255315e-05,17999,1.5847392205614597e-05,46,,,
0.0001335237466264516,18049,0.000268321338808164,46,,,
0.00014238090079743415,18099,0.00022320818970911205,46,,,
0.0005393631290644407,18149,0.0002950066118501127,46,,,
4.606738002621569e-05,18199,0.0001092086240532808,46,,,
5.813167445012368e-05,18249,4.905812966171652e-05,46,,,
0.00027208722895011306,18299,0.00011622376769082621,46,,,
,18329,,46,0.9024238586425781,0.9026842713356018,0.8795999884605408
0.00021088642824906856,18349,0.0002947901375591755,47,,,
0.0003584712976589799,18399,6.347061571432278e-05,47,,,
0.00011490633914945647,18449,0.000311670039081946,47,,,
9.038655844051391e-05,18499,0.0003838369739241898,47,,,
6.214355380507186e-05,18549,8.339494524989277e-05,47,,,
0.000572053890209645,18599,0.00011708780220942572,47,,,
0.00024227300309576094,18649,0.00010188062151428312,47,,,
0.0001343788462691009,18699,1.5163626812864095e-05,47,,,
,18719,,47,0.8996995091438293,0.9009214639663696,0.8812999725341797
0.00013323049643076956,18749,0.0005751930875703692,48,,,
2.360186590522062e-05,18799,0.00019448950479272753,48,,,
0.000588507333304733,18849,0.0007297006668522954,48,,,
0.0002207929064752534,18899,0.0003108701203018427,48,,,
3.6928526242263615e-05,18949,0.00016959794447757304,48,,,
0.00041249426431022584,18999,0.0001012768698274158,48,,,
2.668069464561995e-05,19049,9.974261774914339e-05,48,,,
0.00025399719015695155,19099,0.0001694114471320063,48,,,
,19109,,48,0.9022436141967773,0.904567301273346,0.8809000253677368
2.946534732473083e-05,19149,0.00016296945977956057,49,,,
0.0002170483348891139,19199,0.00033752829767763615,49,,,
0.00014943144924473017,19249,9.656105248723179e-05,49,,,
3.2193540391745046e-05,19299,8.171213994501159e-05,49,,,
0.00023655188851989806,19349,8.23785740067251e-05,49,,,
5.378822152124485e-06,19399,4.241841088514775e-05,49,,,
0.00022527111286763102,19449,0.00029024321702308953,49,,,
0.00013066965038888156,19499,0.00018064813048113137,49,,,
,19499,,49,0.901562511920929,0.9024639129638672,0.8755000233650208
0.000100515186204575,19549,0.0005954446969553828,50,,,
0.000560964981559664,19599,8.984561281977221e-05,50,,,
1.763636464602314e-05,19649,8.429343142779544e-05,50,,,
0.00026656451518647373,19699,0.0002377016207901761,50,,,
0.0005133680533617735,19749,6.514515553135425e-05,50,,,
2.443456651235465e-05,19799,8.454488852294162e-05,50,,,
0.00011220645683351904,19849,0.0002785423130262643,50,,,
,19889,,50,0.9025841355323792,0.9036658406257629,0.8860999941825867
1.741550659062341e-05,19899,5.3357096476247534e-05,51,,,
3.7341560528147966e-05,19949,4.622467895387672e-05,51,,,
3.5683442547451705e-05,19999,0.00041082361713051796,51,,,
0.000561392109375447,20049,0.0004960685037076473,51,,,
0.0002144819009117782,20099,0.00018969213124364614,51,,,
0.0005736270104534924,20149,0.0006396889802999794,51,,,
6.313020276138559e-05,20199,0.00011471399920992553,51,,,
6.605326052522287e-05,20249,0.00059671321650967,51,,,
,20279,,51,0.9056089520454407,0.9069311022758484,0.8863000273704529
0.00029785154038108885,20299,0.0002777419867925346,52,,,
0.00035969491000287235,20349,0.00012180725752841681,52,,,
0.0005947679164819419,20399,0.0002341796935070306,52,,,
7.11632746970281e-05,20449,0.00013205436698626727,52,,,
0.0001742118038237095,20499,0.0001481979707023129,52,,,
0.00010282105358783156,20549,4.270998033462092e-05,52,,,
0.000465889141196385,20599,0.0007972681196406484,52,,,
6.216263136593625e-05,20649,0.0004577863437589258,52,,,
,20669,,52,0.9052484035491943,0.9074519276618958,0.8848000168800354
0.0006125476211309433,20699,8.809071005089208e-05,53,,,
0.00016134876932483166,20749,0.0004202841955702752,53,,,
2.366111584706232e-05,20799,2.89163817797089e-05,53,,,
8.97323407116346e-05,20849,4.6377870603464544e-05,53,,,
9.522228356217965e-05,20899,0.00034881304600276053,53,,,
0.00016286630125250667,20949,4.070117574883625e-05,53,,,
0.0002529541670810431,20999,0.00030090665677562356,53,,,
0.00027987841167487204,21049,2.0986430172342807e-05,53,,,
,21059,,53,0.9051281809806824,0.9049879908561707,0.876800000667572
0.0005871754256077111,21099,0.0003684417752083391,54,,,
0.0007244782755151391,21149,0.0003781160048674792,54,,,
7.463587826350704e-05,21199,0.0004327273927628994,54,,,
1.6438390957773663e-05,21249,5.370622602640651e-06,54,,,
8.074699144344777e-05,21299,0.00044471430010162294,54,,,
6.184632366057485e-05,21349,0.00018861531862057745,54,,,
0.00013563047104980797,21399,4.2161718738498166e-05,54,,,
9.932697867043316e-05,21449,0.00031473353737965226,54,,,
,21449,,54,0.906991183757782,0.9066706895828247,0.8831999897956848
0.0001652647479204461,21499,0.00031212056637741625,55,,,
6.990000110818073e-05,21549,1.5232283658406232e-05,55,,,
