step,epoch,train_loss,test_acc,train_acc
49,0,3.5615034103393555,,
99,0,3.5161428451538086,,
149,0,3.29941987991333,,
199,0,3.277097463607788,,
249,0,3.362154483795166,,
299,0,3.1571335792541504,,
349,0,2.8344645500183105,,
389,0,,0.4577000141143799,0.31217947602272034
399,1,2.836811065673828,,
449,1,2.7219269275665283,,
499,1,2.911980390548706,,
549,1,2.6041972637176514,,
599,1,2.9966914653778076,,
649,1,2.959420680999756,,
699,1,3.2007033824920654,,
749,1,3.0237865447998047,,
779,1,,0.5613999962806702,0.4040665030479431
799,2,2.7051961421966553,,
849,2,2.887155532836914,,
899,2,2.931546211242676,,
949,2,2.716482639312744,,
999,2,2.7015397548675537,,
1049,2,2.9056482315063477,,
1099,2,2.6016685962677,,
1149,2,2.6386711597442627,,
1169,2,,0.5503000020980835,0.44156649708747864
1199,3,2.7184231281280518,,
1249,3,2.6049599647521973,,
1299,3,2.657609462738037,,
1349,3,2.8552637100219727,,
1399,3,2.3493459224700928,,
1449,3,2.5106563568115234,,
1499,3,2.549192428588867,,
1549,3,2.7112321853637695,,
1559,3,,0.6654999852180481,0.46987178921699524
1599,4,2.914506435394287,,
1649,4,2.6873698234558105,,
1699,4,2.906961679458618,,
1749,4,2.600801944732666,,
1799,4,2.408021926879883,,
1849,4,2.5610456466674805,,
1899,4,2.586834192276001,,
1949,4,2.3976407051086426,,
1949,4,,0.6757000088691711,0.49338942766189575
1999,5,2.560133934020996,,
2049,5,2.51184344291687,,
2099,5,2.5299789905548096,,
2149,5,2.290172576904297,,
2199,5,2.6932923793792725,,
2249,5,2.5894014835357666,,
2299,5,2.2532362937927246,,
2339,5,,0.7059999704360962,0.5088140964508057
2349,6,2.675020456314087,,
2399,6,2.1986234188079834,,
2449,6,2.392371654510498,,
2499,6,2.365121603012085,,
2549,6,2.3536601066589355,,
2599,6,2.907768964767456,,
2649,6,2.3651676177978516,,
2699,6,2.6737592220306396,,
2729,6,,0.7087000012397766,0.518669843673706
2749,7,2.4398655891418457,,
2799,7,2.1421613693237305,,
2849,7,2.4940903186798096,,
2899,7,2.210808753967285,,
2949,7,2.2953834533691406,,
2999,7,2.1156668663024902,,
3049,7,2.2870657444000244,,
3099,7,2.380056381225586,,
3119,7,,0.713699996471405,0.5299479365348816
3149,8,2.195270538330078,,
3199,8,1.8967349529266357,,
3249,8,2.007591724395752,,
3299,8,2.2437212467193604,,
3349,8,2.2553391456604004,,
3399,8,2.3053503036499023,,
3449,8,2.0169944763183594,,
3499,8,2.06620717048645,,
3509,8,,0.7324000000953674,0.5355368852615356
3549,9,2.0059115886688232,,
3599,9,1.9196891784667969,,
3649,9,2.109419345855713,,
3699,9,1.8510987758636475,,
3749,9,1.9290645122528076,,
3799,9,2.072227716445923,,
3849,9,2.3454842567443848,,
3899,9,2.048321008682251,,
3899,9,,0.6862000226974487,0.5408653616905212
3949,10,1.9327661991119385,,
3999,10,2.0502941608428955,,
4049,10,2.0829482078552246,,
4099,10,2.0454041957855225,,
4149,10,1.594846248626709,,
4199,10,1.9326670169830322,,
4249,10,1.8390014171600342,,
4289,10,,0.7501999735832214,0.5488982200622559
4299,11,1.865868091583252,,
4349,11,2.1385209560394287,,
4399,11,1.6612191200256348,,
4449,11,1.7288539409637451,,
4499,11,1.877789855003357,,
4549,11,1.815024733543396,,
4599,11,1.6803407669067383,,
4649,11,1.843244194984436,,
4679,11,,0.7433000206947327,0.5528846383094788
4699,12,1.5388256311416626,,
4749,12,1.5168778896331787,,
4799,12,1.7309074401855469,,
4849,12,1.606062412261963,,
4899,12,1.8998881578445435,,
4949,12,1.4945635795593262,,
4999,12,1.519195795059204,,
5049,12,1.725827693939209,,
5069,12,,0.7850000262260437,0.5561898946762085
5099,13,1.4994244575500488,,
5149,13,1.8781533241271973,,
5199,13,1.5440694093704224,,
5249,13,1.6693416833877563,,
5299,13,1.8643827438354492,,
5349,13,1.7918298244476318,,
5399,13,1.7528197765350342,,
5449,13,1.6791125535964966,,
5459,13,,0.7325000166893005,0.5604767799377441
5499,14,1.4419687986373901,,
5549,14,1.3790366649627686,,
5599,14,1.3501304388046265,,
5649,14,1.5852075815200806,,
5699,14,1.296737551689148,,
5749,14,1.7069542407989502,,
5799,14,1.503442406654358,,
5849,14,1.1876550912857056,,
5849,14,,0.7735000252723694,0.5643630027770996
5899,15,1.5805832147598267,,
5949,15,1.36140775680542,,
5999,15,1.2304024696350098,,
6049,15,1.3819998502731323,,
6099,15,1.20619535446167,,
6149,15,1.4148248434066772,,
6199,15,1.4912073612213135,,
6239,15,,0.7660999894142151,0.570152223110199
6249,16,1.183348536491394,,
6299,16,1.2452653646469116,,
6349,16,1.281883716583252,,
6399,16,1.5173094272613525,,
6449,16,1.2677360773086548,,
6499,16,1.1469557285308838,,
6549,16,1.1711983680725098,,
6599,16,1.1960959434509277,,
6629,16,,0.7835999727249146,0.5740184187889099
6649,17,1.225571632385254,,
6699,17,1.3119797706604004,,
6749,17,1.3837190866470337,,
6799,17,1.2459653615951538,,
6849,17,1.0743352174758911,,
6899,17,1.066257119178772,,
6949,17,1.4708778858184814,,
6999,17,1.3323101997375488,,
7019,17,,0.7919999957084656,0.5758814215660095
7049,18,1.0972954034805298,,
7099,18,1.1517736911773682,,
7149,18,1.2447158098220825,,
7199,18,1.2476418018341064,,
7249,18,1.090928077697754,,
7299,18,1.433891773223877,,
7349,18,1.309232234954834,,
7399,18,1.161793828010559,,
7409,18,,0.7296000123023987,0.5784054398536682
7449,19,1.1806843280792236,,
7499,19,1.0506311655044556,,
7549,19,0.9862773418426514,,
7599,19,1.203632116317749,,
7649,19,1.3005023002624512,,
7699,19,1.054934024810791,,
7749,19,1.2410976886749268,,
7799,19,0.954163670539856,,
7799,19,,0.7491999864578247,0.5842748284339905
7849,20,1.1354801654815674,,
7899,20,1.1485799551010132,,
7949,20,1.116302728652954,,
7999,20,1.2927261590957642,,
8049,20,1.1004838943481445,,
8099,20,1.2576112747192383,,
8149,20,1.1920599937438965,,
8189,20,,0.7799999713897705,0.5856570601463318
8199,21,1.050391435623169,,
8249,21,1.1111423969268799,,
8299,21,1.0418117046356201,,
8349,21,1.0129776000976562,,
8399,21,1.0569478273391724,,
8449,21,1.1635916233062744,,
8499,21,1.2113323211669922,,
8549,21,1.1194778680801392,,
8579,21,,0.7777000069618225,0.5901241898536682
8599,22,0.9968006610870361,,
8649,22,0.9664492607116699,,
8699,22,1.1186447143554688,,
8749,22,1.1552634239196777,,
8799,22,0.8953497409820557,,
8849,22,1.040262222290039,,
8899,22,1.225945234298706,,
8949,22,1.0599422454833984,,
8969,22,,0.7735999822616577,0.591486394405365
8999,23,1.2092626094818115,,
9049,23,0.9720885157585144,,
9099,23,1.0239357948303223,,
9149,23,1.201720952987671,,
9199,23,1.2218939065933228,,
9249,23,1.131373405456543,,
9299,23,0.7689962387084961,,
9349,23,1.0579105615615845,,
9359,23,,0.7746999859809875,0.5926482081413269
9399,24,1.0930569171905518,,
9449,24,0.9843295812606812,,
9499,24,0.8990880250930786,,
9549,24,0.9577644467353821,,
9599,24,0.9948802590370178,,
9649,24,1.077547311782837,,
9699,24,1.141322374343872,,
9749,24,0.957283616065979,,
9749,24,,0.7821000218391418,0.5986778736114502
9799,25,1.074466347694397,,
9849,25,0.9287060499191284,,
9899,25,1.0831456184387207,,
9949,25,0.7199020385742188,,
9999,25,1.2649129629135132,,
10049,25,1.101561188697815,,
10099,25,1.2243481874465942,,
10139,25,,0.808899998664856,0.5990585088729858
10149,26,0.9348031282424927,,
10199,26,0.9617363214492798,,
10249,26,1.1324949264526367,,
10299,26,1.0765546560287476,,
10349,26,0.8715621829032898,,
10399,26,0.9260697364807129,,
10449,26,0.8741648197174072,,
10499,26,0.9717442393302917,,
10529,26,,0.7669000029563904,0.6037660241127014
10549,27,0.8927350640296936,,
10599,27,0.8861210346221924,,
10649,27,0.9354499578475952,,
10699,27,1.171319842338562,,
10749,27,0.7531119585037231,,
10799,27,1.0081889629364014,,
10849,27,0.8119791746139526,,
10899,27,0.9678924083709717,,
10919,27,,0.7972999811172485,0.6019431352615356
