train_loss2,train_loss1,epoch,step,train_acc1,train_acc2,test_acc
0.013783441856503487,0.01402470376342535,0,49,,,
0.014682872220873833,0.014149036258459091,0,99,,,
0.014170272275805473,0.014010444283485413,0,149,,,
0.013641678728163242,0.013738364912569523,0,199,,,
0.013391129672527313,0.012927119620144367,0,249,,,
0.013369707390666008,0.013503382913768291,0,299,,,
0.011741271242499352,0.012249280698597431,0,349,,,
,,0,389,0.3432692289352417,0.34503206610679626,0.5073000192642212
0.011435363441705704,0.011692091822624207,1,399,,,
0.012007636949419975,0.012100212275981903,1,449,,,
0.009576497599482536,0.00959464069455862,1,499,,,
0.011920316144824028,0.011652562767267227,1,549,,,
0.013259303756058216,0.013757975772023201,1,599,,,
0.009913124144077301,0.010609420016407967,1,649,,,
0.010063407942652702,0.009914376772940159,1,699,,,
0.011778704822063446,0.012263849377632141,1,749,,,
,,1,779,0.48243188858032227,0.4876802861690521,0.6029999852180481
0.008323125541210175,0.008726105093955994,2,799,,,
0.00863473117351532,0.008079994469881058,2,849,,,
0.008700156584382057,0.00944669172167778,2,899,,,
0.009605363942682743,0.009875091724097729,2,949,,,
0.009785405360162258,0.010303011164069176,2,999,,,
0.008245127275586128,0.00809204950928688,2,1049,,,
0.008600802160799503,0.008702969178557396,2,1099,,,
0.010350093245506287,0.010175052098929882,2,1149,,,
,,2,1169,0.556209921836853,0.5565103888511658,0.6431000232696533
0.008461898192763329,0.007607342209666967,3,1199,,,
0.010232373140752316,0.010384411551058292,3,1249,,,
0.008998711593449116,0.00936050247400999,3,1299,,,
0.009554991498589516,0.00917541328817606,3,1349,,,
0.00876148883253336,0.008119195699691772,3,1399,,,
0.009020859375596046,0.008587269112467766,3,1449,,,
0.007214734796434641,0.006574287079274654,3,1499,,,
0.007984424009919167,0.00773913087323308,3,1549,,,
,,3,1559,0.6031049489974976,0.600981593132019,0.7232999801635742
0.007898149080574512,0.008061910048127174,4,1599,,,
0.006383769679814577,0.005951473489403725,4,1649,,,
0.009246964938938618,0.008696376346051693,4,1699,,,
0.005156517960131168,0.005063459277153015,4,1749,,,
0.006245989818125963,0.005760302301496267,4,1799,,,
0.00727470126003027,0.00665024109184742,4,1849,,,
0.00714532658457756,0.006970973219722509,4,1899,,,
0.0074368310160934925,0.006767355836927891,4,1949,,,
,,4,1949,0.6385216116905212,0.6322916746139526,0.7107999920845032
0.007202710025012493,0.007856335490942001,5,1999,,,
0.005978376138955355,0.005328136496245861,5,2049,,,
0.005125235300511122,0.005458954256027937,5,2099,,,
0.004627066198736429,0.004827575758099556,5,2149,,,
0.0061794365756213665,0.006654917728155851,5,2199,,,
0.004852858372032642,0.005333422217518091,5,2249,,,
0.0058159539476037025,0.005626868922263384,5,2299,,,
,,5,2339,0.6634414792060852,0.6582131385803223,0.7530999779701233
0.003520926460623741,0.0035853306762874126,6,2349,,,
0.006797323003411293,0.007296264171600342,6,2399,,,
0.0053274910897016525,0.005673706531524658,6,2449,,,
0.004060073290020227,0.003975150641053915,6,2499,,,
0.0041076624765992165,0.004091564565896988,6,2549,,,
0.004191776271909475,0.004806692712008953,6,2599,,,
0.003113666782155633,0.0033261484932154417,6,2649,,,
0.0035871854051947594,0.003821877297013998,6,2699,,,
,,6,2729,0.6787660121917725,0.6768028736114502,0.7491000294685364
0.00525294104591012,0.00513965729624033,7,2749,,,
0.0032537339720875025,0.0034821995068341494,7,2799,,,
0.004471897147595882,0.00449608126655221,7,2849,,,
0.0040505873039364815,0.003998273983597755,7,2899,,,
0.004871288780122995,0.00458186212927103,7,2949,,,
0.003695751540362835,0.003945484291762114,7,2999,,,
0.00506312120705843,0.004743630066514015,7,3049,,,
0.003902013413608074,0.003392608370631933,7,3099,,,
,,7,3119,0.6920272707939148,0.6901642680168152,0.7656999826431274
0.004426309373229742,0.0038891974836587906,8,3149,,,
0.003139449981972575,0.003297551302239299,8,3199,,,
0.003547490108758211,0.0035983887501060963,8,3249,,,
0.003317097667604685,0.004131879657506943,8,3299,,,
0.0035120740067213774,0.003639335511252284,8,3349,,,
0.003984382376074791,0.0043259565718472,8,3399,,,
0.003628490725532174,0.004030546173453331,8,3449,,,
0.002409921493381262,0.002322035375982523,8,3499,,,
,,8,3509,0.7034655213356018,0.7009214758872986,0.8021000027656555
0.0028034041170030832,0.0033995909616351128,9,3549,,,
0.004032917786389589,0.004185986239463091,9,3599,,,
0.0027178970631211996,0.0021654616575688124,9,3649,,,
0.0023453603498637676,0.0023233022075146437,9,3699,,,
0.004188531544059515,0.005213945172727108,9,3749,,,
0.003999258391559124,0.0044715264812111855,9,3799,,,
0.0018286864506080747,0.0016083108494058251,9,3849,,,
0.0024261188227683306,0.0024851395282894373,9,3899,,,
,,9,3899,0.7099158763885498,0.7083132863044739,0.8059999942779541
0.004043379332870245,0.0038865464739501476,10,3949,,,
0.005086041055619717,0.00466375844553113,10,3999,,,
0.004885612986981869,0.004374668002128601,10,4049,,,
0.004156677518039942,0.004712236579507589,10,4099,,,
0.0026157181710004807,0.003129995195195079,10,4149,,,
0.003967470955103636,0.002618261845782399,10,4199,,,
0.0020510994363576174,0.002039872109889984,10,4249,,,
,,10,4289,0.7205528616905212,0.7169871926307678,0.803600013256073
0.001975118648260832,0.0017094309441745281,11,4299,,,
0.0018419746775180101,0.001963717630133033,11,4349,,,
0.0024767264258116484,0.0024765769485384226,11,4399,,,
0.002944946987554431,0.004310877062380314,11,4449,,,
0.004280922468751669,0.0027984422631561756,11,4499,,,
0.00409448379650712,0.0034582566004246473,11,4549,,,
0.0035639251582324505,0.003835645504295826,11,4599,,,
0.0025518157053738832,0.002156915608793497,11,4649,,,
,,11,4679,0.7276241779327393,0.7254807949066162,0.8223000168800354
0.0025063243228942156,0.00264334911480546,12,4699,,,
0.0016515855677425861,0.00249629863537848,12,4749,,,
0.0033306414261460304,0.003163187066093087,12,4799,,,
0.0027599402237683535,0.0026477212086319923,12,4849,,,
0.002328369300812483,0.002070487244054675,12,4899,,,
0.003697476349771023,0.0035122681874781847,12,4949,,,
0.002940929727628827,0.0029239957220852375,12,4999,,,
0.004429646302014589,0.0037962424103170633,12,5049,,,
,,12,5069,0.7332531809806824,0.7324318885803223,0.8436999917030334
0.0012708613649010658,0.001176911173388362,13,5099,,,
0.003043369622901082,0.003824500134214759,13,5149,,,
0.004016318824142218,0.003987434785813093,13,5199,,,
0.0035597244277596474,0.002905699424445629,13,5249,,,
0.0023329565301537514,0.002517661778256297,13,5299,,,
0.00470590777695179,0.00456285709515214,13,5349,,,
0.0008859690860845149,0.0011054847855120897,13,5399,,,
0.0025816403795033693,0.002128939377143979,13,5449,,,
,,13,5459,0.738862156867981,0.7343549728393555,0.8252000212669373
0.00296111055649817,0.0027407442685216665,14,5499,,,
0.0010956197511404753,0.0014511222252622247,14,5549,,,
0.001974014565348625,0.0021278683561831713,14,5599,,,
0.0011228903895244002,0.001072628772817552,14,5649,,,
0.0017674723640084267,0.0016449573449790478,14,5699,,,
0.003109837183728814,0.003720056964084506,14,5749,,,
0.002698904601857066,0.002646238077431917,14,5799,,,
0.0045683314092457294,0.003099597990512848,14,5849,,,
,,14,5849,0.7415865659713745,0.7404847741127014,0.8396000266075134
0.0010056940373033285,0.0010270554339513183,15,5899,,,
0.005909100640565157,0.004970969166606665,15,5949,,,
0.0011984810698777437,0.0015194923616945744,15,5999,,,
0.0019169952720403671,0.0022469128016382456,15,6049,,,
0.003354658605530858,0.0033796709030866623,15,6099,,,
0.002315653022378683,0.0017991001950576901,15,6149,,,
0.0018935102270916104,0.0017819182248786092,15,6199,,,
,,15,6239,0.7480769157409668,0.7472556233406067,0.8428999781608582
0.0012952088145539165,0.001738587161526084,16,6249,,,
0.0015155122382566333,0.0019033256685361266,16,6299,,,
0.002629881724715233,0.0024726728443056345,16,6349,,,
0.003020275617018342,0.002824100200086832,16,6399,,,
0.002802426228299737,0.003119128057733178,16,6449,,,
0.0011543198488652706,0.0013086500111967325,16,6499,,,
0.0020276536233723164,0.0024710623547434807,16,6549,,,
0.0009835726814344525,0.001274120295420289,16,6599,,,
,,16,6629,0.7537059187889099,0.7505007982254028,0.8432999849319458
0.0025586287956684828,0.0019223205745220184,17,6649,,,
0.0013553727185353637,0.0015828777104616165,17,6699,,,
0.002222837880253792,0.002060433616861701,17,6749,,,
0.0033152473624795675,0.002710036002099514,17,6799,,,
0.002651630202308297,0.0025303151924163103,17,6849,,,
0.0016455010045319796,0.0012753752525895834,17,6899,,,
0.0034484320785850286,0.002969635184854269,17,6949,,,
0.0030735554173588753,0.0032617112156003714,17,6999,,,
,,17,7019,0.756169855594635,0.7552083134651184,0.8582000136375427
0.0015483491588383913,0.0015524839982390404,18,7049,,,
0.0012613830622285604,0.0012816897360607982,18,7099,,,
0.002462095580995083,0.0015926824416965246,18,7149,,,
0.0030578922014683485,0.004836871288716793,18,7199,,,
0.0017364606028422713,0.0020689035300165415,18,7249,,,
0.0026220513973385096,0.0035454120952636003,18,7299,,,
0.0010265314485877752,0.0012374004581943154,18,7349,,,
0.0014957526000216603,0.0016640537651255727,18,7399,,,
,,18,7409,0.7582331895828247,0.7596554756164551,0.8544999957084656
0.0013883047504350543,0.002017006743699312,19,7449,,,
0.002259497530758381,0.0024916185066103935,19,7499,,,
0.001904000760987401,0.0017916152719408274,19,7549,,,
0.0008688660454936326,0.0013291604118421674,19,7599,,,
0.0007290022913366556,0.0009499680018052459,19,7649,,,
0.0008987722103483975,0.0010959168430417776,19,7699,,,
0.0017423067474737763,0.0025069627445191145,19,7749,,,
0.0017752503044903278,0.0015690707368776202,19,7799,,,
,,19,7799,0.7633213400840759,0.7620592713356018,0.8414999842643738
0.0022834325209259987,0.0010739180725067854,20,7849,,,
0.0015741109382361174,0.001699816551990807,20,7899,,,
0.001964360475540161,0.00178430019877851,20,7949,,,
0.0019038168247789145,0.0015654173912480474,20,7999,,,
0.0011258148588240147,0.0010257908143103123,20,8049,,,
0.0030469202902168036,0.002945974934846163,20,8099,,,
0.0020821129437536,0.002149884821847081,20,8149,,,
,,20,8189,0.7671674489974976,0.7653245329856873,0.8496999740600586
0.0008915592916309834,0.0012176232412457466,21,8199,,,
0.0011725303484126925,0.0015758586814627051,21,8249,,,
0.0013348519569262862,0.0006244523683562875,21,8299,,,
0.00039251879206858575,0.0008571536745876074,21,8349,,,
0.0008634761325083673,0.0015471597434952855,21,8399,,,
0.0008489825995638967,0.000893761171028018,21,8449,,,
0.001716275350190699,0.0017162073636427522,21,8499,,,
0.0012903750175610185,0.0008847695426084101,21,8549,,,
,,21,8579,0.7694511413574219,0.7667468190193176,0.8571000099182129
0.0011247176444157958,0.0013782733585685492,22,8599,,,
0.0005195045960135758,0.0005239543388597667,22,8649,,,
0.0015212096041068435,0.001948471530340612,22,8699,,,
0.002477127593010664,0.002210922073572874,22,8749,,,
0.0008985782042145729,0.0011283995117992163,22,8799,,,
0.0013073794543743134,0.0009251717128790915,22,8849,,,
0.0013334801187738776,0.0015412252396345139,22,8899,,,
0.0008792574517428875,0.0011173686943948269,22,8949,,,
,,22,8969,0.7713541388511658,0.7692508101463318,0.8611000180244446
0.0023717472795397043,0.001664763898588717,23,8999,,,
0.00045601456076838076,0.0007920459611341357,23,9049,,,
0.0005863140686415136,0.0006191440625116229,23,9099,,,
0.0022958593908697367,0.002034012461081147,23,9149,,,
0.0007870255503803492,0.0011456229258328676,23,9199,,,
0.0010661602718755603,0.001086367410607636,23,9249,,,
0.003713223384693265,0.004311949014663696,23,9299,,,
0.0018892512889578938,0.0010578511282801628,23,9349,,,
,,23,9359,0.7753806114196777,0.7724959850311279,0.8702999949455261
0.0019457914168015122,0.0022438105661422014,24,9399,,,
0.0007290682406164706,0.0004881935310550034,24,9449,,,
0.0029772697016596794,0.0023222165182232857,24,9499,,,
0.0011164549505338073,0.0010286783799529076,24,9549,,,
