train_loss2,epoch,step,train_loss1,val_acc2,val_acc1,train_acc2,test_acc,train_acc1
0.0028687810990959406,13,4149,0.002391359768807888,,,,,
0.0012782926205545664,13,4199,0.0011721563059836626,,,,,
0.004135343711823225,13,4249,0.0030931136570870876,,,,,
0.0032613547518849373,13,4299,0.0024514123797416687,,,,,
0.001132492907345295,13,4349,0.001544864266179502,,,,,
,13,4367,,0.7138000130653381,0.6942999958992004,,,
,13,4367,,,,0.7326472401618958,0.7937999963760376,0.7320963740348816
0.0016404185444116592,14,4399,0.0014243500772863626,,,,,
0.002814048668369651,14,4449,0.001943351817317307,,,,,
0.0025364249013364315,14,4499,0.00234047370031476,,,,,
0.0022556032054126263,14,4549,0.0021536468993872404,,,,,
0.0016677448293194175,14,4599,0.0014183394378051162,,,,,
0.004121922422200441,14,4649,0.004209919832646847,,,,,
,14,4679,,0.7077000141143799,0.7197999954223633,,,
,14,4679,,,,0.7348507642745972,0.8281999826431274,0.7376051545143127
0.0024336278438568115,15,4699,0.0032844513189047575,,,,,
0.001333924476057291,15,4749,0.0012382857967168093,,,,,
0.0014908740995451808,15,4799,0.0017881786916404963,,,,,
0.0013544432586058974,15,4849,0.0013298609992489219,,,,,
0.0019632827024906874,15,4899,0.0019424017518758774,,,,,
0.0015277947532013059,15,4949,0.0012179058976471424,,,,,
,15,4991,,0.7192000150680542,0.7239999771118164,,,
,15,4991,,,,0.7439653277397156,0.8270000219345093,0.7432141304016113
0.0014049557503312826,16,4999,0.0014021333772689104,,,,,
0.0029937829822301865,16,5049,0.003637066576629877,,,,,
0.0034974513109773397,16,5099,0.003932202700525522,,,,,
0.0025369192007929087,16,5149,0.0026636875700205564,,,,,
0.002690269146114588,16,5199,0.0028897461015731096,,,,,
0.004064297769218683,16,5249,0.0035014539025723934,,,,,
0.0023154860828071833,16,5299,0.0024865621235221624,,,,,
,16,5303,,0.7211999893188477,0.7196999788284302,,,
,16,5303,,,,0.7463691830635071,0.8227999806404114,0.7467948794364929
0.00204817415215075,17,5349,0.002020719461143017,,,,,
0.0022073499858379364,17,5399,0.0015673352172598243,,,,,
0.0021172405686229467,17,5449,0.0017518398817628622,,,,,
0.0007845331565476954,17,5499,0.0007496041944250464,,,,,
0.0027070899959653616,17,5549,0.002028387738391757,,,,,
0.0030492062214761972,17,5599,0.0028328627813607454,,,,,
,17,5615,,0.7214999794960022,0.732200026512146,,,
,17,5615,,,,0.7507762312889099,0.8421000242233276,0.7513270974159241
0.0028322141151875257,18,5649,0.0028645170386880636,,,,,
0.0018487425986677408,18,5699,0.0015279109356924891,,,,,
0.0012252751039341092,18,5749,0.0010042187059298158,,,,,
0.0014540981501340866,18,5799,0.0012904986506327987,,,,,
0.0021025657188147306,18,5849,0.002126459265127778,,,,,
0.0017139548435807228,18,5899,0.0011812333250418305,,,,,
,18,5927,,0.7275000214576721,0.7264999747276306,,,
,18,5927,,,,0.7551582455635071,0.8303999900817871,0.7559595108032227
0.0016043400391936302,19,5949,0.0007545548724010587,,,,,
0.0008789695566520095,19,5999,0.0015652155270799994,,,,,
0.002853779587894678,19,6049,0.0029496909119188786,,,,,
0.000975940318312496,19,6099,0.0008829992148093879,,,,,
0.0013166217831894755,19,6149,0.0009097697329707444,,,,,
0.0008155718678608537,19,6199,0.0005648217047564685,,,,,
,19,6239,,0.7343000173568726,0.7383000254631042,,,
,19,6239,,,,0.7576372027397156,0.8475000262260437,0.7592147588729858
0.0009009221103042364,20,6249,0.0006821234128437936,,,,,
0.003940565045922995,20,6299,0.003877988550812006,,,,,
0.0015731111634522676,20,6349,0.001226083841174841,,,,,
0.0007702061557210982,20,6399,0.0004608504823409021,,,,,
0.0010833021951839328,20,6449,0.0007104835822246969,,,,,
0.0020126779563724995,20,6499,0.0017191390506923199,,,,,
0.0012608558172360063,20,6549,0.0009583203936927021,,,,,
,20,6551,,0.7299000024795532,0.7321000099182129,,,
,20,6551,,,,0.7629707455635071,0.8411999940872192,0.7641726732254028
0.001933449530042708,21,6599,0.0014735829317942262,,,,,
0.002038326347246766,21,6649,0.0013974207686260343,,,,,
0.0031554235611110926,21,6699,0.0038463545497506857,,,,,
0.0013304619351401925,21,6749,0.0014596000546589494,,,,,
0.001750194001942873,21,6799,0.0022839142475277185,,,,,
0.001744268462061882,21,6849,0.0013973148306831717,,,,,
,21,6863,,0.7296000123023987,0.7315999865531921,,,
,21,6863,,,,0.7634214758872986,0.8367000222206116,0.7668018937110901
0.0015873605152592063,22,6899,0.0015149061800912023,,,,,
0.0008114803931675851,22,6949,0.0009359627729281783,,,,,
0.003332101972773671,22,6999,0.0033773041795939207,,,,,
0.0031444495543837547,22,7049,0.0038118043448776007,,,,,
0.001766084460541606,22,7099,0.0019749749917536974,,,,,
0.0008253370760940015,22,7149,0.0010898001492023468,,,,,
,22,7175,,0.7324000000953674,0.7436000108718872,,,
,22,7175,,,,0.7691305875778198,0.848800003528595,0.7683543562889099
0.0011930689215660095,23,7199,0.001228009699843824,,,,,
0.0024295186158269644,23,7249,0.00226445565931499,,,,,
0.00199915305711329,23,7299,0.0017403799574822187,,,,,
0.0028648003935813904,23,7349,0.0026543494313955307,,,,,
0.002070680260658264,23,7399,0.0029201728757470846,,,,,
0.0013763938331976533,23,7449,0.0018965963972732425,,,,,
,23,7487,,0.734499990940094,0.745199978351593,,,
,23,7487,,,,0.7717598080635071,0.8544999957084656,0.7747645974159241
0.00140327587723732,24,7499,0.0014943542191758752,,,,,
0.0011093320790678263,24,7549,0.0009848851477727294,,,,,
0.002127740066498518,24,7599,0.001966229872778058,,,,,
0.0012415458913892508,24,7649,0.001212393050082028,,,,,
0.0014341871719807386,24,7699,0.0014918078668415546,,,,,
0.0011018243385478854,24,7749,0.0008886363939382136,,,,,
0.001415081205777824,24,7799,0.0009811611380428076,,,,,
,24,7799,,0.7343000173568726,0.7401000261306763,,,
,24,7799,,,,0.7747145295143127,0.8561999797821045,0.7741636633872986
0.002480261493474245,25,7849,0.002049678470939398,,,,,
0.0006780039984732866,25,7899,0.0005353542510420084,,,,,
0.0010891298297792673,25,7949,0.0009575570584274828,,,,,
0.0008441231329925358,25,7999,0.0009356329101137817,,,,,
0.003549149027094245,25,8049,0.0027729864232242107,,,,,
0.0017970340559259057,25,8099,0.0014189701760187745,,,,,
,25,8111,,0.7283999919891357,0.7368999719619751,,,
,25,8111,,,,0.7759665250778198,0.8489000201225281,0.7793219089508057
0.00042636890430003405,26,8149,0.0003812557552009821,,,,,
0.0011101344134658575,26,8199,0.0007266241009347141,,,,,
0.00045970178325660527,26,8249,0.00047274038661271334,,,,,
0.0005069267936050892,26,8299,0.0005413205362856388,,,,,
0.0013613337650895119,26,8349,0.0013686621095985174,,,,,
0.0013169111916795373,26,8399,0.0010996609926223755,,,,,
,26,8423,,0.7365999817848206,0.7493000030517578,,,
,26,8423,,,,0.7778946161270142,0.8579000234603882,0.7786207795143127
0.001582515542395413,27,8449,0.0010753631358966231,,,,,
0.0025807798374444246,27,8499,0.0018392220372334123,,,,,
0.002062127459794283,27,8549,0.0030002084095031023,,,,,
0.001530930632725358,27,8599,0.0022931050043553114,,,,,
0.001149143441580236,27,8649,0.0009480748558416963,,,,,
0.000888683891389519,27,8699,0.0009416929678991437,,,,,
,27,8735,,0.7347999811172485,0.7520999908447266,,,
,27,8735,,,,0.7818509340286255,0.8639000058174133,0.7809745669364929
0.000666799140162766,28,8749,0.00040378025732934475,,,,,
0.0011570246424525976,28,8799,0.0011997225228697062,,,,,
0.0013600008096545935,28,8849,0.001127486932091415,,,,,
0.0011564197484403849,28,8899,0.0012264484539628029,,,,,
0.0010134322801604867,28,8949,0.00104791228659451,,,,,
0.0010675705270841718,28,8999,0.0012604596558958292,,,,,
,28,9047,,0.7512000203132629,0.7422000169754028,,,
,28,9047,,,,0.783128023147583,0.8568000197410583,0.7804988026618958
0.00027190681430511177,29,9049,0.0007097174529917538,,,,,
0.0007053798181004822,29,9099,0.0011676811845973134,,,,,
0.00041566326399333775,29,9149,0.0006792541244067252,,,,,
0.0005947982426732779,29,9199,0.0004950289148837328,,,,,
0.002956245094537735,29,9249,0.0026056428905576468,,,,,
0.0012807719176635146,29,9299,0.001014447188936174,,,,,
0.0006498865550383925,29,9349,0.0005730611155740917,,,,,
,29,9359,,0.7501000165939331,0.7504000067710876,,,
,29,9359,,,,0.7881360054016113,0.859499990940094,0.783203125
0.0006155110895633698,30,9399,0.00037453044205904007,,,,,
0.001659856759943068,30,9449,0.0011069971369579434,,,,,
0.0015229379059746861,30,9499,0.0010140000376850367,,,,,
0.0007516382611356676,30,9549,0.0008242212352342904,,,,,
0.001640356844291091,30,9599,0.0014142065774649382,,,,,
0.001666342606768012,30,9649,0.001390667981468141,,,,,
,30,9671,,0.7537999749183655,0.756600022315979,,,
,30,9671,,,,0.7893379330635071,0.8668000102043152,0.7878105044364929
0.001125776907429099,31,9699,0.0010688066249713302,,,,,
0.0008473041816614568,31,9749,0.0008698632009327412,,,,,
0.0006308580632321537,31,9799,0.000807208358310163,,,,,
0.0022153856698423624,31,9849,0.0016311765648424625,,,,,
0.0023404695093631744,31,9899,0.0017272483091801405,,,,,
0.001651228405535221,31,9949,0.001913395244628191,,,,,
,31,9983,,0.6807000041007996,0.7488999962806702,,,
,31,9983,,,,0.7914413213729858,0.8623999953269958,0.7918168902397156
0.001350301317870617,32,9999,0.0016031675040721893,,,,,
0.0007470060372725129,32,10049,0.0011192886158823967,,,,,
0.0019903064239770174,32,10099,0.0020519797690212727,,,,,
0.00036010731128044426,32,10149,0.0005057624657638371,,,,,
0.0015690220752730966,32,10199,0.0014554025838151574,,,,,
0.0008308255928568542,32,10249,0.0006280718953348696,,,,,
,32,10295,,0.7491000294685364,0.7501000165939331,,,
,32,10295,,,,0.785081148147583,0.8640999794006348,0.7944461107254028
0.0005939900875091553,33,10299,0.0004075068573001772,,,,,
0.000621758634224534,33,10349,0.0002975710085593164,,,,,
0.0004923358792439103,33,10399,0.00043436838313937187,,,,,
0.0006066682399250567,33,10449,0.0004316601261962205,,,,,
0.0011068058665841818,33,10499,0.0014174234820529819,,,,,
0.0008614873513579369,33,10549,0.000735148205421865,,,,,
0.000792116392403841,33,10599,0.000707689265254885,,,,,
,33,10607,,0.7529000043869019,0.7526999711990356,,,
,33,10607,,,,0.7941957116127014,0.8637999892234802,0.7968249320983887
0.0027513958048075438,34,10649,0.0033001014962792397,,,,,
0.0014360812492668629,34,10699,0.0014621883165091276,,,,,
0.0007870386471040547,34,10749,0.0004922343650832772,,,,,
0.0007353887776844203,34,10799,0.0010017522145062685,,,,,
0.0011694494169205427,34,10849,0.0008553372463211417,,,,,
0.0005388296558521688,34,10899,0.0008280497859232128,,,,,
,34,10919,,0.7533000111579895,0.7505999803543091,,,
,34,10919,,,,0.7972506284713745,0.8651000261306763,0.7982522249221802
0.000537693384103477,35,10949,0.0002736386377364397,,,,,
0.0006217273185029626,35,10999,0.0007226451416499913,,,,,
0.001515203737653792,35,11049,0.0008615385740995407,,,,,
0.0006892133387736976,35,11099,0.0006172755383886397,,,,,
0.0005680347676388919,35,11149,0.0006074459524825215,,,,,
0.0008905578288249671,35,11199,0.0009970103856176138,,,,,
,35,11231,,0.7567999958992004,0.7529000043869019,,,
,35,11231,,,,0.797926664352417,0.8694000244140625,0.7980518937110901
0.0010733016533777118,36,11249,0.0007345852209255099,,,,,
0.0016134482575580478,36,11299,0.0008821141673251987,,,,,
0.001671436708420515,36,11349,0.0012981344480067492,,,,,
0.0006369274342432618,36,11399,0.0006088330410420895,,,,,
0.001037764479406178,36,11449,0.000875601195730269,,,,,
0.000987520208582282,36,11499,0.0010571053717285395,,,,,
,36,11543,,0.7519000172615051,0.7559999823570251,,,
,36,11543,,,,0.7985526919364929,0.8737000226974487,0.7994541525840759
0.0005032183253206313,37,11549,0.0008296888554468751,,,,,
0.0008294953731819987,37,11599,0.0004701222060248256,,,,,
0.0021766158752143383,37,11649,0.0035595519002527,,,,,
0.0013107586419209838,37,11699,0.001665612100623548,,,,,
0.001541882404126227,37,11749,0.0016317302361130714,,,,,
0.0009401332936249673,37,11799,0.0006163603393360972,,,,,
0.0005903574638068676,37,11849,0.0008462067926302552,,,,,
,37,11855,,0.7591000199317932,0.7578999996185303,,,
,37,11855,,,,0.8011067509651184,0.8712999820709229,0.8013070821762085
0.0012250426225364208,38,11899,0.0021610655821859837,,,,,
0.0004862853093072772,38,11949,0.0004585887072607875,,,,,
0.0005796017358079553,38,11999,0.0009650904685258865,,,,,
0.001215603668242693,38,12049,0.0008395265322178602,,,,,
0.00042735147872008383,38,12099,0.0009148331009782851,,,,,
0.001971605932340026,38,12149,0.0016170714516192675,,,,,
,38,12167,,0.7444000244140625,0.7595000267028809,,,
,38,12167,,,,0.8036859035491943,0.8751000165939331,0.8018579483032227
0.0016637484077364206,39,12199,0.0014093187637627125,,,,,
0.0003522308834362775,39,12249,0.0002795133914332837,,,,,
0.00090097013162449,39,12299,0.0012134353164583445,,,,,
0.0011972618522122502,39,12349,0.0012011987855657935,,,,,
0.00027074667741544545,39,12399,0.0005856428178958595,,,,,
0.0016866778023540974,39,12449,0.0015490729128941894,,,,,
,39,12479,,0.7577000260353088,0.7566999793052673,,,
,39,12479,,,,0.8065404891967773,0.8741999864578247,0.8057141304016113
0.00046953005949035287,40,12499,0.0002928648318629712,,,,,
0.0010329604847356677,40,12549,0.0012788657331839204,,,,,
0.0011216637212783098,40,12599,0.0017896642675623298,,,,,
0.0009829668560996652,40,12649,0.000985590391792357,,,,,
0.0003369541373103857,40,12699,0.00024691238650120795,,,,,
0.0009501316235400736,40,12749,0.0015612441347911954,,,,,
,40,12791,,0.7552000284194946,0.7547000050544739,,,
,40,12791,,,,0.8062900900840759,0.866599977016449,0.8036859035491943
0.0014290247345343232,41,12799,0.001319394912570715,,,,,
0.0002895687357522547,41,12849,0.00044693646486848593,,,,,
0.0009714000625535846,41,12899,0.0004253526858519763,,,,,
0.0015347390435636044,41,12949,0.0015761156100779772,,,,,
0.0016536401817575097,41,12999,0.0015311824390664697,,,,,
0.00034746259916573763,41,13049,0.00046450222725979984,,,,,
0.0010444229701533914,41,13099,0.0004185799043625593,,,,,
,41,13103,,0.7318000197410583,0.7516000270843506,,,
,41,13103,,,,0.807542085647583,0.8569999933242798,0.8081179857254028
0.00034831807715818286,42,13149,0.00043037309660576284,,,,,
0.0024138162843883038,42,13199,0.0029722205363214016,,,,,
0.0005246118525974452,42,13249,0.00024867322645150125,,,,,
0.0012811643537133932,42,13299,0.0014518151292577386,,,,,
0.0007703049923293293,42,13349,0.0010202418779954314,,,,,
0.0003065505297854543,42,13399,0.00022830604575574398,,,,,
,42,13415,,0.7451000213623047,0.762499988079071,,,
,42,13415,,,,0.8092197775840759,0.8788999915122986,0.8107472062110901
0.0009492298704572022,43,13449,0.000990619882941246,,,,,
0.000388831744203344,43,13499,0.00019288559269625694,,,,,
0.0025186503771692514,43,13549,0.002230962971225381,,,,,
0.0004277727857697755,43,13599,0.000339935184456408,,,,,
0.0009443090530112386,43,13649,0.002159498631954193,,,,,
0.0010279107373207808,43,13699,0.0017165052704513073,,,,,
,43,13727,,0.7519000172615051,0.7592999935150146,,,
,43,13727,,,,0.8119992017745972,0.8719000220298767,0.8117988705635071
0.0015681377844884992,44,13749,0.0005436873179860413,,,,,
0.0008363520028069615,44,13799,0.00033796130446717143,,,,,
0.0012488088104873896,44,13849,0.0008655698620714247,,,,,
0.0015437727561220527,44,13899,0.0012471034424379468,,,,,
0.0015523538459092379,44,13949,0.0019380602752789855,,,,,
0.0024271951988339424,44,13999,0.00223358953371644,,,,,
,44,14039,,0.7578999996185303,0.7594000101089478,,,
,44,14039,,,,0.811448335647583,0.8751999735832214,0.8111729025840759
0.0006383979925885797,45,14049,0.0002998475974891335,,,,,
0.00047182018170133233,45,14099,0.000564524729270488,,,,,
0.0009499711450189352,45,14149,0.0005863033584319055,,,,,
0.0004983583348803222,45,14199,0.0006280275993049145,,,,,
0.001318270107731223,45,14249,0.0021224755328148603,,,,,
0.0006614417652599514,45,14299,0.0004372028633952141,,,,,
0.00039878382813185453,45,14349,0.00020395625324454159,,,,,
,45,14351,,0.7641000151634216,0.7663999795913696,,,
,45,14351,,,,0.8127003312110901,0.8823999762535095,0.8037610054016113
0.0006105966749601066,46,14399,0.0009388011530973017,,,,,
0.0013272790238261223,46,14449,0.0010848024394363165,,,,,
0.0007871092529967427,46,14499,0.0010243159485980868,,,,,
0.000645895954221487,46,14549,0.0007172751356847584,,,,,
0.0010278328554704785,46,14599,0.0007480402709916234,,,,,
0.0008215891430154443,46,14649,0.000984195969067514,,,,,
,46,14663,,0.7587000131607056,0.7534999847412109,,,
,46,14663,,,,0.8151292204856873,0.8711000084877014,0.8149288892745972
0.00022647992591373622,47,14699,0.0001850896078394726,,,,,
0.0005739190964959562,47,14749,0.0006209828425198793,,,,,
0.0006230401340872049,47,14799,0.0010046435054391623,,,,,
0.00036991582601331174,47,14849,0.00027300987858325243,,,,,
0.0004434153961483389,47,14899,0.0005844567785970867,,,,,
0.0005923304124735296,47,14949,0.0007053688168525696,,,,,
,47,14975,,0.7573999762535095,0.7595999836921692,,,
,47,14975,,,,0.8168069124221802,0.8776999711990356,0.8150540590286255
0.0008067743037827313,48,14999,0.0003825284948106855,,,,,
0.0008973035728558898,48,15049,0.0009301434620283544,,,,,
0.0004051702853757888,48,15099,0.0006837885011918843,,,,,
0.0005124595481902361,48,15149,0.0008521972922608256,,,,,
0.0003585148951970041,48,15199,0.00042184494668617845,,,,,
0.0001981166860787198,48,15249,0.0009427361073903739,,,,,
,48,15287,,0.7597000002861023,0.7617999911308289,,,
,48,15287,,,,0.8171574473381042,0.8758000135421753,0.8181590437889099
0.0004591138567775488,49,15299,0.00030745280673727393,,,,,
0.002293146913871169,49,15349,0.0016421962063759565,,,,,
0.00028453682898543775,49,15399,0.00025018074666149914,,,,,
0.0011845557019114494,49,15449,0.0008796315523795784,,,,,
0.0014559297123923898,49,15499,0.0012689265422523022,,,,,
0.0007703375886194408,49,15549,0.0007872230489738286,,,,,
0.0010700542479753494,49,15599,0.00044542463729158044,,,,,
,49,15599,,0.7635999917984009,0.7609999775886536,,,
,49,15599,,,,0.8161558508872986,0.8741999864578247,0.8175080418586731
0.0005082618445158005,50,15649,0.0006093007395975292,,,,,
0.0007277106051333249,50,15699,0.00037396105471998453,,,,,
0.001683566253632307,50,15749,0.0008611748926341534,,,,,
0.0002835746854543686,50,15799,0.0006537175504490733,,,,,
0.0008520155679434538,50,15849,0.0003256595227867365,,,,,
0.0005266009829938412,50,15899,0.0004926451365463436,,,,,
,50,15911,,0.7638000249862671,0.7623000144958496,,,
,50,15911,,,,0.8175831437110901,0.8755999803543091,0.8189102411270142
0.00013414111163001508,51,15949,8.819365757517517e-05,,,,,
0.00026540487306192517,51,15999,0.0007181143155321479,,,,,
0.0008597553241997957,51,16049,0.0007854867726564407,,,,,
0.0005411431193351746,51,16099,0.000539886299520731,,,,,
0.0015952649991959333,51,16149,0.001697402447462082,,,,,
0.0001407410018146038,51,16199,4.036383325001225e-05,,,,,
,51,16223,,0.7577999830245972,0.7634000182151794,,,
,51,16223,,,,0.8195362687110901,0.8813999891281128,0.8207632303237915
0.00021167554950807244,52,16249,0.0002529494231566787,,,,,
0.00021857050887774676,52,16299,0.00043615620234049857,,,,,
6.770422623958439e-05,52,16349,6.236687477212399e-05,,,,,
0.0003411881043575704,52,16399,0.0008061066037043929,,,,,
0.0004530694568529725,52,16449,0.0008330184500664473,,,,,
0.0002567363262642175,52,16499,0.0002893353230319917,,,,,
,52,16535,,0.7577999830245972,0.7597000002861023,,,
,52,16535,,,,0.8210887312889099,0.8773999810218811,0.8216145634651184
0.00010897940228460357,53,16549,0.00014467883738689125,,,,,
0.0002721477940212935,53,16599,0.000670175941195339,,,,,
4.3007930798921734e-05,53,16649,0.00013739326095674187,,,,,
0.0001229629124281928,53,16699,0.00026569602778181434,,,,,
0.0005260169855318964,53,16749,0.000802515191026032,,,,,
0.0009856304386630654,53,16799,0.00019911321578547359,,,,,
,53,16847,,0.7591999769210815,0.7620999813079834,,,
,53,16847,,,,0.823317289352417,0.8835999965667725,0.823167085647583
0.0002999990538228303,54,16849,0.000728391925804317,,,,,
0.0005253258277662098,54,16899,0.00044370233081281185,,,,,
0.0006821180577389896,54,16949,0.00034515917650423944,,,,,
0.0003979710163548589,54,16999,0.0004978723591193557,,,,,
0.001115997787564993,54,17049,0.00039289475535042584,,,,,
0.000575440120883286,54,17099,0.0007413779385387897,,,,,
0.0002476541849318892,54,17149,0.0003180132189299911,,,,,
,54,17159,,0.7555999755859375,0.7602999806404114,,,
,54,17159,,,,0.8236678838729858,0.8791000247001648,0.8240434527397156
0.0018646704265847802,55,17199,0.002401666482910514,,,,,
0.0008554045343771577,55,17249,0.0005154947866685688,,,,,
0.0006448222557082772,55,17299,0.0006258205976337194,,,,,
0.0005002074176445603,55,17349,9.408591722603887e-05,,,,,
0.0008003260008990765,55,17399,0.0005262856720946729,,,,,
0.001020503113977611,55,17449,0.0017909796442836523,,,,,
,55,17471,,0.7522000074386597,0.7572000026702881,,,
,55,17471,,,,0.8227914571762085,0.8738999962806702,0.8236678838729858
0.00011940901458729059,56,17499,0.0002731822314672172,,,,,
0.0006180945783853531,56,17549,0.000517714477609843,,,,,
