step,epoch,train_loss,train_acc,test_acc
49,0,2.3034496307373047,,
99,0,2.3053088188171387,,
149,0,2.303176164627075,,
199,0,2.253953695297241,,
249,0,2.195099115371704,,
299,0,2.1950464248657227,,
349,0,2.132014274597168,,
389,0,,0.15723156929016113,0.20520000159740448
399,1,2.097402572631836,,
449,1,2.034527063369751,,
499,1,2.084035634994507,,
549,1,2.064408302307129,,
599,1,1.9831889867782593,,
649,1,2.0523862838745117,,
699,1,2.0273473262786865,,
749,1,2.021859884262085,,
779,1,,0.2324519157409668,0.30169999599456787
799,2,1.985339879989624,,
849,2,1.9842625856399536,,
899,2,1.964743733406067,,
949,2,1.9419747591018677,,
999,2,1.9552412033081055,,
1049,2,1.8938798904418945,,
1099,2,1.9448546171188354,,
1149,2,1.9640092849731445,,
1169,2,,0.27874597907066345,0.3871000111103058
1199,3,1.978295087814331,,
1249,3,1.9307960271835327,,
1299,3,1.895335078239441,,
1349,3,1.9535528421401978,,
1399,3,1.8881937265396118,,
1449,3,1.7893599271774292,,
1499,3,1.6621930599212646,,
1549,3,1.9737790822982788,,
1559,3,,0.32069310545921326,0.43630000948905945
1599,4,1.8136982917785645,,
1649,4,1.7822717428207397,,
1699,4,1.7359635829925537,,
1749,4,1.8307642936706543,,
1799,4,1.7671551704406738,,
1849,4,1.7640308141708374,,
1899,4,2.0367026329040527,,
1949,4,1.78825843334198,,
1949,4,,0.35791265964508057,0.4934999942779541
1999,5,1.8648738861083984,,
2049,5,1.78726065158844,,
2099,5,1.5503383874893188,,
2149,5,1.817382574081421,,
2199,5,1.8103052377700806,,
2249,5,1.7423343658447266,,
2299,5,1.5794013738632202,,
2339,5,,0.3869391083717346,0.5254999995231628
2349,6,1.7185919284820557,,
2399,6,1.6425819396972656,,
2449,6,1.8662822246551514,,
2499,6,1.8450067043304443,,
2549,6,1.8608587980270386,,
2599,6,1.5468757152557373,,
2649,6,1.6783803701400757,,
2699,6,1.679213285446167,,
2729,6,,0.41031649708747864,0.550000011920929
2749,7,1.5564911365509033,,
2799,7,1.7672322988510132,,
2849,7,1.695523738861084,,
2899,7,1.6455395221710205,,
2949,7,1.7585046291351318,,
