epoch,step,train_loss,val_loss,val_acc,train_acc,test_acc
0,49,3.7577242851257324,,,,
0,99,4.1732869148254395,,,,
0,149,3.830674648284912,,,,
0,199,3.592677354812622,,,,
0,249,4.105408191680908,,,,
0,299,3.8191514015197754,,,,
0,312,,2.2138028144836426,0.2581999897956848,,
0,312,,,,0.18637500703334808,0.2798655033111572
1,349,3.4016542434692383,,,,
1,399,3.579501152038574,,,,
1,449,3.3180527687072754,,,,
1,499,4.055794715881348,,,,
1,549,3.675880193710327,,,,
1,599,3.662325620651245,,,,
1,625,,3.069845199584961,0.2985999882221222,,
1,625,,,,0.256725013256073,0.3075553774833679
2,649,3.1712241172790527,,,,
2,699,3.3960020542144775,,,,
2,749,3.005692720413208,,,,
2,799,3.3823299407958984,,,,
2,849,3.1955978870391846,,,,
2,899,3.0788424015045166,,,,
2,938,,2.7097394466400146,0.37770000100135803,,
2,938,,,,0.3215250074863434,0.3853836953639984
3,949,2.911526679992676,,,,
3,999,3.070317029953003,,,,
3,1049,3.030888557434082,,,,
3,1099,3.525729179382324,,,,
3,1149,3.2846922874450684,,,,
3,1199,2.8316292762756348,,,,
3,1249,3.529575824737549,,,,
3,1251,,2556.71875,0.2143000066280365,,
3,1251,,,,0.3563750088214874,0.30587419867515564
4,1299,3.0800564289093018,,,,
4,1349,2.876779556274414,,,,
4,1399,2.7063121795654297,,,,
4,1449,2.750436305999756,,,,
4,1499,2.8411245346069336,,,,
4,1549,3.0261759757995605,,,,
4,1564,,1.8618264198303223,0.4320000112056732,,
4,1564,,,,0.3797000050544739,0.4267207384109497
5,1599,2.8398804664611816,,,,
5,1649,2.7654175758361816,,,,
5,1699,2.721374034881592,,,,
5,1749,3.0228023529052734,,,,
5,1799,2.483236312866211,,,,
5,1849,3.0055413246154785,,,,
5,1877,,48.41094207763672,0.4131999909877777,,
5,1877,,,,0.4167749881744385,0.4426423907279968
6,1899,2.748843193054199,,,,
6,1949,2.856922149658203,,,,
6,1999,2.7179338932037354,,,,
6,2049,2.752349853515625,,,,
6,2099,2.3017170429229736,,,,
6,2149,2.7277655601501465,,,,
6,2190,,102.95787811279297,0.444599986076355,,
6,2190,,,,0.4441249966621399,0.4870451092720032
7,2199,2.3980746269226074,,,,
7,2249,2.5454180240631104,,,,
