train_loss,step,epoch,val_loss,val_acc,train_acc,test_acc
3.122101306915283,49,0,,,,
2.3597476482391357,99,0,,,,
2.017457962036133,149,0,,,,
2.0693626403808594,199,0,,,,
2.0692291259765625,249,0,,,,
2.0650534629821777,299,0,,,,
,311,0,2.042146921157837,0.2606000006198883,,
,311,0,,,0.19313400983810425,0.2597903609275818
1.9302752017974854,349,1,,,,
1.971888542175293,399,1,,,,
1.967592716217041,449,1,,,,
1.649154782295227,499,1,,,,
1.8243584632873535,549,1,,,,
1.684438943862915,599,1,,,,
,623,1,1.6994885206222534,0.3797000050544739,,
,623,1,,,0.31370192766189575,0.3915150463581085
1.8186274766921997,649,2,,,,
1.6412999629974365,699,2,,,,
1.843009352684021,749,2,,,,
1.623498558998108,799,2,,,,
1.6783815622329712,849,2,,,,
1.8018405437469482,899,2,,,,
,935,2,1.6814638376235962,0.3824000060558319,,
,935,2,,,0.37387320399284363,0.4144580662250519
1.725017786026001,949,3,,,,
1.6775511503219604,999,3,,,,
1.5227689743041992,1049,3,,,,
1.589367389678955,1099,3,,,,
1.5687302350997925,1149,3,,,,
1.5945549011230469,1199,3,,,,
,1247,3,1.511533260345459,0.45809999108314514,,
,1247,3,,,0.4188201129436493,0.46756330132484436
1.5933558940887451,1249,4,,,,
1.6683865785598755,1299,4,,,,
1.4767868518829346,1349,4,,,,
1.3591705560684204,1399,4,,,,
1.6073884963989258,1449,4,,,,
1.4765961170196533,1499,4,,,,
1.3123228549957275,1549,4,,,,
,1559,4,1.4015105962753296,0.5157999992370605,,
,1559,4,,,0.4696514308452606,0.5415347814559937
1.2578293085098267,1599,5,,,,
1.5686153173446655,1649,5,,,,
1.5112719535827637,1699,5,,,,
1.531681776046753,1749,5,,,,
1.2837910652160645,1799,5,,,,
1.2914448976516724,1849,5,,,,
,1871,5,1.3176734447479248,0.5368000268936157,,
,1871,5,,,0.5198317170143127,0.5719936490058899
1.342856526374817,1899,6,,,,
1.2900396585464478,1949,6,,,,
1.3383023738861084,1999,6,,,,
1.4309440851211548,2049,6,,,,
1.188238263130188,2099,6,,,,
1.4099090099334717,2149,6,,,,
,2183,6,1.2505505084991455,0.5717999935150146,,
,2183,6,,,0.5452473759651184,0.5953322649002075
1.1140155792236328,2199,7,,,,
1.2194583415985107,2249,7,,,,
1.3096709251403809,2299,7,,,,
1.115287184715271,2349,7,,,,
1.2614178657531738,2399,7,,,,
1.4121060371398926,2449,7,,,,
,2495,7,1.1370972394943237,0.6075999736785889,,
,2495,7,,,0.575120210647583,0.6262856125831604
1.2830697298049927,2499,8,,,,
1.1572000980377197,2549,8,,,,
1.0415592193603516,2599,8,,,,
1.1504791975021362,2649,8,,,,
1.188536286354065,2699,8,,,,
1.1346920728683472,2749,8,,,,
1.126624345779419,2799,8,,,,
,2807,8,1.197890043258667,0.5939000248908997,,
,2807,8,,,0.5945762991905212,0.6254944801330566
1.1558140516281128,2849,9,,,,
1.0537700653076172,2899,9,,,,
1.0644559860229492,2949,9,,,,
1.0749794244766235,2999,9,,,,
1.183624029159546,3049,9,,,,
1.261791706085205,3099,9,,,,
