step,epoch,train_loss,val_loss,val_acc,train_acc,test_acc
49,0,4.07235860824585,,,,
99,0,4.111637115478516,,,,
149,0,3.8854427337646484,,,,
199,0,4.092846870422363,,,,
249,0,3.5616369247436523,,,,
299,0,3.985799789428711,,,,
311,0,,6.75505256652832,0.19050000607967377,,
311,0,,,,0.16023136675357819,0.20025712251663208
349,1,3.4027957916259766,,,,
399,1,3.7033400535583496,,,,
449,1,3.323547840118408,,,,
499,1,3.394852638244629,,,,
549,1,3.563331127166748,,,,
599,1,3.2537989616394043,,,,
623,1,,6.773290634155273,0.33889999985694885,,
623,1,,,,0.2629707455635071,0.3512658178806305
649,2,2.9405250549316406,,,,
699,2,3.088362693786621,,,,
749,2,3.8033041954040527,,,,
799,2,3.5903096199035645,,,,
849,2,3.814521312713623,,,,
899,2,3.2252609729766846,,,,
935,2,,3.50614070892334,0.32899999618530273,,
935,2,,,,0.2854066491127014,0.3512658178806305
949,3,3.1402149200439453,,,,
999,3,3.1269123554229736,,,,
1049,3,2.903168201446533,,,,
1099,3,3.075136423110962,,,,
1149,3,2.895993232727051,,,,
1199,3,3.484729766845703,,,,
1247,3,,5.814151763916016,0.2689000070095062,,
1247,3,,,,0.32319211959838867,0.30448970198631287
1249,4,3.5278384685516357,,,,
1299,4,3.3550240993499756,,,,
1349,4,3.1295413970947266,,,,
1399,4,3.0923094749450684,,,,
1449,4,3.006235122680664,,,,
1499,4,3.0564019680023193,,,,
1549,4,3.154428482055664,,,,
1559,4,,1.7261357307434082,0.36579999327659607,,
1559,4,,,,0.33616286516189575,0.38162580132484436
1599,5,3.1306936740875244,,,,
1649,5,3.077936887741089,,,,
1699,5,3.2561020851135254,,,,
1749,5,2.9372518062591553,,,,
1799,5,2.6764440536499023,,,,
1849,5,3.015354871749878,,,,
1871,5,,2.869269371032715,0.44519999623298645,,
1871,5,,,,0.37742888927459717,0.4671677350997925
1899,6,3.1896326541900635,,,,
1949,6,3.391566038131714,,,,
1999,6,2.9822134971618652,,,,
2049,6,2.6726174354553223,,,,
2099,6,2.8562638759613037,,,,
2149,6,2.58178973197937,,,,
2183,6,,5.629595756530762,0.35429999232292175,,
2183,6,,,,0.4119841754436493,0.36956092715263367
2199,7,3.2392044067382812,,,,
2249,7,2.9575486183166504,,,,
2299,7,2.777686595916748,,,,
2349,7,2.8241093158721924,,,,
2399,7,2.933267593383789,,,,
2449,7,2.9381356239318848,,,,
2495,7,,1.4947458505630493,0.4666999876499176,,
2495,7,,,,0.4027944803237915,0.4810126721858978
2499,8,2.79699444770813,,,,
2549,8,2.4100558757781982,,,,
2599,8,2.7119498252868652,,,,
2649,8,2.5587477684020996,,,,
2699,8,2.524324893951416,,,,
2749,8,2.1781692504882812,,,,
2799,8,2.631117343902588,,,,
2807,8,,1.4561043977737427,0.4810999929904938,,
2807,8,,,,0.45660558342933655,0.5082080960273743
2849,9,2.475861072540283,,,,
2899,9,2.221590995788574,,,,
2949,9,2.1631956100463867,,,,
2999,9,1.9334707260131836,,,,
3049,9,2.312671422958374,,,,
3099,9,2.09198260307312,,,,
3119,9,,1.315295696258545,0.5468999743461609,,
3119,9,,,,0.4860526919364929,0.5631922483444214
3149,10,2.503554344177246,,,,
3199,10,2.1983838081359863,,,,
3249,10,2.345247983932495,,,,
3299,10,2.005725383758545,,,,
3349,10,2.1301040649414062,,,,
3399,10,2.137446403503418,,,,
3431,10,,1.3824838399887085,0.5360999703407288,,
3431,10,,,,0.5214343070983887,0.5710047483444214
3449,11,1.9596725702285767,,,,
3499,11,1.8674302101135254,,,,
3549,11,1.9997367858886719,,,,
3599,11,1.9060362577438354,,,,
3649,11,1.9975976943969727,,,,
3699,11,2.048705577850342,,,,
3743,11,,1.2577072381973267,0.5819000005722046,,
3743,11,,,,0.5501552224159241,0.6110561490058899
3749,12,1.8694863319396973,,,,
3799,12,1.7840054035186768,,,,
3849,12,2.03151798248291,,,,
3899,12,1.9998068809509277,,,,
3949,12,1.9627108573913574,,,,
3999,12,1.7989206314086914,,,,
4049,12,1.8306167125701904,,,,
4055,12,,1.313342809677124,0.5774000287055969,,
4055,12,,,,0.5738431215286255,0.6202531456947327
4099,13,1.884345531463623,,,,
4149,13,1.744304895401001,,,,
4199,13,1.742671012878418,,,,
4249,13,1.7640143632888794,,,,
4299,13,1.8031526803970337,,,,
4349,13,1.7546141147613525,,,,
4367,13,,1.2389345169067383,0.6010000109672546,,
4367,13,,,,0.5883413553237915,0.6454707384109497
4399,14,1.5888410806655884,,,,
4449,14,1.4455281496047974,,,,
4499,14,1.1869382858276367,,,,
4549,14,1.725264072418213,,,,
4599,14,1.6684165000915527,,,,
4649,14,1.4861292839050293,,,,
4679,14,,1.488430380821228,0.5461000204086304,,
4679,14,,,,0.6010617017745972,0.6101661324501038
4699,15,1.6286661624908447,,,,
4749,15,1.7279548645019531,,,,
4799,15,1.5269863605499268,,,,
4849,15,1.341310977935791,,,,
4899,15,1.550406575202942,,,,
4949,15,1.8650082349777222,,,,
4991,15,,1.2288881540298462,0.6216999888420105,,
4991,15,,,,0.6103014945983887,0.6500197649002075
4999,16,1.4581286907196045,,,,
5049,16,1.3535101413726807,,,,
5099,16,1.2944612503051758,,,,
5149,16,1.4412307739257812,,,,
5199,16,1.5633363723754883,,,,
5249,16,1.6899521350860596,,,,
5299,16,1.3259565830230713,,,,
5303,16,,1.2654298543930054,0.614799976348877,,
5303,16,,,,0.6175881624221802,0.6631724834442139
5349,17,1.24900484085083,,,,
5399,17,1.2459639310836792,,,,
5449,17,1.4226231575012207,,,,
5499,17,1.249584674835205,,,,
5549,17,1.1942894458770752,,,,
5599,17,1.6225521564483643,,,,
5615,17,,1.4033652544021606,0.5845000147819519,,
5615,17,,,,0.62109375,0.6352847814559937
5649,18,1.5707437992095947,,,,
5699,18,1.1385393142700195,,,,
5749,18,1.2544925212860107,,,,
5799,18,1.504914402961731,,,,
5849,18,1.314805269241333,,,,
5899,18,1.2418657541275024,,,,
5927,18,,1.5285112857818604,0.5716999769210815,,
5927,18,,,,0.6276792883872986,0.6396360993385315
5949,19,1.3689205646514893,,,,
5999,19,0.9832522869110107,,,,
6049,19,1.1280252933502197,,,,
6099,19,1.2687780857086182,,,,
6149,19,1.2257990837097168,,,,
6199,19,1.16221284866333,,,,
6239,19,,1.2521125078201294,0.6360999941825867,,
6239,19,,,,0.6323617696762085,0.6545688509941101
6249,20,0.8940846920013428,,,,
6299,20,1.151772379875183,,,,
6349,20,1.2448546886444092,,,,
6399,20,1.130479335784912,,,,
6449,20,1.3177859783172607,,,,
6499,20,1.2199232578277588,,,,
6549,20,1.21143639087677,,,,
6551,20,,1.4109673500061035,0.6150000095367432,,
6551,20,,,,0.6387219429016113,0.667820394039154
6599,21,1.29462730884552,,,,
6649,21,1.2136667966842651,,,,
6699,21,1.4321783781051636,,,,
6749,21,1.052760124206543,,,,
6799,21,1.235163688659668,,,,
6849,21,1.3095591068267822,,,,
6863,21,,1.436984658241272,0.6202999949455261,,
6863,21,,,,0.6412259340286255,0.675039529800415
6899,22,0.9369218349456787,,,,
6949,22,1.3361830711364746,,,,
6999,22,1.1292502880096436,,,,
7049,22,1.1490769386291504,,,,
7099,22,1.1440858840942383,,,,
7149,22,1.1082110404968262,,,,
7175,22,,1.3145551681518555,0.6460999846458435,,
7175,22,,,,0.643479585647583,0.6739517450332642
7199,23,1.0037150382995605,,,,
7249,23,1.1398123502731323,,,,
7299,23,1.0050561428070068,,,,
7349,23,0.9174672961235046,,,,
7399,23,1.105248212814331,,,,
7449,23,0.9639634490013123,,,,
7487,23,,1.508541464805603,0.6116999983787537,,
7487,23,,,,0.6486878991127014,0.6801819801330566
7499,24,1.059910774230957,,,,
7549,24,0.9269025325775146,,,,
7599,24,1.0944440364837646,,,,
7649,24,0.8600893020629883,,,,
7699,24,1.0584114789962769,,,,
7749,24,0.969279408454895,,,,
7799,24,1.1911683082580566,,,,
7799,24,,1.260946273803711,0.6543999910354614,,
7799,24,,,,0.6516175866127014,0.686906635761261
7849,25,1.0717079639434814,,,,
7899,25,1.0014525651931763,,,,
7949,25,1.0962474346160889,,,,
7999,25,0.9851350784301758,,,,
8049,25,0.7651424407958984,,,,
8099,25,0.9244524240493774,,,,
8111,25,,1.3847606182098389,0.6327000260353088,,
8111,25,,,,0.6540715098381042,0.6548655033111572
8149,26,0.8255527019500732,,,,
8199,26,0.969866156578064,,,,
8249,26,0.9436224699020386,,,,
8299,26,1.0058932304382324,,,,
8349,26,0.8899240493774414,,,,
8399,26,0.9537371397018433,,,,
8423,26,,1.4412020444869995,0.6381000280380249,,
8423,26,,,,0.6558743715286255,0.6704905033111572
8449,27,1.2182416915893555,,,,
8499,27,0.8319860696792603,,,,
8549,27,1.1112022399902344,,,,
8599,27,1.0265322923660278,,,,
8649,27,0.9488646984100342,,,,
8699,27,0.9435681104660034,,,,
8735,27,,1.4811753034591675,0.6391000151634216,,
8735,27,,,,0.6557241678237915,0.6890822649002075
8749,28,1.0338987112045288,,,,
8799,28,0.8906644582748413,,,,
8849,28,1.1435291767120361,,,,
8899,28,0.9565514326095581,,,,
8949,28,1.1206433773040771,,,,
8999,28,0.9896048307418823,,,,
9047,28,,1.3688766956329346,0.6518999934196472,,
9047,28,,,,0.6553986668586731,0.6818631291389465
9049,29,0.8781641721725464,,,,
9099,29,0.7494932413101196,,,,
9149,29,0.8238399624824524,,,,
9199,29,0.8719273209571838,,,,
9249,29,0.778507649898529,,,,
9299,29,0.7912064790725708,,,,
9349,29,0.8000397682189941,,,,
9359,29,,1.517279028892517,0.6326000094413757,,
9359,29,,,,0.6578274965286255,0.6908623576164246
9399,30,0.7482466697692871,,,,
9449,30,0.9342502355575562,,,,
9499,30,0.993962824344635,,,,
9549,30,0.9973548650741577,,,,
9599,30,0.8135623931884766,,,,
9649,30,0.8607902526855469,,,,
9671,30,,1.586342215538025,0.6108999848365784,,
9671,30,,,,0.6565755009651184,0.6552610993385315
9699,31,0.8272095322608948,,,,
9749,31,1.0444824695587158,,,,
9799,31,0.9147082567214966,,,,
9849,31,0.6730664372444153,,,,
9899,31,0.8987550735473633,,,,
9949,31,0.7120988368988037,,,,
9983,31,,1.6351972818374634,0.6173999905586243,,
9983,31,,,,0.6579026579856873,0.6787974834442139
9999,32,0.8511213064193726,,,,
10049,32,1.064872145652771,,,,
10099,32,0.8671497702598572,,,,
10149,32,0.9852156043052673,,,,
10199,32,0.8966115713119507,,,,
10249,32,0.870588481426239,,,,
10295,32,,1.7961021661758423,0.6000999808311462,,
10295,32,,,,0.6550230383872986,0.6728639006614685
10299,33,0.9116420745849609,,,,
10349,33,0.8789152503013611,,,,
10399,33,0.8623884916305542,,,,
10449,33,0.8320465683937073,,,,
10499,33,1.1218247413635254,,,,
10549,33,0.8674129247665405,,,,
10599,33,0.8697378635406494,,,,
10607,33,,1.5552915334701538,0.6251000165939331,,
10607,33,,,,0.6550731062889099,0.6803797483444214
10649,34,0.8876857161521912,,,,
10699,34,0.8705364465713501,,,,
10749,34,0.8386539816856384,,,,
10799,34,0.7916905879974365,,,,
10849,34,0.937248170375824,,,,
10899,34,0.9053837060928345,,,,
10919,34,,1.533754825592041,0.6413999795913696,,
10919,34,,,,0.6588291525840759,0.6855221390724182
10949,35,0.7994133234024048,,,,
10999,35,0.9322749376296997,,,,
11049,35,0.7510056495666504,,,,
11099,35,0.8679486513137817,,,,
11149,35,0.7818741798400879,,,,
11199,35,0.8086012601852417,,,,
11231,35,,1.4660682678222656,0.6590999960899353,,
11231,35,,,,0.6556991338729858,0.6804786324501038
11249,36,0.7420799136161804,,,,
11299,36,0.9372872114181519,,,,
11349,36,0.8478237986564636,,,,
11399,36,0.6870194673538208,,,,
11449,36,0.8187464475631714,,,,
11499,36,0.8229586482048035,,,,
11543,36,,1.5284301042556763,0.6499000191688538,,
11543,36,,,,0.6568509340286255,0.6735561490058899
11549,37,0.81049644947052,,,,
11599,37,0.764574408531189,,,,
11649,37,0.9421371817588806,,,,
11699,37,0.8979055881500244,,,,
