epoch,train_loss,step,test_acc,train_acc,mix_match_loss
0,2.062281847000122,49,,,
0,1.8170921802520752,99,,,
0,1.7334400415420532,149,,,
0,1.9073842763900757,199,,,
0,1.783972978591919,249,,,
0,1.6937720775604248,299,,,
0,1.5436620712280273,349,,,
0,,389,0.47350001335144043,0.34104567766189575,
1,1.5789082050323486,399,,,
1,1.723705530166626,449,,,
1,1.675530195236206,499,,,
1,1.5806210041046143,549,,,
1,1.4506703615188599,599,,,
1,1.5667846202850342,649,,,
1,1.3933371305465698,699,,,
1,1.360503077507019,749,,,
1,,779,0.5906000137329102,0.49186697602272034,
2,1.4143288135528564,799,,,
2,1.3489341735839844,849,,,
2,1.3309601545333862,899,,,
2,1.37721586227417,949,,,
2,1.2416186332702637,999,,,
2,1.2435945272445679,1049,,,
2,1.3481252193450928,1099,,,
2,1.0676088333129883,1149,,,
2,,1169,0.6026999950408936,0.5726562738418579,
3,1.201926350593567,1199,,,
3,0.9760482907295227,1249,,,
3,1.1949462890625,1299,,,
3,0.8615148663520813,1349,,,
3,1.006253957748413,1399,,,
3,1.113563060760498,1449,,,
3,1.0327380895614624,1499,,,
3,1.210759162902832,1549,,,
3,,1559,0.7064999938011169,0.6217548251152039,
4,1.0412887334823608,1599,,,
4,1.3897396326065063,1649,,,
4,1.1451939344406128,1699,,,
4,1.1898813247680664,1749,,,
4,1.0542453527450562,1799,,,
4,1.138300895690918,1849,,,
4,1.1118160486221313,1899,,,
4,1.1976066827774048,1949,,,
4,,1949,0.7365000247955322,0.6450120210647583,
5,1.0267601013183594,1999,,,
5,1.2278567552566528,2049,,,
5,0.9478208422660828,2099,,,
5,0.9924941062927246,2149,,,
5,1.2607231140136719,2199,,,
5,1.0315290689468384,2249,,,
5,1.3179049491882324,2299,,,
5,,2339,0.7526000142097473,0.6758012771606445,
6,0.8207659721374512,2349,,,
6,0.9269030690193176,2399,,,
6,0.9797084331512451,2449,,,
6,0.9188953638076782,2499,,,
6,0.9757887125015259,2549,,,
6,0.9964411854743958,2599,,,
6,1.1236863136291504,2649,,,
6,0.8820309638977051,2699,,,
6,,2729,0.7778000235557556,0.6909054517745972,
7,0.8966575860977173,2749,,,
7,1.0857688188552856,2799,,,
7,0.9733763933181763,2849,,,
7,1.2044686079025269,2899,,,
7,1.0734349489212036,2949,,,
7,1.0192631483078003,2999,,,
7,1.0834121704101562,3049,,,
7,1.0994799137115479,3099,,,
7,,3119,0.7559000253677368,0.7070512771606445,
8,0.7597103714942932,3149,,,
8,0.9095003604888916,3199,,,
8,1.0100719928741455,3249,,,
8,0.9625020027160645,3299,,,
8,0.7325564622879028,3349,,,
8,0.8499120473861694,3399,,,
8,1.2494043111801147,3449,,,
8,1.0975879430770874,3499,,,
8,,3509,0.7671999931335449,0.7145833373069763,
9,0.8109278678894043,3549,,,
9,1.074384093284607,3599,,,
9,0.9253764748573303,3649,,,
9,0.9079132080078125,3699,,,
9,0.8677671551704407,3749,,,
9,0.9675783514976501,3799,,,
9,0.9845902323722839,3849,,,
9,1.0331101417541504,3899,,,
9,,3899,0.7991999983787537,0.724138617515564,
10,0.6781356930732727,3949,,,
10,0.8510875105857849,3999,,,
10,0.8375962376594543,4049,,,
10,0.8112387657165527,4099,,,
10,0.771769106388092,4149,,,
10,0.7492669224739075,4199,,,
10,0.9661447405815125,4249,,,
10,,4289,0.8264999985694885,0.7320312261581421,
11,0.9366127252578735,4299,,,
11,0.895796000957489,4349,,,
11,0.9428845047950745,4399,,,
11,1.184928059577942,4449,,,
11,0.7661855220794678,4499,,,
11,0.7682246565818787,4549,,,
11,0.8560096025466919,4599,,,
11,0.906569242477417,4649,,,
11,,4679,0.7843999862670898,0.7374399304389954,
12,0.7877901792526245,4699,,,
12,1.0134468078613281,4749,,,
12,0.629153847694397,4799,,,
12,1.0873136520385742,4849,,,
12,0.9660789370536804,4899,,,
12,0.9871044158935547,4949,,,
12,1.080390453338623,4999,,,
12,0.9199446439743042,5049,,,
12,,5069,0.7954000234603882,0.7430087924003601,
13,0.9326125383377075,5099,,,
13,0.806402325630188,5149,,,
13,1.075362205505371,5199,,,
