train_loss,step,epoch,val_acc2,val_acc1,train_acc2,test_acc,train_acc1
0.568377673625946,49,0,,,,,
0.4558942914009094,99,0,,,,,
0.4399922788143158,149,0,,,,,
0.5180445909500122,199,0,,,,,
0.45126715302467346,249,0,,,,,
0.4271599352359772,299,0,,,,,
,311,0,0.2590000033378601,0.25929999351501465,,,
,311,0,,,0.17743389308452606,0.32010000944137573,0.1793619841337204
0.3978556990623474,349,1,,,,,
0.41640472412109375,399,1,,,,,
0.4309961497783661,449,1,,,,,
0.3998626470565796,499,1,,,,,
0.3903578221797943,549,1,,,,,
0.41468629240989685,599,1,,,,,
,623,1,0.28839999437332153,0.2948000133037567,,,
,623,1,,,0.27035757899284363,0.3709000051021576,0.2692057192325592
0.3709259331226349,649,2,,,,,
0.3745920956134796,699,2,,,,,
0.3799998462200165,749,2,,,,,
0.3559219539165497,799,2,,,,,
0.3984968066215515,849,2,,,,,
0.39034923911094666,899,2,,,,,
,935,2,0.3203999996185303,0.31700000166893005,,,
,935,2,,,0.29932892322540283,0.41359999775886536,0.30223357677459717
0.35102659463882446,949,3,,,,,
0.3629702925682068,999,3,,,,,
0.3651537597179413,1049,3,,,,,
0.35960617661476135,1099,3,,,,,
0.3427792191505432,1149,3,,,,,
0.30585235357284546,1199,3,,,,,
,1247,3,0.3400000035762787,0.34310001134872437,,,
,1247,3,,,0.32737380266189575,0.4404999911785126,0.3300029933452606
0.34610551595687866,1249,4,,,,,
0.35537025332450867,1299,4,,,,,
0.32867562770843506,1349,4,,,,,
0.3388596177101135,1399,4,,,,,
0.35734885931015015,1449,4,,,,,
0.33411744236946106,1499,4,,,,,
0.3179106116294861,1549,4,,,,,
,1559,4,0.36320000886917114,0.36399999260902405,,,
,1559,4,,,0.34657952189445496,0.47350001335144043,0.3470803201198578
0.3121573328971863,1599,5,,,,,
0.31060487031936646,1649,5,,,,,
0.3262545168399811,1699,5,,,,,
0.3163928687572479,1749,5,,,,,
0.3338901698589325,1799,5,,,,,
0.2966984808444977,1849,5,,,,,
,1871,5,0.375900000333786,0.37299999594688416,,,
,1871,5,,,0.3625550866127014,0.48410001397132874,0.3634064495563507
0.30863282084465027,1899,6,,,,,
0.3306328058242798,1949,6,,,,,
0.36151623725891113,1999,6,,,,,
0.30832603573799133,2049,6,,,,,
0.3152042627334595,2099,6,,,,,
0.2998276352882385,2149,6,,,,,
,2183,6,0.358599990606308,0.37299999594688416,,,
,2183,6,,,0.37066808342933655,0.4756999909877777,0.3687650263309479
0.2882689833641052,2199,7,,,,,
0.30140921473503113,2249,7,,,,,
0.33197227120399475,2299,7,,,,,
0.2855623960494995,2349,7,,,,,
0.3066789507865906,2399,7,,,,,
0.3020830750465393,2449,7,,,,,
,2495,7,0.39340001344680786,0.38339999318122864,,,
,2495,7,,,0.38083434104919434,0.4975000023841858,0.38063400983810425
0.28920015692710876,2499,8,,,,,
0.2970004081726074,2549,8,,,,,
0.29284828901290894,2599,8,,,,,
0.29323965311050415,2649,8,,,,,
0.29674917459487915,2699,8,,,,,
0.2717131972312927,2749,8,,,,,
0.28226199746131897,2799,8,,,,,
,2807,8,0.39590001106262207,0.396699994802475,,,
,2807,8,,,0.39418068528175354,0.5145999789237976,0.3951322138309479
0.2548326253890991,2849,9,,,,,
0.33202436566352844,2899,9,,,,,
0.2715838849544525,2949,9,,,,,
0.28554636240005493,2999,9,,,,,
0.2881602346897125,3049,9,,,,,
0.2599564790725708,3099,9,,,,,
,3119,9,0.4047999978065491,0.39959999918937683,,,
,3119,9,,,0.39548277854919434,0.5346999764442444,0.39853766560554504
0.27301108837127686,3149,10,,,,,
0.28332221508026123,3199,10,,,,,
0.3046305477619171,3249,10,,,,,
0.3210376799106598,3299,10,,,,,
0.32096758484840393,3349,10,,,,,
0.3802330791950226,3399,10,,,,,
,3431,10,0.38609999418258667,0.3862999975681305,,,
,3431,10,,,0.37212038040161133,0.5034000277519226,0.3805338442325592
0.3010643720626831,3449,11,,,,,
0.3540458679199219,3499,11,,,,,
0.266766756772995,3549,11,,,,,
0.27749064564704895,3599,11,,,,,
0.3269665241241455,3649,11,,,,,
0.2945860028266907,3699,11,,,,,
,3743,11,0.4106999933719635,0.40880000591278076,,,
,3743,11,,,0.38897234201431274,0.534600019454956,0.39337942004203796
0.28056615591049194,3749,12,,,,,
0.2659234404563904,3799,12,,,,,
0.2858729362487793,3849,12,,,,,
0.2519935667514801,3899,12,,,,,
0.4382140636444092,3949,12,,,,,
0.299505352973938,3999,12,,,,,
0.2854591906070709,4049,12,,,,,
,4055,12,0.3790000081062317,0.38429999351501465,,,
,4055,12,,,0.3912760317325592,0.4876999855041504,0.39470651745796204
0.2766900062561035,4099,13,,,,,
0.2566021978855133,4149,13,,,,,
0.24812543392181396,4199,13,,,,,
0.27539166808128357,4249,13,,,,,
0.2512679398059845,4299,13,,,,,
