train_loss2,train_loss1,step,epoch,val_acc2,val_acc1,train_acc2,train_acc1,test_acc
0.014325096271932125,0.014556674286723137,49,0,,,,,
0.016303908079862595,0.015331633388996124,99,0,,,,,
0.015160379000008106,0.01527392864227295,149,0,,,,,
0.013947565108537674,0.01446436531841755,199,0,,,,,
0.013093520887196064,0.01368691772222519,249,0,,,,,
0.01181735098361969,0.012531287968158722,299,0,,,,,
,,311,0,0.4074000120162964,0.3880999982357025,,,
,,311,0,,,0.32471954822540283,0.31805890798568726,0.42289999127388
0.012012864463031292,0.012149278074502945,349,1,,,,,
0.012744304724037647,0.013242376036942005,399,1,,,,,
0.01122396718710661,0.011430412530899048,449,1,,,,,
0.011126681230962276,0.01147494837641716,499,1,,,,,
0.01255522109568119,0.012583864852786064,549,1,,,,,
0.01181127317249775,0.012354467064142227,599,1,,,,,
,,623,1,0.5241000056266785,0.45890000462532043,,,
,,623,1,,,0.45790764689445496,0.4458884298801422,0.5054000020027161
0.011613211594522,0.011538546532392502,649,2,,,,,
0.009379524737596512,0.009279446676373482,699,2,,,,,
0.010501488111913204,0.010656792670488358,749,2,,,,,
0.00982391182333231,0.009824602864682674,799,2,,,,,
0.00865939725190401,0.008456611074507236,849,2,,,,,
0.008925552479922771,0.008926812559366226,899,2,,,,,
,,935,2,0.5475000143051147,0.526199996471405,,,
,,935,2,,,0.5261918902397156,0.5140975713729858,0.5702999830245972
0.010070161893963814,0.009866650216281414,949,3,,,,,
0.011249247938394547,0.010884417220950127,999,3,,,,,
0.008506093174219131,0.008648986928164959,1049,3,,,,,
0.009916313923895359,0.010011233389377594,1099,3,,,,,
0.011064101941883564,0.011381236836314201,1149,3,,,,,
0.009017654694616795,0.009206046350300312,1199,3,,,,,
,,1247,3,0.5852000117301941,0.579200029373169,,,
,,1247,3,,,0.5668319463729858,0.564528226852417,0.654699981212616
0.007845230400562286,0.00764031196013093,1249,4,,,,,
0.008032912388443947,0.008046041242778301,1299,4,,,,,
0.009127155877649784,0.008424089290201664,1349,4,,,,,
0.008307444863021374,0.007920964621007442,1399,4,,,,,
0.009439879097044468,0.00937858410179615,1449,4,,,,,
0.008290966972708702,0.008812736719846725,1499,4,,,,,
0.0074890838004648685,0.00825220812112093,1549,4,,,,,
,,1559,4,0.590499997138977,0.6083999872207642,,,
,,1559,4,,,0.6008113026618958,0.5956780910491943,0.6832000017166138
0.006156276911497116,0.006262116599828005,1599,5,,,,,
0.006055918056517839,0.0067663853988051414,1649,5,,,,,
0.007319947239011526,0.007316909730434418,1699,5,,,,,
0.006697127129882574,0.007258062716573477,1749,5,,,,,
0.008853794075548649,0.008448286913335323,1799,5,,,,,
