train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc
4.007296562194824,0,49,,,,
2.579336643218994,0,99,,,,
2.276468515396118,0,149,,,,
2.310842990875244,0,199,,,,
2.2308943271636963,0,249,,,,
2.1252670288085938,0,299,,,,
,0,311,2.1995832920074463,0.18449999392032623,,
,0,311,,,0.13186097145080566,0.1904667764902115
2.158998489379883,1,349,,,,
2.104135036468506,1,399,,,,
2.1042041778564453,1,449,,,,
1.8784289360046387,1,499,,,,
1.9668346643447876,1,549,,,,
1.9885280132293701,1,599,,,,
,1,623,1.9163830280303955,0.2551000118255615,,
,1,623,,,0.20858372747898102,0.25672468543052673
1.7987672090530396,2,649,,,,
1.795595645904541,2,699,,,,
1.7539541721343994,2,749,,,,
1.8961702585220337,2,799,,,,
1.8140028715133667,2,849,,,,
1.7243025302886963,2,899,,,,
,2,935,1.818634033203125,0.2976999878883362,,
,2,935,,,0.2701822817325592,0.3127966821193695
1.9298025369644165,3,949,,,,
1.7962219715118408,3,999,,,,
1.8564963340759277,3,1049,,,,
1.9565945863723755,3,1099,,,,
1.728276252746582,3,1149,,,,
1.841783881187439,3,1199,,,,
,3,1247,1.7074161767959595,0.35600000619888306,,
,3,1247,,,0.31239983439445496,0.3769778609275818
1.629317283630371,4,1249,,,,
1.7260277271270752,4,1299,,,,
1.7591371536254883,4,1349,,,,
1.596775770187378,4,1399,,,,
1.7622368335723877,4,1449,,,,
1.7046661376953125,4,1499,,,,
1.6779370307922363,4,1549,,,,
,4,1559,1.5849010944366455,0.4090999960899353,,
,4,1559,,,0.37299680709838867,0.4108979403972626
1.6935627460479736,5,1599,,,,
1.603341817855835,5,1649,,,,
1.4767661094665527,5,1699,,,,
1.4597243070602417,5,1749,,,,
1.6378462314605713,5,1799,,,,
1.526090145111084,5,1849,,,,
,5,1871,1.539525032043457,0.4560999870300293,,
,5,1871,,,0.43557190895080566,0.5032634735107422
1.309706687927246,6,1899,,,,
1.5328094959259033,6,1949,,,,
1.456257939338684,6,1999,,,,
1.6161463260650635,6,2049,,,,
1.2970001697540283,6,2099,,,,
1.4291305541992188,6,2149,,,,
,6,2183,1.4052175283432007,0.5022000074386597,,
,6,2183,,,0.4875050187110901,0.5383702516555786
1.1806923151016235,7,2199,,,,
1.227618932723999,7,2249,,,,
1.3940341472625732,7,2299,,,,
1.3888013362884521,7,2349,,,,
1.3414306640625,7,2399,,,,
1.5278899669647217,7,2449,,,,
,7,2495,1.3243656158447266,0.5454000234603882,,
,7,2495,,,0.5252403616905212,0.5898932218551636
1.26588773727417,8,2499,,,,
1.2514071464538574,8,2549,,,,
1.2411320209503174,8,2599,,,,
1.187938928604126,8,2649,,,,
1.3577524423599243,8,2699,,,,
1.2196062803268433,8,2749,,,,
1.3292009830474854,8,2799,,,,
,8,2807,1.2597397565841675,0.566100001335144,,
,8,2807,,,0.5543870329856873,0.604727029800415
1.4060025215148926,9,2849,,,,
1.082387924194336,9,2899,,,,
1.1382091045379639,9,2949,,,,
1.2361598014831543,9,2999,,,,
1.3294497728347778,9,3049,,,,
1.039069414138794,9,3099,,,,
,9,3119,1.1928194761276245,0.5946999788284302,,
,9,3119,,,0.5776742696762085,0.6157041192054749
1.1637552976608276,10,3149,,,,
1.0855932235717773,10,3199,,,,
1.2228882312774658,10,3249,,,,
1.164408802986145,10,3299,,,,
1.278576135635376,10,3349,,,,
1.252644419670105,10,3399,,,,
,10,3431,1.209906816482544,0.6018999814987183,,
,10,3431,,,0.5921725034713745,0.6450751423835754
0.7838753461837769,11,3449,,,,
1.308029055595398,11,3499,,,,
1.0162851810455322,11,3549,,,,
0.7579476833343506,11,3599,,,,
0.6662580966949463,11,3649,,,,
0.8583661913871765,11,3699,,,,
,11,3743,0.9255011677742004,0.5612000226974487,,
,11,3743,,,0.5810797214508057,0.6439873576164246
0.43554824590682983,12,3749,,,,
0.5513076782226562,12,3799,,,,
0.35512784123420715,12,3849,,,,
0.7860144972801208,12,3899,,,,
0.29133930802345276,12,3949,,,,
0.45554041862487793,12,3999,,,,
0.38659432530403137,12,4049,,,,
,12,4055,0.46275633573532104,0.5519000291824341,,
,12,4055,,,0.5704377293586731,0.616594135761261
-0.17339298129081726,13,4099,,,,
-0.44679173827171326,13,4149,,,,
-0.8430341482162476,13,4199,,,,
-0.5923615097999573,13,4249,,,,
-0.24107159674167633,13,4299,,,,
-0.3400454521179199,13,4349,,,,
,13,4367,-0.2802811861038208,0.5770000219345093,,
,13,4367,,,0.5715144276618958,0.6190664768218994
