train_loss2,train_loss1,step,epoch,train_acc1,train_acc2,test_acc
0.015825258567929268,0.01592589169740677,49,0,,,
0.0155768021941185,0.014760805293917656,99,0,,,
0.01566482149064541,0.015552434138953686,149,0,,,
0.01567711867392063,0.016423175111413002,199,0,,,
0.014328955672681332,0.01470669824630022,249,0,,,
0.014595386572182178,0.014487112872302532,299,0,,,
0.014547270722687244,0.014580671675503254,349,0,,,
,,389,0,0.295292466878891,0.27876603603363037,0.45329999923706055
0.01433456689119339,0.014817108400166035,399,1,,,
0.013989778235554695,0.014641129411756992,449,1,,,
0.013289793394505978,0.013624452985823154,499,1,,,
0.013444917276501656,0.013616169802844524,549,1,,,
0.01507590338587761,0.015039845369756222,599,1,,,
0.014321945607662201,0.013999426737427711,649,1,,,
0.012691044248640537,0.012315632775425911,699,1,,,
0.01295917946845293,0.01314953900873661,749,1,,,
,,779,1,0.38395431637763977,0.3765023946762085,0.5
0.012901565060019493,0.013454168103635311,799,2,,,
0.013873476535081863,0.014365872368216515,849,2,,,
0.010611915029585361,0.010503001511096954,899,2,,,
0.012601013295352459,0.012357303872704506,949,2,,,
0.013099735602736473,0.013401098549365997,999,2,,,
0.011073523201048374,0.011142704635858536,1049,2,,,
0.012776547111570835,0.012652594596147537,1099,2,,,
0.013673797249794006,0.013623087666928768,1149,2,,,
,,1169,2,0.4240584969520569,0.41518428921699524,0.5572999715805054
0.010464110411703587,0.009975338354706764,1199,3,,,
0.012168911285698414,0.012010663747787476,1249,3,,,
0.011390747502446175,0.011557096615433693,1299,3,,,
0.011590179055929184,0.011414630338549614,1349,3,,,
0.01281571015715599,0.012992605566978455,1399,3,,,
0.009928510524332523,0.009927303530275822,1449,3,,,
0.011328605003654957,0.01095461007207632,1499,3,,,
0.01114318985491991,0.010549421422183514,1549,3,,,
,,1559,3,0.44637420773506165,0.43862178921699524,0.5982999801635742
0.013805029913783073,0.01255072746425867,1599,4,,,
0.011604192666709423,0.011950490064918995,1649,4,,,
0.012649443931877613,0.012917160987854004,1699,4,,,
0.011440055444836617,0.011056260205805302,1749,4,,,
0.01103361789137125,0.01106190960854292,1799,4,,,
0.01025761291384697,0.009200193919241428,1849,4,,,
0.012681832537055016,0.012961983680725098,1899,4,,,
0.010068954899907112,0.010513011366128922,1949,4,,,
,,1949,4,0.46678686141967773,0.46159854531288147,0.6412000060081482
0.010788766667246819,0.010045451112091541,1999,5,,,
0.012051274068653584,0.012062052264809608,2049,5,,,
0.008999273180961609,0.009278940036892891,2099,5,,,
0.010623282752931118,0.010186521336436272,2149,5,,,
0.009965350851416588,0.010683448985219002,2199,5,,,
0.010919036343693733,0.010457503609359264,2249,5,,,
0.013950818218290806,0.014157782308757305,2299,5,,,
,,2339,5,0.48483574390411377,0.47852563858032227,0.6863999962806702
0.010404722765088081,0.010044598951935768,2349,6,,,
0.010305427946150303,0.010499744676053524,2399,6,,,
0.012191577814519405,0.01152360625565052,2449,6,,,
0.01106166560202837,0.01109475176781416,2499,6,,,
0.01087835431098938,0.011045854538679123,2549,6,,,
0.009542251005768776,0.009019875898957253,2599,6,,,
0.009413477033376694,0.009043128229677677,2649,6,,,
0.01003375742584467,0.009632223285734653,2699,6,,,
,,2729,6,0.5017227530479431,0.4941706657409668,0.6722999811172485
0.008657865226268768,0.008841140195727348,2749,7,,,
0.009607203304767609,0.009390260092914104,2799,7,,,
0.009340351447463036,0.009204118512570858,2849,7,,,
0.010388276539742947,0.00998352188616991,2899,7,,,
0.009816059842705727,0.009651591069996357,2949,7,,,
0.00905243307352066,0.00896097905933857,2999,7,,,
0.008903167210519314,0.008902628906071186,3049,7,,,
0.009635980241000652,0.009651635773479939,3099,7,,,
,,3119,7,0.5114182829856873,0.5088341236114502,0.7153000235557556
0.009751866571605206,0.00909161102026701,3149,8,,,
0.008436871692538261,0.007915685884654522,3199,8,,,
0.006451558321714401,0.0061093894764781,3249,8,,,
0.011915029026567936,0.01110390480607748,3299,8,,,
0.008332176133990288,0.007754195015877485,3349,8,,,
0.009843974374234676,0.00977435614913702,3399,8,,,
0.008049806579947472,0.007191666401922703,3449,8,,,
0.009031739085912704,0.009322477504611015,3499,8,,,
,,3509,8,0.5215544700622559,0.5198717713356018,0.6888999938964844
0.006718036253005266,0.006576737388968468,3549,9,,,
0.007961652241647243,0.008746451698243618,3599,9,,,
0.009515062905848026,0.00956640299409628,3649,9,,,
0.008188351057469845,0.008535235188901424,3699,9,,,
0.007373002357780933,0.007948325015604496,3749,9,,,
0.009204059839248657,0.009047748520970345,3799,9,,,
0.008550779893994331,0.008879910223186016,3849,9,,,
0.007353557739406824,0.007838546298444271,3899,9,,,
,,3899,9,0.5278044939041138,0.5287460088729858,0.7192999720573425
0.010760391131043434,0.011110655963420868,3949,10,,,
0.0067806183360517025,0.006966846063733101,3999,10,,,
0.008825909346342087,0.009345042519271374,4049,10,,,
0.007104021962732077,0.007158665452152491,4099,10,,,
0.00957292877137661,0.01018773764371872,4149,10,,,
0.008754871785640717,0.008236640132963657,4199,10,,,
0.00755124120041728,0.007538008503615856,4249,10,,,
,,4289,10,0.5371994972229004,0.5376402139663696,0.7720000147819519
0.005370683036744595,0.005617979448288679,4299,11,,,
0.0065666972659528255,0.006418564356863499,4349,11,,,
0.009469754062592983,0.009512281976640224,4399,11,,,
0.010377977974712849,0.01019646879285574,4449,11,,,
0.008308972232043743,0.008137579075992107,4499,11,,,
0.00858501996845007,0.008735580369830132,4549,11,,,
0.007767025846987963,0.008121799677610397,4599,11,,,
0.007666619028896093,0.008257444947957993,4649,11,,,
,,4679,11,0.5447515845298767,0.5440905690193176,0.7541999816894531
0.010167382657527924,0.01055828109383583,4699,12,,,
0.009777328930795193,0.009723044000566006,4749,12,,,
0.009645379148423672,0.00880678091198206,4799,12,,,
0.008257485926151276,0.008000951260328293,4849,12,,,
0.008494770154356956,0.00810198299586773,4899,12,,,
0.00929586123675108,0.008450035005807877,4949,12,,,
0.006568779703229666,0.007382938172668219,4999,12,,,
0.006665508262813091,0.006356705445796251,5049,12,,,
,,5069,12,0.5513421297073364,0.5489382743835449,0.7372000217437744
0.00671198358759284,0.006642889231443405,5099,13,,,
0.006901097483932972,0.0070529840886592865,5149,13,,,
0.007001969031989574,0.006660337559878826,5199,13,,,
0.009041394107043743,0.009454810060560703,5249,13,,,
0.007021529600024223,0.007427106145769358,5299,13,,,
0.008478978648781776,0.008904377929866314,5349,13,,,
0.007518568076193333,0.007380440831184387,5399,13,,,
0.00670802453532815,0.006809845566749573,5449,13,,,
,,5459,13,0.5549479126930237,0.5556290149688721,0.781499981880188
0.007652835920453072,0.0070150685496628284,5499,14,,,
0.0080890953540802,0.007583851460367441,5549,14,,,
0.008134245872497559,0.008316397666931152,5599,14,,,
0.007383357267826796,0.007640997413545847,5649,14,,,
0.007461216300725937,0.007839065976440907,5699,14,,,
0.007508100941777229,0.0075670816004276276,5749,14,,,
0.00828139204531908,0.008503480814397335,5799,14,,,
0.011691927909851074,0.011073137633502483,5849,14,,,
,,5849,14,0.5616987347602844,0.5624799728393555,0.785099983215332
0.00827324204146862,0.007562498562037945,5899,15,,,
0.0071169715374708176,0.006861446425318718,5949,15,,,
0.0071845692582428455,0.007132184691727161,5999,15,,,
0.006781487260013819,0.007356955204159021,6049,15,,,
0.00672928337007761,0.006887877359986305,6099,15,,,
0.0077636707574129105,0.007010305766016245,6149,15,,,
0.008393974043428898,0.008308004587888718,6199,15,,,
,,6239,15,0.5661858916282654,0.5657652020454407,0.7616000175476074
0.007506366819143295,0.006884322501718998,6249,16,,,
0.008174820803105831,0.00868868175894022,6299,16,,,
0.009581930004060268,0.009452728554606438,6349,16,,,
0.00723470700904727,0.0072285570204257965,6399,16,,,
0.007423435803502798,0.007387265097349882,6449,16,,,
0.005702495109289885,0.005744746886193752,6499,16,,,
0.006923256441950798,0.006841051857918501,6549,16,,,
0.0073668211698532104,0.007514473982155323,6599,16,,,
,,6629,16,0.5689904093742371,0.5698717832565308,0.7918999791145325
0.006451456807553768,0.005919056944549084,6649,17,,,
0.00867827981710434,0.007807728368788958,6699,17,,,
0.0063977912068367004,0.006444917060434818,6749,17,,,
0.00546272424980998,0.005330710206180811,6799,17,,,
0.005105385556817055,0.005339660216122866,6849,17,,,
0.006877829786390066,0.006844623479992151,6899,17,,,
0.006319032050669193,0.006213425658643246,6949,17,,,
0.008701451122760773,0.008260520175099373,6999,17,,,
,,7019,17,0.5730969309806824,0.5727163553237915,0.7919999957084656
0.007096586748957634,0.007028707303106785,7049,18,,,
0.008802417665719986,0.008736886084079742,7099,18,,,
0.008278876543045044,0.007901841774582863,7149,18,,,
0.005637709517031908,0.005616580136120319,7199,18,,,
0.005301843397319317,0.005381238646805286,7249,18,,,
0.0056473673321306705,0.005428943317383528,7299,18,,,
0.007172010838985443,0.007870633155107498,7349,18,,,
