train_loss,step,epoch,test_acc,train_acc
3.3708548545837402,49,0,,
2.9173831939697266,99,0,,
2.4977006912231445,149,0,,
2.333118200302124,199,0,,
2.2263858318328857,249,0,,
2.0145158767700195,299,0,,
2.126464605331421,349,0,,
,389,0,0.5748999714851379,0.4532652199268341
1.7618658542633057,399,1,,
2.239597797393799,449,1,,
2.1807947158813477,499,1,,
1.97963285446167,549,1,,
1.6360772848129272,599,1,,
1.999333381652832,649,1,,
1.6454529762268066,699,1,,
1.7260875701904297,749,1,,
,779,1,0.6729000210762024,0.6214944124221802
1.5641884803771973,799,2,,
1.6766670942306519,849,2,,
1.4149593114852905,899,2,,
1.2718225717544556,949,2,,
1.5238009691238403,999,2,,
1.3368961811065674,1049,2,,
1.5936598777770996,1099,2,,
1.3836355209350586,1149,2,,
,1169,2,0.6761999726295471,0.6970552802085876
1.3331341743469238,1199,3,,
1.4247465133666992,1249,3,,
1.282151460647583,1299,3,,
1.4214516878128052,1349,3,,
1.5074527263641357,1399,3,,
1.5716133117675781,1449,3,,
1.675328016281128,1499,3,,
1.5259085893630981,1549,3,,
,1559,3,0.7627999782562256,0.7394831776618958
1.4087058305740356,1599,4,,
1.1571402549743652,1649,4,,
0.8464221358299255,1699,4,,
1.1770427227020264,1749,4,,
1.2075473070144653,1799,4,,
1.1078486442565918,1849,4,,
1.4717926979064941,1899,4,,
1.419961929321289,1949,4,,
,1949,4,0.7875000238418579,0.7664262652397156
1.0469558238983154,1999,5,,
0.8394373655319214,2049,5,,
1.3075931072235107,2099,5,,
1.2392544746398926,2149,5,,
1.2052702903747559,2199,5,,
0.8349398374557495,2249,5,,
1.0340200662612915,2299,5,,
,2339,5,0.758400022983551,0.7822115421295166
1.0441880226135254,2349,6,,
1.1150116920471191,2399,6,,
0.8034763336181641,2449,6,,
0.927530825138092,2499,6,,
0.835536003112793,2549,6,,
0.9996142387390137,2599,6,,
1.1117069721221924,2649,6,,
0.6318311095237732,2699,6,,
,2729,6,0.8148000240325928,0.7935897707939148
0.9842285513877869,2749,7,,
0.9021948575973511,2799,7,,
0.8373899459838867,2849,7,,
1.0303068161010742,2899,7,,
0.931746244430542,2949,7,,
1.0332731008529663,2999,7,,
0.7522945404052734,3049,7,,
1.0343892574310303,3099,7,,
,3119,7,0.8446000218391418,0.8042668104171753
0.6836007833480835,3149,8,,
0.7923029661178589,3199,8,,
0.7755898237228394,3249,8,,
1.0241395235061646,3299,8,,
0.7305495738983154,3349,8,,
0.8261091113090515,3399,8,,
0.6819132566452026,3449,8,,
0.8529759049415588,3499,8,,
,3509,8,0.8345000147819519,0.8145632743835449
0.8328386545181274,3549,9,,
0.722852349281311,3599,9,,
0.5419759750366211,3649,9,,
0.6659822463989258,3699,9,,
0.758676290512085,3749,9,,
0.8044264912605286,3799,9,,
0.6941664218902588,3849,9,,
0.6083513498306274,3899,9,,
,3899,9,0.822700023651123,0.8208733797073364
0.7634757161140442,3949,10,,
0.768413782119751,3999,10,,
0.863316535949707,4049,10,,
0.8490166664123535,4099,10,,
0.5258431434631348,4149,10,,
0.5403881072998047,4199,10,,
0.6896831393241882,4249,10,,
,4289,10,0.8574000000953674,0.8283453583717346
0.5599966049194336,4299,11,,
0.5408138036727905,4349,11,,
0.7911869287490845,4399,11,,
0.8309110403060913,4449,11,,
0.523100733757019,4499,11,,
0.7131334543228149,4549,11,,
0.37791261076927185,4599,11,,
0.6942562460899353,4649,11,,
,4679,11,0.8281000256538391,0.8330528736114502
0.5513265132904053,4699,12,,
0.7411199808120728,4749,12,,
0.7520222663879395,4799,12,,
0.5583240985870361,4849,12,,
0.6614958643913269,4899,12,,
0.6979401111602783,4949,12,,
0.5354092121124268,4999,12,,
0.6057544946670532,5049,12,,
,5069,12,0.8396000266075134,0.8380408883094788
0.6160554885864258,5099,13,,
0.6812180280685425,5149,13,,
0.3416843116283417,5199,13,,
0.6046888828277588,5249,13,,
0.8581537008285522,5299,13,,
0.496126651763916,5349,13,,
0.7704991102218628,5399,13,,
0.3465495705604553,5449,13,,
,5459,13,0.8400999903678894,0.8446314334869385
0.4355071783065796,5499,14,,
0.5927088856697083,5549,14,,
0.38564175367355347,5599,14,,
0.47963201999664307,5649,14,,
0.48757296800613403,5699,14,,
0.42483624815940857,5749,14,,
0.40107911825180054,5799,14,,
0.5459679365158081,5849,14,,
,5849,14,0.8647000193595886,0.8489783406257629
0.38947978615760803,5899,15,,
0.7128064632415771,5949,15,,
0.4896540641784668,5999,15,,
0.4402692914009094,6049,15,,
0.3871283531188965,6099,15,,
0.4919784367084503,6149,15,,
0.6049648523330688,6199,15,,
,6239,15,0.8586999773979187,0.8526843190193176
0.4350205659866333,6249,16,,
0.593935489654541,6299,16,,
0.5015254616737366,6349,16,,
0.3439972400665283,6399,16,,
0.41135525703430176,6449,16,,
0.6703367233276367,6499,16,,
0.5536205172538757,6549,16,,
0.4832006096839905,6599,16,,
,6629,16,0.8580999970436096,0.854727566242218
0.44548335671424866,6649,17,,
0.47541868686676025,6699,17,,
0.377239465713501,6749,17,,
0.3395306169986725,6799,17,,
0.44524237513542175,6849,17,,
0.37850844860076904,6899,17,,
0.581969141960144,6949,17,,
0.6027628779411316,6999,17,,
,7019,17,0.867900013923645,0.8589543104171753
0.37742388248443604,7049,18,,
0.6611311435699463,7099,18,,
0.3487551510334015,7149,18,,
0.4533047080039978,7199,18,,
0.4385039508342743,7249,18,,
0.4666535258293152,7299,18,,
0.5051829814910889,7349,18,,
0.4562031626701355,7399,18,,
,7409,18,0.8675000071525574,0.862379789352417
0.17898817360401154,7449,19,,
0.7076928019523621,7499,19,,
0.32808375358581543,7549,19,,
0.3549683690071106,7599,19,,
0.35264912247657776,7649,19,,
0.4055994153022766,7699,19,,
0.582496166229248,7749,19,,
0.33410167694091797,7799,19,,
,7799,19,0.8711000084877014,0.8634014129638672
0.4580068588256836,7849,20,,
0.3281068801879883,7899,20,,
0.3329073190689087,7949,20,,
0.17062756419181824,7999,20,,
0.4010311961174011,8049,20,,
0.5454753637313843,8099,20,,
0.373121976852417,8149,20,,
,8189,20,0.8763999938964844,0.8654847741127014
0.3776327967643738,8199,21,,
0.33186089992523193,8249,21,,
0.25664111971855164,8299,21,,
0.5030728578567505,8349,21,,
0.3686772584915161,8399,21,,
0.4554186463356018,8449,21,,
0.3683493137359619,8499,21,,
0.4426426887512207,8549,21,,
,8579,21,0.8601999878883362,0.868048906326294
0.21550819277763367,8599,22,,
0.3383728861808777,8649,22,,
0.4338639974594116,8699,22,,
0.44288942217826843,8749,22,,
0.345954954624176,8799,22,,
0.4151666760444641,8849,22,,
0.466627836227417,8899,22,,
0.5976275205612183,8949,22,,
,8969,22,0.875,0.8701322078704834
0.2635125517845154,8999,23,,
0.3715452551841736,9049,23,,
0.29998189210891724,9099,23,,
0.3495745062828064,9149,23,,
0.24954725801944733,9199,23,,
0.40865325927734375,9249,23,,
0.5491973161697388,9299,23,,
0.3483606278896332,9349,23,,
,9359,23,0.8748000264167786,0.8714542984962463
0.35296720266342163,9399,24,,
0.37864479422569275,9449,24,,
0.6401121616363525,9499,24,,
0.37217938899993896,9549,24,,
0.3119601011276245,9599,24,,
0.3350186347961426,9649,24,,
0.4242085814476013,9699,24,,
0.3603205680847168,9749,24,,
,9749,24,0.8669000267982483,0.8693709969520569
0.3058714270591736,9799,25,,
0.3067462742328644,9849,25,,
0.223932147026062,9899,25,,
0.2604464292526245,9949,25,,
0.40924108028411865,9999,25,,
0.5623811483383179,10049,25,,
0.4993365406990051,10099,25,,
,10139,25,0.8759999871253967,0.8739383220672607
0.2764129340648651,10149,26,,
