epoch,step,train_loss2,train_loss1,val_acc2,val_acc1,train_acc2,train_acc1,test_acc
0,49,0.015078880824148655,0.01437357161194086,,,,,
0,99,0.01501848641782999,0.014905449002981186,,,,,
0,149,0.013330750167369843,0.013418290764093399,,,,,
0,199,0.012056288309395313,0.01142269466072321,,,,,
0,249,0.011912854388356209,0.011797277256846428,,,,,
0,299,0.012387002818286419,0.011270128190517426,,,,,
0,311,,,0.45500001311302185,0.42489999532699585,,,
0,311,,,,,0.3422476053237915,0.35008513927459717,0.4309000074863434
1,349,0.011165004223585129,0.01092411670833826,,,,,
1,399,0.010943038389086723,0.010605152696371078,,,,,
1,449,0.0101783974096179,0.010615198872983456,,,,,
1,499,0.009602750651538372,0.010100452229380608,,,,,
1,549,0.010701916180551052,0.010342035442590714,,,,,
1,599,0.01033390499651432,0.009652657434344292,,,,,
1,623,,,0.5315999984741211,0.5202000141143799,,,
1,623,,,,,0.5071614384651184,0.5166516304016113,0.5374000072479248
2,649,0.008965544402599335,0.008221236057579517,,,,,
2,699,0.009483092464506626,0.009245517663657665,,,,,
2,749,0.006924454588443041,0.007238002493977547,,,,,
2,799,0.008528989739716053,0.008102303370833397,,,,,
2,849,0.007883763872087002,0.007902603596448898,,,,,
2,899,0.007760153152048588,0.008080477826297283,,,,,
2,935,,,0.6189000010490417,0.6446999907493591,,,
2,935,,,,,0.5834835767745972,0.5908703804016113,0.6794000267982483
3,949,0.008457385934889317,0.008622941561043262,,,,,
3,999,0.007847967557609081,0.008574322797358036,,,,,
3,1049,0.008800407871603966,0.008738543838262558,,,,,
3,1099,0.006954926066100597,0.006652918644249439,,,,,
3,1149,0.005688621196895838,0.005604982376098633,,,,,
3,1199,0.005355232395231724,0.005807022098451853,,,,,
3,1247,,,0.6370000243186951,0.6542999744415283,,,
3,1247,,,,,0.6318609714508057,0.6371444463729858,0.6904000043869019
4,1249,0.00606778496876359,0.005503465887159109,,,,,
4,1299,0.007085721008479595,0.007559180725365877,,,,,
4,1349,0.004815719556063414,0.005326876416802406,,,,,
4,1399,0.006073649041354656,0.006589713040739298,,,,,
4,1449,0.005300418473780155,0.0053427512757480145,,,,,
4,1499,0.006134415976703167,0.005169207230210304,,,,,
4,1549,0.005053394939750433,0.005324999336153269,,,,,
4,1559,,,0.6714000105857849,0.6643000245094299,,,
4,1559,,,,,0.6700471043586731,0.6824168562889099,0.6959999799728394
5,1599,0.0062033627182245255,0.006154034286737442,,,,,
5,1649,0.004651183262467384,0.004227402154356241,,,,,
5,1699,0.003949453122913837,0.0045426455326378345,,,,,
5,1749,0.005355071276426315,0.005660600960254669,,,,,
5,1799,0.0036380155943334103,0.003622107207775116,,,,,
5,1849,0.0031462637707591057,0.0026149945333600044,,,,,
5,1871,,,0.6819000244140625,0.6747000217437744,,,
5,1871,,,,,0.7072065472602844,0.7122395634651184,0.7056999802589417
6,1899,0.004898266401141882,0.004432489164173603,,,,,
6,1949,0.004805303178727627,0.004652355331927538,,,,,
6,1999,0.004096250049769878,0.004173112101852894,,,,,
6,2049,0.003423459827899933,0.003698756918311119,,,,,
6,2099,0.003111808095127344,0.003056207438930869,,,,,
6,2149,0.00357445003464818,0.004403885453939438,,,,,
6,2183,,,0.7369999885559082,0.7297999858856201,,,
6,2183,,,,,0.7261618375778198,0.7301933169364929,0.7616999745368958
7,2199,0.0031229094602167606,0.0026472134049981833,,,,,
7,2249,0.004010042641311884,0.0044722589664161205,,,,,
7,2299,0.0034659330267459154,0.002979041775688529,,,,,
7,2349,0.004304618574678898,0.0039446474984288216,,,,,
7,2399,0.0027075123507529497,0.002354053780436516,,,,,
7,2449,0.00168077670969069,0.0016264530131593347,,,,,
7,2495,,,0.7390000224113464,0.7469000220298767,,,
7,2495,,,,,0.7430388331413269,0.7477213740348816,0.7777000069618225
8,2499,0.0026947162114083767,0.002755791414529085,,,,,
8,2549,0.002541690832003951,0.0031864051707088947,,,,,
8,2599,0.001289897016249597,0.001466807210817933,,,,,
8,2649,0.003156050341203809,0.0036309005226939917,,,,,
8,2699,0.0027012547943741083,0.002724231453612447,,,,,
8,2749,0.002054716693237424,0.0025871291290968657,,,,,
8,2799,0.0013479554327204823,0.0011948392493650317,,,,,
8,2807,,,0.7282999753952026,0.7418000102043152,,,
8,2807,,,,,0.7561598420143127,0.759840726852417,0.7831000089645386
9,2849,0.0019501053029671311,0.0015764854615554214,,,,,
9,2899,0.0022808508947491646,0.0020237488206475973,,,,,
9,2949,0.0010601821122691035,0.0011876878561452031,,,,,
9,2999,0.0021204997319728136,0.002193260006606579,,,,,
9,3049,0.0034298235550522804,0.0022675793152302504,,,,,
