train_loss,epoch,step,val_loss,val_acc,test_acc,train_acc,mix_match_loss
2.6418569087982178,0,49,,,,,
2.7911455631256104,0,99,,,,,
2.575150966644287,0,149,,,,,
2.249523639678955,0,199,,,,,
2.090864419937134,0,249,,,,,
2.077258825302124,0,299,,,,,
,0,312,2.124405860900879,0.19370000064373016,,,
,0,312,,,0.18987341225147247,0.15594999492168427,
2.0272364616394043,1,349,,,,,
1.950649619102478,1,399,,,,,
1.9498354196548462,1,449,,,,,
1.90884530544281,1,499,,,,,
1.9217332601547241,1,549,,,,,
1.7978079319000244,1,599,,,,,
,1,625,1.8699198961257935,0.2937999963760376,,,
,1,625,,,0.3050830662250519,0.23970000445842743,
1.9238896369934082,2,649,,,,,
1.7422616481781006,2,699,,,,,
1.9164503812789917,2,749,,,,,
1.7754706144332886,2,799,,,,,
1.7505457401275635,2,849,,,,,
1.8077232837677002,2,899,,,,,
,2,938,1.7045785188674927,0.3637999892234802,,,
,2,938,,,0.3792523741722107,0.3241499960422516,
1.5652912855148315,3,949,,,,,
1.7164008617401123,3,999,,,,,
1.5537973642349243,3,1049,,,,,
1.6139379739761353,3,1099,,,,,
1.4403061866760254,3,1149,,,,,
1.51552152633667,3,1199,,,,,
1.614084005355835,3,1249,,,,,
,3,1251,1.4827451705932617,0.4413999915122986,,,
,3,1251,,,0.4416534900665283,0.39272499084472656,
1.6166237592697144,4,1299,,,,,
1.4309552907943726,4,1349,,,,,
1.3749747276306152,4,1399,,,,,
1.5395219326019287,4,1449,,,,,
1.5580346584320068,4,1499,,,,,
1.3723857402801514,4,1549,,,,,
,4,1564,1.4831851720809937,0.46650001406669617,,,
,4,1564,,,0.4748813211917877,0.4468249976634979,
1.549335241317749,5,1599,,,,,
1.4428575038909912,5,1649,,,,,
1.2914848327636719,5,1699,,,,,
1.2722758054733276,5,1749,,,,,
1.2835129499435425,5,1799,,,,,
1.3287519216537476,5,1849,,,,,
,5,1877,1.2317661046981812,0.5694000124931335,,,
,5,1877,,,0.5640822649002075,0.5080000162124634,
1.207719087600708,6,1899,,,,,
1.3353389501571655,6,1949,,,,,
1.2975430488586426,6,1999,,,,,
1.1802501678466797,6,2049,,,,,
1.324719786643982,6,2099,,,,,
1.2898186445236206,6,2149,,,,,
,6,2190,1.1213034391403198,0.5985000133514404,,,
,6,2190,,,0.5870253443717957,0.5547999739646912,
1.2398242950439453,7,2199,,,,,
1.0722447633743286,7,2249,,,,,
1.1265665292739868,7,2299,,,,,
0.9712718725204468,7,2349,,,,,
1.203093409538269,7,2399,,,,,
1.2226057052612305,7,2449,,,,,
1.1699166297912598,7,2499,,,,,
,7,2503,1.1035687923431396,0.6039000153541565,,,
,7,2503,,,0.6184731125831604,0.5884000062942505,
0.9790126085281372,8,2549,,,,,
0.8154416680335999,8,2599,,,,,
1.0153610706329346,8,2649,,,,,
1.2633018493652344,8,2699,,,,,
1.1151869297027588,8,2749,,,,,
1.1710381507873535,8,2799,,,,,
,8,2816,1.112130880355835,0.6108999848365784,,,
,8,2816,,,0.6340981125831604,0.614425003528595,
1.0565637350082397,9,2849,,,,,
1.0301586389541626,9,2899,,,,,
1.0832606554031372,9,2949,,,,,
1.0627031326293945,9,2999,,,,,
1.1000574827194214,9,3049,,,,,
0.9422468543052673,9,3099,,,,,
,9,3129,1.0718538761138916,0.6226000189781189,,,
,9,3129,,,0.6547666192054749,0.6370499730110168,
1.0251632928848267,10,3149,,,,,
0.8549876809120178,10,3199,,,,,
1.0527280569076538,10,3249,,,,,
1.1964246034622192,10,3299,,,,,
0.8935360908508301,10,3349,,,,,
0.8294454216957092,10,3399,,,,,
,10,3442,0.981444239616394,0.6571999788284302,,,
,10,3442,,,0.6713805198669434,0.6591500043869019,
0.8246191143989563,11,3449,,,,,
0.9723101854324341,11,3499,,,,,
0.9389898180961609,11,3549,,,,,
0.93706214427948,11,3599,,,,,
0.9388616681098938,11,3649,,,,,
0.9879100918769836,11,3699,,,,,
1.0474580526351929,11,3749,,,,,
,11,3755,1.1085675954818726,0.6204000115394592,,,
,11,3755,,,0.6684137582778931,0.6732249855995178,
1.0965052843093872,12,3799,,,,,
0.8574044108390808,12,3849,,,,,
0.9097498059272766,12,3899,,,,,
0.8489157557487488,12,3949,,,,,
0.8751165866851807,12,3999,,,,,
0.8456025719642639,12,4049,,,,,
,12,4068,0.9749664068222046,0.6657999753952026,,,
,12,4068,,,0.6867088675498962,0.6815000176429749,
0.9250064492225647,13,4099,,,,,
1.0335044860839844,13,4149,,,,,
0.9173516035079956,13,4199,,,,,
