epoch,step,train_loss,val_loss,val_acc,test_acc
0,49,3.129514455795288,,,
0,99,2.3161513805389404,,,
0,149,2.254854917526245,,,
0,199,2.2384893894195557,,,
0,249,2.317981719970703,,,
0,299,2.0781617164611816,,,
0,311,,2.561640501022339,0.14159999787807465,
0,311,,,,0.18562103807926178
1,349,2.8860666751861572,,,
1,399,2.360736131668091,,,
1,449,2.2737162113189697,,,
1,499,2.263747215270996,,,
1,549,2.260439872741699,,,
1,599,2.1841979026794434,,,
1,623,,2.107426643371582,0.2802000045776367,
1,623,,,,0.28955695033073425
2,649,2.324232578277588,,,
2,699,2.1664035320281982,,,
2,749,2.234321117401123,,,
2,799,2.0422308444976807,,,
2,849,2.1640377044677734,,,
2,899,2.147550582885742,,,
2,935,,1.949463129043579,0.32019999623298645,
2,935,,,,0.3294106125831604
3,949,2.1567795276641846,,,
3,999,2.063070774078369,,,
3,1049,1.9554283618927002,,,
3,1099,2.3090310096740723,,,
3,1149,1.827152132987976,,,
3,1199,1.9736967086791992,,,
3,1247,,1.8253449201583862,0.3411000072956085,
3,1247,,,,0.36244067549705505
4,1249,1.9779685735702515,,,
4,1299,2.047325611114502,,,
4,1349,2.053694248199463,,,
4,1399,2.109889507293701,,,
4,1449,2.1199395656585693,,,
4,1499,2.0382208824157715,,,
4,1549,1.8920626640319824,,,
4,1559,,1.7246613502502441,0.3822999894618988,
4,1559,,,,0.39240506291389465
5,1599,1.9456466436386108,,,
5,1649,1.9031003713607788,,,
5,1699,2.016066551208496,,,
5,1749,2.0273876190185547,,,
5,1799,1.843700885772705,,,
5,1849,1.8790537118911743,,,
5,1871,,1.6658265590667725,0.3926999866962433,
5,1871,,,,0.4211827516555786
6,1899,2.002162218093872,,,
6,1949,2.0978522300720215,,,
6,1999,2.017507553100586,,,
6,2049,1.8068063259124756,,,
6,2099,2.104004144668579,,,
6,2149,1.8915804624557495,,,
6,2183,,1.6143137216567993,0.42989999055862427,
6,2183,,,,0.4443235695362091
7,2199,2.004695415496826,,,
7,2249,1.985876441001892,,,
7,2299,2.059079170227051,,,
7,2349,2.1790707111358643,,,
7,2399,1.9467730522155762,,,
7,2449,1.8353039026260376,,,
7,2495,,1.5807287693023682,0.44850000739097595,
7,2495,,,,0.47053006291389465
8,2499,1.9600270986557007,,,
8,2549,1.8430514335632324,,,
8,2599,2.04660964012146,,,
8,2649,2.10628342628479,,,
8,2699,2.2206294536590576,,,
8,2749,2.0781917572021484,,,
8,2799,1.8131685256958008,,,
8,2807,,1.5529048442840576,0.4560999870300293,
8,2807,,,,0.48091375827789307
9,2849,2.028956651687622,,,
9,2899,1.9109941720962524,,,
9,2949,1.6649370193481445,,,
9,2999,1.7724100351333618,,,
9,3049,1.8927747011184692,,,
9,3099,1.9546048641204834,,,
9,3119,,1.5607253313064575,0.47360000014305115,
9,3119,,,,0.4896163046360016
10,3149,1.9940950870513916,,,
10,3199,2.013453960418701,,,
10,3249,1.814488172531128,,,
10,3299,1.8084821701049805,,,
10,3349,1.6474831104278564,,,
10,3399,1.8182872533798218,,,
10,3431,,1.4978752136230469,0.4884999990463257,
10,3431,,,,0.4996044337749481
11,3449,1.736173152923584,,,
11,3499,1.9497883319854736,,,
11,3549,1.7437491416931152,,,
11,3599,1.5959205627441406,,,
11,3649,1.544081687927246,,,
11,3699,1.6794434785842896,,,
11,3743,,1.441005825996399,0.4966999888420105,
11,3743,,,,0.5110759735107422
12,3749,1.9661941528320312,,,
12,3799,2.1103739738464355,,,
12,3849,1.7225998640060425,,,
12,3899,2.026616334915161,,,
12,3949,1.897774577140808,,,
12,3999,2.046659469604492,,,
12,4049,1.7983300685882568,,,
12,4055,,1.4366247653961182,0.5145999789237976,
12,4055,,,,0.5416337251663208
13,4099,1.9401153326034546,,,
13,4149,2.0526180267333984,,,
13,4199,1.72390878200531,,,
13,4249,1.5027989149093628,,,
13,4299,1.64091157913208,,,
13,4349,1.9092403650283813,,,
13,4367,,1.4181236028671265,0.527400016784668,
13,4367,,,,0.5488528609275818
14,4399,2.007967948913574,,,
14,4449,1.5286288261413574,,,
14,4499,1.8493114709854126,,,
14,4549,1.4678112268447876,,,
14,4599,1.7392948865890503,,,
14,4649,1.6240923404693604,,,
14,4679,,1.357114553451538,0.5623999834060669,
14,4679,,,,0.5866297483444214
