train_loss,step,epoch,val_loss,val_acc,train_acc,test_acc,mix_match_loss
2.4416375160217285,49,0,,,,,
2.904103994369507,99,0,,,,,
2.396796464920044,149,0,,,,,
1.9566185474395752,199,0,,,,,
2.171320676803589,249,0,,,,,
1.8207015991210938,299,0,,,,,
,312,0,2.090777635574341,0.2840999960899353,,,
,312,0,,,0.20800000429153442,0.30943432450294495,
1.9559919834136963,349,1,,,,,
1.8427622318267822,399,1,,,,,
1.8552825450897217,449,1,,,,,
1.7639669179916382,499,1,,,,,
1.8471189737319946,549,1,,,,,
1.8803987503051758,599,1,,,,,
,625,1,1.7231919765472412,0.3544999957084656,,,
,625,1,,,0.3234249949455261,0.39626187086105347,
1.7851004600524902,649,2,,,,,
1.6300240755081177,699,2,,,,,
1.7721484899520874,749,2,,,,,
1.7371330261230469,799,2,,,,,
1.5662752389907837,849,2,,,,,
1.5623846054077148,899,2,,,,,
,938,2,1.5528149604797363,0.42500001192092896,,,
,938,2,,,0.3891249895095825,0.445905864238739,
1.600364089012146,949,3,,,,,
1.5230772495269775,999,3,,,,,
1.5443589687347412,1049,3,,,,,
1.5424106121063232,1099,3,,,,,
1.4327059984207153,1149,3,,,,,
1.4634567499160767,1199,3,,,,,
1.462828516960144,1249,3,,,,,
,1251,3,1.4201018810272217,0.4814000129699707,,,
,1251,3,,,0.4445750117301941,0.4930775463581085,
1.4825471639633179,1299,4,,,,,
1.3132041692733765,1349,4,,,,,
1.3034847974777222,1399,4,,,,,
1.3654927015304565,1449,4,,,,,
1.4596259593963623,1499,4,,,,,
1.369783878326416,1549,4,,,,,
,1564,4,1.4177851676940918,0.49790000915527344,,,
,1564,4,,,0.4959999918937683,0.5309533476829529,
1.463874340057373,1599,5,,,,,
1.339707374572754,1649,5,,,,,
1.2172305583953857,1699,5,,,,,
1.3307528495788574,1749,5,,,,,
1.4262081384658813,1799,5,,,,,
1.2530609369277954,1849,5,,,,,
,1877,5,1.2121723890304565,0.5756999850273132,,,
,1877,5,,,0.5472750067710876,0.5834652185440063,
1.2181525230407715,1899,6,,,,,
1.2509629726409912,1949,6,,,,,
1.2034708261489868,1999,6,,,,,
1.2573820352554321,2049,6,,,,,
1.3665159940719604,2099,6,,,,,
1.2383956909179688,2149,6,,,,,
,2190,6,1.0963935852050781,0.6013000011444092,,,
,2190,6,,,0.5789999961853027,0.6169897317886353,
1.1457656621932983,2199,7,,,,,
1.0474162101745605,2249,7,,,,,
0.9700415730476379,2299,7,,,,,
1.2162827253341675,2349,7,,,,,
1.10402512550354,2399,7,,,,,
1.1927516460418701,2449,7,,,,,
1.0345659255981445,2499,7,,,,,
,2503,7,1.662338137626648,0.5597000122070312,,,
,2503,7,,,0.6068000197410583,0.6115506291389465,
1.1368809938430786,2549,8,,,,,
0.9079751372337341,2599,8,,,,,
1.269188642501831,2649,8,,,,,
1.088881254196167,2699,8,,,,,
0.7939772605895996,2749,8,,,,,
1.021487832069397,2799,8,,,,,
,2816,8,1.0193355083465576,0.6459000110626221,,,
,2816,8,,,0.6244249939918518,0.6397349834442139,
1.063338279724121,2849,9,,,,,
0.9591665863990784,2899,9,,,,,
1.0899969339370728,2949,9,,,,,
0.8249815702438354,2999,9,,,,,
0.8025015592575073,3049,9,,,,,
1.1617311239242554,3099,9,,,,,
,3129,9,1.1419930458068848,0.6171000003814697,,,
,3129,9,,,0.6466000080108643,0.641811728477478,
1.081728458404541,3149,10,,,,,
0.8573211431503296,3199,10,,,,,
1.022879719734192,3249,10,,,,,
0.8451767563819885,3299,10,,,,,
0.8902724385261536,3349,10,,,,,
0.8388350009918213,3399,10,,,,,
,3442,10,0.9311556816101074,0.6741999983787537,,,
,3442,10,,,0.6637750267982483,0.6795886158943176,
0.9143102169036865,3449,11,,,,,
1.0844091176986694,3499,11,,,,,
1.0606064796447754,3549,11,,,,,
1.0713447332382202,3599,11,,,,,
0.838020920753479,3649,11,,,,,
0.9292051792144775,3699,11,,,,,
1.0548491477966309,3749,11,,,,,
,3755,11,1.0235695838928223,0.6406000256538391,,,
,3755,11,,,0.6737750172615051,0.6679192781448364,
0.8217179775238037,3799,12,,,,,
0.8468471765518188,3849,12,,,,,
1.0505834817886353,3899,12,,,,,
0.9457229375839233,3949,12,,,,,
0.9444438815116882,3999,12,,,,,
0.9587344527244568,4049,12,,,,,
,4068,12,0.9234670996665955,0.6862999796867371,,,
,4068,12,,,0.6846500039100647,0.6900712251663208,
0.8524942994117737,4099,13,,,,,
0.7928993701934814,4149,13,,,,,
0.6716483235359192,4199,13,,,,,
0.7058588862419128,4249,13,,,,,
0.690201461315155,4299,13,,,,,
0.9382911324501038,4349,13,,,,,
,4381,13,0.9196140766143799,0.6855999827384949,,,
,4381,13,,,0.6969749927520752,0.707179605960846,
0.9468642473220825,4399,14,,,,,
0.995284914970398,4449,14,,,,,
0.9114900827407837,4499,14,,,,,
0.7770946621894836,4549,14,,,,,
0.8423913717269897,4599,14,,,,,
0.7172711491584778,4649,14,,,,,
,4694,14,0.9424381852149963,0.6722000241279602,,,
,4694,14,,,0.7055249810218811,0.7164754867553711,
0.674561083316803,4699,15,,,,,
0.9679780006408691,4749,15,,,,,
0.780179500579834,4799,15,,,,,
0.8906359672546387,4849,15,,,,,
0.8201078176498413,4899,15,,,,,
0.9386391043663025,4949,15,,,,,
0.9030759930610657,4999,15,,,,,
,5007,15,0.8796077966690063,0.7013000249862671,,,
,5007,15,,,0.7100499868392944,0.7024327516555786,
0.8516514897346497,5049,16,,,,,
0.6681488752365112,5099,16,,,,,
0.771669864654541,5149,16,,,,,
0.8897291421890259,5199,16,,,,,
0.8483765125274658,5249,16,,,,,
0.8527661561965942,5299,16,,,,,
,5320,16,0.9352923631668091,0.6826000213623047,,,
,5320,16,,,0.7142000198364258,0.7186511158943176,
0.7026483416557312,5349,17,,,,,
0.7136839032173157,5399,17,,,,,
0.598966658115387,5449,17,,,,,
0.8207765817642212,5499,17,,,,,
0.6824517846107483,5549,17,,,,,
0.8076780438423157,5599,17,,,,,
,5633,17,1.1022170782089233,0.6406999826431274,,,
,5633,17,,,0.7220749855041504,0.7011471390724182,
0.7926880121231079,5649,18,,,,,
0.7760432362556458,5699,18,,,,,
0.8477322459220886,5749,18,,,,,
0.8021769523620605,5799,18,,,,,
0.9102272391319275,5849,18,,,,,
0.6779986619949341,5899,18,,,,,
,5946,18,0.8287184834480286,0.7152000069618225,,,
,5946,18,,,0.7277500033378601,0.7263647317886353,
0.7289870381355286,5949,19,,,,,
0.8749006390571594,5999,19,,,,,
0.96086186170578,6049,19,,,,,
0.9563010334968567,6099,19,,,,,
0.6336535215377808,6149,19,,,,,
0.7862760424613953,6199,19,,,,,
0.9452052712440491,6249,19,,,,,
,6259,19,0.833869457244873,0.7106000185012817,,,
,6259,19,,,0.7272250056266785,0.7261669039726257,
,6299,20,,,,,1.6699440479278564
,6349,20,,,,,1.624757170677185
,6399,20,,,,,0.9949093461036682
,6449,20,,,,,1.719257116317749
,6499,20,,,,,1.6155072450637817
,6549,20,,,,,1.6992669105529785
,6580,20,0.8938409090042114,0.7283999919891357,,,
1.2730454206466675,6580,20,,,0.7056060433387756,0.7498022317886353,
,6599,21,,,,,1.4747933149337769
,6649,21,,,,,1.4516634941101074
,6699,21,,,,,1.338963270187378
,6749,21,,,,,1.6791056394577026
,6799,21,,,,,1.6944379806518555
,6849,21,,,,,1.7870888710021973
,6899,21,,,,,1.201626181602478
,6903,21,0.8764692544937134,0.7228000164031982,,,
,6903,21,,,,0.7382317781448364,
,6949,22,,,,,1.61611008644104
,6999,22,,,,,1.497766375541687
,7049,22,,,,,1.1834094524383545
,7099,22,,,,,1.6215121746063232
,7149,22,,,,,1.3803571462631226
,7199,22,,,,,1.6914751529693604
,7217,22,1.0112388134002686,0.7024000287055969,,,
,7217,22,,,,0.7268591523170471,
,7249,23,,,,,1.5693928003311157
,7299,23,,,,,1.6124539375305176
,7349,23,,,,,1.5871658325195312
,7399,23,,,,,1.7070865631103516
,7449,23,,,,,1.727371096611023
,7499,23,,,,,1.5097589492797852
,7537,23,0.993104100227356,0.6912999749183655,,,
,7537,23,,,,0.721914529800415,
,7549,24,,,,,1.220267415046692
,7599,24,,,,,1.6968673467636108
,7649,24,,,,,1.7864513397216797
,7699,24,,,,,1.6872261762619019
,7749,24,,,,,1.529727816581726
,7799,24,,,,,1.5349245071411133
,7849,24,,,,,1.473257303237915
,7853,24,0.9993956089019775,0.7024000287055969,,,
,7853,24,,,,0.7191455960273743,
,7899,25,,,,,1.4030416011810303
,7949,25,,,,,1.5274662971496582
,7999,25,,,,,1.6171808242797852
,8049,25,,,,,1.435410976409912
,8099,25,,,,,1.6965574026107788
,8149,25,,,,,1.6610867977142334
,8172,25,0.98859041929245,0.6886000037193298,,,
,8172,25,,,,0.709157407283783,
,8199,26,,,,,1.7364866733551025
,8249,26,,,,,1.6444675922393799
,8299,26,,,,,nan
,8349,26,,,,,nan
,8399,26,,,,,nan
,8449,26,,,,,nan
,8492,26,nan,0.10140000283718109,,,
,8492,26,,,,0.1002769023180008,
,8499,27,,,,,nan
,8549,27,,,,,nan
,8599,27,,,,,nan
,8649,27,,,,,nan
,8699,27,,,,,nan
,8749,27,,,,,nan
,8799,27,,,,,nan
,8849,27,,,,,nan
,8899,27,,,,,nan
,8949,27,,,,,nan
,8999,27,,,,,nan
,9049,27,,,,,nan
,9054,27,nan,0.10140000283718109,,,
,9054,27,,,,0.1002769023180008,
,9099,28,,,,,nan
,9149,28,,,,,nan
,9199,28,,,,,nan
,9249,28,,,,,nan
,9299,28,,,,,nan
,9349,28,,,,,nan
,9399,28,,,,,nan
,9449,28,,,,,nan
,9499,28,,,,,nan
,9549,28,,,,,nan
,9599,28,,,,,nan
,9616,28,nan,0.10140000283718109,,,
