train_loss,step,epoch,val_acc,val_loss,train_acc,test_acc,mix_match_loss
,27999,58,,,,,3.075605127378367e-05
,28049,58,,,,,3.063683834625408e-05
,28099,58,,,,,3.05176290567033e-05
,28149,58,,,,,3.0398417948163114e-05
,28199,58,,,,,3.0279205020633526e-05
,28249,58,,,,,3.0279205020633526e-05
,28299,58,,,,,3.015999391209334e-05
,28349,58,,,,,3.015999391209334e-05
,28363,58,0.08309999853372574,11.562800407409668,,,
,28363,58,,,,0.10000000149011612,
,28399,59,,,,,3.0040780984563753e-05
,28449,59,,,,,2.992157533299178e-05
,28499,59,,,,,2.9921573514002375e-05
,28549,59,,,,,2.9802364224451594e-05
,28599,59,,,,,2.9802364224451594e-05
,28649,59,,,,,2.9683151296922006e-05
,28699,59,,,,,2.9683151296922006e-05
,28749,59,,,,,2.9563938369392417e-05
,28799,59,,,,,2.9444754545693286e-05
,28849,59,,,,,2.9444754545693286e-05
,28899,59,,,,,2.9325541618163697e-05
,28937,59,0.08309999853372574,11.587918281555176,,,
,28937,59,,,,0.10000000149011612,
,28949,60,,,,,2.9206332328612916e-05
,28999,60,,,,,2.9206332328612916e-05
,29049,60,,,,,2.9206330509623513e-05
,29099,60,,,,,2.9087117582093924e-05
,29149,60,,,,,2.896791193052195e-05
,29199,60,,,,,2.896791193052195e-05
,29249,60,,,,,2.896791193052195e-05
,29299,60,,,,,2.8848699002992362e-05
,29349,60,,,,,2.8729487894452177e-05
,29399,60,,,,,2.8729487894452177e-05
,29449,60,,,,,2.8729487894452177e-05
,29499,60,,,,,2.861027496692259e-05
,29511,60,0.08309999853372574,11.609950065612793,,,
,29511,60,,,,0.10000000149011612,
,29549,61,,,,,2.8491065677371807e-05
,29599,61,,,,,2.8491065677371807e-05
,29649,61,,,,,2.8491065677371807e-05
,29699,61,,,,,2.8491065677371807e-05
,29749,61,,,,,2.8252641641302034e-05
,29799,61,,,,,2.8252641641302034e-05
,29849,61,,,,,2.8252641641302034e-05
,29899,61,,,,,2.8252641641302034e-05
,29949,61,,,,,2.8014215786242858e-05
,29999,61,,,,,2.8014215786242858e-05
,30049,61,,,,,2.8014215786242858e-05
,30085,61,0.08309999853372574,11.62612533569336,,,
,30085,61,,,,0.10000000149011612,
,30099,62,,,,,2.8014215786242858e-05
,30149,62,,,,,2.8014215786242858e-05
,30199,62,,,,,2.8014215786242858e-05
,30249,62,,,,,2.7775800845120102e-05
,30299,62,,,,,2.7775800845120102e-05
,30349,62,,,,,2.7775800845120102e-05
,30399,62,,,,,2.7775800845120102e-05
,30449,62,,,,,2.7775800845120102e-05
,30499,62,,,,,2.7537400455912575e-05
,30549,62,,,,,2.7537400455912575e-05
,30599,62,,,,,2.7537400455912575e-05
,30649,62,,,,,2.7537400455912575e-05
,30659,62,0.08309999853372574,11.645207405090332,,,
,30659,62,,,,0.10000000149011612,
,30699,63,,,,,2.753739863692317e-05
,30749,63,,,,,2.7418191166361794e-05
,30799,63,,,,,2.7298978238832206e-05
,30849,63,,,,,2.7298978238832206e-05
,30899,63,,,,,2.7298978238832206e-05
,30949,63,,,,,2.7298976419842802e-05
,30999,63,,,,,2.717976713029202e-05
,31049,63,,,,,2.7060554202762432e-05
,31099,63,,,,,2.7060554202762432e-05
,31149,63,,,,,2.7060554202762432e-05
,31199,63,,,,,2.7060554202762432e-05
,31233,63,0.08309999853372574,11.660927772521973,,,
,31233,63,,,,0.10000000149011612,
,31249,64,,,,,2.7060554202762432e-05
,31299,64,,,,,2.6941348551190458e-05
,31349,64,,,,,2.6941348551190458e-05
,31399,64,,,,,2.6941348551190458e-05
,31449,64,,,,,2.6822137442650273e-05
,31499,64,,,,,2.6822137442650273e-05
,31549,64,,,,,2.6822137442650273e-05
,31599,64,,,,,2.670292633411009e-05
,31649,64,,,,,2.670292633411009e-05
,31699,64,,,,,2.670292633411009e-05
,31749,64,,,,,2.65837134065805e-05
,31799,64,,,,,2.65837134065805e-05
,31807,64,0.08309999853372574,11.673752784729004,,,
,31807,64,,,,0.10000000149011612,
,31849,65,,,,,2.65837134065805e-05
,31899,65,,,,,2.65837134065805e-05
,31949,65,,,,,2.6464500479050912e-05
,31999,65,,,,,2.6464500479050912e-05
,32049,65,,,,,2.6464500479050912e-05
,32099,65,,,,,2.634529118950013e-05
,32149,65,,,,,2.634529118950013e-05
,32199,65,,,,,2.634529118950013e-05
,32249,65,,,,,2.6226078261970542e-05
,32299,65,,,,,2.6226078261970542e-05
,32349,65,,,,,2.6226078261970542e-05
,32381,65,0.08309999853372574,11.688003540039062,,,
,32381,65,,,,0.10000000149011612,
,32399,66,,,,,2.6226078261970542e-05
,32449,66,,,,,2.6106867153430358e-05
,32499,66,,,,,2.6106867153430358e-05
,32549,66,,,,,2.6106867153430358e-05
,32599,66,,,,,2.6106867153430358e-05
,32649,66,,,,,2.6106867153430358e-05
,32699,66,,,,,2.6106867153430358e-05
,32749,66,,,,,2.6106867153430358e-05
,32799,66,,,,,2.6106867153430358e-05
,32849,66,,,,,2.598765422590077e-05
,32899,66,,,,,2.598765422590077e-05
,32949,66,,,,,2.598765422590077e-05
,32955,66,0.08309999853372574,11.698831558227539,,,
,32955,66,,,,0.10000000149011612,
,32999,67,,,,,2.5868443117360584e-05
,33049,67,,,,,2.5868443117360584e-05
,33099,67,,,,,2.5868443117360584e-05
,33149,67,,,,,2.5749239284778014e-05
,33199,67,,,,,2.5749239284778014e-05
,33249,67,,,,,2.5749239284778014e-05
,33299,67,,,,,2.574923746578861e-05
,33349,67,,,,,2.563002817623783e-05
,33399,67,,,,,2.563002817623783e-05
,33449,67,,,,,2.563002817623783e-05
,33499,67,,,,,2.563002817623783e-05
,33529,67,0.08309999853372574,11.70610237121582,,,
,33529,67,,,,0.10000000149011612,
,33549,68,,,,,2.563002817623783e-05
,33599,68,,,,,2.563002817623783e-05
,33649,68,,,,,2.563002817623783e-05
,33699,68,,,,,2.563002817623783e-05
,33749,68,,,,,2.5510817067697644e-05
,33799,68,,,,,2.5510817067697644e-05
,33849,68,,,,,2.5510817067697644e-05
,33899,68,,,,,2.5510817067697644e-05
,33949,68,,,,,2.5510817067697644e-05
,33999,68,,,,,2.527239303162787e-05
,34049,68,,,,,2.527239303162787e-05
,34099,68,,,,,2.527239303162787e-05
,34103,68,0.08309999853372574,11.718690872192383,,,
,34103,68,,,,0.10000000149011612,
,34149,69,,,,,2.527239303162787e-05
,34199,69,,,,,2.527239303162787e-05
,34249,69,,,,,2.527239303162787e-05
,34299,69,,,,,2.527239303162787e-05
,34349,69,,,,,2.527239303162787e-05
,34399,69,,,,,2.515320375096053e-05
,34449,69,,,,,2.515320375096053e-05
,34499,69,,,,,2.515320375096053e-05
,34549,69,,,,,2.515320375096053e-05
,34599,69,,,,,2.515320375096053e-05
,34649,69,,,,,2.5033992642420344e-05
,34677,69,0.08309999853372574,11.7269287109375,,,
,34677,69,,,,0.10000000149011612,
,34699,70,,,,,2.5033992642420344e-05
,34749,70,,,,,2.5033992642420344e-05
,34799,70,,,,,2.5033992642420344e-05
,34849,70,,,,,2.5033992642420344e-05
,34899,70,,,,,2.5033992642420344e-05
,34949,70,,,,,2.5033992642420344e-05
,34999,70,,,,,2.503399082343094e-05
,35049,70,,,,,2.503399082343094e-05
,35099,70,,,,,2.503399082343094e-05
,35149,70,,,,,2.503399082343094e-05
,35199,70,,,,,2.503399082343094e-05
,35249,70,,,,,2.491478153388016e-05
,35251,70,0.08309999853372574,11.735847473144531,,,
,35251,70,,,,0.10000000149011612,
,35299,71,,,,,2.479556860635057e-05
,35349,71,,,,,2.491478153388016e-05
,35399,71,,,,,2.479556860635057e-05
,35449,71,,,,,2.479556860635057e-05
,35499,71,,,,,2.479556860635057e-05
,35549,71,,,,,2.479556860635057e-05
,35599,71,,,,,2.479556860635057e-05
,35649,71,,,,,2.479556860635057e-05
,35699,71,,,,,2.479556860635057e-05
,35749,71,,,,,2.479556860635057e-05
,35799,71,,,,,2.4676366592757404e-05
,35825,71,0.08309999853372574,11.741565704345703,,,
,35825,71,,,,0.10000000149011612,
,35849,72,,,,,2.4676366592757404e-05
,35899,72,,,,,2.4676366592757404e-05
,35949,72,,,,,2.4557153665227816e-05
,35999,72,,,,,2.4676366592757404e-05
,36049,72,,,,,2.4557153665227816e-05
,36099,72,,,,,2.4557153665227816e-05
,36149,72,,,,,2.4557153665227816e-05
,36199,72,,,,,2.4557153665227816e-05
,36249,72,,,,,2.4557153665227816e-05
,36299,72,,,,,2.4557153665227816e-05
,36349,72,,,,,2.4557153665227816e-05
,36399,72,,,,,2.4557153665227816e-05
,36399,72,0.08309999853372574,11.746137619018555,,,
,36399,72,,,,0.10000000149011612,
,36449,73,,,,,2.4557153665227816e-05
,36499,73,,,,,2.4557153665227816e-05
,36549,73,,,,,2.4557153665227816e-05
,36599,73,,,,,2.4557153665227816e-05
,36649,73,,,,,2.443794255668763e-05
,36699,73,,,,,2.443794255668763e-05
,36749,73,,,,,2.443794255668763e-05
,36799,73,,,,,2.4318731448147446e-05
,36849,73,,,,,2.4318731448147446e-05
,36899,73,,,,,2.4318731448147446e-05
,36949,73,,,,,2.4318731448147446e-05
,36973,73,0.08309999853372574,11.75766372680664,,,
,36973,73,,,,0.10000000149011612,
,36999,74,,,,,2.4318731448147446e-05
,37049,74,,,,,2.4199518520617858e-05
,37099,74,,,,,2.4199518520617858e-05
,37149,74,,,,,2.4199518520617858e-05
,37199,74,,,,,2.4199518520617858e-05
,37249,74,,,,,2.4199518520617858e-05
,37299,74,,,,,2.4199518520617858e-05
,37349,74,,,,,2.4199518520617858e-05
,37399,74,,,,,2.4199518520617858e-05
,37449,74,,,,,2.4080309231067076e-05
,37499,74,,,,,2.4080309231067076e-05
,37547,74,0.08309999853372574,11.76059341430664,,,
,37547,74,,,,0.10000000149011612,
,37549,75,,,,,2.4080309231067076e-05
,37599,75,,,,,2.4080309231067076e-05
,37649,75,,,,,2.4080309231067076e-05
,37699,75,,,,,2.4080309231067076e-05
,37749,75,,,,,2.4080309231067076e-05
,37799,75,,,,,2.4080309231067076e-05
,37849,75,,,,,2.4080309231067076e-05
,37899,75,,,,,2.4080309231067076e-05
,37949,75,,,,,2.4080309231067076e-05
,37999,75,,,,,2.4080309231067076e-05
,38049,75,,,,,2.4080309231067076e-05
,38099,75,,,,,2.3961096303537488e-05
,38121,75,0.08309999853372574,11.769318580627441,,,
,38121,75,,,,0.10000000149011612,
,38149,76,,,,,2.3961096303537488e-05
,38199,76,,,,,2.3961096303537488e-05
,38249,76,,,,,2.3961096303537488e-05
,38299,76,,,,,2.3961096303537488e-05
,38349,76,,,,,2.3961096303537488e-05
,38399,76,,,,,2.3961096303537488e-05
,38449,76,,,,,2.3961096303537488e-05
,38499,76,,,,,2.3841885194997303e-05
,38549,76,,,,,2.3841885194997303e-05
,38599,76,,,,,2.3841885194997303e-05
,38649,76,,,,,2.3841885194997303e-05
,38695,76,0.08309999853372574,11.77596664428711,,,
,38695,76,,,,0.10000000149011612,
,38699,77,,,,,2.3841885194997303e-05
,38749,77,,,,,2.3841885194997303e-05
,38799,77,,,,,2.3841885194997303e-05
,38849,77,,,,,2.3841885194997303e-05
,38899,77,,,,,2.3841885194997303e-05
,38949,77,,,,,2.372267408645712e-05
,38999,77,,,,,2.3841885194997303e-05
,39049,77,,,,,2.372267408645712e-05
,39099,77,,,,,2.372267408645712e-05
,39149,77,,,,,2.372267408645712e-05
,39199,77,,,,,2.372267408645712e-05
,39249,77,,,,,2.372267408645712e-05
,39269,77,0.08309999853372574,11.777384757995605,,,
,39269,77,,,,0.10000000149011612,
,39299,78,,,,,2.372267408645712e-05
,39349,78,,,,,2.372267408645712e-05
,39399,78,,,,,2.3603462977916934e-05
,39449,78,,,,,2.3603462977916934e-05
,39499,78,,,,,2.372267408645712e-05
,39549,78,,,,,2.3603462977916934e-05
,39599,78,,,,,2.3603462977916934e-05
,39649,78,,,,,2.3603462977916934e-05
,39699,78,,,,,2.3603462977916934e-05
,39749,78,,,,,2.3603462977916934e-05
,39799,78,,,,,2.3603462977916934e-05
,39843,78,0.08309999853372574,11.779985427856445,,,
,39843,78,,,,0.10000000149011612,
,39849,79,,,,,2.3603462977916934e-05
,39899,79,,,,,2.3603462977916934e-05
,39949,79,,,,,2.3603462977916934e-05
,39999,79,,,,,2.3603462977916934e-05
,40049,79,,,,,2.3603462977916934e-05
,40099,79,,,,,2.3603462977916934e-05
,40149,79,,,,,2.348425186937675e-05
,40199,79,,,,,2.348425186937675e-05
,40249,79,,,,,2.3603462977916934e-05
,40299,79,,,,,2.348425186937675e-05
,40349,79,,,,,2.348425186937675e-05
,40399,79,,,,,2.348425186937675e-05
,40417,79,0.08309999853372574,11.786303520202637,,,
,40417,79,,,,0.10000000149011612,
,40449,80,,,,,2.348425186937675e-05
,40499,80,,,,,2.348425186937675e-05
,40549,80,,,,,2.348425186937675e-05
,40599,80,,,,,2.3484250050387345e-05
,40649,80,,,,,2.3484250050387345e-05
,40699,80,,,,,2.3484250050387345e-05
,40749,80,,,,,2.3484250050387345e-05
,40799,80,,,,,2.3484250050387345e-05
,40849,80,,,,,2.3484250050387345e-05
,40899,80,,,,,2.3484250050387345e-05
,40949,80,,,,,2.3484250050387345e-05
,40991,80,0.08309999853372574,11.793899536132812,,,
,40991,80,,,,0.10000000149011612,
,40999,81,,,,,2.3484250050387345e-05
,41049,81,,,,,2.3245836928253993e-05
,41099,81,,,,,2.3245836928253993e-05
,41149,81,,,,,2.3245836928253993e-05
,41199,81,,,,,2.3365048036794178e-05
,41249,81,,,,,2.3245836928253993e-05
,41299,81,,,,,2.3365048036794178e-05
,41349,81,,,,,2.3245836928253993e-05
,41399,81,,,,,2.3245836928253993e-05
,41449,81,,,,,2.3245836928253993e-05
,41499,81,,,,,2.3245836928253993e-05
,41549,81,,,,,2.3245836928253993e-05
,41565,81,0.08309999853372574,11.795926094055176,,,
,41565,81,,,,0.10000000149011612,
,41599,82,,,,,2.3245836928253993e-05
,41649,82,,,,,2.3126627638703212e-05
,41699,82,,,,,2.3126627638703212e-05
,41749,82,,,,,2.3126627638703212e-05
,41799,82,,,,,2.3126627638703212e-05
,41849,82,,,,,2.3245836928253993e-05
,41899,82,,,,,2.3126627638703212e-05
,41949,82,,,,,2.3126627638703212e-05
,41999,82,,,,,2.3126627638703212e-05
,42049,82,,,,,2.3126627638703212e-05
,42099,82,,,,,2.3126627638703212e-05
,42139,82,0.08309999853372574,11.796917915344238,,,
,42139,82,,,,0.10000000149011612,
,42149,83,,,,,2.3126627638703212e-05
,42199,83,,,,,2.3126627638703212e-05
,42249,83,,,,,2.3126627638703212e-05
,42299,83,,,,,2.312662581971381e-05
,42349,83,,,,,2.312662581971381e-05
,42399,83,,,,,2.312662581971381e-05
,42449,83,,,,,2.312662581971381e-05
,42499,83,,,,,2.312662581971381e-05
,42549,83,,,,,2.312662581971381e-05
,42599,83,,,,,2.3007414711173624e-05
,42649,83,,,,,2.3007414711173624e-05
,42699,83,,,,,2.3007414711173624e-05
,42713,83,0.08309999853372574,11.803657531738281,,,
,42713,83,,,,0.10000000149011612,
,42749,84,,,,,2.3007414711173624e-05
,42799,84,,,,,2.3007414711173624e-05
,42849,84,,,,,2.3007414711173624e-05
,42899,84,,,,,2.3007414711173624e-05
,42949,84,,,,,2.3007414711173624e-05
,42999,84,,,,,2.3007414711173624e-05
,43049,84,,,,,2.3007414711173624e-05
,43099,84,,,,,2.3007414711173624e-05
,43149,84,,,,,2.3007414711173624e-05
,43199,84,,,,,2.3007414711173624e-05
,43249,84,,,,,2.3007414711173624e-05
,43287,84,0.08309999853372574,11.809890747070312,,,
,43287,84,,,,0.10000000149011612,
,43299,85,,,,,2.3007414711173624e-05
,43349,85,,,,,2.3007414711173624e-05
,43399,85,,,,,2.288821997353807e-05
,43449,85,,,,,2.288821997353807e-05
,43499,85,,,,,2.288821997353807e-05
,43549,85,,,,,2.300741289218422e-05
,43599,85,,,,,2.288821997353807e-05
,43649,85,,,,,2.288821997353807e-05
,43699,85,,,,,2.288821997353807e-05
,43749,85,,,,,2.288821997353807e-05
,43799,85,,,,,2.300741289218422e-05
,43849,85,,,,,2.288821997353807e-05
,43861,85,0.08309999853372574,11.812458992004395,,,
,43861,85,,,,0.10000000149011612,
,43899,86,,,,,2.288821997353807e-05
,43949,86,,,,,2.288821997353807e-05
,43999,86,,,,,2.288821997353807e-05
,44049,86,,,,,2.288821997353807e-05
,44099,86,,,,,2.288821997353807e-05
,44149,86,,,,,2.288821997353807e-05
,44199,86,,,,,2.288821997353807e-05
,44249,86,,,,,2.288821997353807e-05
,44299,86,,,,,2.276901068398729e-05
,44349,86,,,,,2.276901068398729e-05
,44399,86,,,,,2.276901068398729e-05
,44435,86,0.08309999853372574,11.816715240478516,,,
,44435,86,,,,0.10000000149011612,
,44449,87,,,,,2.276901068398729e-05
,44499,87,,,,,2.276901068398729e-05
,44549,87,,,,,2.276901068398729e-05
,44599,87,,,,,2.276901068398729e-05
,44649,87,,,,,2.2649799575447105e-05
,44699,87,,,,,2.276901068398729e-05
,44749,87,,,,,2.276901068398729e-05
,44799,87,,,,,2.276901068398729e-05
,44849,87,,,,,2.2649799575447105e-05
,44899,87,,,,,2.276901068398729e-05
,44949,87,,,,,2.2649799575447105e-05
,44999,87,,,,,2.276901068398729e-05
,45009,87,0.08309999853372574,11.816807746887207,,,
,45009,87,,,,0.10000000149011612,
,45049,88,,,,,2.2649799575447105e-05
,45099,88,,,,,2.2649799575447105e-05
,45149,88,,,,,2.276901068398729e-05
,45199,88,,,,,2.2649799575447105e-05
,45249,88,,,,,2.2649799575447105e-05
,45299,88,,,,,2.2649799575447105e-05
,45349,88,,,,,2.2649799575447105e-05
,45399,88,,,,,2.2649799575447105e-05
,45449,88,,,,,2.2649799575447105e-05
,45499,88,,,,,2.2649799575447105e-05
,45549,88,,,,,2.2649799575447105e-05
,45583,88,0.08309999853372574,11.817605018615723,,,
,45583,88,,,,0.10000000149011612,
,45599,89,,,,,2.2649799575447105e-05
,45649,89,,,,,2.2649799575447105e-05
,45699,89,,,,,2.2649799575447105e-05
,45749,89,,,,,2.2649799575447105e-05
,45799,89,,,,,2.2649799575447105e-05
,45849,89,,,,,2.2649799575447105e-05
,45899,89,,,,,2.2530586647917517e-05
,45949,89,,,,,2.2530586647917517e-05
,45999,89,,,,,2.2530586647917517e-05
,46049,89,,,,,2.2530586647917517e-05
,46099,89,,,,,2.2530586647917517e-05
,46149,89,,,,,2.2530586647917517e-05
,46157,89,0.08309999853372574,11.823699951171875,,,
,46157,89,,,,0.10000000149011612,
,46199,90,,,,,2.2530586647917517e-05
,46249,90,,,,,2.2530586647917517e-05
,46299,90,,,,,2.2530586647917517e-05
,46349,90,,,,,2.2530586647917517e-05
,46399,90,,,,,2.2530586647917517e-05
,46449,90,,,,,2.2530586647917517e-05
,46499,90,,,,,2.2530586647917517e-05
,46549,90,,,,,2.2530586647917517e-05
,46599,90,,,,,2.2530586647917517e-05
,46649,90,,,,,2.2411377358366735e-05
,46699,90,,,,,2.2411377358366735e-05
,46731,90,0.08309999853372574,11.830056190490723,,,
,46731,90,,,,0.10000000149011612,
,46749,91,,,,,2.2411377358366735e-05
,46799,91,,,,,2.2411377358366735e-05
,46849,91,,,,,2.2411377358366735e-05
,46899,91,,,,,2.2411377358366735e-05
,46949,91,,,,,2.2411377358366735e-05
,46999,91,,,,,2.2411377358366735e-05
,47049,91,,,,,2.2411377358366735e-05
,47099,91,,,,,2.2411377358366735e-05
,47149,91,,,,,2.2411377358366735e-05
,47199,91,,,,,2.2411377358366735e-05
,47249,91,,,,,2.2411377358366735e-05
,47299,91,,,,,2.2411377358366735e-05
,47305,91,0.08309999853372574,11.831350326538086,,,
,47305,91,,,,0.10000000149011612,
,47349,92,,,,,2.2411377358366735e-05
,47399,92,,,,,2.2411377358366735e-05
,47449,92,,,,,2.2411377358366735e-05
,47499,92,,,,,2.2411377358366735e-05
,47549,92,,,,,2.2411377358366735e-05
,47599,92,,,,,2.2411377358366735e-05
,47649,92,,,,,2.2411377358366735e-05
,47699,92,,,,,2.229216624982655e-05
,47749,92,,,,,2.229216624982655e-05
,47799,92,,,,,2.217296241724398e-05
,47849,92,,,,,2.229216624982655e-05
,47879,92,0.08309999853372574,11.838013648986816,,,
,47879,92,,,,0.10000000149011612,
,47899,93,,,,,2.229216624982655e-05
,47949,93,,,,,2.217296241724398e-05
,47999,93,,,,,2.217296241724398e-05
,48049,93,,,,,2.229216624982655e-05
,48099,93,,,,,2.217296241724398e-05
,48149,93,,,,,2.217296241724398e-05
,48199,93,,,,,2.217296241724398e-05
,48249,93,,,,,2.217296241724398e-05
,48299,93,,,,,2.217296241724398e-05
,48349,93,,,,,2.217296241724398e-05
,48399,93,,,,,2.217296241724398e-05
,48449,93,,,,,2.217296241724398e-05
,48453,93,0.08309999853372574,11.83838939666748,,,
,48453,93,,,,0.10000000149011612,
,48499,94,,,,,2.217296241724398e-05
,48549,94,,,,,2.2053751308703795e-05
,48599,94,,,,,2.217296241724398e-05
,48649,94,,,,,2.217296241724398e-05
,48699,94,,,,,2.2053751308703795e-05
,48749,94,,,,,2.217296241724398e-05
,48799,94,,,,,2.2053751308703795e-05
,48849,94,,,,,2.2053751308703795e-05
,48899,94,,,,,2.2053751308703795e-05
,48949,94,,,,,2.2053751308703795e-05
,48999,94,,,,,2.2053751308703795e-05
,49027,94,0.08309999853372574,11.839025497436523,,,
,49027,94,,,,0.10000000149011612,
,49049,95,,,,,2.2053751308703795e-05
,49099,95,,,,,2.2053751308703795e-05
,49149,95,,,,,2.2053751308703795e-05
,49199,95,,,,,2.2053751308703795e-05
,49249,95,,,,,2.2053751308703795e-05
,49299,95,,,,,2.2053751308703795e-05
,49349,95,,,,,2.2053751308703795e-05
,49399,95,,,,,2.2053751308703795e-05
,49449,95,,,,,2.2053751308703795e-05
,49499,95,,,,,2.2053751308703795e-05
,49549,95,,,,,2.2053751308703795e-05
,49599,95,,,,,2.2053751308703795e-05
,49601,95,0.08309999853372574,11.842738151550293,,,
,49601,95,,,,0.10000000149011612,
,49649,96,,,,,2.2053751308703795e-05
,49699,96,,,,,2.2053751308703795e-05
,49749,96,,,,,2.2053751308703795e-05
,49799,96,,,,,2.2053751308703795e-05
,49849,96,,,,,2.205374948971439e-05
,49899,96,,,,,2.1934542019153014e-05
,49949,96,,,,,2.1934542019153014e-05
,49999,96,,,,,2.1934542019153014e-05
,50049,96,,,,,2.1934542019153014e-05
,50099,96,,,,,2.1934542019153014e-05
,50149,96,,,,,2.1934542019153014e-05
,50175,96,0.08309999853372574,11.848409652709961,,,
,50175,96,,,,0.10000000149011612,
,50199,97,,,,,2.1934542019153014e-05
,50249,97,,,,,2.1934542019153014e-05
,50299,97,,,,,2.1934542019153014e-05
,50349,97,,,,,2.1934542019153014e-05
,50399,97,,,,,2.1934542019153014e-05
,50449,97,,,,,2.1934542019153014e-05
,50499,97,,,,,2.1934542019153014e-05
,50549,97,,,,,2.1934542019153014e-05
,50599,97,,,,,2.1934542019153014e-05
,50649,97,,,,,2.1934542019153014e-05
,50699,97,,,,,2.1934542019153014e-05
,50749,97,,,,,2.1934542019153014e-05
,50749,97,0.08309999853372574,11.856578826904297,,,
,50749,97,,,,0.10000000149011612,
,50799,98,,,,,2.1815329091623425e-05
,50849,98,,,,,2.1934542019153014e-05
,50899,98,,,,,2.1815329091623425e-05
,50949,98,,,,,2.1934542019153014e-05
,50999,98,,,,,2.1815329091623425e-05
,51049,98,,,,,2.1815329091623425e-05
,51099,98,,,,,2.1815329091623425e-05
,51149,98,,,,,2.1815329091623425e-05
,51199,98,,,,,2.1815329091623425e-05
,51249,98,,,,,2.1815329091623425e-05
,51299,98,,,,,2.1815329091623425e-05
,51323,98,0.08309999853372574,11.857019424438477,,,
,51323,98,,,,0.10000000149011612,
,51349,99,,,,,2.1815329091623425e-05
,51399,99,,,,,2.1815329091623425e-05
,51449,99,,,,,2.1815329091623425e-05
,51499,99,,,,,2.1815329091623425e-05
,51549,99,,,,,2.1815329091623425e-05
,51599,99,,,,,2.1815329091623425e-05
,51649,99,,,,,2.1815329091623425e-05
,51699,99,,,,,2.1815329091623425e-05
,51749,99,,,,,2.169611798308324e-05
,51799,99,,,,,2.169611798308324e-05
,51849,99,,,,,2.169611798308324e-05
,51897,99,0.08309999853372574,11.859916687011719,,,
,51897,99,,,,0.10000000149011612,
,51899,100,,,,,2.1576906874543056e-05
,51949,100,,,,,2.169611798308324e-05
,51999,100,,,,,2.169611798308324e-05
,52049,100,,,,,2.169611798308324e-05
,52099,100,,,,,2.169611798308324e-05
,52149,100,,,,,2.169611798308324e-05
,52199,100,,,,,2.1576906874543056e-05
,52249,100,,,,,2.169611798308324e-05
,52299,100,,,,,2.1576906874543056e-05
,52349,100,,,,,2.1576906874543056e-05
,52399,100,,,,,2.1576906874543056e-05
,52449,100,,,,,2.1576906874543056e-05
,52471,100,0.08309999853372574,11.859869956970215,,,
,52471,100,,,,0.10000000149011612,
,52499,101,,,,,2.1576906874543056e-05
,52549,101,,,,,2.169611798308324e-05
,52599,101,,,,,2.169611798308324e-05
,52649,101,,,,,2.1576906874543056e-05
,52699,101,,,,,2.1576906874543056e-05
,52749,101,,,,,2.169611798308324e-05
,52799,101,,,,,2.1576906874543056e-05
,52849,101,,,,,2.1576906874543056e-05
,52899,101,,,,,2.1576906874543056e-05
,52949,101,,,,,2.1576906874543056e-05
,52999,101,,,,,2.1576906874543056e-05
,53045,101,0.08309999853372574,11.859888076782227,,,
,53045,101,,,,0.10000000149011612,
,53049,102,,,,,2.1576906874543056e-05
,53099,102,,,,,2.1576906874543056e-05
,53149,102,,,,,2.1576906874543056e-05
,53199,102,,,,,2.1576906874543056e-05
,53249,102,,,,,2.1576906874543056e-05
,53299,102,,,,,2.1576906874543056e-05
,53349,102,,,,,2.1576906874543056e-05
,53399,102,,,,,2.1576906874543056e-05
,53449,102,,,,,2.1576906874543056e-05
,53499,102,,,,,2.1576906874543056e-05
,53549,102,,,,,2.1576906874543056e-05
,53599,102,,,,,2.1457697584992275e-05
,53619,102,0.08309999853372574,11.866344451904297,,,
,53619,102,,,,0.10000000149011612,
,53649,103,,,,,2.1457697584992275e-05
,53699,103,,,,,2.1457697584992275e-05
,53749,103,,,,,2.1457697584992275e-05
,53799,103,,,,,2.1457697584992275e-05
,53849,103,,,,,2.1457697584992275e-05
,53899,103,,,,,2.1457697584992275e-05
,53949,103,,,,,2.1457697584992275e-05
,53999,103,,,,,2.1457697584992275e-05
,54049,103,,,,,2.1457697584992275e-05
,54099,103,,,,,2.1457697584992275e-05
,54149,103,,,,,2.1457697584992275e-05
,54193,103,0.08309999853372574,11.87518310546875,,,
,54193,103,,,,0.10000000149011612,
,54199,104,,,,,2.145769576600287e-05
,54249,104,,,,,2.1338484657462686e-05
,54299,104,,,,,2.145769576600287e-05
,54349,104,,,,,2.1338484657462686e-05
,54399,104,,,,,2.145769576600287e-05
,54449,104,,,,,2.1338484657462686e-05
,54499,104,,,,,2.1338484657462686e-05
,54549,104,,,,,2.1338484657462686e-05
,54599,104,,,,,2.1338484657462686e-05
,54649,104,,,,,2.1338484657462686e-05
,54699,104,,,,,2.1338484657462686e-05
,54749,104,,,,,2.1338484657462686e-05
,54767,104,0.08309999853372574,11.875433921813965,,,
,54767,104,,,,0.10000000149011612,
,54799,105,,,,,2.1338484657462686e-05
,54849,105,,,,,2.1338484657462686e-05
,54899,105,,,,,2.1338484657462686e-05
,54949,105,,,,,2.1338484657462686e-05
,54999,105,,,,,2.1338484657462686e-05
,55049,105,,,,,2.1338484657462686e-05
,55099,105,,,,,2.1338484657462686e-05
,55149,105,,,,,2.1338484657462686e-05
,55199,105,,,,,2.1338484657462686e-05
