step,train_loss2,epoch,train_loss1,train_acc1,test_acc,train_acc2
3999,0.0013584800763055682,10,0.002098817378282547,,,
4049,0.002743255579844117,10,0.00253634387627244,,,
4099,0.001381704700179398,10,0.0015061823651194572,,,
4149,0.003305981634184718,10,0.0020931356120854616,,,
4199,0.0034509419929236174,10,0.0041527096182107925,,,
4249,0.0035004878882318735,10,0.0031547488179057837,,,
4289,,10,,0.7248397469520569,0.8302000164985657,0.7270032167434692
4299,0.0018454001983627677,11,0.0019751866348087788,,,
4349,0.0021515144035220146,11,0.00271399412304163,,,
4399,0.003932856488972902,11,0.003527630353346467,,,
4449,0.004443643148988485,11,0.004547586664557457,,,
4499,0.0025409655645489693,11,0.0026467773132026196,,,
4549,0.0034647819120436907,11,0.003279113909229636,,,
4599,0.002287239069119096,11,0.002501043025404215,,,
4649,0.0018780066166073084,11,0.0024296508636325598,,,
4679,,11,,0.7338742017745972,0.8289999961853027,0.7366786599159241
4699,0.002903374144807458,12,0.0034867110662162304,,,
4749,0.0018970898818224669,12,0.0022673544008284807,,,
4799,0.0020469422452151775,12,0.002484111115336418,,,
4849,0.0018773163901641965,12,0.001890499726869166,,,
4899,0.003756709396839142,12,0.0043665459379553795,,,
4949,0.0029600514099001884,12,0.0025189307052642107,,,
4999,0.0014482400147244334,12,0.001924023381434381,,,
5049,0.001178473117761314,12,0.0010361629538238049,,,
5069,,12,,0.7373397350311279,0.8172000050544739,0.7401642799377441
5099,0.0025259219110012054,13,0.002695718314498663,,,
5149,0.0023856305051594973,13,0.003402139525860548,,,
5199,0.0022505938541144133,13,0.003351222723722458,,,
5249,0.0036233284045010805,13,0.0032666053157299757,,,
5299,0.0015682169469073415,13,0.0012637920444831252,,,
5349,0.002435883739963174,13,0.0027914626989513636,,,
5399,0.0017412988236173987,13,0.0013249315088614821,,,
5449,0.0021703680977225304,13,0.0021546129137277603,,,
5459,,13,,0.7443709969520569,0.8486999869346619,0.7451121807098389
5499,0.0016544623067602515,14,0.0021188745740801096,,,
5549,0.001827005879022181,14,0.0019335388205945492,,,
5599,0.0026636451948434114,14,0.002027089474722743,,,
5649,0.0025539714843034744,14,0.0032539553940296173,,,
5699,0.002177993766963482,14,0.0027164663188159466,,,
5749,0.0028424388729035854,14,0.002524413401260972,,,
5799,0.0022113609593361616,14,0.0013339925790205598,,,
5849,0.0021500112488865852,14,0.0027422995772212744,,,
5849,,14,,0.7495793104171753,0.8445000052452087,0.7511819005012512
5899,0.0016687752213329077,15,0.0022421942558139563,,,
5949,0.0012170729460194707,15,0.0013838234590366483,,,
5999,0.002944660373032093,15,0.0034366019535809755,,,
6049,0.0011753692524507642,15,0.0011669788509607315,,,
6099,0.002431632950901985,15,0.00265026418492198,,,
6149,0.0014119511470198631,15,0.0022426166106015444,,,
6199,0.0023244088515639305,15,0.0026116748340427876,,,
6239,,15,,0.752223551273346,0.8288000226020813,0.7546073794364929
6249,0.0018811585614457726,16,0.0019520203350111842,,,
6299,0.0026767102535814047,16,0.002832420403137803,,,
6349,0.002736069029197097,16,0.003423137590289116,,,
6399,0.0018438234692439437,16,0.0013922554207965732,,,
6449,0.002871788339689374,16,0.0027903313748538494,,,
6499,0.0012048688950017095,16,0.001781462924554944,,,
6549,0.002244172152131796,16,0.0024130945093929768,,,
6599,0.0027120066806674004,16,0.0034291804768145084,,,
6629,,16,,0.7589343190193176,0.8443999886512756,0.7602163553237915
6649,0.0010961350053548813,17,0.0007528433343395591,,,
6699,0.005451859440654516,17,0.0048722634091973305,,,
6749,0.0008798278286121786,17,0.001223452971316874,,,
6799,0.0008856093045324087,17,0.0009748280863277614,,,
6849,0.0014709597453474998,17,0.00203881599009037,,,
6899,0.00244180322624743,17,0.0022529112175107002,,,
6949,0.0015993366250768304,17,0.001849678810685873,,,
6999,0.0018471117364242673,17,0.002602430060505867,,,
7019,,17,,0.7618188858032227,0.8251000046730042,0.7624799609184265
7049,0.001282889861613512,18,0.0009385456796735525,,,
7099,0.0012218531919643283,18,0.0012761290417984128,,,
7149,0.004666533321142197,18,0.003968860954046249,,,
7199,0.0027194602880626917,18,0.002265188843011856,,,
7249,0.0013219082029536366,18,0.0018308887956663966,,,
7299,0.0004091924347449094,18,0.0002800440997816622,,,
7349,0.002605360234156251,18,0.0021734065376222134,,,
7399,0.002379889599978924,18,0.002895339857786894,,,
7409,,18,,0.7642227411270142,0.8521000146865845,0.7671674489974976
7449,0.0015268904389813542,19,0.0009235765319317579,,,
7499,0.00154874287545681,19,0.0016488655237480998,,,
7549,0.0022820113226771355,19,0.0018708329880610108,,,
7599,0.0006395804230123758,19,0.0009676340851001441,,,
7649,0.0012497400166466832,19,0.0010550348088145256,,,
7699,0.0008623770554549992,19,0.0010738486889749765,,,
7749,0.0011930903419852257,19,0.0016059053596109152,,,
7799,0.0010181671241298318,19,0.0007274423842318356,,,
7799,,19,,0.7682692408561707,0.8605999946594238,0.7683894038200378
7849,0.07236359268426895,20,0.07931110262870789,,,
7899,0.06703835725784302,20,0.06893467903137207,,,
7949,0.08364936709403992,20,0.08335696905851364,,,
7999,0.07021419703960419,20,0.06523823738098145,,,
8049,0.12753108143806458,20,0.13155457377433777,,,
8099,0.08729100227355957,20,0.08588424324989319,,,
8149,0.07469114661216736,20,0.07492859661579132,,,
8189,,20,,0.6315304636955261,0.7573000192642212,0.6416065692901611
8199,0.07826199382543564,21,0.08383136242628098,,,
8249,0.1095222756266594,21,0.10061296075582504,,,
8299,0.09305745363235474,21,0.10749509185552597,,,
8349,0.07759958505630493,21,0.08089954406023026,,,
8399,0.22498749196529388,21,0.2234206646680832,,,
8449,0.12790901958942413,21,0.12986914813518524,,,
8499,0.11753914505243301,21,0.10898169875144958,,,
8549,0.09557274729013443,21,0.08634881675243378,,,
8579,,21,,0.696173906326294,0.7753000259399414,0.6956129670143127
8599,0.08984234929084778,22,0.08461762219667435,,,
8649,0.12398461997509003,22,0.1342550814151764,,,
8699,0.08741042762994766,22,0.09226052463054657,,,
8749,0.1059405654668808,22,0.11127433180809021,,,
8799,0.09567397832870483,22,0.09332275390625,,,
8849,0.17237000167369843,22,0.18730217218399048,,,
8899,0.1288917064666748,22,0.11901706457138062,,,
8949,0.11460497230291367,22,0.10626143962144852,,,
8969,,22,,0.7045072317123413,0.8158000111579895,0.7122195363044739
8999,0.11952868849039078,23,0.11395490914583206,,,
9049,0.16583533585071564,23,0.159515842795372,,,
9099,0.1733313649892807,23,0.17078080773353577,,,
9149,0.09163403511047363,23,0.08845555782318115,,,
9199,0.1307498663663864,23,0.1412365734577179,,,
9249,0.13369910418987274,23,0.12507401406764984,,,
9299,0.17046408355236053,23,0.18088823556900024,,,
9349,0.14100432395935059,23,0.13023297488689423,,,
9359,,23,,0.7159855961799622,0.8116000294685364,0.7185696959495544
9399,0.12698861956596375,24,0.12922754883766174,,,
9449,0.20661400258541107,24,0.2098592072725296,,,
9499,0.1317482888698578,24,0.12144219875335693,,,
9549,0.13546165823936462,24,0.12008556723594666,,,
9599,0.13141657412052155,24,0.1227259486913681,,,
9649,0.13184121251106262,24,0.1251882165670395,,,
9699,0.11320123821496964,24,0.12013290822505951,,,
9749,0.15247797966003418,24,0.16266074776649475,,,
9749,,24,,0.7239783406257629,0.8001999855041504,0.7272235751152039
9799,0.15038606524467468,25,0.14587901532649994,,,
9849,0.15130175650119781,25,0.15913927555084229,,,
9899,0.15000616014003754,25,0.1592436581850052,,,
9949,0.12207609415054321,25,0.1274287849664688,,,
9999,0.18563026189804077,25,0.19472761452198029,,,
10049,0.2600092887878418,25,0.2623389959335327,,,
10099,0.17177319526672363,25,0.15591827034950256,,,
10139,,25,,0.7321314215660095,0.819599986076355,0.7331730723381042
10149,0.1341526359319687,26,0.14218555390834808,,,
10199,0.2188584804534912,26,0.2736971080303192,,,
10249,0.12344437092542648,26,0.14678381383419037,,,
10299,0.14868155121803284,26,0.1479220688343048,,,
10349,0.1424284428358078,26,0.13937018811702728,,,
10399,0.15412397682666779,26,0.15148168802261353,,,
10449,0.15231044590473175,26,0.15568524599075317,,,
10499,0.23672880232334137,26,0.23016701638698578,,,
10529,,26,,0.7372395992279053,0.826200008392334,0.7385817170143127
10549,0.19963236153125763,27,0.19977127015590668,,,
10599,0.11459079384803772,27,0.10914642363786697,,,
10649,0.1418989598751068,27,0.14500296115875244,,,
10699,0.34100401401519775,27,0.31916800141334534,,,
10749,0.2063850611448288,27,0.2276846319437027,,,
10799,0.5417953133583069,27,0.4667668342590332,,,
10849,0.10772145539522171,27,0.10340767353773117,,,
10899,0.26171422004699707,27,0.24788273870944977,,,
10919,,27,,0.7410857081413269,0.8312000036239624,0.7401041388511658
10949,0.18745139241218567,28,0.16837334632873535,,,
10999,0.16179116070270538,28,0.1757114827632904,,,
11049,0.3121197819709778,28,0.2510641813278198,,,
11099,0.1244501918554306,28,0.12924769520759583,,,
11149,0.17607592046260834,28,0.165386363863945,,,
11199,0.14954666793346405,28,0.14415904879570007,,,
11249,0.2384369820356369,28,0.2554299831390381,,,
11299,0.20010200142860413,28,0.21604454517364502,,,
11309,,28,,0.7462740540504456,0.8385000228881836,0.7470753192901611
11349,0.06994318962097168,29,0.07194261997938156,,,
11399,0.12642912566661835,29,0.12263666093349457,,,
11449,0.16937421262264252,29,0.1595921814441681,,,
11499,0.20557847619056702,29,0.21665112674236298,,,
11549,0.22719411551952362,29,0.2222016304731369,,,
11599,0.12414208799600601,29,0.11850926280021667,,,
11649,0.13288147747516632,29,0.12080753594636917,,,
11699,0.13450782001018524,29,0.13928888738155365,,,
11699,,29,,0.7252604365348816,0.810699999332428,0.7124999761581421
11749,0.17096558213233948,30,0.16594958305358887,,,
11799,0.1524183452129364,30,0.16984432935714722,,,
11849,0.2830893397331238,30,0.2606865167617798,,,
11899,0.14881134033203125,30,0.1619674414396286,,,
11949,0.09368056803941727,30,0.09066305309534073,,,
11999,0.17410588264465332,30,0.16317875683307648,,,
12049,0.1584993600845337,30,0.16221123933792114,,,
12089,,30,,0.7473357319831848,0.853600025177002,0.7478365302085876
12099,0.1674494445323944,31,0.15730562806129456,,,
12149,0.2183242291212082,31,0.20677952468395233,,,
12199,0.1774386465549469,31,0.17204032838344574,,,
12249,0.1707940548658371,31,0.17905119061470032,,,
12299,0.21482396125793457,31,0.201981782913208,,,
12349,0.1623367965221405,31,0.16659609973430634,,,
12399,0.22163279354572296,31,0.22384023666381836,,,
12449,0.12969207763671875,31,0.14072087407112122,,,
12479,,31,,0.7513220906257629,0.8496000170707703,0.7534855604171753
12499,0.18580150604248047,32,0.19083385169506073,,,
12549,0.13234864175319672,32,0.12699666619300842,,,
12599,0.2404341995716095,32,0.2710750102996826,,,
12649,0.14457279443740845,32,0.16145440936088562,,,
12699,0.3333768844604492,32,0.3351614475250244,,,
12749,0.16302461922168732,32,0.1761344075202942,,,
12799,0.19766868650913239,32,0.24880848824977875,,,
12849,0.16547329723834991,32,0.1485815793275833,,,
12869,,32,,0.7539863586425781,0.845300018787384,0.7557091116905212
12899,0.29884546995162964,33,0.30949631333351135,,,
12949,0.15866699814796448,33,0.18409115076065063,,,
12999,0.19269408285617828,33,0.1723891943693161,,,
13049,0.20722924172878265,33,0.276258647441864,,,
13099,0.1412772536277771,33,0.13817870616912842,,,
13149,0.2199798822402954,33,0.2218763381242752,,,
13199,0.18196864426136017,33,0.17039473354816437,,,
13249,0.15882039070129395,33,0.15457312762737274,,,
13259,,33,,0.7571313977241516,0.8460999727249146,0.7596153616905212
13299,0.15632037818431854,34,0.17243888974189758,,,
13349,0.2657015025615692,34,0.23704351484775543,,,
13399,0.16392618417739868,34,0.15009337663650513,,,
13449,0.1725095808506012,34,0.16893313825130463,,,
13499,0.20441985130310059,34,0.21631799638271332,,,
13549,0.17314599454402924,34,0.170538529753685,,,
13599,0.1780242770910263,34,0.15317371487617493,,,
13649,0.1939881592988968,34,0.22122196853160858,,,
13649,,34,,0.7576321959495544,0.8489999771118164,0.7587540149688721
13699,0.26779136061668396,35,0.2389121949672699,,,
13749,0.17863814532756805,35,0.17517489194869995,,,
13799,0.22549936175346375,35,0.22567357122898102,,,
13849,0.1960109919309616,35,0.20832465589046478,,,
13899,0.1930951327085495,35,0.18520605564117432,,,
13949,0.22279347479343414,35,0.19832508265972137,,,
13999,0.27178171277046204,35,0.229313462972641,,,
14039,,35,,0.7606770992279053,0.8234000205993652,0.7596153616905212
14049,0.13996246457099915,36,0.13069438934326172,,,
14099,0.3121154308319092,36,0.2935895025730133,,,
14149,0.12486117333173752,36,0.10880864411592484,,,
14199,0.24340863525867462,36,0.2131577432155609,,,
14249,0.1743602156639099,36,0.1566188931465149,,,
14299,0.26134371757507324,36,0.2300310879945755,,,
14349,0.2643122375011444,36,0.2423349916934967,,,
14399,0.13927558064460754,36,0.13339728116989136,,,
14429,,36,,0.76171875,0.8526999950408936,0.7635617256164551
14449,0.23866863548755646,37,0.19386084377765656,,,
14499,0.19751736521720886,37,0.2100454866886139,,,
14549,0.15487520396709442,37,0.16963247954845428,,,
14599,0.23961889743804932,37,0.23895029723644257,,,
14649,0.11883007735013962,37,0.13851295411586761,,,
14699,0.16394822299480438,37,0.17551706731319427,,,
14749,0.1893254965543747,37,0.18297943472862244,,,
14799,0.1828765869140625,37,0.21868586540222168,,,
14819,,37,,0.7654847502708435,0.8413000106811523,0.766205906867981
14849,0.31077444553375244,38,0.27209290862083435,,,
14899,0.24639396369457245,38,0.23877163231372833,,,
14949,0.2486145794391632,38,0.26573294401168823,,,
14999,0.1397819221019745,38,0.13053196668624878,,,
15049,0.1253977119922638,38,0.12881039083003998,,,
15099,0.23770871758460999,38,0.2665049731731415,,,
15149,0.16797731816768646,38,0.17785540223121643,,,
15199,0.16970869898796082,38,0.17024050652980804,,,
15209,,38,,0.7611979246139526,0.8504999876022339,0.764883816242218
15249,0.11410973966121674,39,0.10695130378007889,,,
15299,0.13189369440078735,39,0.1265210658311844,,,
15349,0.1951325684785843,39,0.1822267323732376,,,
15399,0.23034030199050903,39,0.27427712082862854,,,
15449,0.16133011877536774,39,0.15438228845596313,,,
15499,0.36854779720306396,39,0.3143417239189148,,,
15549,0.3883016109466553,39,0.4216518998146057,,,
15599,0.14738500118255615,39,0.17214778065681458,,,
15599,,39,,0.7587339878082275,0.8359000086784363,0.7608373165130615
15649,0.15861299633979797,40,0.17688241600990295,,,
15699,0.2546730041503906,40,0.23578345775604248,,,
15749,0.2436314970254898,40,0.2374378889799118,,,
15799,0.16278332471847534,40,0.1619197130203247,,,
15849,0.15504512190818787,40,0.13727502524852753,,,
15899,0.16605448722839355,40,0.1428646296262741,,,
15949,0.1735188215970993,40,0.18632973730564117,,,
15989,,40,,0.7653445601463318,0.8511999845504761,0.7681690454483032
15999,0.2087835818529129,41,0.1918160766363144,,,
16049,0.36852753162384033,41,0.32903116941452026,,,
16099,0.24652321636676788,41,0.2004784494638443,,,
16149,0.1555803120136261,41,0.16756530106067657,,,
16199,0.16407711803913116,41,0.1528339982032776,,,
16249,0.24160797894001007,41,0.23200443387031555,,,
16299,0.14084269106388092,41,0.16834373772144318,,,
16349,0.12633101642131805,41,0.1205286979675293,,,
16379,,41,,0.766406238079071,0.8521999716758728,0.7705528736114502
16399,0.4271971881389618,42,0.39030444622039795,,,
16449,0.1640574187040329,42,0.15353383123874664,,,
16499,0.179967999458313,42,0.16904126107692719,,,
16549,0.1847698986530304,42,0.18914858996868134,,,
16599,0.24709197878837585,42,0.24851736426353455,,,
16649,0.1883143186569214,42,0.18100425601005554,,,
16699,0.1813383847475052,42,0.18855218589305878,,,
16749,0.26721617579460144,42,0.2318146526813507,,,
16769,,42,,0.7745392918586731,0.8615999817848206,0.7725160121917725
16799,0.1374930739402771,43,0.14640676975250244,,,
16849,0.2349274456501007,43,0.24030762910842896,,,
16899,0.17474456131458282,43,0.18876102566719055,,,
16949,0.219827800989151,43,0.2230503261089325,,,
16999,0.1898353546857834,43,0.19944261014461517,,,
17049,0.16404178738594055,43,0.17162123322486877,,,
17099,0.11589707434177399,43,0.11610538512468338,,,
17149,0.37696725130081177,43,0.4302713871002197,,,
17159,,43,,0.7703525424003601,0.8571000099182129,0.7709735631942749
17199,0.1476733237504959,44,0.15486270189285278,,,
17249,0.2320958375930786,44,0.2589857578277588,,,
17299,0.1123737022280693,44,0.13185502588748932,,,
17349,0.16190437972545624,44,0.16299326717853546,,,
17399,0.23755507171154022,44,0.2628229856491089,,,
17449,0.13941368460655212,44,0.13336756825447083,,,
17499,0.10490462929010391,44,0.09064025431871414,,,
17549,0.17380104959011078,44,0.1789868175983429,,,
17549,,44,,0.7572516202926636,0.861299991607666,0.7697516083717346
17599,0.19166387617588043,45,0.21731828153133392,,,
17649,0.24240973591804504,45,0.23847109079360962,,,
17699,0.16335943341255188,45,0.16837948560714722,,,
17749,0.20271603763103485,45,0.24023516476154327,,,
17799,0.22825656831264496,45,0.23493409156799316,,,
17849,0.1782953441143036,45,0.18709750473499298,,,
17899,0.3131098449230194,45,0.2714472711086273,,,
17939,,45,,0.7754406929016113,0.8575000166893005,0.7686097621917725
17949,0.17770126461982727,46,0.1598503589630127,,,
17999,0.1467175930738449,46,0.14242100715637207,,,
18049,0.22980815172195435,46,0.24997945129871368,,,
18099,0.2755020558834076,46,0.2896548807621002,,,
18149,0.1972859650850296,46,0.2178618460893631,,,
18199,0.1817689836025238,46,0.1855170726776123,,,
18249,0.22238408029079437,46,0.21293103694915771,,,
18299,0.2464277595281601,46,0.2814730107784271,,,
18329,,46,,0.7712339758872986,0.8640999794006348,0.7740585207939148
18349,0.21809768676757812,47,0.20391301810741425,,,
18399,0.2624587118625641,47,0.23057520389556885,,,
18449,0.19079013168811798,47,0.1885143667459488,,,
18499,0.2383386790752411,47,0.26417478919029236,,,
18549,0.15314967930316925,47,0.1558380424976349,,,
18599,0.19939188659191132,47,0.185977503657341,,,
18649,0.4736829996109009,47,0.5585927963256836,,,
18699,0.2719009518623352,47,0.229343444108963,,,
18719,,47,,0.775861382484436,0.8535000085830688,0.7778645753860474
18749,0.16170378029346466,48,0.15558788180351257,,,
18799,0.21231217682361603,48,0.2095661461353302,,,
18849,0.28238147497177124,48,0.23971299827098846,,,
18899,0.14554718136787415,48,0.14201219379901886,,,
18949,0.6790012121200562,48,0.770599365234375,,,
18999,0.1455574482679367,48,0.15371553599834442,,,
19049,0.1930985301733017,48,0.1962026059627533,,,
19099,0.2632683217525482,48,0.273332804441452,,,
19109,,48,,0.7763221263885498,0.8668000102043152,0.7770032286643982
19149,0.15987582504749298,49,0.16329056024551392,,,
19199,0.1500711292028427,49,0.1559494137763977,,,
19249,0.2564481496810913,49,0.25043758749961853,,,
19299,0.1707378327846527,49,0.1898401975631714,,,
19349,0.20357385277748108,49,0.19948776066303253,,,
19399,0.17493997514247894,49,0.16955672204494476,,,
19449,0.1680813729763031,49,0.15630412101745605,,,
19499,0.4938923120498657,49,0.5779023766517639,,,
19499,,49,,0.7783854007720947,0.864300012588501,0.7769631147384644
19549,0.4103657901287079,50,0.3713463246822357,,,
19599,0.17793488502502441,50,0.17188118398189545,,,
19649,0.14763794839382172,50,0.1438968926668167,,,
19699,0.19578950107097626,50,0.20739641785621643,,,
19749,0.2657749056816101,50,0.22336623072624207,,,
19799,0.22140778601169586,50,0.2299300879240036,,,
19849,0.18043272197246552,50,0.16798168420791626,,,
19889,,50,,0.7777844667434692,0.8694999814033508,0.7785456776618958
19899,0.21662037074565887,51,0.2069002240896225,,,
19949,0.12184201925992966,51,0.11159540712833405,,,
19999,0.3014768362045288,51,0.3625679612159729,,,
20049,0.17361025512218475,51,0.21896663308143616,,,
20099,0.5503041744232178,51,0.4131874442100525,,,
20149,0.40455809235572815,51,0.4372349679470062,,,
20199,0.261216402053833,51,0.2433401495218277,,,
20249,0.1877857893705368,51,0.1930394172668457,,,
20279,,51,,0.7817507982254028,0.8496000170707703,0.7820712924003601
20299,0.16414451599121094,52,0.17270229756832123,,,
20349,0.2514338195323944,52,0.2936387062072754,,,
20399,0.15155529975891113,52,0.17597554624080658,,,
20449,0.2319343090057373,52,0.22151529788970947,,,
20499,0.2552688419818878,52,0.27172133326530457,,,
20549,0.25485679507255554,52,0.3160509765148163,,,
20599,0.23538345098495483,52,0.2527250051498413,,,
20649,0.23086948692798615,52,0.233075350522995,,,
20669,,52,,0.7802484035491943,0.8693000078201294,0.7825720906257629
20699,0.16610094904899597,53,0.17357444763183594,,,
20749,0.14565008878707886,53,0.1453389823436737,,,
20799,0.3657732605934143,53,0.3432815968990326,,,
20849,0.19357085227966309,53,0.16811878979206085,,,
20899,0.21499042212963104,53,0.21047388017177582,,,
20949,0.20674467086791992,53,0.2320012003183365,,,
20999,0.24287022650241852,53,0.24120405316352844,,,
21049,0.25624749064445496,53,0.28100457787513733,,,
21059,,53,,0.7824519276618958,0.876800000667572,0.7841346263885498
21099,0.2606063485145569,54,0.260202020406723,,,
21149,0.20860478281974792,54,0.22527167201042175,,,
21199,0.20444230735301971,54,0.21307304501533508,,,
21249,0.36268121004104614,54,0.33602845668792725,,,
21299,0.3145864009857178,54,0.3628257215023041,,,
21349,0.13909763097763062,54,0.13804864883422852,,,
21399,0.40781494975090027,54,0.4048170745372772,,,
21449,0.45290571451187134,54,0.5496951937675476,,,
21449,,54,,0.7831330299377441,0.8744999766349792,0.7846554517745972
21499,0.30618882179260254,55,0.3081251382827759,,,
21549,0.17370635271072388,55,0.16810709238052368,,,
21599,0.3181735873222351,55,0.32453685998916626,,,
21649,0.5552082061767578,55,0.434658944606781,,,
21699,0.17078804969787598,55,0.1926693469285965,,,
21749,0.2818905711174011,55,0.25673016905784607,,,
21799,0.17368893325328827,55,0.18151839077472687,,,
21839,,55,,0.7850360870361328,0.8711000084877014,0.7850160002708435
21849,0.5385808944702148,56,0.46437883377075195,,,
21899,0.22003291547298431,56,0.2026483565568924,,,
21949,0.14160114526748657,56,0.14227834343910217,,,
21999,0.22669591009616852,56,0.22015565633773804,,,
22049,0.2740858793258667,56,0.2801806926727295,,,
22099,0.29812711477279663,56,0.3647921681404114,,,
22149,0.27778899669647217,56,0.2535744309425354,,,
22199,0.15236079692840576,56,0.15263763070106506,,,
22229,,56,,0.7848557829856873,0.8605999946594238,0.7885216474533081
22249,0.27866679430007935,57,0.29695814847946167,,,
22299,0.3117522597312927,57,0.25116991996765137,,,
22349,0.1777973473072052,57,0.1619631052017212,,,
22399,0.19508379697799683,57,0.17749910056591034,,,
22449,0.10224340111017227,57,0.09494572132825851,,,
22499,0.279813289642334,57,0.23219232261180878,,,
22549,0.2308710217475891,57,0.20787157118320465,,,
22599,0.25461700558662415,57,0.24409528076648712,,,
22619,,57,,0.7887219786643982,0.8740000128746033,0.7834935784339905
22649,0.16121557354927063,58,0.16278225183486938,,,
22699,0.296316534280777,58,0.3082989454269409,,,
22749,0.17035159468650818,58,0.15938803553581238,,,
22799,0.2953060269355774,58,0.2755160927772522,,,
22849,0.23169125616550446,58,0.22352372109889984,,,
