train_loss,step,epoch,train_acc,test_acc
2.323537588119507,49,0,,
2.439893960952759,99,0,,
2.0124735832214355,149,0,,
2.1556472778320312,199,0,,
2.373526096343994,249,0,,
2.132861375808716,299,0,,
2.3598973751068115,349,0,,
,389,0,0.20050080120563507,0.25519999861717224
1.9440473318099976,399,1,,
2.222036361694336,449,1,,
2.050224781036377,499,1,,
1.8372528553009033,549,1,,
2.015711545944214,599,1,,
1.8994241952896118,649,1,,
1.9269113540649414,699,1,,
1.9511841535568237,749,1,,
,779,1,0.30286458134651184,0.367900013923645
1.8225533962249756,799,2,,
1.847625970840454,849,2,,
1.8976351022720337,899,2,,
1.7326195240020752,949,2,,
1.673858404159546,999,2,,
1.6132824420928955,1049,2,,
1.510697603225708,1099,2,,
1.4122499227523804,1149,2,,
,1169,2,0.4070713222026825,0.4341999888420105
1.7028080224990845,1199,3,,
1.5416429042816162,1249,3,,
1.5096160173416138,1299,3,,
1.3945132493972778,1349,3,,
1.4640130996704102,1399,3,,
1.4074805974960327,1449,3,,
1.4113564491271973,1499,3,,
1.4012393951416016,1549,3,,
,1559,3,0.48323318362236023,0.49059998989105225
1.4886921644210815,1599,4,,
1.341006875038147,1649,4,,
1.2742339372634888,1699,4,,
1.306082010269165,1749,4,,
1.1004737615585327,1799,4,,
1.0769975185394287,1849,4,,
1.0988833904266357,1899,4,,
1.3095433712005615,1949,4,,
,1949,4,0.5745993852615356,0.6062999963760376
0.9782297015190125,1999,5,,
1.0748101472854614,2049,5,,
0.9702969789505005,2099,5,,
1.0277745723724365,2149,5,,
1.0475075244903564,2199,5,,
1.0181009769439697,2249,5,,
0.9133464694023132,2299,5,,
,2339,5,0.6491586565971375,0.6759999990463257
0.960130512714386,2349,6,,
0.7441872358322144,2399,6,,
0.7982864379882812,2449,6,,
0.9881990551948547,2499,6,,
0.9098514318466187,2549,6,,
0.8430557250976562,2599,6,,
0.8676865696907043,2649,6,,
0.8386869430541992,2699,6,,
,2729,6,0.6995993852615356,0.6647999882698059
0.8764225840568542,2749,7,,
0.7911737561225891,2799,7,,
0.8076267242431641,2849,7,,
0.6610239148139954,2899,7,,
0.6683493852615356,2949,7,,
0.6376672387123108,2999,7,,
0.7334644198417664,3049,7,,
0.5546417832374573,3099,7,,
,3119,7,0.7464743852615356,0.7360000014305115
0.6463759541511536,3149,8,,
0.7046546936035156,3199,8,,
0.7007880210876465,3249,8,,
0.6792687773704529,3299,8,,
0.631108820438385,3349,8,,
0.8036999106407166,3399,8,,
0.606453001499176,3449,8,,
0.6424878239631653,3499,8,,
,3509,8,0.7762620449066162,0.7376000285148621
0.5740411281585693,3549,9,,
0.6391264796257019,3599,9,,
0.6512476801872253,3649,9,,
0.5863420367240906,3699,9,,
0.8382387161254883,3749,9,,
0.716152012348175,3799,9,,
0.6366614103317261,3849,9,,
0.5627644658088684,3899,9,,
,3899,9,0.7948918342590332,0.7239999771118164
0.5842569470405579,3949,10,,
0.5585150122642517,3999,10,,
0.6768901348114014,4049,10,,
0.5997360944747925,4099,10,,
0.5158572793006897,4149,10,,
0.5298036932945251,4199,10,,
0.6055728793144226,4249,10,,
,4289,10,0.8102964758872986,0.7788000106811523
0.011538952589035034,4299,11,,
-0.005893528461456299,4349,11,,
-0.06564328074455261,4399,11,,
0.1280437707901001,4449,11,,
0.1490359902381897,4499,11,,
0.30886366963386536,4549,11,,
-0.09230497479438782,4599,11,,
0.05555778741836548,4649,11,,
,4679,11,0.7950320243835449,0.7379999756813049
-0.5693091154098511,4699,12,,
-0.18244904279708862,4749,12,,
-0.48269879817962646,4799,12,,
-0.43703562021255493,4849,12,,
-0.3623424172401428,4899,12,,
-0.3104819655418396,4949,12,,
-0.5119779109954834,4999,12,,
-0.6168754696846008,5049,12,,
,5069,12,0.7993389368057251,0.7617999911308289
-1.1475626230239868,5099,13,,
-1.1043000221252441,5149,13,,
-1.1137664318084717,5199,13,,
-1.1237704753875732,5249,13,,
-1.2879587411880493,5299,13,,
-0.9971702098846436,5349,13,,
-1.1095445156097412,5399,13,,
-0.9977979063987732,5449,13,,
,5459,13,0.8064102530479431,0.7581999897956848
-1.7211058139801025,5499,14,,
-1.6851892471313477,5549,14,,
-1.75387704372406,5599,14,,
-1.5043103694915771,5649,14,,
-1.6133148670196533,5699,14,,
-1.7363049983978271,5749,14,,
-1.72542405128479,5799,14,,
-1.6792576313018799,5849,14,,
,5849,14,0.8153245449066162,0.7613000273704529
-1.8837993144989014,5899,15,,
-2.064237594604492,5949,15,,
-2.1476361751556396,5999,15,,
-2.2900049686431885,6049,15,,
-2.639249563217163,6099,15,,
-2.525662899017334,6149,15,,
-2.6543948650360107,6199,15,,
,6239,15,0.8216747045516968,0.7864999771118164
-3.2508392333984375,6249,16,,
-2.8769021034240723,6299,16,,
-3.173109292984009,6349,16,,
-3.2227869033813477,6399,16,,
-3.073206901550293,6449,16,,
-3.126326560974121,6499,16,,
-2.874696969985962,6549,16,,
-3.2780091762542725,6599,16,,
,6629,16,0.8262219429016113,0.758400022983551
-3.845717668533325,6649,17,,
-3.881047487258911,6699,17,,
-3.6571760177612305,6749,17,,
-3.16414475440979,6799,17,,
-3.67622709274292,6849,17,,
-3.8318331241607666,6899,17,,
-3.989772081375122,6949,17,,
-3.358422040939331,6999,17,,
,7019,17,0.8347956538200378,0.8077999949455261
-4.64714241027832,7049,18,,
-4.48075008392334,7099,18,,
-4.415894985198975,7149,18,,
-4.358844757080078,7199,18,,
-4.388031959533691,7249,18,,
-4.118255138397217,7299,18,,
-4.552121162414551,7349,18,,
-4.582930564880371,7399,18,,
,7409,18,0.8399238586425781,0.8163999915122986
-5.178890228271484,7449,19,,
-4.48139762878418,7499,19,,
-5.087550163269043,7549,19,,
-5.139544486999512,7599,19,,
-5.222969055175781,7649,19,,
-5.330218315124512,7699,19,,
-4.049552917480469,7749,19,,
-4.922379970550537,7799,19,,
,7799,19,0.8410456776618958,0.8158000111579895
-5.289487838745117,7849,20,,
-5.6421403884887695,7899,20,,
-5.724967002868652,7949,20,,
-5.61467170715332,7999,20,,
-5.315797805786133,8049,20,,
-5.596540451049805,8099,20,,
-5.568329334259033,8149,20,,
,8189,20,0.8464543223381042,0.8079000115394592
