epoch,train_loss,step,val_loss,val_acc,test_acc,train_acc
0,1.8289079666137695,49,,,,
0,1.3601900339126587,99,,,,
0,1.5539815425872803,149,,,,
0,1.2432551383972168,199,,,,
0,1.1128075122833252,249,,,,
0,1.2280018329620361,299,,,,
0,,311,1.587639570236206,0.47530001401901245,,
0,,311,,,0.4690999984741211,0.37119391560554504
1,0.7380545139312744,349,,,,
1,0.8963379859924316,399,,,,
1,0.62713623046875,449,,,,
1,0.6345799565315247,499,,,,
1,0.628132164478302,549,,,,
1,0.3390974998474121,599,,,,
1,,623,1.3118863105773926,0.5853999853134155,,
1,,623,,,0.6018000245094299,0.5329777598381042
2,0.20145010948181152,649,,,,
2,0.19251656532287598,699,,,,
2,-0.040018677711486816,749,,,,
2,-0.29795241355895996,799,,,,
2,-0.3488733172416687,849,,,,
2,-0.02060830593109131,899,,,,
2,,935,1.27744722366333,0.6215000152587891,,
2,,935,,,0.6402999758720398,0.6312099099159241
3,-0.6943743228912354,949,,,,
3,-1.053062081336975,999,,,,
3,-0.8831053972244263,1049,,,,
3,-0.44792044162750244,1099,,,,
3,-0.47059082984924316,1149,,,,
3,-0.7522355318069458,1199,,,,
3,,1247,1.1429977416992188,0.6905999779701233,,
3,,1247,,,0.715399980545044,0.6850961446762085
4,-1.363840937614441,1249,,,,
4,-1.9006333351135254,1299,,,,
4,-1.8916032314300537,1349,,,,
4,-1.5900602340698242,1399,,,,
4,-1.6097110509872437,1449,,,,
4,-1.2455596923828125,1499,,,,
4,-1.343459963798523,1549,,,,
4,,1559,1.0809125900268555,0.7143999934196472,,
4,,1559,,,0.7529000043869019,0.7224058508872986
5,-2.113217830657959,1599,,,,
5,-2.255723476409912,1649,,,,
5,-2.7483482360839844,1699,,,,
5,-2.7159059047698975,1749,,,,
5,-2.2570202350616455,1799,,,,
5,-2.2176318168640137,1849,,,,
5,,1871,1.0063230991363525,0.7396000027656555,,
5,,1871,,,0.770799994468689,0.7525039911270142
6,-3.558090925216675,1899,,,,
6,-2.666809558868408,1949,,,,
6,-3.1080565452575684,1999,,,,
6,-2.646986484527588,2049,,,,
6,-3.4941911697387695,2099,,,,
6,-3.446850061416626,2149,,,,
6,,2183,0.9960558414459229,0.7657999992370605,,
6,,2183,,,0.8022000193595886,0.7748647928237915
7,-4.0970458984375,2199,,,,
7,-3.3310861587524414,2249,,,,
7,-4.293344020843506,2299,,,,
7,-4.229761600494385,2349,,,,
7,-3.5302939414978027,2399,,,,
