train_loss1,step,train_loss2,epoch,train_acc1,train_acc2,test_acc
0.01645549200475216,49,0.01538024377077818,0,,,
0.014630066230893135,99,0.014435278251767159,0,,,
0.013654327020049095,149,0.013931633904576302,0,,,
0.012780332937836647,199,0.013016360811889172,0,,,
0.013404780067503452,249,0.013389253057539463,0,,,
0.012588676065206528,299,0.012686568312346935,0,,,
0.0114456657320261,349,0.01201741024851799,0,,,
,389,,0,0.3555889427661896,0.3542267680168152,0.47999998927116394
0.011243822984397411,399,0.01119536068290472,1,,,
0.011692854575812817,449,0.012282286770641804,1,,,
0.009502834640443325,499,0.01004515215754509,1,,,
0.010768083855509758,549,0.011091170832514763,1,,,
0.010713053867220879,599,0.011102174408733845,1,,,
0.010228070430457592,649,0.010035665705800056,1,,,
0.010024708695709705,699,0.010190824046730995,1,,,
0.009680117480456829,749,0.009489962831139565,1,,,
,779,,1,0.5025841593742371,0.5006610751152039,0.6345000267028809
0.009605160914361477,799,0.00907275453209877,2,,,
0.008223779499530792,849,0.008396551012992859,2,,,
0.00955385435372591,899,0.009245962835848331,2,,,
0.009013030678033829,949,0.009560327045619488,2,,,
0.009539137594401836,999,0.009701801463961601,2,,,
0.008729252964258194,1049,0.009875462390482426,2,,,
0.010937932878732681,1099,0.010916069149971008,2,,,
0.008869708515703678,1149,0.00850393995642662,2,,,
,1169,,2,0.5769030451774597,0.5660055875778198,0.6495000123977661
0.007169344928115606,1199,0.0077547733671963215,3,,,
0.00872428435832262,1249,0.008617319166660309,3,,,
0.009342585690319538,1299,0.009913342073559761,3,,,
0.007463844493031502,1349,0.007520576007664204,3,,,
0.007153694052249193,1399,0.007857514545321465,3,,,
0.008799516595900059,1449,0.009078793227672577,3,,,
0.008505254052579403,1499,0.008400323800742626,3,,,
0.007226628251373768,1549,0.00781851913779974,3,,,
,1559,,3,0.6171674728393555,0.6074919700622559,0.7200999855995178
0.006323801353573799,1599,0.006893060635775328,4,,,
0.006143131293356419,1649,0.006490684114396572,4,,,
0.008562354370951653,1699,0.008254336193203926,4,,,
0.005800558719784021,1749,0.006303130649030209,4,,,
0.007630073465406895,1799,0.007416576612740755,4,,,
0.0050188153982162476,1849,0.00538893835619092,4,,,
0.007326679769903421,1899,0.007259014993906021,4,,,
0.008262617513537407,1949,0.008216617628932,4,,,
,1949,,4,0.6507612466812134,0.641486406326294,0.7329999804496765
0.0049631791189312935,1999,0.0057635060511529446,5,,,
0.005349274259060621,2049,0.005712037906050682,5,,,
0.006728338077664375,2099,0.0067338235676288605,5,,,
0.004636941943317652,2149,0.004653918091207743,5,,,
0.005763103254139423,2199,0.0057304734364151955,5,,,
0.0039028001483529806,2249,0.004363209940493107,5,,,
0.007007983513176441,2299,0.007677413057535887,5,,,
,2339,,5,0.6712539792060852,0.669651448726654,0.7505999803543091
0.002845254959538579,2349,0.003083747811615467,6,,,
0.005824236664921045,2399,0.0060729398392140865,6,,,
0.0040715541690588,2449,0.004005066119134426,6,,,
0.003813572693616152,2499,0.00393134169280529,6,,,
0.0052253869362175465,2549,0.005210264585912228,6,,,
0.003430349985137582,2599,0.003385300049558282,6,,,
0.005738409701734781,2649,0.005510514136403799,6,,,
0.00446940865367651,2699,0.005385966971516609,6,,,
,2729,,6,0.6884214878082275,0.6872996687889099,0.754800021648407
0.003549923887476325,2749,0.0037598763592541218,7,,,
0.003478191327303648,2799,0.003840545192360878,7,,,
0.003376130247488618,2849,0.0034326333552598953,7,,,
0.0034889429807662964,2899,0.0039975945837795734,7,,,
0.004642005544155836,2949,0.005585636477917433,7,,,
0.003542110789567232,2999,0.0036879344843328,7,,,
0.004506411962211132,3049,0.004453034605830908,7,,,
0.0029472503811120987,3099,0.0030399549286812544,7,,,
,3119,,7,0.6989783644676208,0.7001602649688721,0.7843000292778015
0.00243588350713253,3149,0.002614967990666628,8,,,
0.003135512350127101,3199,0.003130386583507061,8,,,
0.002288513584062457,3249,0.0024455185048282146,8,,,
0.003286592196673155,3299,0.0031045007053762674,8,,,
0.002728166524320841,3349,0.0026775191072374582,8,,,
0.004053385928273201,3399,0.003200545674189925,8,,,
0.004116811789572239,3449,0.0040511456318199635,8,,,
0.004569091834127903,3499,0.00417028833180666,8,,,
,3509,,8,0.7123197317123413,0.7105168104171753,0.7695000171661377
0.005576433148235083,3549,0.003864740952849388,9,,,
0.00235124584287405,3599,0.0033197400625795126,9,,,
0.003927670884877443,3649,0.0023866714909672737,9,,,
0.0036356474738568068,3699,0.0033291238360106945,9,,,
0.0030501950532197952,3749,0.0038027847185730934,9,,,
0.0021875184029340744,3799,0.002169560408219695,9,,,
0.0022010579705238342,3849,0.00190400006249547,9,,,
0.0013405734207481146,3899,0.0013549576979130507,9,,,
,3899,,9,0.7205528616905212,0.7190104126930237,0.7911999821662903
0.003069863189011812,3949,0.0032593191135674715,10,,,
0.002589007606729865,3999,0.0026086962316185236,10,,,
0.003462370252236724,4049,0.003135117469355464,10,,,
0.0031033409759402275,4099,0.0027507455088198185,10,,,
0.001353502506390214,4149,0.0018041733419522643,10,,,
0.0028085371013730764,4199,0.0019723246805369854,10,,,
0.0015333308838307858,4249,0.0020713189151138067,10,,,
,4289,,10,0.7281450033187866,0.7293870449066162,0.8192999958992004
0.002095910720527172,4299,0.0026714543346315622,11,,,
0.0035999794490635395,4349,0.0042881290428340435,11,,,
0.0021490980871021748,4399,0.001537208678200841,11,,,
0.003060019575059414,4449,0.003474646247923374,11,,,
0.0036618118174374104,4499,0.003526508342474699,11,,,
0.003352842992171645,4549,0.0027196737937629223,11,,,
0.0016795886913314462,4599,0.0017063090344890952,11,,,
0.0021338288206607103,4649,0.0023212444502860308,11,,,
,4679,,11,0.735897421836853,0.7378405332565308,0.8220999836921692
0.0014650315279141068,4699,0.0014634279068559408,12,,,
0.0020224242471158504,4749,0.0020032390020787716,12,,,
0.001133195124566555,4799,0.0012300761882215738,12,,,
0.0009393224609084427,4849,0.0009964174823835492,12,,,
0.0010668530594557524,4899,0.0015808362513780594,12,,,
0.0029511870816349983,4949,0.0026166399475187063,12,,,
0.0008554136147722602,4999,0.0012521324679255486,12,,,
0.003605725010856986,5049,0.0032607438042759895,12,,,
,5069,,12,0.7431890964508057,0.7410055994987488,0.8181999921798706
0.0022693744394928217,5099,0.0015195116866379976,13,,,
0.0038624433800578117,5149,0.004279289394617081,13,,,
0.003079263959079981,5199,0.002299690153449774,13,,,
0.001884014462120831,5249,0.0020365945529192686,13,,,
0.0013445300282910466,5299,0.001221399405039847,13,,,
0.004281450062990189,5349,0.0042146481573581696,13,,,
0.0015531637473031878,5399,0.0020757680758833885,13,,,
0.0016672317869961262,5449,0.0017681136960163713,13,,,
,5459,,13,0.7463341355323792,0.7460536956787109,0.8389000296592712
0.002223252784460783,5499,0.002185592893511057,14,,,
0.0010976121993735433,5549,0.0013864036882296205,14,,,
0.0031123000662773848,5599,0.0030161470640450716,14,,,
0.0012052443344146013,5649,0.0012082654284313321,14,,,
0.0016019492177292705,5699,0.0020720609463751316,14,,,
0.0025710943154990673,5749,0.0014639591099694371,14,,,
0.0016147625865414739,5799,0.001513298717327416,14,,,
0.003494055476039648,5849,0.003199525410309434,14,,,
,5849,,14,0.7539863586425781,0.7516226172447205,0.8464000225067139
0.0010982764651998878,5899,0.0011387047125026584,15,,,
0.004246837925165892,5949,0.0045450241304934025,15,,,
0.0009522030595690012,5999,0.0014698817394673824,15,,,
0.0016209156019613147,6049,0.001905277487821877,15,,,
0.0018790916074067354,6099,0.002497234847396612,15,,,
0.003336952533572912,6149,0.0031723256688565016,15,,,
0.0011785821989178658,6199,0.0010544462129473686,15,,,
,6239,,15,0.757031261920929,0.7571714520454407,0.8475000262260437
0.0019574600737541914,6249,0.0018164203502237797,16,,,
0.0014162289444357157,6299,0.0017962859710678458,16,,,
0.004553863778710365,6349,0.0037687052972614765,16,,,
0.0015890659997239709,6399,0.0013351020170375705,16,,,
0.00169215421192348,6449,0.0015567339723929763,16,,,
0.002613435033708811,6499,0.002504326868802309,16,,,
0.0020856817718595266,6549,0.0018475414253771305,16,,,
0.0012380025582388043,6599,0.0007714618695899844,16,,,
,6629,,16,0.7596153616905212,0.7558293342590332,0.848800003528595
0.000887156231328845,6649,0.0006628450937569141,17,,,
0.0015143840573728085,6699,0.0012475114781409502,17,,,
0.0015638398472219706,6749,0.0015083836624398828,17,,,
0.002031059004366398,6799,0.002601047046482563,17,,,
0.0017341820057481527,6849,0.0012478589778766036,17,,,
0.0010858301538974047,6899,0.0012044133618474007,17,,,
0.00213464698754251,6949,0.0013932742876932025,17,,,
0.0020838265772908926,6999,0.0015204960945993662,17,,,
,7019,,17,0.764142632484436,0.7630608677864075,0.8518999814987183
0.0011142164003103971,7049,0.0005724212387576699,18,,,
0.0013511701254174113,7099,0.0010112154996022582,18,,,
0.0015896185068413615,7149,0.0016829741653054953,18,,,
0.0019899201579391956,7199,0.003402368864044547,18,,,
0.0008624825277365744,7249,0.0012503585312515497,18,,,
0.003188157919794321,7299,0.002437631133943796,18,,,
0.0007370113162323833,7349,0.0013397301081568003,18,,,
0.0013806873466819525,7399,0.001271710149012506,18,,,
,7409,,18,0.7660657167434692,0.7684695720672607,0.8500000238418579
