epoch,train_loss1,step,train_loss2,test_acc,train_acc1,train_acc2
5,0.00657576322555542,2299,0.006783702410757542,,,
5,,2339,,0.7875999808311462,0.6675680875778198,0.6659855842590332
6,0.005721483379602432,2349,0.0068907542154192924,,,
6,0.00572975305840373,2399,0.005968734156340361,,,
6,0.005162188317626715,2449,0.005713369231671095,,,
6,0.0045084236189723015,2499,0.005776052363216877,,,
6,0.004157820716500282,2549,0.0036883510183542967,,,
6,0.005098056513816118,2599,0.005340782459825277,,,
6,0.006252913735806942,2649,0.005486353766173124,,,
6,0.004964885767549276,2699,0.00500404741615057,,,
6,,2729,,0.7577000260353088,0.6830729246139526,0.6824719309806824
7,0.0030644892249256372,2749,0.002695735776796937,,,
7,0.0030085488688200712,2799,0.0029582895804196596,,,
7,0.005391528829932213,2849,0.0053892056457698345,,,
7,0.0033078656997531652,2899,0.003876142203807831,,,
7,0.004106319975107908,2949,0.004969634581357241,,,
7,0.005654037930071354,2999,0.005812875926494598,,,
7,0.004617099650204182,3049,0.004411462228745222,,,
7,0.0034097065217792988,3099,0.003240918507799506,,,
7,,3119,,0.8047000169754028,0.6980168223381042,0.6948717832565308
8,0.0032492198515683413,3149,0.002981011988595128,,,
8,0.004470942076295614,3199,0.004526561591774225,,,
8,0.002539136679843068,3249,0.0026876337360590696,,,
8,0.007625604048371315,3299,0.006919377483427525,,,
8,0.003098109969869256,3349,0.003481779247522354,,,
8,0.003278231481090188,3399,0.003640954615548253,,,
8,0.003312193090096116,3449,0.003950986545532942,,,
8,0.0030822043772786856,3499,0.0032943221740424633,,,
8,,3509,,0.8073999881744385,0.7069110870361328,0.7075721025466919
9,0.0025003785267472267,3549,0.002283639507368207,,,
9,0.0038413992151618004,3599,0.004209144506603479,,,
9,0.005028648301959038,3649,0.003609258681535721,,,
9,0.0043932534754276276,3699,0.00406277272850275,,,
9,0.0029485030099749565,3749,0.003284503472968936,,,
9,0.004304402973502874,3799,0.0034500975161790848,,,
9,0.002131375251337886,3849,0.0019481792114675045,,,
9,0.003556873882189393,3899,0.0037080873735249043,,,
9,,3899,,0.7853000164031982,0.7147235870361328,0.7153846025466919
10,0.005207808222621679,3949,0.006027619354426861,,,
10,0.0026260255835950375,3999,0.002352315466850996,,,
10,0.002125691855326295,4049,0.0019009034149348736,,,
10,0.001610705628991127,4099,0.001520926714874804,,,
10,0.002904194872826338,4149,0.003367841709405184,,,
10,0.003050444647669792,4199,0.003193323267623782,,,
10,0.0022965255193412304,4249,0.002057842444628477,,,
10,,4289,,0.8274999856948853,0.7215745449066162,0.7229166626930237
11,0.002022183034569025,4299,0.0019222319824621081,,,
11,0.0018954239785671234,4349,0.0020328175742179155,,,
11,0.0042132120579481125,4399,0.004073350224643946,,,
11,0.0036084060557186604,4449,0.004479104653000832,,,
11,0.003240610007196665,4499,0.0034317215904593468,,,
11,0.002364229178056121,4549,0.0017390932189300656,,,
11,0.0012351491022855043,4599,0.0012657311744987965,,,
11,0.0034080729819834232,4649,0.0035411398857831955,,,
11,,4679,,0.8240000009536743,0.7289663553237915,0.7292067408561707
12,0.0022846770007163286,4699,0.0030027474276721478,,,
12,0.002034418983384967,4749,0.002122053876519203,,,
12,0.002449555555358529,4799,0.003045233665034175,,,
12,0.002690658438950777,4849,0.003268004860728979,,,
12,0.0022702852729707956,4899,0.002502444665879011,,,
12,0.0015066852793097496,4949,0.0013189086457714438,,,
12,0.0023969411849975586,4999,0.0024061158765107393,,,
12,0.002078484511002898,5049,0.001844916958361864,,,
12,,5069,,0.8424000144004822,0.7353165149688721,0.7342347502708435
13,0.0015168010722845793,5099,0.0015014990931376815,,,
13,0.002365273656323552,5149,0.0019478661706671119,,,
13,0.0015997372101992369,5199,0.0016438219463452697,,,
13,0.0021991177927702665,5249,0.002249235287308693,,,
13,0.0014332846039906144,5299,0.0019203376723453403,,,
13,0.0017208203207701445,5349,0.0021537288557738066,,,
13,0.0009441425791010261,5399,0.0006476916023530066,,,
13,0.002186994068324566,5449,0.0020724909845739603,,,
13,,5459,,0.828499972820282,0.740705132484436,0.7394030690193176
14,0.0020940236281603575,5499,0.0019397410796955228,,,
14,0.004845703020691872,5549,0.004715174436569214,,,
14,0.003385876538231969,5599,0.0019823797047138214,,,
14,0.0023943036794662476,5649,0.0023875178303569555,,,
14,0.003135525854304433,5699,0.0035387815441936255,,,
14,0.0023506751749664545,5749,0.0030204905197024345,,,
14,0.00421152263879776,5799,0.00465557212010026,,,
14,0.001577308401465416,5849,0.00203766324557364,,,
14,,5849,,0.854200005531311,0.7468549609184265,0.7446914911270142
15,0.0017208432545885444,5899,0.0015354868955910206,,,
15,0.004105545114725828,5949,0.0029116792138665915,,,
15,0.0019710385240614414,5999,0.0026091032195836306,,,
15,0.0018053945386782289,6049,0.0017836823826655746,,,
15,0.0031973666045814753,6099,0.0030206062365323305,,,
15,0.0007581987883895636,6149,0.001380707137286663,,,
15,0.0029736252035945654,6199,0.0032350397668778896,,,
15,,6239,,0.8422999978065491,0.7513822317123413,0.750861406326294
16,0.0021548594813793898,6249,0.0013289140770211816,,,
16,0.001543165068142116,6299,0.0018579299794510007,,,
16,0.0029906374402344227,6349,0.0030755428597331047,,,
16,0.00402877340093255,6399,0.004105229862034321,,,
16,0.004799237474799156,6449,0.004539703018963337,,,
16,0.0005254146526567638,6499,0.0009715504129417241,,,
16,0.0016737849218770862,6549,0.0019188078586012125,,,
16,0.0019516191678121686,6599,0.0022556742187589407,,,
16,,6629,,0.8596000075340271,0.7541065812110901,0.7536858916282654
17,0.000987383653409779,6649,0.0006624024244956672,,,
17,0.0022393371909856796,6699,0.0023640363942831755,,,
17,0.0012873938539996743,6749,0.0014797402545809746,,,
17,0.002514319494366646,6799,0.0029409832786768675,,,
17,0.003020365023985505,6849,0.002480647526681423,,,
17,0.0011672498658299446,6899,0.001932987361215055,,,
17,0.0036800026427954435,6949,0.003736509010195732,,,
17,0.0025984931271523237,6999,0.0027396923396736383,,,
17,,7019,,0.8346999883651733,0.7577924728393555,0.7568509578704834
18,0.0015712430467829108,7049,0.0010908404365181923,,,
18,0.0010179011151194572,7099,0.0011594305979087949,,,
18,0.0014958471292629838,7149,0.0018203199142590165,,,
18,0.0010516529437154531,7199,0.0011855417396873236,,,
18,0.0012741558020934463,7249,0.0007727915071882308,,,
18,0.0005359509377740324,7299,0.0005052873748354614,,,
18,0.001152243698015809,7349,0.0014923247508704662,,,
18,0.001992340199649334,7399,0.0020983670838177204,,,
18,,7409,,0.8557999730110168,0.7619591355323792,0.7612780332565308
19,0.00045510136988013983,7449,0.0007510861032642424,,,
19,0.0022717087995260954,7499,0.0021871801000088453,,,
19,0.0010142140090465546,7549,0.0010988248977810144,,,
19,0.004697839729487896,7599,0.004630540031939745,,,
19,0.0017430461011826992,7649,0.0018841407727450132,,,
19,0.0021257158368825912,7699,0.002063182881101966,,,
19,0.0010675438679754734,7749,0.000530919642187655,,,
19,0.0004318042192608118,7799,0.0006615816964767873,,,
19,,7799,,0.854200005531311,0.7636818885803223,0.7646033763885498
20,0.00039333649328909814,7849,0.000302245287457481,,,
20,0.0011752942809835076,7899,0.0011750354897230864,,,
20,0.00203515007160604,7949,0.0021142258774489164,,,
20,0.0014398967614397407,7999,0.0010588284349069,,,
20,0.0010338088031858206,8049,0.0007779164589010179,,,
20,0.0010975345503538847,8099,0.0013428081292659044,,,
20,0.0006126062362454832,8149,0.0009972653351724148,,,
20,,8189,,0.8547999858856201,0.7670472860336304,0.767848551273346
21,0.001301102340221405,8199,0.0023046082351356745,,,
21,0.0007652048952877522,8249,0.0007939054630696774,,,
21,0.001775560900568962,8299,0.0013490254059433937,,,
21,0.0003830766072496772,8349,0.0002992779773194343,,,
21,0.0009123311610892415,8399,0.0007758915307931602,,,
21,0.0018052248051390052,8449,0.0012516024289652705,,,
21,0.0012049783254042268,8499,0.0007879025652073324,,,
21,0.0011238240404054523,8549,0.0012480263831093907,,,
21,,8579,,0.8597999811172485,0.7711538672447205,0.7699719667434692
22,0.001286407234147191,8599,0.001162599422968924,,,
22,0.0007879904587753117,8649,0.0008578914566896856,,,
22,0.0029617000836879015,8699,0.002924237633123994,,,
22,0.001447964576072991,8749,0.0016743751475587487,,,
22,0.00047467544209212065,8799,0.0009677197667770088,,,
22,0.0018727087881416082,8849,0.001129484036937356,,,
22,0.0011544683948159218,8899,0.0010898999171331525,,,
22,0.0012096333084627986,8949,0.0011344474041834474,,,
22,,8969,,0.8637999892234802,0.7730168104171753,0.7734174728393555
23,0.0006680412916466594,8999,0.0005905037396587431,,,
23,0.003506720531731844,9049,0.004379670135676861,,,
23,0.0015977801522240043,9099,0.0020747706294059753,,,
23,0.0011299856705591083,9149,0.0013113990426063538,,,
23,0.003903437638655305,9199,0.00236325291916728,,,
23,0.0016689691692590714,9249,0.0018756978679448366,,,
23,0.003660655114799738,9299,0.003307483857497573,,,
23,0.0018943027826026082,9349,0.0013577260542660952,,,
23,,9359,,0.8614000082015991,0.775821328163147,0.7753405570983887
24,0.00104902230668813,9399,0.0011793626472353935,,,
24,0.0002159024152206257,9449,0.00017214642139151692,,,
24,0.0018580770120024681,9499,0.0032002278603613377,,,
24,0.001256651827134192,9549,0.000934251700527966,,,
24,0.0008503564167767763,9599,0.0009661447256803513,,,
24,0.0009462963789701462,9649,0.0016526513500139117,,,
24,0.0032930532470345497,9699,0.003909280523657799,,,
24,0.0009063354809768498,9749,0.0006490173982456326,,,
24,,9749,,0.8761000037193298,0.7783052921295166,0.7794070243835449
25,0.0010053889127448201,9799,0.001042866613715887,,,
25,0.001422164961695671,9849,0.0018787290900945663,,,
25,0.002030965406447649,9899,0.0022739588748663664,,,
25,0.001671354635618627,9949,0.0015855820383876562,,,
25,0.0007018921314738691,9999,0.0005312555585987866,,,
25,0.0012384009314700961,10049,0.0012021631700918078,,,
25,0.0006762678385712206,10099,0.0005395811749622226,,,
25,,10139,,0.8730000257492065,0.7806089520454407,0.7817307710647583
26,0.001173923839814961,10149,0.0008683035266585648,,,
26,0.0005561503348872066,10199,0.0008461422403343022,,,
26,0.0005225192289799452,10249,0.0006347575108520687,,,
26,0.0011219660518690944,10299,0.0011264343047514558,,,
26,0.0027117349673062563,10349,0.002707461593672633,,,
26,0.0005123671144247055,10399,0.0010212230263277888,,,
26,0.0011704229982569814,10449,0.0010428983950987458,,,
26,0.0007046603714115918,10499,0.0011672571999952197,,,
26,,10529,,0.8637999892234802,0.7828525900840759,0.783633828163147
27,0.0015105596976354718,10549,0.0009083194308914244,,,
27,0.000965983490459621,10599,0.0019266012823209167,,,
27,0.0014396548504009843,10649,0.00044086287380196154,,,
27,0.0006753755733370781,10699,0.000979310367256403,,,
27,0.0011851245071738958,10749,0.0005827017012052238,,,
27,0.0005267049418762326,10799,0.0005266417865641415,,,
27,0.0011224292684346437,10849,0.0008757610921747983,,,
27,0.0003106139483861625,10899,0.00100806076079607,,,
27,,10919,,0.8644999861717224,0.7846153974533081,0.7852163314819336
28,0.001400735229253769,10949,0.0018640276975929737,,,
28,0.001000762451440096,10999,0.0011031279573217034,,,
28,0.0008806122932583094,11049,0.00046036095591261983,,,
28,0.0006087716319598258,11099,0.0012217240873724222,,,
28,0.0014585857279598713,11149,0.0008798298076726496,,,
28,0.0006277586799114943,11199,0.0005689645186066628,,,
28,0.000807936885394156,11249,0.0008280625916086137,,,
28,0.002784219803288579,11299,0.0023528439924120903,,,
28,,11309,,0.868399977684021,0.7871994972229004,0.7886618375778198
29,0.0008621290908195078,11349,0.0007703675073571503,,,
29,0.0017427990678697824,11399,0.0018730510491877794,,,
29,0.0011022770777344704,11449,0.0010047469986602664,,,
29,0.001506730797700584,11499,0.0013691699132323265,,,
29,0.000868367322254926,11549,0.0005837378557771444,,,
29,0.001024581491947174,11599,0.0006740054814144969,,,
29,0.0008259398164227605,11649,0.001822260906919837,,,
29,0.00040948757668957114,11699,0.0005671011167578399,,,
29,,11699,,0.8765000104904175,0.7909054756164551,0.7889623641967773
30,0.0013487699907273054,11749,0.0006833523511886597,,,
30,0.00029795803129673004,11799,0.00044837797759100795,,,
30,0.0018835477530956268,11849,0.001356429187580943,,,
30,0.0011216974817216396,11899,0.0010836714645847678,,,
30,0.00033334907493554056,11949,0.0006112093687988818,,,
30,0.0008383675012737513,11999,0.0005964749725535512,,,
30,0.001249507418833673,12049,0.001930426456965506,,,
30,,12089,,0.8722000122070312,0.7920873165130615,0.7913661599159241
31,0.0002307754912180826,12099,0.0005157347768545151,,,
31,0.0012672856682911515,12149,0.0013383380137383938,,,
31,0.0014882230898365378,12199,0.001001147087663412,,,
31,0.0015932915266603231,12249,0.0007512581651099026,,,
31,0.0010072924196720123,12299,0.0011141004506498575,,,
31,0.00040204531978815794,12349,0.0002826474665198475,,,
31,0.0015710510779172182,12399,0.0015093378024175763,,,
31,0.00029710205853916705,12449,0.00016184516425710171,,,
31,,12479,,0.8579999804496765,0.7935296297073364,0.7933493852615356
32,0.0008077353122644126,12499,0.0005204278859309852,,,
32,0.0004925145767629147,12549,0.0007249287446029484,,,
32,0.0007192976772785187,12599,0.0007329284562729299,,,
32,0.0009236584301106632,12649,0.0007100795628502965,,,
32,0.000561459397431463,12699,0.00047999221715144813,,,
32,0.0019059751648455858,12749,0.0020735878497362137,,,
32,0.0005963861476629972,12799,0.00018281329539604485,,,
32,0.0027140325400978327,12849,0.0013732567895203829,,,
32,,12869,,0.8748999834060669,0.793830156326294,0.795352578163147
33,0.0010504142846912146,12899,0.0007125937845557928,,,
33,0.0010440755868330598,12949,0.0006450334331020713,,,
33,0.0002446635044179857,12999,0.00012225372483953834,,,
33,0.0024497895501554012,13049,0.0032415566965937614,,,
33,0.0004021165077574551,13099,0.00033226204686798155,,,
33,0.0002648675290402025,13149,0.00016270956257358193,,,
33,0.0006827916367910802,13199,0.0008640873129479587,,,
33,0.002059715334326029,13249,0.0019508610712364316,,,
33,,13259,,0.8754000067710876,0.7969350814819336,0.7969551086425781
34,0.001455845544114709,13299,0.001499911886639893,,,
34,0.0008876394713297486,13349,0.0011843906249850988,,,
34,0.0006736447685398161,13399,0.0015971404500305653,,,
34,0.0002912237832788378,13449,0.00030142953619360924,,,
34,0.0007365155033767223,13499,0.0013575246557593346,,,
34,0.0005154740647412837,13549,0.0002555424580350518,,,
34,0.000827043957542628,13599,0.0006990107940509915,,,
34,0.0006246209959499538,13649,0.0008577373228035867,,,
34,,13649,,0.8827999830245972,0.7965545058250427,0.7987580299377441
35,0.0007413294515572488,13699,0.0011637480929493904,,,
35,0.00107613205909729,13749,0.0009028749191202223,,,
35,0.0011662810575217009,13799,0.002117168391123414,,,
35,0.001051105558872223,13849,0.0006991752306930721,,,
35,0.0011523577850311995,13899,0.0007627118029631674,,,
35,0.0006870156503282487,13949,0.0006635538302361965,,,
35,0.000403492187615484,13999,0.0005380517104640603,,,
35,,14039,,0.8867999911308289,0.8005608916282654,0.8004607558250427
36,0.0023704690393060446,14049,0.0017669431399554014,,,
36,0.00029693508986383677,14099,0.0006418486009351909,,,
36,0.0005051984335295856,14149,0.0006152853020466864,,,
36,0.0008697332814335823,14199,0.0008282585185952485,,,
36,0.0009074189583770931,14249,0.0016712681390345097,,,
36,0.0005599485011771321,14299,0.0008036906365305185,,,
36,0.0007387803052552044,14349,0.0006017875275574625,,,
36,0.00040423229802399874,14399,0.0005863523692823946,,,
36,,14429,,0.881600022315979,0.8008813858032227,0.8017227649688721
37,0.0032587714958935976,14449,0.002710019936785102,,,
37,0.0009625076199881732,14499,0.000589028000831604,,,
37,0.0010372988181188703,14549,0.0009899650467559695,,,
37,0.0004000709450338036,14599,0.0005775969475507736,,,
37,0.002881729044020176,14649,0.0027924191672354937,,,
37,0.00042509243940003216,14699,0.0003232723684050143,,,
37,0.0006001538131386042,14749,0.0007277752738445997,,,
37,0.000962753954809159,14799,0.0005166645278222859,,,
37,,14819,,0.8822000026702881,0.8027844429016113,0.8030849099159241
38,0.0011778176994994283,14849,0.0008812070009298623,,,
38,0.0001454372250009328,14899,8.945861918618903e-05,,,
38,0.00048414262710139155,14949,0.0005792079609818757,,,
38,0.000482878036564216,14999,0.0004563637776300311,,,
38,0.00038411933928728104,15049,0.00024043751182034612,,,
38,0.0012095769634470344,15099,0.00047962830285541713,,,
38,0.002607054775580764,15149,0.0031944792717695236,,,
38,0.00030734308529645205,15199,0.00038706479244865477,,,
38,,15209,,0.8805000185966492,0.8046073913574219,0.805548906326294
39,0.0006982174818404019,15249,0.0006208657287061214,,,
39,0.0007065731333568692,15299,0.00043293414637446404,,,
39,0.0013181651011109352,15349,0.0019845091737806797,,,
39,0.0006794267101213336,15399,0.000531190016772598,,,
39,0.0007439451874233782,15449,0.00030434143263846636,,,
39,0.0004664994194172323,15499,0.00042751955334097147,,,
39,0.0008522666757926345,15549,0.0005740437190979719,,,
39,0.00038722227327525616,15599,0.0004126413259655237,,,
39,,15599,,0.8762000203132629,0.8038862347602844,0.8034054636955261
40,0.00023944838903844357,15649,0.0007256892276927829,,,
40,0.00010713051597122103,15699,0.0004974893527105451,,,
40,0.0020659249275922775,15749,0.002265715738758445,,,
40,0.0008641211315989494,15799,0.000876089499797672,,,
40,0.000704423466231674,15849,0.0005998090491630137,,,
40,0.0006339256069622934,15899,0.0017937859520316124,,,
40,0.001109223230741918,15949,0.0005677759181708097,,,
40,,15989,,0.8876000046730042,0.8061898946762085,0.8070913553237915
41,0.00031893275445327163,15999,0.00022297272516880184,,,
41,0.00022294560039881617,16049,0.00043943713535554707,,,
41,0.00013117693015374243,16099,0.0001600939576746896,,,
41,0.0009032454108819366,16149,0.0006372006027959287,,,
41,0.0002909980539698154,16199,0.0006067567737773061,,,
41,0.0007258090772666037,16249,0.0009207365219481289,,,
41,0.0008585373871028423,16299,0.000540244800504297,,,
41,0.0010892092250287533,16349,0.0007507788250222802,,,
41,,16379,,0.8876000046730042,0.8077524304389954,0.80859375
42,0.00020276267605368048,16399,0.0007231884519569576,,,
42,0.00038503811811096966,16449,0.0005181042361073196,,,
42,0.0012698351638391614,16499,0.0007091066800057888,,,
42,0.0015651298454031348,16549,0.001923050731420517,,,
42,0.00031425317865796387,16599,0.00013367942301556468,,,
42,0.0014173061354085803,16649,0.0014676605351269245,,,
42,0.0003274492046330124,16699,0.00042431597830727696,,,
42,0.0008524737204425037,16749,0.0005622974713332951,,,
42,,16769,,0.8792999982833862,0.8095953464508057,0.8082732558250427
43,0.00023079925449565053,16799,0.00027315490297041833,,,
43,0.0007285700994543731,16849,0.0008957264362834394,,,
43,0.0009242906235158443,16899,0.0011688066879287362,,,
43,0.0005059938412159681,16949,0.00012431331560947,,,
43,0.00036799832014366984,16999,0.00023753609275445342,,,
43,0.0006459538708440959,17049,0.0021018334664404392,,,
43,0.0003926158824469894,17099,0.0010113774333149195,,,
43,0.0012292959727346897,17149,0.0009880507132038474,,,
43,,17159,,0.888700008392334,0.8090945482254028,0.8108773827552795
44,0.0005448977462947369,17199,0.00042265543015673757,,,
44,0.00015566057118121535,17249,0.00019438691379036754,,,
44,0.0002777237677946687,17299,0.00014427643327508122,,,
44,0.0007853037677705288,17349,0.00038246545591391623,,,
44,0.00039473510696552694,17399,0.0005440538516268134,,,
44,0.0007577367941848934,17449,0.0007997105713002384,,,
44,0.00011678568262141198,17499,0.00010840206959983334,,,
44,0.00021182687487453222,17549,0.00047393806744366884,,,
44,,17549,,0.8873999714851379,0.811718761920929,0.8125801086425781
45,0.00020711867546197027,17599,0.0004209471808280796,,,
45,0.00041481718653813004,17649,0.0003406416508369148,,,
45,0.0012576431035995483,17699,0.0006182129727676511,,,
45,0.00028095830930396914,17749,0.000451482308562845,,,
45,0.0007713650702498853,17799,0.00022176833590492606,,,
45,0.0022279180120676756,17849,0.0020623481832444668,,,
45,0.0005500683328136802,17899,0.00021999128512106836,,,
45,,17939,,0.8873000144958496,0.8120993375778198,0.8139623403549194
46,0.0005132989026606083,17949,0.0002846849674824625,,,
46,6.814795051468536e-05,17999,0.00012068179785273969,,,
46,0.00020374692394398153,18049,0.000292229640763253,,,
46,0.000584638153668493,18099,0.000649413326755166,,,
46,0.0006213515880517662,18149,0.00044336263090372086,,,
46,0.0005597606650553644,18199,0.0003172350989188999,,,
46,0.0005377802881412208,18249,0.0002147232589777559,,,
46,0.00010906007082667202,18299,0.00010374579869676381,,,
46,,18329,,0.8842999935150146,0.8134214878082275,0.814883828163147
47,0.0004492832813411951,18349,0.0005617355345748365,,,
47,0.0012116528814658523,18399,0.0014541137497872114,,,
47,0.0017844302346929908,18449,0.0008719002944417298,,,
47,0.00010354018013458699,18499,7.270636706380174e-05,,,
47,0.000537487561814487,18549,0.0001993288897210732,,,
47,0.0002073794894386083,18599,0.0007428592653013766,,,
47,0.001009628176689148,18649,0.0004362627223599702,,,
47,0.0006581956404261291,18699,0.0006048684590496123,,,
47,,18719,,0.8902000188827515,0.8144831657409668,0.8162860870361328
48,0.001972402445971966,18749,0.0020342227071523666,,,
48,0.0006172559224069118,18799,0.00031894072890281677,,,
48,0.0012415355304256082,18849,0.0014471495524048805,,,
48,0.0006744975689798594,18899,0.0008348159026354551,,,
48,0.0004180087416898459,18949,0.00045837057405151427,,,
48,0.00015224861272145063,18999,0.00032354044378735125,,,
48,0.0007305735489353538,19049,0.0003133264253847301,,,
48,0.0007547247223556042,19099,0.0005468477611429989,,,
48,,19109,,0.8758000135421753,0.8147836327552795,0.8153245449066162
49,0.0006268360884860158,19149,0.000750524050090462,,,
49,0.0006711074383929372,19199,0.0004998315125703812,,,
49,0.0004729497304651886,19249,0.0005761105567216873,,,
49,0.0009668525890447199,19299,0.000678377749864012,,,
49,0.0010785992490127683,19349,0.0003933585248887539,,,
49,0.0003438350686337799,19399,0.00035997145459987223,,,
49,0.0005441836547106504,19449,0.0009411816718056798,,,
49,0.0004449718398973346,19499,0.0004934599855914712,,,
49,,19499,,0.8762000203132629,0.8163061141967773,0.8174479007720947
50,0.0011741903144866228,19549,0.001337416935712099,,,
50,0.0002314015873707831,19599,0.0006464372854679823,,,
50,0.0004919693456031382,19649,0.0004841515328735113,,,
50,6.297435174928978e-05,19699,0.00010307444608770311,,,
50,0.0005548238405026495,19749,0.0007154204649850726,,,
50,0.000796673761215061,19799,0.0007116748602129519,,,
50,0.0005493252538144588,19849,0.0013661438133567572,,,
50,,19889,,0.8812000155448914,0.8176882863044739,0.8183693885803223
51,0.0005142227746546268,19899,0.0009342111879959702,,,
51,0.000864981091581285,19949,0.0008037892403081059,,,
51,0.00048194974078796804,19999,0.00021627687965519726,,,
51,0.0004114265611860901,20049,0.0005451275501400232,,,
51,0.0002614111581351608,20099,0.00019902631174772978,,,
51,0.0007000481709837914,20149,0.0005805675755254924,,,
51,0.00016330294602084905,20199,0.0003534311836119741,,,
51,0.0007606275612488389,20249,0.00043341857963241637,,,
51,,20279,,0.8828999996185303,0.8186898827552795,0.8198117017745972
52,0.002177452901378274,20299,0.0023325616493821144,,,
52,0.0001571048778714612,20349,0.0005764051456935704,,,
52,0.0003719443629961461,20399,0.00021409527107607573,,,
52,0.00011540804553078488,20449,0.0001015247471514158,,,
52,0.00033777550561353564,20499,0.0007454583537764847,,,
52,0.0004935834440402687,20549,0.00040176630136556923,,,
52,0.0006688758730888367,20599,0.0006534966523759067,,,
52,0.0005730143748223782,20649,0.0005885199061594903,,,
52,,20669,,0.8877000212669373,0.8189502954483032,0.8205328583717346
53,0.0005564795574173331,20699,0.00046268885489553213,,,
53,0.0009330525062978268,20749,0.0008643657783977687,,,
53,0.00014482415281236172,20799,0.0005837621865794063,,,
53,0.0007448075339198112,20849,0.00028569193091243505,,,
53,0.003304602112621069,20899,0.004193528089672327,,,
53,0.00043856975389644504,20949,0.0008479287498630583,,,
53,0.00014157222176436335,20999,0.00022335485846269876,,,
53,0.00019407449872232974,21049,0.000431504740845412,,,
53,,21059,,0.8862000107765198,0.8212339878082275,0.8217548131942749
54,0.00010198715608567,21099,0.00011436549539212137,,,
54,0.0008722916827537119,21149,0.0013271704083308578,,,
54,0.0002328501723241061,21199,0.0002224317577201873,,,
54,0.0006944355554878712,21249,0.0002809460274875164,,,
54,0.00031838135328143835,21299,0.0003089082019869238,,,
54,0.00037040517781861126,21349,0.0008099911501631141,,,
54,0.0007084456156007946,21399,0.0013590423623099923,,,
54,0.0011978275142610073,21449,0.0010611515026539564,,,
54,,21449,,0.8871999979019165,0.8232371807098389,0.8220152258872986
55,0.0011717058951035142,21499,0.0005000733071938157,,,
55,0.0005250134854577482,21549,0.0003045463527087122,,,
55,0.0006191721186041832,21599,0.0003751058247871697,,,
55,0.000599390477873385,21649,0.00031751528149470687,,,
55,0.00037110157427378,21699,0.00035127514274790883,,,
55,0.00032533652847632766,21749,0.0010435760486871004,,,
55,0.00017890082381200045,21799,0.0002564531459938735,,,
55,,21839,,0.8827000260353088,0.8219751715660095,0.821794867515564
56,0.0004245745949447155,21849,0.0003940616734325886,,,
56,0.00020471689640544355,21899,0.000355930213117972,,,
56,0.00016816558490972966,21949,0.00017329733236692846,,,
56,0.00028169777942821383,21999,0.0006786420126445591,,,
