train_loss,epoch,step,val_acc,val_loss,test_acc,train_acc,mix_match_loss
2.2945556640625,0,49,,,,,
2.0939366817474365,0,99,,,,,
2.2371814250946045,0,149,,,,,
1.82599937915802,0,199,,,,,
1.7875438928604126,0,249,,,,,
1.8865880966186523,0,299,,,,,
,0,311,0.3427000045776367,1.7916425466537476,,,
,0,311,,,0.35440000891685486,0.2302684336900711,
1.7951191663742065,1,349,,,,,
1.7403812408447266,1,399,,,,,
1.861433982849121,1,449,,,,,
1.6087828874588013,1,499,,,,,
1.6504329442977905,1,549,,,,,
1.6236028671264648,1,599,,,,,
,1,623,0.4433000087738037,1.5393245220184326,,,
,1,623,,,0.4618000090122223,0.36931589245796204,
1.573032021522522,2,649,,,,,
1.3872584104537964,2,699,,,,,
1.5877822637557983,2,749,,,,,
1.4155900478363037,2,799,,,,,
1.4061435461044312,2,849,,,,,
1.6420717239379883,2,899,,,,,
,2,935,0.4569000005722046,1.493844747543335,,,
,2,935,,,0.46880000829696655,0.44496193528175354,
1.5730130672454834,3,949,,,,,
1.4019221067428589,3,999,,,,,
1.2976291179656982,3,1049,,,,,
1.548357367515564,3,1099,,,,,
1.3251850605010986,3,1149,,,,,
1.5013035535812378,3,1199,,,,,
,3,1247,0.513700008392334,1.4601600170135498,,,
,3,1247,,,0.5360999703407288,0.50390625,
1.1548560857772827,4,1249,,,,,
1.3809727430343628,4,1299,,,,,
1.3741270303726196,4,1349,,,,,
1.2374377250671387,4,1399,,,,,
1.1397583484649658,4,1449,,,,,
1.178038477897644,4,1499,,,,,
1.2208694219589233,4,1549,,,,,
,4,1559,0.5758000016212463,1.2387611865997314,,,
,4,1559,,,0.5888000130653381,0.5585436820983887,
1.1197867393493652,5,1599,,,,,
1.180620551109314,5,1649,,,,,
1.0362279415130615,5,1699,,,,,
1.114235520362854,5,1749,,,,,
1.1424410343170166,5,1799,,,,,
1.0999164581298828,5,1849,,,,,
,5,1871,0.6252999901771545,1.1060233116149902,,,
,5,1871,,,0.654699981212616,0.6059445142745972,
1.0037474632263184,6,1899,,,,,
1.1412097215652466,6,1949,,,,,
1.1093999147415161,6,1999,,,,,
1.0880439281463623,6,2049,,,,,
1.131320834159851,6,2099,,,,,
1.0028424263000488,6,2149,,,,,
,6,2183,0.6208000183105469,1.1316039562225342,,,
,6,2183,,,0.6434999704360962,0.6358924508094788,
1.0085769891738892,7,2199,,,,,
1.2784186601638794,7,2249,,,,,
1.0573461055755615,7,2299,,,,,
1.0110938549041748,7,2349,,,,,
1.1008082628250122,7,2399,,,,,
0.9100888967514038,7,2449,,,,,
,7,2495,0.6866999864578247,0.9413591027259827,,,
,7,2495,,,0.7149999737739563,0.6607321500778198,
1.192042350769043,8,2499,,,,,
0.9909034967422485,8,2549,,,,,
0.9895721077919006,8,2599,,,,,
1.0271129608154297,8,2649,,,,,
0.67362380027771,8,2699,,,,,
0.7137609124183655,8,2749,,,,,
0.8681450486183167,8,2799,,,,,
,8,2807,0.6686000227928162,1.0225211381912231,,,
,8,2807,,,0.6970000267028809,0.6837189793586731,
0.964609682559967,9,2849,,,,,
1.0733166933059692,9,2899,,,,,
1.0566905736923218,9,2949,,,,,
0.932698667049408,9,2999,,,,,
0.954910159111023,9,3049,,,,,
0.9522082209587097,9,3099,,,,,
,9,3119,0.6916000247001648,0.9712209701538086,,,
,9,3119,,,0.7211999893188477,0.7096354365348816,
0.9884955883026123,10,3149,,,,,
0.7788630127906799,10,3199,,,,,
0.9548823833465576,10,3249,,,,,
0.7841842770576477,10,3299,,,,,
0.8280877470970154,10,3349,,,,,
0.8541476130485535,10,3399,,,,,
,10,3431,0.7103999853134155,0.9133338928222656,,,
,10,3431,,,0.741599977016449,0.729567289352417,
0.7761102914810181,11,3449,,,,,
0.549227237701416,11,3499,,,,,
0.6836165189743042,11,3549,,,,,
0.9426159858703613,11,3599,,,,,
0.8674153685569763,11,3649,,,,,
0.9194808006286621,11,3699,,,,,
,11,3743,0.6995000243186951,0.9280371069908142,,,
,11,3743,,,0.7196999788284302,0.7407351732254028,
0.7924876809120178,12,3749,,,,,
0.9515450596809387,12,3799,,,,,
0.6429822444915771,12,3849,,,,,
0.6758612394332886,12,3899,,,,,
0.7378607392311096,12,3949,,,,,
0.9180489778518677,12,3999,,,,,
0.960106611251831,12,4049,,,,,
,12,4055,0.733299970626831,0.8469380736351013,,,
,12,4055,,,0.7635999917984009,0.7515774965286255,
0.8243802785873413,13,4099,,,,,
0.6021113991737366,13,4149,,,,,
0.7732735872268677,13,4199,,,,,
0.7577053308486938,13,4249,,,,,
0.5664579272270203,13,4299,,,,,
0.6529480814933777,13,4349,,,,,
,13,4367,0.7487000226974487,0.8063624501228333,,,
,13,4367,,,0.7752000093460083,0.760817289352417,
0.7587557435035706,14,4399,,,,,
0.9302650690078735,14,4449,,,,,
0.6706782579421997,14,4499,,,,,
0.7774115800857544,14,4549,,,,,
