train_loss,step,epoch,val_acc,val_loss,train_acc,test_acc
2.072077751159668,49,0,,,,
1.9392439126968384,99,0,,,,
1.856451153755188,149,0,,,,
1.7395743131637573,199,0,,,,
1.780715823173523,249,0,,,,
1.687630295753479,299,0,,,,
,311,0,0.4869000017642975,1.652664303779602,,
,311,0,,,0.3716195821762085,0.5073999762535095
1.6319056749343872,349,1,,,,
1.691479206085205,399,1,,,,
1.6170170307159424,449,1,,,,
1.5779314041137695,499,1,,,,
1.5885862112045288,549,1,,,,
1.5247480869293213,599,1,,,,
,623,1,0.4526999890804291,1.7333709001541138,,
,623,1,,,0.5239132642745972,0.47870001196861267
1.4658865928649902,649,2,,,,
1.4927865266799927,699,2,,,,
1.409852385520935,749,2,,,,
1.3530781269073486,799,2,,,,
1.262243390083313,849,2,,,,
1.4485437870025635,899,2,,,,
,935,2,0.608299970626831,1.4099032878875732,,
,935,2,,,0.6082983016967773,0.6320000290870667
1.3574835062026978,949,3,,,,
1.225221037864685,999,3,,,,
1.2751384973526,1049,3,,,,
1.3311330080032349,1099,3,,,,
1.3833352327346802,1149,3,,,,
1.2911385297775269,1199,3,,,,
,1247,3,0.6794000267982483,1.247558832168579,,
,1247,3,,,0.6655648946762085,0.7117999792098999
1.298093318939209,1249,4,,,,
1.138480305671692,1299,4,,,,
1.1504955291748047,1349,4,,,,
1.2266418933868408,1399,4,,,,
1.290986180305481,1449,4,,,,
1.270349383354187,1499,4,,,,
1.2638236284255981,1549,4,,,,
,1559,4,0.6291000247001648,1.3343595266342163,,
,1559,4,,,0.6980168223381042,0.65420001745224
1.1868773698806763,1599,5,,,,
1.1776173114776611,1649,5,,,,
1.0559988021850586,1699,5,,,,
1.0350332260131836,1749,5,,,,
1.1885733604431152,1799,5,,,,
1.1356364488601685,1849,5,,,,
,1871,5,0.6940000057220459,1.1830953359603882,,
,1871,5,,,0.7245593070983887,0.7228000164031982
1.0263147354125977,1899,6,,,,
1.2046400308609009,1949,6,,,,
0.9975736737251282,1999,6,,,,
1.1785048246383667,2049,6,,,,
1.0056852102279663,2099,6,,,,
1.0039012432098389,2149,6,,,,
,2183,6,0.736299991607666,1.0801372528076172,,
,2183,6,,,0.7444160580635071,0.7754999995231628
0.9613258242607117,2199,7,,,,
1.0978785753250122,2249,7,,,,
0.9043960571289062,2299,7,,,,
0.9251872301101685,2349,7,,,,
1.0444798469543457,2399,7,,,,
0.9775857925415039,2449,7,,,,
,2495,7,0.7537000179290771,1.025394082069397,,
,2495,7,,,0.7609425187110901,0.7900000214576721
1.0140125751495361,2499,8,,,,
0.9272128939628601,2549,8,,,,
0.973079264163971,2599,8,,,,
1.0183528661727905,2649,8,,,,
1.0483564138412476,2699,8,,,,
1.0749030113220215,2749,8,,,,
1.0664912462234497,2799,8,,,,
,2807,8,0.7641000151634216,0.9876543879508972,,
,2807,8,,,0.7699068784713745,0.8014000058174133
0.8814730048179626,2849,9,,,,
0.8710660338401794,2899,9,,,,
0.8603991270065308,2949,9,,,,
0.8566745519638062,2999,9,,,,
1.0062365531921387,3049,9,,,,
0.9705529808998108,3099,9,,,,
,3119,9,0.7340999841690063,1.0535005331039429,,
,3119,9,,,0.7854316830635071,0.7609000205993652
0.9267808198928833,3149,10,,,,
0.9304196834564209,3199,10,,,,
0.8799925446510315,3249,10,,,,
0.8533837199211121,3299,10,,,,
0.8878004550933838,3349,10,,,,
0.8772401809692383,3399,10,,,,
,3431,10,0.7555999755859375,0.9822433590888977,,
,3431,10,,,0.7898887991905212,0.7889999747276306
0.8608493804931641,3449,11,,,,
0.8435006141662598,3499,11,,,,
0.9308462142944336,3549,11,,,,
0.8347707390785217,3599,11,,,,
0.8144283890724182,3649,11,,,,
0.7959762811660767,3699,11,,,,
,3743,11,0.7745000123977661,0.917359471321106,,
,3743,11,,,0.8006811141967773,0.810699999332428
0.8813319802284241,3749,12,,,,
0.9112547039985657,3799,12,,,,
0.7640495896339417,3849,12,,,,
0.8881312012672424,3899,12,,,,
0.8494563698768616,3949,12,,,,
0.789340615272522,3999,12,,,,
0.8846849203109741,4049,12,,,,
,4055,12,0.7771000266075134,0.8997914791107178,,
,4055,12,,,0.8083683848381042,0.8167999982833862
0.8810449838638306,4099,13,,,,
0.9797428846359253,4149,13,,,,
0.7346482872962952,4199,13,,,,
0.8099616169929504,4249,13,,,,
0.7257058024406433,4299,13,,,,
0.831299364566803,4349,13,,,,
,4367,13,0.7695000171661377,0.9111998081207275,,
,4367,13,,,0.8123497366905212,0.810699999332428
0.8106213808059692,4399,14,,,,
0.8716216087341309,4449,14,,,,
0.7443891763687134,4499,14,,,,
0.6541303396224976,4549,14,,,,
0.796902060508728,4599,14,,,,
0.721337080001831,4649,14,,,,
,4679,14,0.7581999897956848,0.9145495295524597,,
,4679,14,,,0.8233423233032227,0.7939000129699707
0.9145237803459167,4699,15,,,,
0.8024911880493164,4749,15,,,,
0.8426061868667603,4799,15,,,,
0.7003337144851685,4849,15,,,,
0.795558750629425,4899,15,,,,
0.9322102069854736,4949,15,,,,
,4991,15,0.7860000133514404,0.8555306792259216,,
,4991,15,,,0.8263722062110901,0.8258000016212463
0.6181218028068542,4999,16,,,,
0.7228930592536926,5049,16,,,,
0.7420089840888977,5099,16,,,,
0.7779731154441833,5149,16,,,,
0.6574000716209412,5199,16,,,,
0.6377183794975281,5249,16,,,,
0.8514847159385681,5299,16,,,,
,5303,16,0.8029999732971191,0.809456467628479,,
,5303,16,,,0.8348106741905212,0.8410999774932861
0.7251287698745728,5349,17,,,,
0.8095517158508301,5399,17,,,,
0.6252104043960571,5449,17,,,,
0.7962620854377747,5499,17,,,,
0.7042595148086548,5549,17,,,,
0.6575582027435303,5599,17,,,,
,5615,17,0.7871999740600586,0.8260703086853027,,
,5615,17,,,0.8369390964508057,0.8335999846458435
0.7204886078834534,5649,18,,,,
0.7374840378761292,5699,18,,,,
0.5513390302658081,5749,18,,,,
0.8183987736701965,5799,18,,,,
0.6508777737617493,5849,18,,,,
0.6180928945541382,5899,18,,,,
,5927,18,0.7996000051498413,0.8067020177841187,,
,5927,18,,,0.8413962125778198,0.8361999988555908
0.7243373394012451,5949,19,,,,
0.7923863530158997,5999,19,,,,
0.6683467626571655,6049,19,,,,
0.6799721121788025,6099,19,,,,
0.6520364880561829,6149,19,,,,
0.570930540561676,6199,19,,,,
,6239,19,0.7932999730110168,0.8011131882667542,,
,6239,19,,,0.8455278277397156,0.8442999720573425
0.6827716827392578,6249,20,,,,
0.6143782138824463,6299,20,,,,
0.608272910118103,6349,20,,,,
0.5785778760910034,6399,20,,,,
0.8409342169761658,6449,20,,,,
0.6680748462677002,6499,20,,,,
0.7613622546195984,6549,20,,,,
,6551,20,0.8120999932289124,0.7563117742538452,,
,6551,20,,,0.8484324812889099,0.8571000099182129
0.6474185585975647,6599,21,,,,
0.5712189674377441,6649,21,,,,
0.5553600788116455,6699,21,,,,
0.6203269362449646,6749,21,,,,
0.578567624092102,6799,21,,,,
0.6779956817626953,6849,21,,,,
,6863,21,0.8008999824523926,0.7726444602012634,,
,6863,21,,,0.8549429178237915,0.8476999998092651
0.5456544160842896,6899,22,,,,
0.5801282525062561,6949,22,,,,
0.6723772883415222,6999,22,,,,
0.6778437495231628,7049,22,,,,
0.5453627705574036,7099,22,,,,
0.6761505007743835,7149,22,,,,
,7175,22,0.8082000017166138,0.7528806924819946,,
,7175,22,,,0.8594250679016113,0.8590999841690063
0.5986732840538025,7199,23,,,,
0.5482083559036255,7249,23,,,,
0.5925813913345337,7299,23,,,,
0.6310621500015259,7349,23,,,,
0.6153770685195923,7399,23,,,,
0.6314907073974609,7449,23,,,,
,7487,23,0.79830002784729,0.7792991995811462,,
,7487,23,,,0.8602514266967773,0.8327000141143799
0.5445543527603149,7499,24,,,,
0.5109707117080688,7549,24,,,,
0.5967963337898254,7599,24,,,,
0.6220219135284424,7649,24,,,,
0.5351378321647644,7699,24,,,,
0.5756379961967468,7749,24,,,,
0.5585315823554993,7799,24,,,,
,7799,24,0.8016999959945679,0.7522950768470764,,
,7799,24,,,0.8652844429016113,0.8449000120162964
0.7532669305801392,7849,25,,,,
0.47988590598106384,7899,25,,,,
0.7033721804618835,7949,25,,,,
0.4893684685230255,7999,25,,,,
0.6804442405700684,8049,25,,,,
0.6681612133979797,8099,25,,,,
,8111,25,0.8183000087738037,0.7159977555274963,,
,8111,25,,,0.8674629330635071,0.859000027179718
0.584049642086029,8149,26,,,,
0.6011381149291992,8199,26,,,,
0.4533586800098419,8249,26,,,,
0.5541142821311951,8299,26,,,,
0.5145120620727539,8349,26,,,,
0.5969679355621338,8399,26,,,,
,8423,26,0.807699978351593,0.7438046932220459,,
,8423,26,,,0.8716446161270142,0.8517000079154968
0.5558691620826721,8449,27,,,,
0.5046018958091736,8499,27,,,,
0.5941479802131653,8549,27,,,,
0.6635216474533081,8599,27,,,,
0.4188745617866516,8649,27,,,,
0.631140947341919,8699,27,,,,
,8735,27,0.794700026512146,0.772213339805603,,
,8735,27,,,0.8726462125778198,0.8299000263214111
0.47382858395576477,8749,28,,,,
0.5037638545036316,8799,28,,,,
0.49350064992904663,8849,28,,,,
0.40597328543663025,8899,28,,,,
0.4341653287410736,8949,28,,,,
0.4748328626155853,8999,28,,,,
,9047,28,0.8133999705314636,0.7204897403717041,,
,9047,28,,,0.8751752972602844,0.8483999967575073
0.3431488275527954,9049,29,,,,
0.5713311433792114,9099,29,,,,
0.5044481158256531,9149,29,,,,
0.477245032787323,9199,29,,,,
0.717358410358429,9249,29,,,,
0.5600128769874573,9299,29,,,,
0.48369506001472473,9349,29,,,,
,9359,29,0.8123999834060669,0.7307960391044617,,
,9359,29,,,0.8795071840286255,0.8507000207901001
0.4869079291820526,9399,30,,,,
0.5782889127731323,9449,30,,,,
0.4747917354106903,9499,30,,,,
0.517169713973999,9549,30,,,,
0.4107242524623871,9599,30,,,,
0.455255925655365,9649,30,,,,
,9671,30,0.8410000205039978,0.6428307890892029,,
,9671,30,,,0.9043970108032227,0.8878999948501587
0.4324101209640503,9699,31,,,,
0.4889776408672333,9749,31,,,,
0.29625189304351807,9799,31,,,,
0.5100253820419312,9849,31,,,,
0.3425733149051666,9899,31,,,,
0.44223326444625854,9949,31,,,,
,9983,31,0.8445000052452087,0.6393159031867981,,
,9983,31,,,0.9140875339508057,0.8880000114440918
0.5192145705223083,9999,32,,,,
0.5607601404190063,10049,32,,,,
0.38336890935897827,10099,32,,,,
0.39657163619995117,10149,32,,,,
0.4104143977165222,10199,32,,,,
0.4421636462211609,10249,32,,,,
,10295,32,0.847000002861023,0.6338077187538147,,
,10295,32,,,0.9166165590286255,0.8899000287055969
0.4399142265319824,10299,33,,,,
0.42075788974761963,10349,33,,,,
0.3905075192451477,10399,33,,,,
0.40395060181617737,10449,33,,,,
0.42447131872177124,10499,33,,,,
0.46507278084754944,10549,33,,,,
0.44653022289276123,10599,33,,,,
,10607,33,0.8443999886512756,0.6401220560073853,,
,10607,33,,,0.9184695482254028,0.8881000280380249
0.4369325339794159,10649,34,,,,
0.4867067337036133,10699,34,,,,
0.5202782154083252,10749,34,,,,
0.48255184292793274,10799,34,,,,
0.36104923486709595,10849,34,,,,
0.5210865139961243,10899,34,,,,
,10919,34,0.8445000052452087,0.6419846415519714,,
,10919,34,,,0.9204727411270142,0.8871999979019165
0.4339672327041626,10949,35,,,,
0.5742587447166443,10999,35,,,,
0.5019932985305786,11049,35,,,,
0.34534892439842224,11099,35,,,,
0.5402942299842834,11149,35,,,,
0.5136683583259583,11199,35,,,,
,11231,35,0.8468000292778015,0.6372290253639221,,
,11231,35,,,0.921950101852417,0.8919000029563904
0.43430766463279724,11249,36,,,,
0.3909200131893158,11299,36,,,,
0.3504619896411896,11349,36,,,,
0.4316709637641907,11399,36,,,,
0.3696088492870331,11449,36,,,,
0.4685251712799072,11499,36,,,,
,11543,36,0.8442000150680542,0.642388641834259,,
,11543,36,,,0.9217247366905212,0.8859999775886536
0.4021615982055664,11549,37,,,,
0.39249932765960693,11599,37,,,,
0.4444708228111267,11649,37,,,,
0.2829064428806305,11699,37,,,,
0.3805418312549591,11749,37,,,,
0.43775197863578796,11799,37,,,,
0.4062025249004364,11849,37,,,,
,11855,37,0.8452000021934509,0.6397254467010498,,
,11855,37,,,0.9254807829856873,0.8865000009536743
0.30798983573913574,11899,38,,,,
0.33834120631217957,11949,38,,,,
0.4034543037414551,11999,38,,,,
0.3487910032272339,12049,38,,,,
0.3441620171070099,12099,38,,,,
