epoch,step,train_loss,val_acc2,val_acc1,test_acc,train_acc2,train_acc1
8,2599,0.24946197867393494,,,,,
8,2649,0.27188658714294434,,,,,
8,2699,0.2502219080924988,,,,,
8,2749,0.2477572113275528,,,,,
8,2799,0.22473369538784027,,,,,
8,2807,,0.4896000027656555,0.5023999810218811,,,
8,2807,,,,0.5543000102043152,0.48875701427459717,0.4831981062889099
9,2849,0.1986171007156372,,,,,
9,2899,0.23888255655765533,,,,,
9,2949,0.22351998090744019,,,,,
9,2999,0.23029349744319916,,,,,
9,3049,0.20929169654846191,,,,,
9,3099,0.26640793681144714,,,,,
9,3119,,0.4925000071525574,0.5005999803543091,,,
9,3119,,,,0.5507000088691711,0.5001502633094788,0.5020532608032227
10,3149,0.19158580899238586,,,,,
10,3199,0.23945631086826324,,,,,
10,3249,0.2338414341211319,,,,,
10,3299,0.21251261234283447,,,,,
10,3349,0.18772102892398834,,,,,
10,3399,0.22946925461292267,,,,,
10,3431,,0.5163000226020813,0.5267999768257141,,,
10,3431,,,,0.5760999917984009,0.5075370669364929,0.5041816830635071
11,3449,0.2787039279937744,,,,,
11,3499,0.22491027414798737,,,,,
11,3549,0.27941495180130005,,,,,
11,3599,0.25909146666526794,,,,,
11,3649,0.2825872600078583,,,,,
11,3699,0.36751440167427063,,,,,
11,3743,,0.4733999967575073,0.4772000014781952,,,
11,3743,,,,0.5267999768257141,0.48349860310554504,0.48910757899284363
12,3749,0.23877738416194916,,,,,
12,3799,0.20431073009967804,,,,,
12,3849,0.21358895301818848,,,,,
12,3899,0.23891974985599518,,,,,
12,3949,0.320354700088501,,,,,
12,3999,0.2620809078216553,,,,,
12,4049,0.2016487717628479,,,,,
12,4055,,0.4959999918937683,0.48989999294281006,,,
12,4055,,,,0.541700005531311,0.4785907566547394,0.47869089245796204
13,4099,0.202428936958313,,,,,
13,4149,0.31157445907592773,,,,,
13,4199,0.31683656573295593,,,,,
13,4249,0.2884044945240021,,,,,
13,4299,0.3651916980743408,,,,,
13,4349,0.28783702850341797,,,,,
13,4367,,0.4277999997138977,0.42080000042915344,,,
13,4367,,,,0.4772000014781952,0.44561296701431274,0.4440855383872986
14,4399,0.26864200830459595,,,,,
14,4449,0.26107680797576904,,,,,
14,4499,0.25154757499694824,,,,,
14,4549,0.2968226671218872,,,,,
14,4599,0.23900291323661804,,,,,
14,4649,0.205387681722641,,,,,
14,4679,,0.4846999943256378,0.4472000002861023,,,
14,4679,,,,0.4993000030517578,0.45192307233810425,0.45835837721824646
15,4699,0.2836715877056122,,,,,
15,4749,0.3758242726325989,,,,,
15,4799,0.2800513505935669,,,,,
15,4849,0.3148329555988312,,,,,
15,4899,0.24778316915035248,,,,,
15,4949,0.2830371558666229,,,,,
15,4991,,0.45509999990463257,0.446399986743927,,,
15,4991,,,,0.49729999899864197,0.4301382303237915,0.4287109375
16,4999,0.2781224548816681,,,,,
16,5049,0.23762859404087067,,,,,
16,5099,0.3081617057323456,,,,,
16,5149,0.24726302921772003,,,,,
16,5199,0.23803594708442688,,,,,
16,5249,0.24373731017112732,,,,,
16,5299,0.2714119851589203,,,,,
16,5303,,0.412200003862381,0.375,,,
16,5303,,,,0.4036000072956085,0.46564504504203796,0.4663461446762085
17,5349,0.33171626925468445,,,,,
17,5399,0.28319311141967773,,,,,
17,5449,0.2661847770214081,,,,,
17,5499,0.24277818202972412,,,,,
17,5549,0.23651400208473206,,,,,
17,5599,0.17925773561000824,,,,,
17,5615,,0.4846000075340271,0.4740000069141388,,,
17,5615,,,,0.5267000198364258,0.4391275942325592,0.4374248683452606
18,5649,0.27360308170318604,,,,,
18,5699,0.23945263028144836,,,,,
18,5749,0.29435569047927856,,,,,
18,5799,0.25247618556022644,,,,,
18,5849,0.40329521894454956,,,,,
18,5899,0.2706151008605957,,,,,
18,5927,,0.4657000005245209,0.45969998836517334,,,
18,5927,,,,0.5042999982833862,0.44926881790161133,0.4595102071762085
19,5949,0.24196447432041168,,,,,
19,5999,0.21749085187911987,,,,,
19,6049,0.18835899233818054,,,,,
19,6099,0.26269739866256714,,,,,
19,6149,0.2855321764945984,,,,,
19,6199,0.27322158217430115,,,,,
19,6239,,0.4032000005245209,0.42419999837875366,,,
19,6239,,,,0.46889999508857727,0.45978567004203796,0.46637120842933655
20,6249,0.27269458770751953,,,,,
20,6299,0.5574399828910828,,,,,
20,6349,0.33370351791381836,,,,,
20,6399,0.2846400737762451,,,,,
20,6449,0.38826385140419006,,,,,
20,6499,0.307384729385376,,,,,
20,6549,0.3062403202056885,,,,,
20,6551,,0.391400009393692,0.383899986743927,,,
20,6551,,,,0.41449999809265137,0.37489983439445496,0.3751251995563507
21,6599,0.28664085268974304,,,,,
21,6649,0.2722271680831909,,,,,
21,6699,0.2988201379776001,,,,,
21,6749,0.2679993808269501,,,,,
21,6799,0.2462499588727951,,,,,
21,6849,0.30330318212509155,,,,,
21,6863,,0.4205999970436096,0.39559999108314514,,,
21,6863,,,,0.43470001220703125,0.41977164149284363,0.41103264689445496
22,6899,0.2778114974498749,,,,,
22,6949,0.23193415999412537,,,,,
22,6999,0.270303338766098,,,,,
22,7049,0.22085674107074738,,,,,
22,7099,0.27457043528556824,,,,,
22,7149,0.2624962031841278,,,,,
22,7175,,0.47870001196861267,0.4779999852180481,,,
22,7175,,,,0.5343999862670898,0.4488181173801422,0.44633913040161133
23,7199,0.262129545211792,,,,,
23,7249,0.2032690942287445,,,,,
23,7299,0.24172666668891907,,,,,
23,7349,0.1999061405658722,,,,,
23,7399,0.2114342451095581,,,,,
23,7449,0.21777841448783875,,,,,
23,7487,,0.5052000284194946,0.48159998655319214,,,
23,7487,,,,0.5349000096321106,0.48687902092933655,0.4838491678237915
24,7499,0.23720647394657135,,,,,
24,7549,0.20261211693286896,,,,,
24,7599,0.1870799958705902,,,,,
24,7649,0.19499360024929047,,,,,
24,7699,0.2485538125038147,,,,,
24,7749,0.20917436480522156,,,,,
24,7799,0.2190036028623581,,,,,
24,7799,,0.5074999928474426,0.5034999847412109,,,
24,7799,,,,0.5608999729156494,0.49371495842933655,0.49436599016189575
25,7849,0.18890848755836487,,,,,
25,7899,0.24905255436897278,,,,,
25,7949,0.18244679272174835,,,,,
25,7999,0.2673529088497162,,,,,
25,8049,0.19445890188217163,,,,,
25,8099,0.22255001962184906,,,,,
25,8111,,0.492900013923645,0.504800021648407,,,
25,8111,,,,0.5598999857902527,0.4985727071762085,0.49506711959838867
26,8149,0.3224385976791382,,,,,
26,8199,0.2750704884529114,,,,,
26,8249,0.3192862570285797,,,,,
26,8299,0.2514212429523468,,,,,
26,8349,0.25285226106643677,,,,,
26,8399,0.26850640773773193,,,,,
26,8423,,0.4526999890804291,0.3776000142097473,,,
26,8423,,,,0.4140999913215637,0.44526243209838867,0.4513722062110901
27,8449,0.36949622631073,,,,,
27,8499,0.2993476092815399,,,,,
27,8549,0.3350276052951813,,,,,
27,8599,0.2610180377960205,,,,,
27,8649,0.25683069229125977,,,,,
27,8699,0.28256934881210327,,,,,
27,8735,,0.4674000144004822,0.4779999852180481,,,
27,8735,,,,0.5263000130653381,0.4416065812110901,0.4420072138309479
28,8749,0.2759023606777191,,,,,
28,8799,0.26020073890686035,,,,,
28,8849,0.23613105714321136,,,,,
28,8899,0.23365063965320587,,,,,
28,8949,0.2568885087966919,,,,,
28,8999,0.26480257511138916,,,,,
28,9047,,0.4830000102519989,0.48669999837875366,,,
28,9047,,,,0.535099983215332,0.4692007303237915,0.47198015451431274
29,9049,0.24298648536205292,,,,,
29,9099,0.22738972306251526,,,,,
29,9149,0.2840546667575836,,,,,
29,9199,0.3732720911502838,,,,,
29,9249,0.3262067437171936,,,,,
29,9299,0.31076401472091675,,,,,
29,9349,0.24848774075508118,,,,,
29,9359,,0.4530999958515167,0.4562999904155731,,,
29,9359,,,,0.4984000027179718,0.4429086446762085,0.44633913040161133
30,9399,0.27072012424468994,,,,,
30,9449,0.24208573997020721,,,,,
30,9499,0.22108590602874756,,,,,
30,9549,0.26197031140327454,,,,,
30,9599,0.21282057464122772,,,,,
30,9649,0.216691255569458,,,,,
30,9671,,0.47760000824928284,0.48660001158714294,,,
30,9671,,,,0.5446000099182129,0.4625150263309479,0.4674980044364929
31,9699,0.22039704024791718,,,,,
31,9749,0.21365545690059662,,,,,
31,9799,0.601223886013031,,,,,
31,9849,0.33505380153656006,,,,,
31,9899,0.2905481457710266,,,,,
31,9949,0.260029137134552,,,,,
31,9983,,0.41260001063346863,0.4226999878883362,,,
31,9983,,,,0.46059998869895935,0.4250801205635071,0.4291616678237915
32,9999,0.28640076518058777,,,,,
32,10049,0.28424811363220215,,,,,
32,10099,0.2562532126903534,,,,,
32,10149,0.2676601707935333,,,,,
32,10199,0.2515915632247925,,,,,
32,10249,0.2827695608139038,,,,,
32,10295,,0.40689998865127563,0.3336000144481659,,,
32,10295,,,,0.3580999970436096,0.4358724057674408,0.4367988705635071
33,10299,0.36195436120033264,,,,,
33,10349,0.378806471824646,,,,,
33,10399,0.3015015125274658,,,,,
33,10449,0.3009822964668274,,,,,
33,10499,0.26613643765449524,,,,,
33,10549,0.24575607478618622,,,,,
33,10599,0.2444501370191574,,,,,
33,10607,,0.4555000066757202,0.4544999897480011,,,
33,10607,,,,0.5042999982833862,0.4235526919364929,0.4111328125
34,10649,0.2809610664844513,,,,,
34,10699,0.2737218737602234,,,,,
34,10749,0.2862350344657898,,,,,
34,10799,0.24932008981704712,,,,,
34,10849,0.22037170827388763,,,,,
34,10899,0.21364419162273407,,,,,
34,10919,,0.4526999890804291,0.47279998660087585,,,
34,10919,,,,0.5332000255584717,0.46063703298568726,0.4591847062110901
35,10949,0.24000544846057892,,,,,
35,10999,0.2474183589220047,,,,,
35,11049,0.2133045643568039,,,,,
35,11099,0.22428344190120697,,,,,
35,11149,0.2284659445285797,,,,,
35,11199,0.21282321214675903,,,,,
35,11231,,0.478300005197525,0.4885999858379364,,,
35,11231,,,,0.5368000268936157,0.4723808169364929,0.47125402092933655
36,11249,0.21373112499713898,,,,,
36,11299,0.209735706448555,,,,,
36,11349,0.24682697653770447,,,,,
36,11399,0.22161376476287842,,,,,
36,11449,0.2401718646287918,,,,,
36,11499,0.19710905849933624,,,,,
36,11543,,0.5030999779701233,0.4810999929904938,,,
36,11543,,,,0.5371999740600586,0.48785558342933655,0.48747995495796204
37,11549,0.2770848572254181,,,,,
37,11599,0.22503550350666046,,,,,
37,11649,0.22818610072135925,,,,,
37,11699,0.21482153236865997,,,,,
37,11749,0.188075453042984,,,,,
37,11799,0.2868805229663849,,,,,
37,11849,0.21234257519245148,,,,,
37,11855,,0.5012999773025513,0.49900001287460327,,,
37,11855,,,,0.5622000098228455,0.5027293562889099,0.4947415888309479
38,11899,0.2908535599708557,,,,,
38,11949,0.26493823528289795,,,,,
38,11999,0.2681494653224945,,,,,
38,12049,0.26065167784690857,,,,,
38,12099,0.2049523890018463,,,,,
38,12149,0.34741082787513733,,,,,
38,12167,,0.45010000467300415,0.46160000562667847,,,
38,12167,,,,0.5019999742507935,0.48447516560554504,0.4773387312889099
39,12199,0.27568504214286804,,,,,
39,12249,0.2678397297859192,,,,,
39,12299,0.24203923344612122,,,,,
39,12349,0.2996094226837158,,,,,
39,12399,0.23299922049045563,,,,,
39,12449,0.25153249502182007,,,,,
39,12479,,0.4837999939918518,0.49950000643730164,,,
39,12479,,,,0.5526999831199646,0.4761869013309479,0.4730568826198578
40,12499,0.2618345320224762,,,,,
40,12549,0.2244671881198883,,,,,
40,12599,0.22537466883659363,,,,,
40,12649,0.3544887900352478,,,,,
40,12699,0.23168742656707764,,,,,
40,12749,0.2557133734226227,,,,,
40,12791,,0.4977000057697296,0.49869999289512634,,,
40,12791,,,,0.5594000220298767,0.47613683342933655,0.4827974736690521
41,12799,0.21484453976154327,,,,,
41,12849,0.1971965879201889,,,,,
41,12899,0.21537508070468903,,,,,
41,12949,0.26335760951042175,,,,,
41,12999,0.34367233514785767,,,,,
41,13049,0.31101194024086,,,,,
41,13099,0.23112334311008453,,,,,
41,13103,,0.4959999918937683,0.49390000104904175,,,
41,13103,,,,0.5422000288963318,0.4858773946762085,0.48878204822540283
42,13149,0.2298177033662796,,,,,
42,13199,0.21666160225868225,,,,,
42,13249,0.20748044550418854,,,,,
42,13299,0.214784175157547,,,,,
42,13349,0.19245849549770355,,,,,
42,13399,0.1860443353652954,,,,,
42,13415,,0.5145999789237976,0.5026000142097473,,,
42,13415,,,,0.5641000270843506,0.4993489682674408,0.5023537874221802
43,13449,0.22099599242210388,,,,,
43,13499,0.20195360481739044,,,,,
43,13549,0.1877071112394333,,,,,
43,13599,0.20736101269721985,,,,,
43,13649,0.20328256487846375,,,,,
43,13699,0.1716206818819046,,,,,
43,13727,,0.5248000025749207,0.527899980545044,,,
43,13727,,,,0.5893999934196472,0.5134715437889099,0.5134715437889099
44,13749,0.1729455143213272,,,,,
44,13799,0.1925848424434662,,,,,
44,13849,0.20836567878723145,,,,,
44,13899,0.17670059204101562,,,,,
44,13949,0.20280000567436218,,,,,
44,13999,0.20339204370975494,,,,,
44,14039,,0.5364000201225281,0.5292999744415283,,,
44,14039,,,,0.5900999903678894,0.519606351852417,0.5212590098381042
45,14049,0.2109539955854416,,,,,
45,14099,0.2483540177345276,,,,,
45,14149,0.20045486092567444,,,,,
45,14199,0.2374700903892517,,,,,
45,14249,0.19352580606937408,,,,,
45,14299,0.16807949542999268,,,,,
45,14349,0.17991366982460022,,,,,
45,14351,,0.531000018119812,0.5299000144004822,,,
45,14351,,,,0.582099974155426,0.5143479704856873,0.5197816491127014
46,14399,0.21482807397842407,,,,,
46,14449,0.18032468855381012,,,,,
46,14499,0.2084210366010666,,,,,
46,14549,0.16196081042289734,,,,,
46,14599,0.2017728090286255,,,,,
46,14649,0.2028043419122696,,,,,
46,14663,,0.526199996471405,0.5209000110626221,,,
46,14663,,,,0.5875999927520752,0.5221104025840759,0.523362398147583
47,14699,0.2114911675453186,,,,,
47,14749,0.2129911333322525,,,,,
47,14799,0.2324935495853424,,,,,
47,14849,0.22745151817798615,,,,,
47,14899,0.223536878824234,,,,,
47,14949,0.25568413734436035,,,,,
47,14975,,0.49790000915527344,0.48179998993873596,,,
47,14975,,,,0.5267999768257141,0.5101412534713745,0.4974459111690521
48,14999,0.25274237990379333,,,,,
48,15049,0.22943410277366638,,,,,
48,15099,0.21722008287906647,,,,,
48,15149,0.1759277582168579,,,,,
48,15199,0.22906848788261414,,,,,
48,15249,0.2192065268754959,,,,,
48,15287,,0.5349000096321106,0.5184000134468079,,,
48,15287,,,,0.5748000144958496,0.5093899965286255,0.5066105723381042
49,15299,0.19354921579360962,,,,,
49,15349,0.18141722679138184,,,,,
49,15399,0.21895542740821838,,,,,
49,15449,0.19026340544223785,,,,,
49,15499,0.18421995639801025,,,,,
49,15549,0.18260866403579712,,,,,
49,15599,0.20841678977012634,,,,,
49,15599,,0.5394999980926514,0.5421000123023987,,,
49,15599,,,,0.6087999939918518,0.5271183848381042,0.5263922214508057
50,15649,0.1708652228116989,,,,,
50,15699,0.20373523235321045,,,,,
50,15749,0.16289782524108887,,,,,
50,15799,0.19175978004932404,,,,,
50,15849,0.2469010055065155,,,,,
50,15899,0.1738288849592209,,,,,
50,15911,,0.5292999744415283,0.5358999967575073,,,
50,15911,,,,0.5924000144004822,0.5295222401618958,0.5284956097602844
51,15949,0.20477847754955292,,,,,
51,15999,0.2164064645767212,,,,,
51,16049,0.2056935578584671,,,,,
51,16099,0.2021080106496811,,,,,
51,16149,0.2033470720052719,,,,,
51,16199,0.21179398894309998,,,,,
51,16223,,0.5419999957084656,0.524399995803833,,,
51,16223,,,,0.5916000008583069,0.5266175866127014,0.5267177224159241
52,16249,0.17822809517383575,,,,,
52,16299,0.22257618606090546,,,,,
52,16349,0.17135268449783325,,,,,
52,16399,0.17071446776390076,,,,,
52,16449,0.2020394206047058,,,,,
52,16499,0.2285066694021225,,,,,
52,16535,,0.5421000123023987,0.5414000153541565,,,
52,16535,,,,0.6010000109672546,0.5336538553237915,0.5346804857254028
53,16549,0.18155315518379211,,,,,
53,16599,0.1529240757226944,,,,,
53,16649,0.19716008007526398,,,,,
53,16699,0.15344801545143127,,,,,
53,16749,0.20310509204864502,,,,,
53,16799,0.2371995896100998,,,,,
53,16847,,0.5493000149726868,0.5471000075340271,,,
53,16847,,,,0.617900013923645,0.5393629670143127,0.5422425866127014
54,16849,0.20487335324287415,,,,,
54,16899,0.15455152094364166,,,,,
54,16949,0.18777501583099365,,,,,
54,16999,0.19855308532714844,,,,,
54,17049,0.1388908326625824,,,,,
54,17099,0.19526897370815277,,,,,
54,17149,0.16689544916152954,,,,,
54,17159,,0.5526999831199646,0.5394999980926514,,,
54,17159,,,,0.6026999950408936,0.5403144955635071,0.5459985733032227
55,17199,0.15529091656208038,,,,,
55,17249,0.19538486003875732,,,,,
55,17299,0.17216888070106506,,,,,
55,17349,0.2035054713487625,,,,,
55,17399,0.22517918050289154,,,,,
55,17449,0.162470743060112,,,,,
55,17471,,0.5515000224113464,0.5460000038146973,,,
55,17471,,,,0.6154999732971191,0.5432191491127014,0.5447716116905212
56,17499,0.22136527299880981,,,,,
56,17549,0.22124417126178741,,,,,
56,17599,0.21045643091201782,,,,,
56,17649,0.18812426924705505,,,,,
56,17699,0.18177548050880432,,,,,
56,17749,0.156732976436615,,,,,
56,17783,,0.5454000234603882,0.5329999923706055,,,
56,17783,,,,0.5982999801635742,0.5403395295143127,0.5390625
57,17799,0.1698008030653,,,,,
57,17849,0.18822677433490753,,,,,
57,17899,0.19902808964252472,,,,,
57,17949,0.14382250607013702,,,,,
57,17999,0.22494059801101685,,,,,
57,18049,0.21199704706668854,,,,,
57,18095,,0.520799994468689,0.4936999976634979,,,
57,18095,,,,0.5479000210762024,0.5408653616905212,0.5306740999221802
58,18099,0.2128075361251831,,,,,
58,18149,0.25372210144996643,,,,,
58,18199,0.2282608598470688,,,,,
58,18249,0.20059825479984283,,,,,
58,18299,0.24786897003650665,,,,,
58,18349,0.22290809452533722,,,,,
58,18399,0.2089719921350479,,,,,
58,18407,,0.5412999987602234,0.5264000296592712,,,
58,18407,,,,0.5879999995231628,0.5220352411270142,0.5097155570983887
59,18449,0.18135040998458862,,,,,
59,18499,0.1984865963459015,,,,,
59,18549,0.15617729723453522,,,,,
59,18599,0.19831277430057526,,,,,
59,18649,0.19038428366184235,,,,,
59,18699,0.20580877363681793,,,,,
59,18719,,0.5550000071525574,0.5508000254631042,,,
59,18719,,,,0.6158999800682068,0.5435696840286255,0.5380859375
60,18749,0.1805935800075531,,,,,
60,18799,0.24353618919849396,,,,,
60,18849,0.1926264613866806,,,,,
60,18899,0.1889525204896927,,,,,
60,18949,0.18533684313297272,,,,,
60,18999,0.22489292919635773,,,,,
60,19031,,0.5564000010490417,0.5465999841690063,,,
60,19031,,,,0.609000027179718,0.5488030910491943,0.5482522249221802
61,19049,0.16249026358127594,,,,,
61,19099,0.1574763059616089,,,,,
61,19149,0.16599594056606293,,,,,
61,19199,0.1691875457763672,,,,,
61,19249,0.15149050951004028,,,,,
61,19299,0.21531742811203003,,,,,
61,19343,,0.5580000281333923,0.5550000071525574,,,
61,19343,,,,0.6244999766349792,0.5533353090286255,0.5456981062889099
62,19349,0.15042228996753693,,,,,
62,19399,0.15034893155097961,,,,,
62,19449,0.17859984934329987,,,,,
62,19499,0.17042286694049835,,,,,
62,19549,0.18229706585407257,,,,,
62,19599,0.12721727788448334,,,,,
62,19649,0.15333113074302673,,,,,
62,19655,,0.5716999769210815,0.5648999810218811,,,
62,19655,,,,0.6322000026702881,0.5593699812889099,0.5566906929016113
63,19699,0.16380082070827484,,,,,
63,19749,0.18198062479496002,,,,,
63,19799,0.20229469239711761,,,,,
63,19849,0.17174573242664337,,,,,
63,19899,0.17828679084777832,,,,,
63,19949,0.15463867783546448,,,,,
63,19967,,0.5702000260353088,0.5652999877929688,,,
63,19967,,,,0.6309999823570251,0.5590695142745972,0.5577674508094788
64,19999,0.20632676780223846,,,,,
64,20049,0.22384917736053467,,,,,
64,20099,0.2511536777019501,,,,,
64,20149,0.3387424349784851,,,,,
64,20199,0.258174866437912,,,,,
64,20249,0.2393641620874405,,,,,
64,20279,,0.5289000272750854,0.5375999808311462,,,
64,20279,,,,0.603600025177002,0.5201823115348816,0.5264924168586731
65,20299,0.1869196742773056,,,,,
65,20349,0.19430096447467804,,,,,
65,20399,0.18282775580883026,,,,,
65,20449,0.18769650161266327,,,,,
65,20499,0.2181728631258011,,,,,
65,20549,0.1932040899991989,,,,,
65,20591,,0.5382000207901001,0.5464000105857849,,,
65,20591,,,,0.6057999730110168,0.545823335647583,0.5491536259651184
66,20599,0.19444119930267334,,,,,
66,20649,0.23312503099441528,,,,,
66,20699,0.15902510285377502,,,,,
66,20749,0.18328624963760376,,,,,
66,20799,0.1844702512025833,,,,,
66,20849,0.16156888008117676,,,,,
66,20899,0.17125733196735382,,,,,
66,20903,,0.5637000203132629,0.5687000155448914,,,
66,20903,,,,0.6366999745368958,0.5484274625778198,0.5511568784713745
67,20949,0.1759061962366104,,,,,
67,20999,0.19953632354736328,,,,,
67,21049,0.17795993387699127,,,,,
67,21099,0.18595722317695618,,,,,
67,21149,0.18212488293647766,,,,,
67,21199,0.16259290277957916,,,,,
67,21215,,0.5695000290870667,0.5684000253677368,,,
67,21215,,,,0.6317999958992004,0.560621976852417,0.5602464079856873
68,21249,0.1895245611667633,,,,,
68,21299,0.1951596885919571,,,,,
68,21349,0.15069791674613953,,,,,
68,21399,0.1885049045085907,,,,,
68,21449,0.2240782380104065,,,,,
68,21499,0.1969224214553833,,,,,
68,21527,,0.570900022983551,0.5669999718666077,,,
68,21527,,,,0.6302000284194946,0.5611227750778198,0.5634264945983887
69,21549,0.14632177352905273,,,,,
69,21599,0.1824180632829666,,,,,
69,21649,0.14120268821716309,,,,,
69,21699,0.15831220149993896,,,,,
69,21749,0.15458908677101135,,,,,
69,21799,0.1575750708580017,,,,,
69,21839,,0.5561000108718872,0.5640000104904175,,,
69,21839,,,,0.6298999786376953,0.5622245669364929,0.5678585767745972
70,21849,0.24275852739810944,,,,,
70,21899,0.19175367057323456,,,,,
70,21949,0.12732966244220734,,,,,
70,21999,0.15720809996128082,,,,,
70,22049,0.16264843940734863,,,,,
70,22099,0.16588319838047028,,,,,
70,22149,0.1760951280593872,,,,,
70,22151,,0.583899974822998,0.578499972820282,,,
70,22151,,,,0.6477000117301941,0.5643028616905212,0.5643278956413269
71,22199,0.17407187819480896,,,,,
71,22249,0.20042449235916138,,,,,
71,22299,0.13027076423168182,,,,,
71,22349,0.19118258357048035,,,,,
71,22399,0.2315365970134735,,,,,
71,22449,0.20435398817062378,,,,,
71,22463,,0.5667999982833862,0.5645999908447266,,,
71,22463,,,,0.6299999952316284,0.5665565133094788,0.5606971383094788
72,22499,0.17887349426746368,,,,,
72,22549,0.158816397190094,,,,,
72,22599,0.15522024035453796,,,,,
72,22649,0.17184579372406006,,,,,
72,22699,0.20303644239902496,,,,,
72,22749,0.18031612038612366,,,,,
72,22775,,0.5845000147819519,0.5782999992370605,,,
72,22775,,,,0.6463000178337097,0.5694862008094788,0.5689352750778198
73,22799,0.14535127580165863,,,,,
73,22849,0.16642329096794128,,,,,
73,22899,0.15863710641860962,,,,,
73,22949,0.17191042006015778,,,,,
73,22999,0.16541080176830292,,,,,
73,23049,0.1457260251045227,,,,,
73,23087,,0.5895000100135803,0.5916000008583069,,,
73,23087,,,,0.661899983882904,0.580153226852417,0.5804286599159241
74,23099,0.1555175930261612,,,,,
74,23149,0.203060582280159,,,,,
74,23199,0.14160853624343872,,,,,
74,23249,0.18297789990901947,,,,,
74,23299,0.12993571162223816,,,,,
74,23349,0.20842444896697998,,,,,
74,23399,0.16314281523227692,,,,,
74,23399,,0.5874999761581421,0.5892999768257141,,,
74,23399,,,,0.656000018119812,0.5811799168586731,0.5825821161270142
75,23449,0.14482322335243225,,,,,
75,23499,0.1586582213640213,,,,,
75,23549,0.13475710153579712,,,,,
75,23599,0.14962008595466614,,,,,
75,23649,0.1222105324268341,,,,,
75,23699,0.16127078235149384,,,,,
75,23711,,0.5924000144004822,0.59170001745224,,,
75,23711,,,,0.6593000292778015,0.5846604704856873,0.5831580758094788
76,23749,0.14969614148139954,,,,,
76,23799,0.1850862354040146,,,,,
76,23849,0.11285451054573059,,,,,
76,23899,0.14810314774513245,,,,,
76,23949,0.10946234315633774,,,,,
76,23999,0.12184025347232819,,,,,
76,24023,,0.5990999937057495,0.5924999713897705,,,
76,24023,,,,0.6603000164031982,0.5903946161270142,0.5893679857254028
77,24049,0.10220009088516235,,,,,
77,24099,0.1620362251996994,,,,,
77,24149,0.17901229858398438,,,,,
77,24199,0.1963501125574112,,,,,
77,24249,0.16164128482341766,,,,,
77,24299,0.11699977517127991,,,,,
