step,train_loss,epoch,val_acc,val_loss,test_acc
49,2.573185443878174,0,,,
99,2.365108013153076,0,,,
149,2.3315422534942627,0,,,
199,2.278026819229126,0,,,
249,2.1800005435943604,0,,,
299,1.941251277923584,0,,,
311,,0,0.17880000174045563,2.490799903869629,
311,,0,,,0.19946597516536713
349,4.055242538452148,1,,,
399,3.6790452003479004,1,,,
449,2.3391215801239014,1,,,
499,2.3574583530426025,1,,,
549,2.213611364364624,1,,,
599,2.191265344619751,1,,,
623,,1,0.28760001063346863,1.9923217296600342,
623,,1,,,0.30191850662231445
649,2.1245696544647217,2,,,
699,1.9168068170547485,2,,,
749,1.952052116394043,2,,,
799,1.9884319305419922,2,,,
849,1.8918390274047852,2,,,
899,2.076979637145996,2,,,
935,,2,0.34630000591278076,1.9511005878448486,
935,,2,,,0.37351661920547485
949,2.059506893157959,3,,,
999,2.062852621078491,3,,,
1049,2.067518472671509,3,,,
1099,1.9074941873550415,3,,,
1149,2.017876625061035,3,,,
1199,2.1527621746063232,3,,,
1247,,3,0.3743000030517578,1.7477338314056396,
1247,,3,,,0.3896360695362091
1249,2.1693007946014404,4,,,
1299,2.123511791229248,4,,,
1349,2.127650499343872,4,,,
1399,1.8622654676437378,4,,,
1449,1.8369536399841309,4,,,
1499,1.888041615486145,4,,,
1549,1.8817660808563232,4,,,
1559,,4,0.4077000021934509,1.6780019998550415,
1559,,4,,,0.422468364238739
1599,2.185633659362793,5,,,
1649,1.9213740825653076,5,,,
1699,2.0133230686187744,5,,,
1749,2.0864787101745605,5,,,
1799,2.0070950984954834,5,,,
1849,1.9881669282913208,5,,,
1871,,5,0.43299999833106995,1.6187446117401123,
1871,,5,,,0.43967562913894653
1899,1.9513025283813477,6,,,
1949,1.8165717124938965,6,,,
1999,1.8842027187347412,6,,,
2049,2.0586142539978027,6,,,
2099,1.838104009628296,6,,,
2149,2.0767595767974854,6,,,
2183,,6,0.43790000677108765,1.634602665901184,
2183,,6,,,0.45233386754989624
2199,2.0720715522766113,7,,,
2249,2.035205364227295,7,,,
2299,1.7450307607650757,7,,,
2349,1.9404548406600952,7,,,
2399,1.8696880340576172,7,,,
2449,1.7416225671768188,7,,,
2495,,7,0.4675000011920929,1.547438144683838,
2495,,7,,,0.4714201092720032
2499,2.00864315032959,8,,,
2549,2.0018374919891357,8,,,
