train_loss,step,epoch,train_acc,test_acc,mix_match_loss
1.9891242980957031,49,0,,,
2.004514694213867,99,0,,,
1.9738727807998657,149,0,,,
2.022569179534912,199,0,,,
1.9357882738113403,249,0,,,
1.818487524986267,299,0,,,
1.8678700923919678,349,0,,,
,389,0,0.309435099363327,0.4837999939918518,
1.77216637134552,399,1,,,
1.7137950658798218,449,1,,,
1.771004557609558,499,1,,,
1.8827204704284668,549,1,,,
1.6213573217391968,599,1,,,
1.7093541622161865,649,1,,,
1.691807508468628,699,1,,,
1.8609273433685303,749,1,,,
,779,1,0.4015224277973175,0.5152000188827515,
1.7526551485061646,799,2,,,
1.5676360130310059,849,2,,,
1.7774854898452759,899,2,,,
1.5279039144515991,949,2,,,
1.6149011850357056,999,2,,,
1.6962800025939941,1049,2,,,
1.5818880796432495,1099,2,,,
1.6423604488372803,1149,2,,,
,1169,2,0.43910256028175354,0.5878000259399414,
1.7440142631530762,1199,3,,,
1.7376296520233154,1249,3,,,
1.4836674928665161,1299,3,,,
1.5811080932617188,1349,3,,,
1.570176601409912,1399,3,,,
1.6084526777267456,1449,3,,,
1.5479391813278198,1499,3,,,
1.6899218559265137,1549,3,,,
,1559,3,0.4715745151042938,0.6366000175476074,
1.738020896911621,1599,4,,,
1.8504153490066528,1649,4,,,
1.6423667669296265,1699,4,,,
1.6314687728881836,1749,4,,,
1.5717600584030151,1799,4,,,
1.6869494915008545,1849,4,,,
1.5212785005569458,1899,4,,,
1.692183494567871,1949,4,,,
,1949,4,0.49611377716064453,0.6690999865531921,
1.5846376419067383,1999,5,,,
1.6104353666305542,2049,5,,,
1.511655330657959,2099,5,,,
1.4760204553604126,2149,5,,,
1.5201959609985352,2199,5,,,
1.664322853088379,2249,5,,,
1.6163705587387085,2299,5,,,
,2339,5,0.5106169581413269,0.73580002784729,
1.2952500581741333,2349,6,,,
1.4189660549163818,2399,6,,,
1.6587932109832764,2449,6,,,
1.6142877340316772,2499,6,,,
1.5419248342514038,2549,6,,,
1.3930808305740356,2599,6,,,
1.549833059310913,2649,6,,,
1.574475646018982,2699,6,,,
,2729,6,0.5192508101463318,0.7106999754905701,
1.415376901626587,2749,7,,,
1.5906037092208862,2799,7,,,
1.6680757999420166,2849,7,,,
1.5990737676620483,2899,7,,,
1.7052334547042847,2949,7,,,
1.5699102878570557,2999,7,,,
1.4915122985839844,3049,7,,,
1.39737868309021,3099,7,,,
,3119,7,0.5326722860336304,0.7339000105857849,
1.3438664674758911,3149,8,,,
1.4311615228652954,3199,8,,,
1.320249319076538,3249,8,,,
1.3573384284973145,3299,8,,,
1.4027636051177979,3349,8,,,
1.5891462564468384,3399,8,,,
1.416980504989624,3449,8,,,
1.5162849426269531,3499,8,,,
,3509,8,0.5390825271606445,0.7285000085830688,
1.3325419425964355,3549,9,,,
1.3290481567382812,3599,9,,,
1.4342786073684692,3649,9,,,
1.448319673538208,3699,9,,,
1.441461205482483,3749,9,,,
1.3716593980789185,3799,9,,,
1.3883142471313477,3849,9,,,
1.2832010984420776,3899,9,,,
,3899,9,0.5457531809806824,0.7533000111579895,
1.4000413417816162,3949,10,,,
1.4099045991897583,3999,10,,,
1.4131417274475098,4049,10,,,
1.364255428314209,4099,10,,,
1.5003662109375,4149,10,,,
1.3309117555618286,4199,10,,,
1.4632319211959839,4249,10,,,
,4289,10,0.5499599575996399,0.732699990272522,
1.4244847297668457,4299,11,,,
1.2978721857070923,4349,11,,,
1.3001090288162231,4399,11,,,
1.2491759061813354,4449,11,,,
1.2841885089874268,4499,11,,,
1.4018913507461548,4549,11,,,
1.3229594230651855,4599,11,,,
1.41767156124115,4649,11,,,
,4679,11,0.5542267560958862,0.7695000171661377,
1.435701847076416,4699,12,,,
1.5237913131713867,4749,12,,,
1.3738970756530762,4799,12,,,
1.5583410263061523,4849,12,,,
1.4051437377929688,4899,12,,,
1.6127891540527344,4949,12,,,
1.3569252490997314,4999,12,,,
1.5298223495483398,5049,12,,,
,5069,12,0.5592147707939148,0.7411999702453613,
1.5158697366714478,5099,13,,,
1.38113272190094,5149,13,,,
1.3765158653259277,5199,13,,,
1.514952301979065,5249,13,,,
1.4114975929260254,5299,13,,,
1.3665271997451782,5349,13,,,
1.4142608642578125,5399,13,,,
1.302435278892517,5449,13,,,
,5459,13,0.561919093132019,0.7930999994277954,
1.3971288204193115,5499,14,,,
1.3172125816345215,5549,14,,,
1.3781087398529053,5599,14,,,
1.4113444089889526,5649,14,,,
1.5190178155899048,5699,14,,,
1.3815464973449707,5749,14,,,
1.3567211627960205,5799,14,,,
1.3320876359939575,5849,14,,,
,5849,14,0.5689102411270142,0.7427999973297119,
1.4794297218322754,5899,15,,,
1.5214176177978516,5949,15,,,
1.361580729484558,5999,15,,,
1.4571019411087036,6049,15,,,
1.3556451797485352,6099,15,,,
1.5239721536636353,6149,15,,,
1.3682345151901245,6199,15,,,
,6239,15,0.570893406867981,0.7628999948501587,
1.4939755201339722,6249,16,,,
1.277518391609192,6299,16,,,
1.419335126876831,6349,16,,,
1.3849860429763794,6399,16,,,
1.1921511888504028,6449,16,,,
1.4979221820831299,6499,16,,,
1.3891808986663818,6549,16,,,
1.3423740863800049,6599,16,,,
,6629,16,0.5738782286643982,0.7674999833106995,
1.3782589435577393,6649,17,,,
1.3601996898651123,6699,17,,,
1.3578811883926392,6749,17,,,
1.3724271059036255,6799,17,,,
1.3802294731140137,6849,17,,,
1.2713876962661743,6899,17,,,
1.3361915349960327,6949,17,,,
1.3780536651611328,6999,17,,,
,7019,17,0.575120210647583,0.7610999941825867,
1.3808929920196533,7049,18,,,
1.3331714868545532,7099,18,,,
1.2859960794448853,7149,18,,,
1.5138956308364868,7199,18,,,
1.1422042846679688,7249,18,,,
1.4228559732437134,7299,18,,,
1.450640082359314,7349,18,,,
1.2853691577911377,7399,18,,,
,7409,18,0.5783854126930237,0.7421000003814697,
1.3132045269012451,7449,19,,,
1.432402491569519,7499,19,,,
1.16080641746521,7549,19,,,
1.2480098009109497,7599,19,,,
1.2555303573608398,7649,19,,,
1.2564252614974976,7699,19,,,
1.2184770107269287,7749,19,,,
1.199644923210144,7799,19,,,
,7799,19,0.5825320482254028,0.7537000179290771,
,7849,20,,,2.104325532913208
,7899,20,,,1.8368580341339111
,7949,20,,,1.6800442934036255
,7999,20,,,1.1211236715316772
,8049,20,,,1.8580143451690674
,8099,20,,,1.7709840536117554
,8149,20,,,1.5895076990127563
1.419451117515564,8190,20,0.5907171368598938,0.7520999908447266,
,8199,21,,,1.4412435293197632
,8249,21,,,1.5455214977264404
,8299,21,,,1.5205360651016235
,8349,21,,,1.4019957780838013
,8399,21,,,1.6781407594680786
,8449,21,,,1.6476011276245117
,8499,21,,,1.49472975730896
,8549,21,,,1.7214094400405884
,8584,21,,0.723800003528595,
,8599,22,,,1.367590308189392
,8649,22,,,1.6150336265563965
,8699,22,,,1.2735228538513184
,8749,22,,,1.1205499172210693
,8799,22,,,1.3344547748565674
,8849,22,,,1.5945638418197632
,8899,22,,,1.621216893196106
,8949,22,,,1.352359652519226
,8980,22,,0.7159000039100647,
,8999,23,,,1.2525132894515991
,9049,23,,,1.3989145755767822
,9099,23,,,1.5871763229370117
,9149,23,,,1.499127984046936
,9199,23,,,1.0885356664657593
,9249,23,,,1.5126055479049683
,9299,23,,,1.2199386358261108
,9349,23,,,1.5094550848007202
,9376,23,,0.7142000198364258,
,9399,24,,,1.0619091987609863
,9449,24,,,1.6089133024215698
,9499,24,,,1.5736558437347412
,9549,24,,,1.6115294694900513
,9599,24,,,1.2176330089569092
,9649,24,,,1.5511293411254883
,9699,24,,,1.5988643169403076
,9749,24,,,1.4658029079437256
,9766,24,,0.7678999900817871,
,9799,25,,,1.6205490827560425
,9849,25,,,1.3883979320526123
,9899,25,,,1.039549469947815
,9949,25,,,1.3166662454605103
,9999,25,,,1.4613665342330933
,10049,25,,,1.5862419605255127
,10099,25,,,1.4793663024902344
,10149,25,,,1.3945000171661377
,10161,25,,0.7588000297546387,
,10199,26,,,0.8354721069335938
,10249,26,,,1.1311442852020264
,10299,26,,,1.358854055404663
,10349,26,,,1.5643606185913086
,10399,26,,,1.2614465951919556
,10449,26,,,1.2146353721618652
,10499,26,,,1.4831985235214233
,10549,26,,,1.4713718891143799
,10554,26,,0.7493000030517578,
,10599,27,,,1.5769850015640259
,10649,27,,,1.3812874555587769
,10699,27,,,1.3592170476913452
,10749,27,,,1.4556126594543457
,10799,27,,,1.5907604694366455
,10849,27,,,1.3970142602920532
,10899,27,,,1.2665252685546875
,10949,27,,,1.2109957933425903
,10949,27,,0.7820000052452087,
,10999,28,,,1.510241150856018
,11049,28,,,1.4769924879074097
,11099,28,,,1.3283348083496094
,11149,28,,,1.4597647190093994
,11199,28,,,1.514002799987793
,11249,28,,,1.2321586608886719
,11299,28,,,1.4554874897003174
,11344,28,,0.7714999914169312,
,11349,29,,,1.3791077136993408
,11399,29,,,1.5281591415405273
,11449,29,,,1.1627552509307861
,11499,29,,,1.5120649337768555
,11549,29,,,0.9725767970085144
,11599,29,,,1.0251740217208862
,11649,29,,,1.4589093923568726
,11699,29,,,1.5624494552612305
,11738,29,,0.7789999842643738,
,11749,30,,,1.4641445875167847
,11799,30,,,1.2997089624404907
,11849,30,,,1.4689522981643677
,11899,30,,,1.2547004222869873
,11949,30,,,1.476205587387085
,11999,30,,,1.4766039848327637
,12049,30,,,1.3231689929962158
,12099,30,,,1.4346741437911987
,12135,30,,0.7524999976158142,
,12149,31,,,1.445099115371704
,12199,31,,,1.3057621717453003
,12249,31,,,1.280826210975647
,12299,31,,,1.3663249015808105
,12349,31,,,1.3310292959213257
,12399,31,,,1.3400452136993408
,12449,31,,,1.3528074026107788
,12499,31,,,1.1508989334106445
,12531,31,,0.7667999863624573,
,12549,32,,,1.5743744373321533
,12599,32,,,1.4325063228607178
,12649,32,,,1.4029111862182617
,12699,32,,,1.0094465017318726
,12749,32,,,1.5529437065124512
,12799,32,,,1.2623224258422852
,12849,32,,,1.298771619796753
