train_loss,epoch,step,val_acc,train_acc,test_acc
-0.0672953799366951,8,2699,,,
-0.06614430248737335,8,2749,,,
0.009993002749979496,8,2799,,,
,8,2807,0.63919997215271,,
,8,2807,,0.6586037874221802,0.722000002861023
0.0067062582820653915,9,2849,,,
-0.007713522762060165,9,2899,,,
-0.10829447209835052,9,2949,,,
-0.08588707447052002,9,2999,,,
-0.09084664285182953,9,3049,,,
-0.08907794207334518,9,3099,,,
,9,3119,0.6385999917984009,,
,9,3119,,0.6723507642745972,0.7285000085830688
-0.09004705399274826,10,3149,,,
-0.154821515083313,10,3199,,,
-0.04209113493561745,10,3249,,,
-0.09134265780448914,10,3299,,,
0.006285281851887703,10,3349,,,
0.007056442089378834,10,3399,,,
,10,3431,0.6510000228881836,,
,10,3431,,0.6793870329856873,0.7300999760627747
-0.14329984784126282,11,3449,,,
-0.1653936356306076,11,3499,,,
-0.17923641204833984,11,3549,,,
-0.1678503155708313,11,3599,,,
-0.1687403917312622,11,3649,,,
-0.14369098842144012,11,3699,,,
,11,3743,0.6827999949455261,,
,11,3743,,0.6924328804016113,0.7781999707221985
-0.20688436925411224,12,3749,,,
-0.0957644134759903,12,3799,,,
-0.2283778041601181,12,3849,,,
-0.2093498408794403,12,3899,,,
-0.12895594537258148,12,3949,,,
-0.08581584692001343,12,3999,,,
0.009981611743569374,12,4049,,,
,12,4055,0.666100025177002,,
,12,4055,,0.6976913213729858,0.7533000111579895
-0.1491827368736267,13,4099,,,
-0.14638830721378326,13,4149,,,
-0.0664263367652893,13,4199,,,
-0.22361448407173157,13,4249,,,
-0.16283398866653442,13,4299,,,
-0.02099340409040451,13,4349,,,
,13,4367,0.694100022315979,,
,13,4367,,0.7079827785491943,0.7742999792098999
-0.137716606259346,14,4399,,,
-0.07203469425439835,14,4449,,,
-0.03872029483318329,14,4499,,,
-0.14199963212013245,14,4549,,,
-0.18955205380916595,14,4599,,,
-0.07851072400808334,14,4649,,,
,14,4679,0.6942999958992004,,
,14,4679,,0.7113882303237915,0.7857999801635742
-0.23208096623420715,15,4699,,,
-0.20045700669288635,15,4749,,,
-0.15194891393184662,15,4799,,,
-0.2573903501033783,15,4849,,,
-0.2550004720687866,15,4899,,,
-0.13285107910633087,15,4949,,,
,15,4991,0.7178999781608582,,
,15,4991,,0.7149689793586731,0.8163999915122986
-0.21377117931842804,16,4999,,,
-0.18903639912605286,16,5049,,,
-0.13958358764648438,16,5099,,,
-0.2840763330459595,16,5149,,,
-0.14052802324295044,16,5199,,,
-0.20706671476364136,16,5249,,,
-0.0938856229186058,16,5299,,,
,16,5303,0.7056999802589417,,
,16,5303,,0.7189753651618958,0.7922999858856201
-0.17820100486278534,17,5349,,,
-0.2070993185043335,17,5399,,,
-0.18042722344398499,17,5449,,,
-0.14483237266540527,17,5499,,,
-0.18822984397411346,17,5549,,,
-0.08691132068634033,17,5599,,,
,17,5615,0.6735000014305115,,
,17,5615,,0.7232071161270142,0.7714999914169312
-0.12530218064785004,18,5649,,,
-0.23062461614608765,18,5699,,,
-0.12265245616436005,18,5749,,,
-0.10153617709875107,18,5799,,,
-0.19836488366127014,18,5849,,,
-0.16269859671592712,18,5899,,,
,18,5927,0.717199981212616,,
,18,5927,,0.7283903956413269,0.8144999742507935
-0.18838359415531158,19,5949,,,
-0.20274484157562256,19,5999,,,
-0.22642552852630615,19,6049,,,
-0.2810837924480438,19,6099,,,
-0.21145732700824738,19,6149,,,
-0.20392653346061707,19,6199,,,
,19,6239,0.7062000036239624,,
,19,6239,,0.7335487008094788,0.7998999953269958
-0.15341870486736298,20,6249,,,
-0.15871763229370117,20,6299,,,
-0.16827774047851562,20,6349,,,
-0.19157680869102478,20,6399,,,
-0.22935529053211212,20,6449,,,
-0.1494566947221756,20,6499,,,
-0.2811320424079895,20,6549,,,
,20,6551,0.710099995136261,,
,20,6551,,0.7365034222602844,0.8119000196456909
-0.1756562441587448,21,6599,,,
-0.3350926637649536,21,6649,,,
-0.16725414991378784,21,6699,,,
-0.19334375858306885,21,6749,,,
-0.1394939422607422,21,6799,,,
-0.15009687840938568,21,6849,,,
,21,6863,0.7228999733924866,,
,21,6863,,0.7380308508872986,0.8287000060081482
-0.22614260017871857,22,6899,,,
-0.1459881067276001,22,6949,,,
-0.21725036203861237,22,6999,,,
-0.27086618542671204,22,7049,,,
-0.06123372167348862,22,7099,,,
-0.2921637296676636,22,7149,,,
,22,7175,0.7139999866485596,,
,22,7175,,0.7431139945983887,0.8130000233650208
-0.11715603619813919,23,7199,,,
-0.21964991092681885,23,7249,,,
-0.3398763835430145,23,7299,,,
-0.21868741512298584,23,7349,,,
-0.20097778737545013,23,7399,,,
-0.13356906175613403,23,7449,,,
,23,7487,0.6966999769210815,,
,23,7487,,0.7466696500778198,0.7965999841690063
-0.20785367488861084,24,7499,,,
-0.1255841851234436,24,7549,,,
-0.22320374846458435,24,7599,,,
-0.1024596244096756,24,7649,,,
-0.20627093315124512,24,7699,,,
-0.22579628229141235,24,7749,,,
-0.15766911208629608,24,7799,,,
,24,7799,0.7167999744415283,,
,24,7799,,0.7472956776618958,0.8177000284194946
-0.1287659853696823,25,7849,,,
-0.1282118558883667,25,7899,,,
-0.19292743504047394,25,7949,,,
-0.05008359253406525,25,7999,,,
-0.24522387981414795,25,8049,,,
-0.1961027979850769,25,8099,,,
,25,8111,0.7218999862670898,,
,25,8111,,0.7496995329856873,0.8119999766349792
-0.22013798356056213,26,8149,,,
-0.22302481532096863,26,8199,,,
-0.2611691653728485,26,8249,,,
-0.18250882625579834,26,8299,,,
-0.23227348923683167,26,8349,,,
-0.09004174172878265,26,8399,,,
,26,8423,0.7161999940872192,,
,26,8423,,0.7525791525840759,0.8098000288009644
-0.15605269372463226,27,8449,,,
-0.2774207293987274,27,8499,,,
-0.21356511116027832,27,8549,,,
-0.20680491626262665,27,8599,,,
-0.2542116045951843,27,8649,,,
-0.2084389328956604,27,8699,,,
,27,8735,0.7170000076293945,,
,27,8735,,0.7566105723381042,0.8255000114440918
-0.29046761989593506,28,8749,,,
-0.23482733964920044,28,8799,,,
-0.18706250190734863,28,8849,,,
-0.19952833652496338,28,8899,,,
-0.16943442821502686,28,8949,,,
-0.2375727891921997,28,8999,,,
,28,9047,0.7188000082969666,,
,28,9047,,0.7572616338729858,0.8227999806404114
-0.13919541239738464,29,9049,,,
-0.25010329484939575,29,9099,,,
-0.28319719433784485,29,9149,,,
-0.26408708095550537,29,9199,,,
-0.14833204448223114,29,9249,,,
-0.24504084885120392,29,9299,,,
-0.16485531628131866,29,9349,,,
,29,9359,0.7257999777793884,,
,29,9359,,0.7596654891967773,0.8181999921798706
-0.152408629655838,30,9399,,,
-0.18742206692695618,30,9449,,,
-0.19255654513835907,30,9499,,,
-0.1596580296754837,30,9549,,,
-0.2864026725292206,30,9599,,,
-0.208682581782341,30,9649,,,
,30,9671,0.7254999876022339,,
,30,9671,,0.7602163553237915,0.8274999856948853
-0.24960778653621674,31,9699,,,
-0.1506260335445404,31,9749,,,
-0.25646349787712097,31,9799,,,
-0.2748005986213684,31,9849,,,
-0.3063417375087738,31,9899,,,
-0.1827026903629303,31,9949,,,
,31,9983,0.7218999862670898,,
,31,9983,,0.7644230723381042,0.8288000226020813
-0.14675749838352203,32,9999,,,
-0.20931458473205566,32,10049,,,
-0.24671921133995056,32,10099,,,
-0.24042604863643646,32,10149,,,
-0.2126137912273407,32,10199,,,
-0.19980555772781372,32,10249,,,
,32,10295,0.733299970626831,,
,32,10295,,0.7673527598381042,0.8420000076293945
-0.18843895196914673,33,10299,,,
-0.2139613926410675,33,10349,,,
-0.22643181681632996,33,10399,,,
-0.3282250761985779,33,10449,,,
-0.22204497456550598,33,10499,,,
-0.19551151990890503,33,10549,,,
-0.22108253836631775,33,10599,,,
,33,10607,0.7161999940872192,,
,33,10607,,0.7686799168586731,0.819599986076355
-0.35101211071014404,34,10649,,,
-0.2894674241542816,34,10699,,,
-0.20213370025157928,34,10749,,,
-0.2580714821815491,34,10799,,,
-0.09255895018577576,34,10849,,,
-0.28635865449905396,34,10899,,,
,34,10919,0.7354999780654907,,
,34,10919,,0.7713090777397156,0.8345000147819519
-0.2994675636291504,35,10949,,,
-0.2308761179447174,35,10999,,,
-0.2327037751674652,35,11049,,,
-0.30433547496795654,35,11099,,,
-0.3175886869430542,35,11149,,,
-0.21402022242546082,35,11199,,,
,35,11231,0.7204999923706055,,
,35,11231,,0.7714343070983887,0.8185999989509583
-0.21528589725494385,36,11249,,,
-0.24786919355392456,36,11299,,,
-0.2573787271976471,36,11349,,,
-0.2531539797782898,36,11399,,,
-0.18543440103530884,36,11449,,,
-0.2748453617095947,36,11499,,,
,36,11543,0.7303000092506409,,
,36,11543,,0.7761418223381042,0.8252000212669373
-0.21308112144470215,37,11549,,,
-0.22373667359352112,37,11599,,,
-0.2439979910850525,37,11649,,,
-0.29473036527633667,37,11699,,,
-0.2968495190143585,37,11749,,,
-0.22534659504890442,37,11799,,,
-0.21836872398853302,37,11849,,,
,37,11855,0.7232000231742859,,
,37,11855,,0.7755408883094788,0.8264999985694885
-0.24906206130981445,38,11899,,,
-0.3631020784378052,38,11949,,,
-0.26536595821380615,38,11999,,,
-0.1822027564048767,38,12049,,,
-0.25815483927726746,38,12099,,,
-0.23663926124572754,38,12149,,,
,38,12167,0.7322999835014343,,
,38,12167,,0.7774438858032227,0.8396000266075134
-0.2538580298423767,39,12199,,,
-0.21387314796447754,39,12249,,,
-0.254031777381897,39,12299,,,
-0.14060276746749878,39,12349,,,
-0.23246875405311584,39,12399,,,
-0.21963277459144592,39,12449,,,
,39,12479,0.7347999811172485,,
,39,12479,,0.7787960767745972,0.8379999995231628
-0.3554982841014862,40,12499,,,
-0.38136500120162964,40,12549,,,
-0.3529360294342041,40,12599,,,
-0.39673465490341187,40,12649,,,
-0.34997087717056274,40,12699,,,
-0.37096279859542847,40,12749,,,
,40,12791,0.7394000291824341,,
,40,12791,,0.7878605723381042,0.8427000045776367
-0.3985366225242615,41,12799,,,
-0.4039200246334076,41,12849,,,
-0.38965559005737305,41,12899,,,
-0.37945741415023804,41,12949,,,
-0.38406604528427124,41,12999,,,
-0.42008140683174133,41,13049,,,
-0.3224397301673889,41,13099,,,
,41,13103,0.7426000237464905,,
,41,13103,,0.7863832116127014,0.8416000008583069
-0.39807671308517456,42,13149,,,
-0.40086448192596436,42,13199,,,
-0.3157424330711365,42,13249,,,
-0.40005606412887573,42,13299,,,
-0.3746040165424347,42,13349,,,
-0.3942873477935791,42,13399,,,
,42,13415,0.7384999990463257,,
,42,13415,,0.7874850034713745,0.8475000262260437
-0.39210617542266846,43,13449,,,
-0.37244337797164917,43,13499,,,
-0.3802671432495117,43,13549,,,
-0.38894522190093994,43,13599,,,
-0.3635857105255127,43,13649,,,
-0.3564746677875519,43,13699,,,
,43,13727,0.7473999857902527,,
,43,13727,,0.7852063179016113,0.8507000207901001
-0.37553685903549194,44,13749,,,
-0.3863614797592163,44,13799,,,
-0.43221530318260193,44,13849,,,
-0.3472583591938019,44,13899,,,
-0.3961164355278015,44,13949,,,
-0.40341293811798096,44,13999,,,
,44,14039,0.7455000281333923,,
,44,14039,,0.7849809527397156,0.8508999943733215
-0.3658132553100586,45,14049,,,
-0.387284517288208,45,14099,,,
-0.37101417779922485,45,14149,,,
-0.352692186832428,45,14199,,,
-0.36482492089271545,45,14249,,,
-0.389887273311615,45,14299,,,
-0.398937463760376,45,14349,,,
,45,14351,0.7425000071525574,,
,45,14351,,0.7889372706413269,0.8543000221252441
-0.38953888416290283,46,14399,,,
-0.3954112231731415,46,14449,,,
-0.39029937982559204,46,14499,,,
-0.35333871841430664,46,14549,,,
-0.39382100105285645,46,14599,,,
-0.30163007974624634,46,14649,,,
,46,14663,0.7477999925613403,,
,46,14663,,0.787034273147583,0.8586999773979187
-0.3982228636741638,47,14699,,,
-0.39884254336357117,47,14749,,,
-0.39582130312919617,47,14799,,,
-0.39405912160873413,47,14849,,,
-0.3682142198085785,47,14899,,,
-0.398649126291275,47,14949,,,
,47,14975,0.7062000036239624,,
,47,14975,,0.7866336107254028,0.8116999864578247
-0.4109281003475189,48,14999,,,
-0.37093567848205566,48,15049,,,
-0.37499088048934937,48,15099,,,
-0.4002527594566345,48,15149,,,
-0.3105301856994629,48,15199,,,
-0.36553215980529785,48,15249,,,
,48,15287,0.7361999750137329,,
,48,15287,,0.7848808169364929,0.8303999900817871
-0.36465030908584595,49,15299,,,
-0.3806822896003723,49,15349,,,
-0.3650447428226471,49,15399,,,
-0.4129278063774109,49,15449,,,
-0.3702084720134735,49,15499,,,
-0.37058407068252563,49,15549,,,
-0.42991530895233154,49,15599,,,
,49,15599,0.7408000230789185,,
,49,15599,,0.786057710647583,0.8486999869346619
-0.36000168323516846,50,15649,,,
-0.35720348358154297,50,15699,,,
-0.3958309292793274,50,15749,,,
-0.4038431644439697,50,15799,,,
-0.392735093832016,50,15849,,,
-0.3844618499279022,50,15899,,,
,50,15911,0.7369999885559082,,
,50,15911,,0.7840795516967773,0.8518000245094299
-0.40320828557014465,51,15949,,,
-0.39649373292922974,51,15999,,,
-0.3864714503288269,51,16049,,,
-0.385538786649704,51,16099,,,
-0.3453006148338318,51,16149,,,
-0.39431101083755493,51,16199,,,
,51,16223,0.7351999878883362,,
,51,16223,,0.7872095108032227,0.8428999781608582
-0.36135268211364746,52,16249,,,
-0.35743945837020874,52,16299,,,
-0.3983595073223114,52,16349,,,
-0.3707130551338196,52,16399,,,
-0.3707171082496643,52,16449,,,
-0.32287678122520447,52,16499,,,
,52,16535,0.7409999966621399,,
,52,16535,,0.7848057150840759,0.8619999885559082
-0.33368873596191406,53,16549,,,
-0.3585767149925232,53,16599,,,
-0.4443698227405548,53,16649,,,
-0.3600597381591797,53,16699,,,
-0.3781278729438782,53,16749,,,
-0.3635725677013397,53,16799,,,
,53,16847,0.7407000064849854,,
,53,16847,,0.7878856062889099,0.8550999760627747
-0.36619535088539124,54,16849,,,
-0.4054085314273834,54,16899,,,
-0.41929715871810913,54,16949,,,
-0.40206703543663025,54,16999,,,
-0.4052399694919586,54,17049,,,
-0.37632063031196594,54,17099,,,
-0.41451841592788696,54,17149,,,
,54,17159,0.7445999979972839,,
,54,17159,,0.7885867357254028,0.8518000245094299
-0.4012303352355957,55,17199,,,
-0.3925636410713196,55,17249,,,
-0.3425161838531494,55,17299,,,
-0.3360595107078552,55,17349,,,
-0.3632963001728058,55,17399,,,
-0.4179674983024597,55,17449,,,
,55,17471,0.7422000169754028,,
,55,17471,,0.7895132303237915,0.8547999858856201
-0.4079253077507019,56,17499,,,
-0.41268259286880493,56,17549,,,
-0.34992772340774536,56,17599,,,
-0.388923704624176,56,17649,,,
-0.3944548964500427,56,17699,,,
-0.3779332637786865,56,17749,,,
,56,17783,0.7383000254631042,,
,56,17783,,0.7887870669364929,0.847000002861023
-0.40267038345336914,57,17799,,,
-0.3844648599624634,57,17849,,,
-0.3601625859737396,57,17899,,,
-0.3873130679130554,57,17949,,,
-0.3800036311149597,57,17999,,,
-0.33522829413414,57,18049,,,
,57,18095,0.7487999796867371,,
,57,18095,,0.7895382642745972,0.8551999926567078
-0.38022488355636597,58,18099,,,
-0.37202784419059753,58,18149,,,
-0.33148518204689026,58,18199,,,
-0.38482630252838135,58,18249,,,
-0.3729950487613678,58,18299,,,
-0.3861795663833618,58,18349,,,
-0.3735179305076599,58,18399,,,
,58,18407,0.7433000206947327,,
,58,18407,,0.7875100374221802,0.8531000018119812
-0.4082888662815094,59,18449,,,
-0.41655102372169495,59,18499,,,
-0.42097723484039307,59,18549,,,
-0.3843908905982971,59,18599,,,
-0.399170845746994,59,18649,,,
-0.3601984977722168,59,18699,,,
,59,18719,0.7541999816894531,,
,59,18719,,0.7911909222602844,0.8689000010490417
-0.3875719904899597,60,18749,,,
-0.4190778136253357,60,18799,,,
-0.41686075925827026,60,18849,,,
-0.4335191249847412,60,18899,,,
-0.4343526363372803,60,18949,,,
-0.43396228551864624,60,18999,,,
,60,19031,0.767300009727478,,
,60,19031,,0.8050130009651184,0.8885999917984009
-0.3996945023536682,61,19049,,,
-0.412343293428421,61,19099,,,
-0.4031491279602051,61,19149,,,
-0.3981572091579437,61,19199,,,
-0.38718587160110474,61,19249,,,
-0.41858428716659546,61,19299,,,
,61,19343,0.7684999704360962,,
,61,19343,,0.8087189793586731,0.8863999843597412
-0.42829492688179016,62,19349,,,
-0.38475501537323,62,19399,,,
-0.41568395495414734,62,19449,,,
-0.4123263955116272,62,19499,,,
-0.39609286189079285,62,19549,,,
-0.3910549283027649,62,19599,,,
-0.4212563931941986,62,19649,,,
,62,19655,0.7689999938011169,,
,62,19655,,0.8112730383872986,0.890999972820282
-0.4217972159385681,63,19699,,,
-0.42918747663497925,63,19749,,,
-0.42249900102615356,63,19799,,,
-0.4264039993286133,63,19849,,,
-0.43496274948120117,63,19899,,,
-0.4229127764701843,63,19949,,,
,63,19967,0.7703999876976013,,
,63,19967,,0.8132511973381042,0.8877999782562256
-0.41311073303222656,64,19999,,,
-0.3751029670238495,64,20049,,,
-0.4412994086742401,64,20099,,,
-0.43768489360809326,64,20149,,,
-0.4682041108608246,64,20199,,,
-0.41510850191116333,64,20249,,,
,64,20279,0.7728000283241272,,
,64,20279,,0.813401460647583,0.8912000060081482
-0.4338117241859436,65,20299,,,
-0.43108612298965454,65,20349,,,
-0.41372981667518616,65,20399,,,
-0.39656227827072144,65,20449,,,
-0.4173460602760315,65,20499,,,
-0.3906667232513428,65,20549,,,
,65,20591,0.7724000215530396,,
,65,20591,,0.8159555196762085,0.8914999961853027
-0.3961796164512634,66,20599,,,
-0.4200621247291565,66,20649,,,
-0.4221094846725464,66,20699,,,
-0.3928886651992798,66,20749,,,
-0.41061997413635254,66,20799,,,
-0.4274156093597412,66,20849,,,
-0.43470409512519836,66,20899,,,
,66,20903,0.7723000049591064,,
,66,20903,,0.8160807490348816,0.8910999894142151
-0.43121111392974854,67,20949,,,
-0.4274555444717407,67,20999,,,
-0.4241095185279846,67,21049,,,
-0.4275960326194763,67,21099,,,
-0.43079668283462524,67,21149,,,
-0.4154548943042755,67,21199,,,
,67,21215,0.7724000215530396,,
,67,21215,,0.8181340098381042,0.8906999826431274
-0.418515682220459,68,21249,,,
-0.4179960787296295,68,21299,,,
-0.4402577579021454,68,21349,,,
-0.40715646743774414,68,21399,,,
-0.4395294785499573,68,21449,,,
-0.4223636984825134,68,21499,,,
,68,21527,0.7718999981880188,,
,68,21527,,0.8184595108032227,0.892300009727478
-0.4253837466239929,69,21549,,,
-0.4084956645965576,69,21599,,,
-0.4227951765060425,69,21649,,,
-0.45274168252944946,69,21699,,,
-0.42555364966392517,69,21749,,,
-0.4003235101699829,69,21799,,,
,69,21839,0.7717999815940857,,
,69,21839,,0.8175330758094788,0.8920000195503235
-0.4518353343009949,70,21849,,,
-0.41323620080947876,70,21899,,,
-0.42253944277763367,70,21949,,,
-0.44835442304611206,70,21999,,,
-0.39078137278556824,70,22049,,,
-0.39612719416618347,70,22099,,,
-0.4206395745277405,70,22149,,,
,70,22151,0.7745000123977661,,
,70,22151,,0.8188852071762085,0.8910999894142151
-0.4270727038383484,71,22199,,,
-0.42193642258644104,71,22249,,,
-0.46033626794815063,71,22299,,,
-0.4420650005340576,71,22349,,,
-0.42398929595947266,71,22399,,,
-0.42581644654273987,71,22449,,,
,71,22463,0.7748000025749207,,
,71,22463,,0.8199869990348816,0.8934999704360962
-0.45919862389564514,72,22499,,,
-0.418165922164917,72,22549,,,
-0.4613685607910156,72,22599,,,
-0.42516380548477173,72,22649,,,
-0.44926416873931885,72,22699,,,
-0.4018373489379883,72,22749,,,
,72,22775,0.7749999761581421,,
,72,22775,,0.8214893937110901,0.892300009727478
-0.41880160570144653,73,22799,,,
-0.4465901851654053,73,22849,,,
-0.4669504165649414,73,22899,,,
-0.4263089895248413,73,22949,,,
-0.445932537317276,73,22999,,,
-0.4290075898170471,73,23049,,,
,73,23087,0.7741000056266785,,
,73,23087,,0.8220152258872986,0.8939999938011169
-0.43697303533554077,74,23099,,,
-0.4312099516391754,74,23149,,,
-0.4454348385334015,74,23199,,,
-0.44750553369522095,74,23249,,,
-0.40344667434692383,74,23299,,,
-0.4233221709728241,74,23349,,,
-0.4147295653820038,74,23399,,,
,74,23399,0.7739999890327454,,
,74,23399,,0.8229166865348816,0.8916000127792358
-0.45647451281547546,75,23449,,,
-0.44164907932281494,75,23499,,,
-0.4756571650505066,75,23549,,,
-0.45112401247024536,75,23599,,,
-0.44467979669570923,75,23649,,,
-0.4244382381439209,75,23699,,,
,75,23711,0.7742999792098999,,
,75,23711,,0.8231169581413269,0.8919000029563904
-0.4187542200088501,76,23749,,,
-0.4309866428375244,76,23799,,,
-0.4457842707633972,76,23849,,,
-0.4140094220638275,76,23899,,,
-0.4372064471244812,76,23949,,,
-0.4492188096046448,76,23999,,,
,76,24023,0.7731000185012817,,
,76,24023,,0.8226662874221802,0.8950999975204468
-0.4562564790248871,77,24049,,,
-0.45081326365470886,77,24099,,,
-0.43989890813827515,77,24149,,,
-0.44878673553466797,77,24199,,,
-0.46799999475479126,77,24249,,,
-0.4215676188468933,77,24299,,,
,77,24335,0.7730000019073486,,
,77,24335,,0.8228665590286255,0.8948000073432922
-0.44389569759368896,78,24349,,,
-0.4619444012641907,78,24399,,,
-0.419600248336792,78,24449,,,
-0.4429505467414856,78,24499,,,
-0.4334685802459717,78,24549,,,
-0.4471990764141083,78,24599,,,
,78,24647,0.7745000123977661,,
,78,24647,,0.82421875,0.8927000164985657
-0.43258652091026306,79,24649,,,
-0.4587876498699188,79,24699,,,
-0.407094806432724,79,24749,,,
-0.422371506690979,79,24799,,,
-0.46478700637817383,79,24849,,,
-0.46304088830947876,79,24899,,,
-0.4533144235610962,79,24949,,,
,79,24959,0.7734000086784363,,
,79,24959,,0.8249449133872986,0.8917999863624573
-0.4037637412548065,80,24999,,,
-0.39597439765930176,80,25049,,,
-0.4104199707508087,80,25099,,,
-0.4478417932987213,80,25149,,,
-0.41204577684402466,80,25199,,,
-0.39460134506225586,80,25249,,,
,80,25271,0.7742000222206116,,
,80,25271,,0.8255709409713745,0.8955000042915344
-0.4275347590446472,81,25299,,,
-0.39591526985168457,81,25349,,,
-0.3961383104324341,81,25399,,,
-0.4876033067703247,81,25449,,,
-0.45976555347442627,81,25499,,,
-0.4308285117149353,81,25549,,,
,81,25583,0.7732999920845032,,
,81,25583,,0.8256460428237915,0.8959000110626221
-0.4657531678676605,82,25599,,,
-0.4458138644695282,82,25649,,,
-0.43650636076927185,82,25699,,,
-0.4185517430305481,82,25749,,,
-0.43981271982192993,82,25799,,,
-0.4116345942020416,82,25849,,,
,82,25895,0.7742000222206116,,
,82,25895,,0.8261468410491943,0.8901000022888184
-0.45507264137268066,83,25899,,,
-0.44448673725128174,83,25949,,,
-0.4562380015850067,83,25999,,,
-0.43103474378585815,83,26049,,,
-0.4301721751689911,83,26099,,,
-0.442154198884964,83,26149,,,
-0.45137912034988403,83,26199,,,
,83,26207,0.7724999785423279,,
,83,26207,,0.8255208134651184,0.8949000239372253
-0.43564122915267944,84,26249,,,
-0.4474695920944214,84,26299,,,
-0.4504258632659912,84,26349,,,
-0.4381183683872223,84,26399,,,
-0.39098143577575684,84,26449,,,
-0.43791651725769043,84,26499,,,
,84,26519,0.7742999792098999,,
,84,26519,,0.8273487687110901,0.8931000232696533
-0.46257951855659485,85,26549,,,
-0.44523537158966064,85,26599,,,
-0.4248799979686737,85,26649,,,
-0.41062217950820923,85,26699,,,
-0.46047279238700867,85,26749,,,
-0.4572598338127136,85,26799,,,
,85,26831,0.775600016117096,,
,85,26831,,0.8273487687110901,0.8948000073432922
-0.4538002610206604,86,26849,,,
-0.44827985763549805,86,26899,,,
-0.42649567127227783,86,26949,,,
-0.4146173596382141,86,26999,,,
-0.43380409479141235,86,27049,,,
-0.4247058629989624,86,27099,,,
,86,27143,0.7756999731063843,,
,86,27143,,0.8283002972602844,0.8925999999046326
-0.4506937563419342,87,27149,,,
-0.42752599716186523,87,27199,,,
-0.43628397583961487,87,27249,,,
-0.39830780029296875,87,27299,,,
-0.44944825768470764,87,27349,,,
-0.42952388525009155,87,27399,,,
-0.43584054708480835,87,27449,,,
,87,27455,0.7749000191688538,,
,87,27455,,0.8288010954856873,0.8950999975204468
-0.4446980357170105,88,27499,,,
-0.4925999641418457,88,27549,,,
-0.41498249769210815,88,27599,,,
-0.42759209871292114,88,27649,,,
-0.4498032033443451,88,27699,,,
-0.4368273615837097,88,27749,,,
,88,27767,0.7728000283241272,,
,88,27767,,0.8288511633872986,0.8937000036239624
-0.43944627046585083,89,27799,,,
-0.46437889337539673,89,27849,,,
-0.46089139580726624,89,27899,,,
-0.42484456300735474,89,27949,,,
-0.4189332127571106,89,27999,,,
-0.41937875747680664,89,28049,,,
,89,28079,0.7736999988555908,,
,89,28079,,0.8291516304016113,0.8981999754905701
-0.4364159107208252,90,28099,,,
-0.4260099232196808,90,28149,,,
-0.46742403507232666,90,28199,,,
-0.4409630298614502,90,28249,,,
-0.4167006015777588,90,28299,,,
-0.41201135516166687,90,28349,,,
,90,28391,0.7760999798774719,,
,90,28391,,0.8295773267745972,0.8948000073432922
-0.4583015739917755,91,28399,,,
