step,epoch,train_loss,val_loss,val_acc,test_acc,train_acc,mix_match_loss
2749,8,1.0882561206817627,,,,,
2799,8,1.0058434009552002,,,,,
2816,8,,1.127076506614685,0.604200005531311,,,
2816,8,,,,0.620945394039154,0.5924749970436096,
2849,9,1.326255440711975,,,,,
2899,9,1.1464627981185913,,,,,
2949,9,1.2241851091384888,,,,,
2999,9,1.0084419250488281,,,,,
3049,9,0.9878364205360413,,,,,
3099,9,0.9848636984825134,,,,,
3129,9,,1.1422139406204224,0.6037999987602234,,,
3129,9,,,,0.6320213675498962,0.614549994468689,
3149,10,1.020346999168396,,,,,
3199,10,1.1475507020950317,,,,,
3249,10,1.0296937227249146,,,,,
3299,10,0.8899149894714355,,,,,
3349,10,1.1941814422607422,,,,,
3399,10,0.9737043976783752,,,,,
3442,10,,1.3419477939605713,0.5741999745368958,,,
3442,10,,,,0.6473496556282043,0.6288999915122986,
3449,11,1.1402934789657593,,,,,
3499,11,1.0355961322784424,,,,,
3549,11,1.0837286710739136,,,,,
3599,11,1.0689557790756226,,,,,
3649,11,1.0673491954803467,,,,,
3699,11,1.0651676654815674,,,,,
3749,11,0.9611813426017761,,,,,
3755,11,,1.018672227859497,0.646399974822998,,,
3755,11,,,,0.6630735993385315,0.6485000252723694,
3799,12,0.9926254749298096,,,,,
3849,12,0.9137041568756104,,,,,
3899,12,0.9123745560646057,,,,,
3949,12,1.052470088005066,,,,,
3999,12,0.9947572350502014,,,,,
4049,12,0.8107790350914001,,,,,
4068,12,,0.9459491968154907,0.6761000156402588,,,
4068,12,,,,0.6702927350997925,0.6631249785423279,
4099,13,0.8279892206192017,,,,,
4149,13,0.9888045787811279,,,,,
4199,13,1.0504698753356934,,,,,
4249,13,0.7435650825500488,,,,,
4299,13,0.8074442148208618,,,,,
4349,13,1.096051573753357,,,,,
4381,13,,0.8849888443946838,0.6934999823570251,,,
4381,13,,,,0.6894778609275818,0.6714249849319458,
4399,14,0.9399734139442444,,,,,
4449,14,0.7794244289398193,,,,,
4499,14,0.9621602296829224,,,,,
4549,14,0.8615998029708862,,,,,
4599,14,0.8510976433753967,,,,,
4649,14,1.1020100116729736,,,,,
4694,14,,0.9007704854011536,0.6916000247001648,,,
4694,14,,,,0.7016416192054749,0.6834750175476074,
4699,15,0.9851325750350952,,,,,
4749,15,0.9497231841087341,,,,,
4799,15,0.7377184629440308,,,,,
4849,15,0.8704325556755066,,,,,
4899,15,0.7766611576080322,,,,,
4949,15,0.9580494165420532,,,,,
4999,15,0.8477698564529419,,,,,
5007,15,,0.8889746069908142,0.6894999742507935,,,
5007,15,,,,0.6919501423835754,0.6897500157356262,
5049,16,0.8462590575218201,,,,,
5099,16,0.8636532425880432,,,,,
5149,16,0.7937474846839905,,,,,
5199,16,1.0694139003753662,,,,,
5249,16,0.9319702982902527,,,,,
5299,16,0.7765313386917114,,,,,
5320,16,,0.9115280508995056,0.6922000050544739,,,
5320,16,,,,0.7084652185440063,0.7031000256538391,
5349,17,0.8546105623245239,,,,,
5399,17,0.7957644462585449,,,,,
5449,17,0.7578848004341125,,,,,
5499,17,0.8046076893806458,,,,,
5549,17,0.8837626576423645,,,,,
5599,17,0.769093930721283,,,,,
5633,17,,0.817100465297699,0.7172999978065491,,,
5633,17,,,,0.7156843543052673,0.710349977016449,
5649,18,0.7503442764282227,,,,,
5699,18,0.8918513655662537,,,,,
5749,18,0.9091231226921082,,,,,
5799,18,0.8482731580734253,,,,,
5849,18,0.819667637348175,,,,,
5899,18,0.8038457632064819,,,,,
5946,18,,1.0158578157424927,0.6571000218391418,,,
5946,18,,,,0.6762262582778931,0.7119749784469604,
5949,19,0.9430201053619385,,,,,
5999,19,0.7689989805221558,,,,,
6049,19,0.9608502388000488,,,,,
6099,19,0.7434393167495728,,,,,
6149,19,0.8736509680747986,,,,,
6199,19,0.811869740486145,,,,,
6249,19,0.933170735836029,,,,,
6259,19,,0.9387608170509338,0.6787999868392944,,,
6259,19,,,,0.7177610993385315,0.7160000205039978,
6299,20,,,,,,1.5289300680160522
6349,20,,,,,,1.486890435218811
6399,20,,,,,,1.7181168794631958
6449,20,,,,,,1.541303277015686
6499,20,,,,,,1.8729491233825684
6549,20,,,,,,1.76021146774292
6572,20,,1.283135175704956,0.5745999813079834,,,
6572,20,1.2963446378707886,,,0.6881922483444214,0.6931260228157043,
6599,21,,,,,,1.761670470237732
6649,21,,,,,,1.4661097526550293
6699,21,,,,,,nan
6749,21,,,,,,nan
6799,21,,,,,,nan
6849,21,,,,,,nan
6890,21,,nan,0.10140000283718109,,,
6890,21,,,,0.1002769023180008,,
6899,22,,,,,,nan
6949,22,,,,,,nan
6999,22,,,,,,nan
7049,22,,,,,,nan
7099,22,,,,,,nan
7149,22,,,,,,nan
7199,22,,,,,,nan
7249,22,,,,,,nan
7299,22,,,,,,nan
7349,22,,,,,,nan
7399,22,,,,,,nan
7449,22,,,,,,nan
7452,22,,nan,0.10140000283718109,,,
7452,22,,,,0.1002769023180008,,
7499,23,,,,,,nan
7549,23,,,,,,nan
7599,23,,,,,,nan
7649,23,,,,,,nan
7699,23,,,,,,nan
7749,23,,,,,,nan
7799,23,,,,,,nan
7849,23,,,,,,nan
7899,23,,,,,,nan
7949,23,,,,,,nan
7999,23,,,,,,nan
8014,23,,nan,0.10140000283718109,,,
8014,23,,,,0.1002769023180008,,
8049,24,,,,,,nan
8099,24,,,,,,nan
8149,24,,,,,,nan
8199,24,,,,,,nan
8249,24,,,,,,nan
8299,24,,,,,,nan
8349,24,,,,,,nan
8399,24,,,,,,nan
8449,24,,,,,,nan
8499,24,,,,,,nan
8549,24,,,,,,nan
8576,24,,nan,0.10140000283718109,,,
8576,24,,,,0.1002769023180008,,
8599,25,,,,,,nan
8649,25,,,,,,nan
8699,25,,,,,,nan
8749,25,,,,,,nan
8799,25,,,,,,nan
8849,25,,,,,,nan
8899,25,,,,,,nan
8949,25,,,,,,nan
8999,25,,,,,,nan
9049,25,,,,,,nan
9099,25,,,,,,nan
9138,25,,nan,0.10140000283718109,,,
9138,25,,,,0.1002769023180008,,
9149,26,,,,,,nan
9199,26,,,,,,nan
9249,26,,,,,,nan
9299,26,,,,,,nan
9349,26,,,,,,nan
9399,26,,,,,,nan
9449,26,,,,,,nan
9499,26,,,,,,nan
9549,26,,,,,,nan
9599,26,,,,,,nan
9649,26,,,,,,nan
9699,26,,,,,,nan
9700,26,,nan,0.10140000283718109,,,
9700,26,,,,0.1002769023180008,,
9749,27,,,,,,nan
9799,27,,,,,,nan
9849,27,,,,,,nan
9899,27,,,,,,nan
9949,27,,,,,,nan
9999,27,,,,,,nan
10049,27,,,,,,nan
10099,27,,,,,,nan
10149,27,,,,,,nan
10199,27,,,,,,nan
10249,27,,,,,,nan
10262,27,,nan,0.10140000283718109,,,
10262,27,,,,0.1002769023180008,,
10299,28,,,,,,nan
10349,28,,,,,,nan
10399,28,,,,,,nan
10449,28,,,,,,nan
10499,28,,,,,,nan
10549,28,,,,,,nan
10599,28,,,,,,nan
10649,28,,,,,,nan
10699,28,,,,,,nan
10749,28,,,,,,nan
10799,28,,,,,,nan
10824,28,,nan,0.10140000283718109,,,
10824,28,,,,0.1002769023180008,,
10849,29,,,,,,nan
10899,29,,,,,,nan
10949,29,,,,,,nan
10999,29,,,,,,nan
11049,29,,,,,,nan
11099,29,,,,,,nan
11149,29,,,,,,nan
11199,29,,,,,,nan
11249,29,,,,,,nan
11299,29,,,,,,nan
11349,29,,,,,,nan
11386,29,,nan,0.10140000283718109,,,
11386,29,,,,0.1002769023180008,,
11399,30,,,,,,nan
11449,30,,,,,,nan
11499,30,,,,,,nan
11549,30,,,,,,nan
11599,30,,,,,,nan
11649,30,,,,,,nan
11699,30,,,,,,nan
11749,30,,,,,,nan
11799,30,,,,,,nan
11849,30,,,,,,nan
11899,30,,,,,,nan
11948,30,,nan,0.10140000283718109,,,
11948,30,,,,0.1002769023180008,,
11949,31,,,,,,nan
11999,31,,,,,,nan
12049,31,,,,,,nan
12099,31,,,,,,nan
12149,31,,,,,,nan
12199,31,,,,,,nan
12249,31,,,,,,nan
12299,31,,,,,,nan
12349,31,,,,,,nan
12399,31,,,,,,nan
12449,31,,,,,,nan
12499,31,,,,,,nan
12510,31,,nan,0.10140000283718109,,,
12510,31,,,,0.1002769023180008,,
12549,32,,,,,,nan
12599,32,,,,,,nan
12649,32,,,,,,nan
12699,32,,,,,,nan
12749,32,,,,,,nan
12799,32,,,,,,nan
12849,32,,,,,,nan
12899,32,,,,,,nan
12949,32,,,,,,nan
12999,32,,,,,,nan
13049,32,,,,,,nan
13072,32,,nan,0.10140000283718109,,,
13072,32,,,,0.1002769023180008,,
13099,33,,,,,,nan
13149,33,,,,,,nan
13199,33,,,,,,nan
13249,33,,,,,,nan
13299,33,,,,,,nan
13349,33,,,,,,nan
13399,33,,,,,,nan
13449,33,,,,,,nan
13499,33,,,,,,nan
13549,33,,,,,,nan
13599,33,,,,,,nan
13634,33,,nan,0.10140000283718109,,,
13634,33,,,,0.1002769023180008,,
13649,34,,,,,,nan
13699,34,,,,,,nan
13749,34,,,,,,nan
13799,34,,,,,,nan
13849,34,,,,,,nan
13899,34,,,,,,nan
13949,34,,,,,,nan
13999,34,,,,,,nan
14049,34,,,,,,nan
14099,34,,,,,,nan
14149,34,,,,,,nan
14196,34,,nan,0.10140000283718109,,,
14196,34,,,,0.1002769023180008,,
14199,35,,,,,,nan
14249,35,,,,,,nan
14299,35,,,,,,nan
14349,35,,,,,,nan
14399,35,,,,,,nan
14449,35,,,,,,nan
14499,35,,,,,,nan
14549,35,,,,,,nan
14599,35,,,,,,nan
14649,35,,,,,,nan
14699,35,,,,,,nan
14749,35,,,,,,nan
14758,35,,nan,0.10140000283718109,,,
14758,35,,,,0.1002769023180008,,
14799,36,,,,,,nan
14849,36,,,,,,nan
14899,36,,,,,,nan
14949,36,,,,,,nan
14999,36,,,,,,nan
15049,36,,,,,,nan
15099,36,,,,,,nan
15149,36,,,,,,nan
15199,36,,,,,,nan
15249,36,,,,,,nan
15299,36,,,,,,nan
15320,36,,nan,0.10140000283718109,,,
15320,36,,,,0.1002769023180008,,
15349,37,,,,,,nan
15399,37,,,,,,nan
15449,37,,,,,,nan
15499,37,,,,,,nan
15549,37,,,,,,nan
15599,37,,,,,,nan
15649,37,,,,,,nan
15699,37,,,,,,nan
15749,37,,,,,,nan
15799,37,,,,,,nan
15849,37,,,,,,nan
15882,37,,nan,0.10140000283718109,,,
15882,37,,,,0.1002769023180008,,
15899,38,,,,,,nan
15949,38,,,,,,nan
15999,38,,,,,,nan
16049,38,,,,,,nan
16099,38,,,,,,nan
16149,38,,,,,,nan
16199,38,,,,,,nan
16249,38,,,,,,nan
16299,38,,,,,,nan
16349,38,,,,,,nan
16399,38,,,,,,nan
16444,38,,nan,0.10140000283718109,,,
16444,38,,,,0.1002769023180008,,
16449,39,,,,,,nan
16499,39,,,,,,nan
16549,39,,,,,,nan
16599,39,,,,,,nan
16649,39,,,,,,nan
16699,39,,,,,,nan
16749,39,,,,,,nan
16799,39,,,,,,nan
16849,39,,,,,,nan
16899,39,,,,,,nan
16949,39,,,,,,nan
16999,39,,,,,,nan
17006,39,,nan,0.10140000283718109,,,
17006,39,,,,0.1002769023180008,,
17049,40,,,,,,nan
17099,40,,,,,,nan
17149,40,,,,,,nan
17199,40,,,,,,nan
17249,40,,,,,,nan
17299,40,,,,,,nan
17349,40,,,,,,nan
17399,40,,,,,,nan
17449,40,,,,,,nan
17499,40,,,,,,nan
17549,40,,,,,,nan
17568,40,,nan,0.10140000283718109,,,
17568,40,,,,0.1002769023180008,,
17599,41,,,,,,nan
17649,41,,,,,,nan
17699,41,,,,,,nan
17749,41,,,,,,nan
17799,41,,,,,,nan
17849,41,,,,,,nan
17899,41,,,,,,nan
17949,41,,,,,,nan
17999,41,,,,,,nan
18049,41,,,,,,nan
18099,41,,,,,,nan
18130,41,,nan,0.10140000283718109,,,
18130,41,,,,0.1002769023180008,,
18149,42,,,,,,nan
18199,42,,,,,,nan
18249,42,,,,,,nan
18299,42,,,,,,nan
18349,42,,,,,,nan
18399,42,,,,,,nan
18449,42,,,,,,nan
18499,42,,,,,,nan
18549,42,,,,,,nan
18599,42,,,,,,nan
18649,42,,,,,,nan
18692,42,,nan,0.10140000283718109,,,
18692,42,,,,0.1002769023180008,,
18699,43,,,,,,nan
18749,43,,,,,,nan
18799,43,,,,,,nan
18849,43,,,,,,nan
18899,43,,,,,,nan
18949,43,,,,,,nan
18999,43,,,,,,nan
19049,43,,,,,,nan
19099,43,,,,,,nan
19149,43,,,,,,nan
19199,43,,,,,,nan
19249,43,,,,,,nan
19254,43,,nan,0.10140000283718109,,,
19254,43,,,,0.1002769023180008,,
19299,44,,,,,,nan
19349,44,,,,,,nan
19399,44,,,,,,nan
19449,44,,,,,,nan
19499,44,,,,,,nan
19549,44,,,,,,nan
19599,44,,,,,,nan
19649,44,,,,,,nan
19699,44,,,,,,nan
19749,44,,,,,,nan
19799,44,,,,,,nan
19816,44,,nan,0.10140000283718109,,,
19816,44,,,,0.1002769023180008,,
19849,45,,,,,,nan
19899,45,,,,,,nan
19949,45,,,,,,nan
19999,45,,,,,,nan
20049,45,,,,,,nan
20099,45,,,,,,nan
20149,45,,,,,,nan
20199,45,,,,,,nan
20249,45,,,,,,nan
20299,45,,,,,,nan
20349,45,,,,,,nan
20378,45,,nan,0.10140000283718109,,,
20378,45,,,,0.1002769023180008,,
20399,46,,,,,,nan
20449,46,,,,,,nan
20499,46,,,,,,nan
20549,46,,,,,,nan
20599,46,,,,,,nan
20649,46,,,,,,nan
20699,46,,,,,,nan
20749,46,,,,,,nan
20799,46,,,,,,nan
20849,46,,,,,,nan
20899,46,,,,,,nan
20940,46,,nan,0.10140000283718109,,,
20940,46,,,,0.1002769023180008,,
20949,47,,,,,,nan
20999,47,,,,,,nan
21049,47,,,,,,nan
21099,47,,,,,,nan
21149,47,,,,,,nan
21199,47,,,,,,nan
21249,47,,,,,,nan
21299,47,,,,,,nan
21349,47,,,,,,nan
21399,47,,,,,,nan
21449,47,,,,,,nan
21499,47,,,,,,nan
21502,47,,nan,0.10140000283718109,,,
21502,47,,,,0.1002769023180008,,
21549,48,,,,,,nan
21599,48,,,,,,nan
21649,48,,,,,,nan
21699,48,,,,,,nan
21749,48,,,,,,nan
21799,48,,,,,,nan
21849,48,,,,,,nan
21899,48,,,,,,nan
21949,48,,,,,,nan
21999,48,,,,,,nan
22049,48,,,,,,nan
22064,48,,nan,0.10140000283718109,,,
22064,48,,,,0.1002769023180008,,
22099,49,,,,,,nan
22149,49,,,,,,nan
22199,49,,,,,,nan
22249,49,,,,,,nan
22299,49,,,,,,nan
22349,49,,,,,,nan
22399,49,,,,,,nan
22449,49,,,,,,nan
22499,49,,,,,,nan
22549,49,,,,,,nan
22599,49,,,,,,nan
22626,49,,nan,0.10140000283718109,,,
22626,49,,,,0.1002769023180008,,
22649,50,,,,,,nan
22699,50,,,,,,nan
22749,50,,,,,,nan
22799,50,,,,,,nan
22849,50,,,,,,nan
22899,50,,,,,,nan
22949,50,,,,,,nan
22999,50,,,,,,nan
23049,50,,,,,,nan
23099,50,,,,,,nan
23149,50,,,,,,nan
23188,50,,nan,0.10140000283718109,,,
23188,50,,,,0.1002769023180008,,
23199,51,,,,,,nan
23249,51,,,,,,nan
23299,51,,,,,,nan
23349,51,,,,,,nan
23399,51,,,,,,nan
23449,51,,,,,,nan
23499,51,,,,,,nan
23549,51,,,,,,nan
23599,51,,,,,,nan
23649,51,,,,,,nan
23699,51,,,,,,nan
23749,51,,,,,,nan
23750,51,,nan,0.10140000283718109,,,
23750,51,,,,0.1002769023180008,,
23799,52,,,,,,nan
23849,52,,,,,,nan
23899,52,,,,,,nan
23949,52,,,,,,nan
23999,52,,,,,,nan
24049,52,,,,,,nan
24099,52,,,,,,nan
24149,52,,,,,,nan
24199,52,,,,,,nan
24249,52,,,,,,nan
24299,52,,,,,,nan
24312,52,,nan,0.10140000283718109,,,
24312,52,,,,0.1002769023180008,,
24349,53,,,,,,nan
24399,53,,,,,,nan
24449,53,,,,,,nan
24499,53,,,,,,nan
24549,53,,,,,,nan
24599,53,,,,,,nan
24649,53,,,,,,nan
24699,53,,,,,,nan
24749,53,,,,,,nan
24799,53,,,,,,nan
24849,53,,,,,,nan
24874,53,,nan,0.10140000283718109,,,
24874,53,,,,0.1002769023180008,,
24899,54,,,,,,nan
24949,54,,,,,,nan
24999,54,,,,,,nan
25049,54,,,,,,nan
25099,54,,,,,,nan
25149,54,,,,,,nan
25199,54,,,,,,nan
25249,54,,,,,,nan
25299,54,,,,,,nan
25349,54,,,,,,nan
25399,54,,,,,,nan
25436,54,,nan,0.10140000283718109,,,
25436,54,,,,0.1002769023180008,,
25449,55,,,,,,nan
25499,55,,,,,,nan
25549,55,,,,,,nan
25599,55,,,,,,nan
25649,55,,,,,,nan
25699,55,,,,,,nan
25749,55,,,,,,nan
25799,55,,,,,,nan
25849,55,,,,,,nan
25899,55,,,,,,nan
25949,55,,,,,,nan
25998,55,,nan,0.10140000283718109,,,
25998,55,,,,0.1002769023180008,,
25999,56,,,,,,nan
26049,56,,,,,,nan
26099,56,,,,,,nan
26149,56,,,,,,nan
26199,56,,,,,,nan
26249,56,,,,,,nan
26299,56,,,,,,nan
26349,56,,,,,,nan
26399,56,,,,,,nan
26449,56,,,,,,nan
26499,56,,,,,,nan
26549,56,,,,,,nan
26560,56,,nan,0.10140000283718109,,,
26560,56,,,,0.1002769023180008,,
26599,57,,,,,,nan
26649,57,,,,,,nan
26699,57,,,,,,nan
26749,57,,,,,,nan
26799,57,,,,,,nan
26849,57,,,,,,nan
26899,57,,,,,,nan
26949,57,,,,,,nan
26999,57,,,,,,nan
27049,57,,,,,,nan
27099,57,,,,,,nan
27122,57,,nan,0.10140000283718109,,,
27122,57,,,,0.1002769023180008,,
27149,58,,,,,,nan
27199,58,,,,,,nan
27249,58,,,,,,nan
27299,58,,,,,,nan
27349,58,,,,,,nan
27399,58,,,,,,nan
27449,58,,,,,,nan
27499,58,,,,,,nan
27549,58,,,,,,nan
27599,58,,,,,,nan
27649,58,,,,,,nan
27684,58,,nan,0.10140000283718109,,,
27684,58,,,,0.1002769023180008,,
27699,59,,,,,,nan
27749,59,,,,,,nan
27799,59,,,,,,nan
27849,59,,,,,,nan
27899,59,,,,,,nan
27949,59,,,,,,nan
27999,59,,,,,,nan
28049,59,,,,,,nan
28099,59,,,,,,nan
28149,59,,,,,,nan
28199,59,,,,,,nan
28246,59,,nan,0.10140000283718109,,,
28246,59,,,,0.1002769023180008,,
28249,60,,,,,,nan
28299,60,,,,,,nan
28349,60,,,,,,nan
28399,60,,,,,,nan
28449,60,,,,,,nan
28499,60,,,,,,nan
28549,60,,,,,,nan
28599,60,,,,,,nan
28649,60,,,,,,nan
28699,60,,,,,,nan
28749,60,,,,,,nan
28799,60,,,,,,nan
28808,60,,nan,0.10140000283718109,,,
28808,60,,,,0.1002769023180008,,
28849,61,,,,,,nan
28899,61,,,,,,nan
28949,61,,,,,,nan
28999,61,,,,,,nan
29049,61,,,,,,nan
29099,61,,,,,,nan
29149,61,,,,,,nan
29199,61,,,,,,nan
29249,61,,,,,,nan
29299,61,,,,,,nan
29349,61,,,,,,nan
29370,61,,nan,0.10140000283718109,,,
29370,61,,,,0.1002769023180008,,
29399,62,,,,,,nan
29449,62,,,,,,nan
29499,62,,,,,,nan
29549,62,,,,,,nan
29599,62,,,,,,nan
29649,62,,,,,,nan
29699,62,,,,,,nan
29749,62,,,,,,nan
29799,62,,,,,,nan
29849,62,,,,,,nan
29899,62,,,,,,nan
29932,62,,nan,0.10140000283718109,,,
29932,62,,,,0.1002769023180008,,
29949,63,,,,,,nan
29999,63,,,,,,nan
30049,63,,,,,,nan
30099,63,,,,,,nan
30149,63,,,,,,nan
30199,63,,,,,,nan
30249,63,,,,,,nan
30299,63,,,,,,nan
30349,63,,,,,,nan
30399,63,,,,,,nan
30449,63,,,,,,nan
30494,63,,nan,0.10140000283718109,,,
30494,63,,,,0.1002769023180008,,
30499,64,,,,,,nan
30549,64,,,,,,nan
30599,64,,,,,,nan
30649,64,,,,,,nan
30699,64,,,,,,nan
30749,64,,,,,,nan
30799,64,,,,,,nan
30849,64,,,,,,nan
30899,64,,,,,,nan
30949,64,,,,,,nan
30999,64,,,,,,nan
31049,64,,,,,,nan
31056,64,,nan,0.10140000283718109,,,
31056,64,,,,0.1002769023180008,,
31099,65,,,,,,nan
31149,65,,,,,,nan
31199,65,,,,,,nan
31249,65,,,,,,nan
31299,65,,,,,,nan
31349,65,,,,,,nan
31399,65,,,,,,nan
31449,65,,,,,,nan
31499,65,,,,,,nan
31549,65,,,,,,nan
31599,65,,,,,,nan
31618,65,,nan,0.10140000283718109,,,
31618,65,,,,0.1002769023180008,,
31649,66,,,,,,nan
31699,66,,,,,,nan
31749,66,,,,,,nan
31799,66,,,,,,nan
31849,66,,,,,,nan
31899,66,,,,,,nan
31949,66,,,,,,nan
31999,66,,,,,,nan
32049,66,,,,,,nan
32099,66,,,,,,nan
32149,66,,,,,,nan
32180,66,,nan,0.10140000283718109,,,
32180,66,,,,0.1002769023180008,,
32199,67,,,,,,nan
32249,67,,,,,,nan
32299,67,,,,,,nan
32349,67,,,,,,nan
32399,67,,,,,,nan
32449,67,,,,,,nan
32499,67,,,,,,nan
32549,67,,,,,,nan
32599,67,,,,,,nan
32649,67,,,,,,nan
32699,67,,,,,,nan
32742,67,,nan,0.10140000283718109,,,
32742,67,,,,0.1002769023180008,,
32749,68,,,,,,nan
32799,68,,,,,,nan
32849,68,,,,,,nan
32899,68,,,,,,nan
32949,68,,,,,,nan
32999,68,,,,,,nan
33049,68,,,,,,nan
33099,68,,,,,,nan
33149,68,,,,,,nan
33199,68,,,,,,nan
33249,68,,,,,,nan
33299,68,,,,,,nan
33304,68,,nan,0.10140000283718109,,,
33304,68,,,,0.1002769023180008,,
33349,69,,,,,,nan
33399,69,,,,,,nan
33449,69,,,,,,nan
33499,69,,,,,,nan
33549,69,,,,,,nan
33599,69,,,,,,nan
33649,69,,,,,,nan
33699,69,,,,,,nan
33749,69,,,,,,nan
33799,69,,,,,,nan
33849,69,,,,,,nan
33866,69,,nan,0.10140000283718109,,,
33866,69,,,,0.1002769023180008,,
33899,70,,,,,,nan
33949,70,,,,,,nan
33999,70,,,,,,nan
34049,70,,,,,,nan
34099,70,,,,,,nan
34149,70,,,,,,nan
34199,70,,,,,,nan
34249,70,,,,,,nan
34299,70,,,,,,nan
34349,70,,,,,,nan
34399,70,,,,,,nan
34428,70,,nan,0.10140000283718109,,,
34428,70,,,,0.1002769023180008,,
34449,71,,,,,,nan
34499,71,,,,,,nan
34549,71,,,,,,nan
34599,71,,,,,,nan
34649,71,,,,,,nan
34699,71,,,,,,nan
34749,71,,,,,,nan
34799,71,,,,,,nan
34849,71,,,,,,nan
34899,71,,,,,,nan
34949,71,,,,,,nan
34990,71,,nan,0.10140000283718109,,,
34990,71,,,,0.1002769023180008,,
34999,72,,,,,,nan
35049,72,,,,,,nan
35099,72,,,,,,nan
35149,72,,,,,,nan
35199,72,,,,,,nan
35249,72,,,,,,nan
35299,72,,,,,,nan
35349,72,,,,,,nan
35399,72,,,,,,nan
35449,72,,,,,,nan
35499,72,,,,,,nan
35549,72,,,,,,nan
35552,72,,nan,0.10140000283718109,,,
35552,72,,,,0.1002769023180008,,
35599,73,,,,,,nan
35649,73,,,,,,nan
35699,73,,,,,,nan
35749,73,,,,,,nan
35799,73,,,,,,nan
35849,73,,,,,,nan
35899,73,,,,,,nan
35949,73,,,,,,nan
35999,73,,,,,,nan
36049,73,,,,,,nan
36099,73,,,,,,nan
36114,73,,nan,0.10140000283718109,,,
36114,73,,,,0.1002769023180008,,
36149,74,,,,,,nan
36199,74,,,,,,nan
36249,74,,,,,,nan
36299,74,,,,,,nan
36349,74,,,,,,nan
36399,74,,,,,,nan
36449,74,,,,,,nan
36499,74,,,,,,nan
36549,74,,,,,,nan
36599,74,,,,,,nan
36649,74,,,,,,nan
36676,74,,nan,0.10140000283718109,,,
36676,74,,,,0.1002769023180008,,
36699,75,,,,,,nan
36749,75,,,,,,nan
36799,75,,,,,,nan
36849,75,,,,,,nan
36899,75,,,,,,nan
36949,75,,,,,,nan
36999,75,,,,,,nan
37049,75,,,,,,nan
37099,75,,,,,,nan
37149,75,,,,,,nan
37199,75,,,,,,nan
37238,75,,nan,0.10140000283718109,,,
37238,75,,,,0.1002769023180008,,
37249,76,,,,,,nan
37299,76,,,,,,nan
37349,76,,,,,,nan
37399,76,,,,,,nan
37449,76,,,,,,nan
37499,76,,,,,,nan
37549,76,,,,,,nan
37599,76,,,,,,nan
37649,76,,,,,,nan
37699,76,,,,,,nan
37749,76,,,,,,nan
37799,76,,,,,,nan
