epoch,step,train_loss,val_acc,val_loss,test_acc,train_acc
0,49,2.27488374710083,,,,
0,99,2.1253702640533447,,,,
0,149,2.214019536972046,,,,
0,199,1.9161797761917114,,,,
0,249,1.9920644760131836,,,,
0,299,1.955206036567688,,,,
0,311,,0.30239999294281006,1.8725824356079102,,
0,311,,,,0.33709999918937683,0.21719752252101898
1,349,1.8718042373657227,,,,
1,399,1.9633517265319824,,,,
1,449,2.0847654342651367,,,,
1,499,1.7337080240249634,,,,
1,549,1.803560495376587,,,,
1,599,1.925710678100586,,,,
1,623,,0.35350000858306885,1.768565058708191,,
1,623,,,,0.4027999937534332,0.3255709111690521
2,649,1.7835613489151,,,,
2,699,1.5891791582107544,,,,
2,749,1.8069581985473633,,,,
2,799,1.7412937879562378,,,,
2,849,1.6219604015350342,,,,
2,899,1.7315019369125366,,,,
2,935,,0.42419999837875366,1.643462896347046,,
2,935,,,,0.46709999442100525,0.3916015625
3,949,1.686279535293579,,,,
3,999,1.5991904735565186,,,,
3,1049,1.6767582893371582,,,,
3,1099,1.6822401285171509,,,,
3,1149,1.5785046815872192,,,,
3,1199,1.70180082321167,,,,
3,1247,,0.4302999973297119,1.697031021118164,,
3,1247,,,,0.47679999470710754,0.4443359375
4,1249,1.5060235261917114,,,,
4,1299,1.6569205522537231,,,,
4,1349,1.5887888669967651,,,,
4,1399,1.355376958847046,,,,
4,1449,1.4584614038467407,,,,
4,1499,1.4056577682495117,,,,
4,1549,1.43168306350708,,,,
4,1559,,0.5037000179290771,1.4793555736541748,,
4,1559,,,,0.5662999749183655,0.48422476649284363
5,1599,1.3744534254074097,,,,
5,1649,1.4678680896759033,,,,
5,1699,1.4818634986877441,,,,
5,1749,1.3943008184432983,,,,
5,1799,1.3765335083007812,,,,
5,1849,1.3895399570465088,,,,
5,1871,,0.5227000117301941,1.4531328678131104,,
5,1871,,,,0.5888000130653381,0.5201321840286255
6,1899,1.3699675798416138,,,,
6,1949,1.440830945968628,,,,
6,1999,1.5913535356521606,,,,
6,2049,1.3830718994140625,,,,
6,2099,1.2413519620895386,,,,
6,2149,1.2565940618515015,,,,
6,2183,,0.574400007724762,1.3259786367416382,,
6,2183,,,,0.6488999724388123,0.5510566830635071
7,2199,1.219221591949463,,,,
7,2249,1.405811071395874,,,,
7,2299,1.462048053741455,,,,
7,2349,1.2433472871780396,,,,
7,2399,1.2770761251449585,,,,
7,2449,1.2579199075698853,,,,
7,2495,,0.5745000243186951,1.314346432685852,,
7,2495,,,,0.6477000117301941,0.5740184187889099
8,2499,1.3501700162887573,,,,
8,2549,1.262137532234192,,,,
8,2599,1.3194934129714966,,,,
8,2649,1.3017762899398804,,,,
8,2699,1.2107068300247192,,,,
8,2749,1.3277734518051147,,,,
8,2799,1.12608003616333,,,,
8,2807,,0.5752999782562256,1.3387670516967773,,
8,2807,,,,0.6520000100135803,0.5931239724159241
9,2849,1.4263319969177246,,,,
9,2899,1.4146995544433594,,,,
9,2949,1.2725392580032349,,,,
9,2999,1.3311885595321655,,,,
9,3049,1.1152269840240479,,,,
9,3099,1.2094489336013794,,,,
9,3119,,0.6004999876022339,1.2651619911193848,,
9,3119,,,,0.6945000290870667,0.6102012991905212
10,3149,1.1230559349060059,,,,
10,3199,1.022698163986206,,,,
10,3249,1.3827626705169678,,,,
10,3299,0.993339478969574,,,,
10,3349,1.0848444700241089,,,,
10,3399,1.349344253540039,,,,
10,3431,,0.6240000128746033,1.2157994508743286,,
10,3431,,,,0.7128999829292297,0.6236729025840759
11,3449,0.8569340109825134,,,,
11,3499,0.9217735528945923,,,,
11,3549,0.9831095933914185,,,,
11,3599,1.4333690404891968,,,,
11,3649,1.2869356870651245,,,,
11,3699,1.2999141216278076,,,,
11,3743,,0.6229000091552734,1.2206429243087769,,
11,3743,,,,0.7049999833106995,0.6404747366905212
12,3749,0.9760876893997192,,,,
12,3799,1.2511483430862427,,,,
12,3849,1.1521610021591187,,,,
12,3899,1.2995754480361938,,,,
12,3949,1.0228877067565918,,,,
12,3999,1.3809802532196045,,,,
12,4049,1.2248691320419312,,,,
12,4055,,0.6373000144958496,1.1780160665512085,,
12,4055,,,,0.7282999753952026,0.6510917544364929
13,4099,1.0931727886199951,,,,
13,4149,0.9565701484680176,,,,
13,4199,1.0641958713531494,,,,
13,4249,1.0234856605529785,,,,
13,4299,1.0097123384475708,,,,
13,4349,0.9680377244949341,,,,
13,4367,,0.6503999829292297,1.1466610431671143,,
13,4367,,,,0.7383999824523926,0.6624850034713745
14,4399,0.996337890625,,,,
14,4449,1.2558499574661255,,,,
14,4499,1.034427285194397,,,,
14,4549,1.1304552555084229,,,,
14,4599,1.0196620225906372,,,,
14,4649,1.0225251913070679,,,,
14,4679,,0.6571000218391418,1.137978196144104,,
14,4679,,,,0.7421000003814697,0.6737279891967773
15,4699,1.0246444940567017,,,,
15,4749,1.0689210891723633,,,,
15,4799,1.019203543663025,,,,
15,4849,1.2736496925354004,,,,
15,4899,1.148679494857788,,,,
15,4949,1.1672825813293457,,,,
15,4991,,0.6617000102996826,1.1156997680664062,,
15,4991,,,,0.7545999884605408,0.6836438179016113
16,4999,0.9837275743484497,,,,
16,5049,1.047446370124817,,,,
16,5099,0.9838851690292358,,,,
16,5149,1.103438377380371,,,,
16,5199,1.0313340425491333,,,,
16,5249,1.2128262519836426,,,,
16,5299,1.1787506341934204,,,,
16,5303,,0.6722000241279602,1.1015989780426025,,
16,5303,,,,0.7745000123977661,0.6922075152397156
17,5349,1.008347749710083,,,,
17,5399,0.9045698642730713,,,,
17,5449,1.055820345878601,,,,
17,5499,1.0342597961425781,,,,
17,5549,1.0045841932296753,,,,
17,5599,1.2918318510055542,,,,
17,5615,,0.6718999743461609,1.1116000413894653,,
17,5615,,,,0.7685999870300293,0.7006710767745972
18,5649,1.0457501411437988,,,,
18,5699,1.028437852859497,,,,
18,5749,0.9328750371932983,,,,
18,5799,1.07023286819458,,,,
18,5849,1.0305449962615967,,,,
18,5899,0.9115327596664429,,,,
18,5927,,0.6748999953269958,1.0962589979171753,,
18,5927,,,,0.7645000219345093,0.7075070142745972
19,5949,0.7350431084632874,,,,
19,5999,1.013365387916565,,,,
19,6049,1.0539737939834595,,,,
19,6099,0.8921365737915039,,,,
19,6149,1.1357752084732056,,,,
19,6199,0.9859287738800049,,,,
19,6239,,0.6884999871253967,1.0505892038345337,,
19,6239,,,,0.7857000231742859,0.7127904891967773
20,6249,1.068626880645752,,,,
20,6299,1.0283567905426025,,,,
20,6349,1.1080580949783325,,,,
20,6399,0.8927547335624695,,,,
20,6449,0.9390126466751099,,,,
20,6499,1.0942248106002808,,,,
20,6549,0.9323350191116333,,,,
20,6551,,0.6953999996185303,1.0625407695770264,,
20,6551,,,,0.8004000186920166,0.7203024625778198
21,6599,0.9931408762931824,,,,
21,6649,1.0770255327224731,,,,
21,6699,1.0835801362991333,,,,
21,6749,1.0053516626358032,,,,
21,6799,0.6720334887504578,,,,
21,6849,0.9830288887023926,,,,
21,6863,,0.6913999915122986,1.0729032754898071,,
21,6863,,,,0.7894999980926514,0.7278895974159241
22,6899,0.786439836025238,,,,
22,6949,0.9628512859344482,,,,
22,6999,0.705037534236908,,,,
22,7049,0.8806872963905334,,,,
22,7099,0.9646862149238586,,,,
22,7149,0.932720422744751,,,,
22,7175,,0.6812999844551086,1.0921393632888794,,
22,7175,,,,0.7849000096321106,0.7298427224159241
23,7199,0.9554535150527954,,,,
23,7249,1.0238876342773438,,,,
23,7299,1.022970199584961,,,,
23,7349,0.8218032717704773,,,,
23,7399,0.9017937183380127,,,,
23,7449,0.8378843069076538,,,,
23,7487,,0.694599986076355,1.052809238433838,,
23,7487,,,,0.8036999702453613,0.7366285920143127
24,7499,0.5855901837348938,,,,
24,7549,0.9162991642951965,,,,
24,7599,1.0984747409820557,,,,
24,7649,0.9474027752876282,,,,
24,7699,0.934219479560852,,,,
24,7749,0.975817859172821,,,,
24,7799,0.8634546995162964,,,,
24,7799,,0.7135000228881836,1.0124472379684448,,
24,7799,,,,0.8155999779701233,0.7410356402397156
25,8111,,0.7300000190734863,0.9804739952087402,,
25,8111,0.8888720273971558,,,0.8356999754905701,0.756437361240387
26,8149,0.7764009237289429,,,,
26,8199,0.6990234851837158,,,,
26,8249,0.5117915868759155,,,,
26,8299,0.36440640687942505,,,,
26,8349,0.4961065649986267,,,,
26,8357,,0.6556000113487244,2.1504995822906494,,
26,8357,,,,0.7509999871253967,0.7944296002388
27,8399,0.2354966104030609,,,,
27,8449,0.1027139201760292,,,,
27,8499,0.1804024875164032,,,,
27,8549,0.20587526261806488,,,,
27,8570,,0.6873999834060669,2.198507785797119,,
27,8570,,,,0.7886000275611877,0.920187771320343
28,8599,0.23641766607761383,,,,
28,8649,0.24340598285198212,,,,
28,8699,0.28838640451431274,,,,
28,8749,0.12580043077468872,,,,
28,8795,,0.6920999884605408,2.137075662612915,,
28,8795,,,,0.7968999743461609,0.9275694489479065
29,8799,0.1282123625278473,,,,
29,8849,0.20670223236083984,,,,
29,8899,0.3017970621585846,,,,
29,8949,0.10722622275352478,,,,
29,8999,0.21929770708084106,,,,
29,9021,,0.6743999719619751,2.444181203842163,,
29,9021,,,,0.772599995136261,0.9301369190216064
30,9049,0.1305779665708542,,,,
30,9099,0.1324210911989212,,,,
30,9149,0.1836436539888382,,,,
30,9199,0.24955607950687408,,,,
30,9242,,0.7135999798774719,2.100294351577759,,
30,9242,,,,0.8213000297546387,0.939161479473114
31,9249,0.22166571021080017,,,,
31,9299,0.2368318885564804,,,,
31,9349,0.20596836507320404,,,,
31,9399,0.10984567552804947,,,,
31,9449,0.2055988907814026,,,,
31,9474,,0.7184000015258789,2.057436466217041,,
31,9474,,,,0.8357999920845032,0.9369612336158752
32,9499,0.1336146742105484,,,,
32,9549,0.1488361358642578,,,,
32,9599,0.21702829003334045,,,,
32,9649,0.1830466389656067,,,,
32,9699,0.1785104125738144,,,,
32,9710,,0.7121000289916992,2.097425937652588,,
32,9710,,,,0.8294000029563904,0.9357454776763916
33,9749,0.1936345398426056,,,,
33,9799,0.20414233207702637,,,,
33,9849,0.1294495165348053,,,,
33,9899,0.19026803970336914,,,,
33,9946,,0.7206000089645386,2.0206186771392822,,
33,9946,,,,0.8385000228881836,0.940744161605835
34,9949,0.0957082137465477,,,,
34,9999,0.2779277265071869,,,,
34,10049,0.1889639049768448,,,,
34,10099,0.1328456550836563,,,,
34,10149,0.10341914743185043,,,,
34,10184,,0.7175999879837036,2.2450828552246094,,
34,10184,,,,0.8392000198364258,0.9417344927787781
35,10199,0.15416081249713898,,,,
35,10249,0.26818370819091797,,,,
35,10299,0.17976747453212738,,,,
35,10349,0.14531010389328003,,,,
35,10399,0.15103642642498016,,,,
35,10422,,0.7257999777793884,2.19940185546875,,
35,10422,,,,0.8464000225067139,0.9439338445663452
36,10449,0.13192316889762878,,,,
36,10499,0.24157921969890594,,,,
36,10549,0.18730725347995758,,,,
36,10599,0.18015095591545105,,,,
36,10649,0.30254486203193665,,,,
36,10663,,0.7146000266075134,2.2534008026123047,,
36,10663,,,,0.8273000121116638,0.9450855851173401
37,10699,0.08972148597240448,,,,
37,10749,0.18505756556987762,,,,
37,10799,0.1881745159626007,,,,
37,10849,0.21915093064308167,,,,
37,10899,0.10895758122205734,,,,
37,10900,,0.7311000227928162,2.062908172607422,,
37,10900,,,,0.8429999947547913,0.9470266103744507
38,10949,0.10883311927318573,,,,
38,10999,0.11167600750923157,,,,
38,11049,0.22449259459972382,,,,
38,11099,0.12402676045894623,,,,
38,11141,,0.7186999917030334,2.133307456970215,,
38,11141,,,,0.8271999955177307,0.9466091990470886
39,11149,0.06854774802923203,,,,
39,11199,0.16196349263191223,,,,
39,11249,0.15124429762363434,,,,
39,11299,0.09471780806779861,,,,
39,11349,0.10404086112976074,,,,
39,11381,,0.7287999987602234,2.1196541786193848,,
39,11381,,,,0.8428000211715698,0.947949230670929
40,11399,0.16371002793312073,,,,
40,11449,0.12749728560447693,,,,
40,11499,0.10785555094480515,,,,
40,11549,0.10670231282711029,,,,
40,11599,0.0734429731965065,,,,
40,11621,,0.7279000282287598,2.2248117923736572,,
40,11621,,,,0.8374999761581421,0.950488269329071
41,11649,0.19311381876468658,,,,
41,11699,0.05378931388258934,,,,
41,11749,0.07074454426765442,,,,
41,11799,0.1044083684682846,,,,
41,11849,0.15584774315357208,,,,
41,11862,,0.7372000217437744,2.112976312637329,,
41,11862,,,,0.8550999760627747,0.9530925750732422
42,11899,0.2697550356388092,,,,
42,11949,0.24426524341106415,,,,
42,11999,0.12579356133937836,,,,
42,12049,0.10674673318862915,,,,
42,12099,0.13006354868412018,,,,
42,12107,,0.7272999882698059,2.1207332611083984,,
42,12107,,,,0.8447999954223633,0.9516581892967224
43,12149,0.14051838219165802,,,,
43,12199,0.11353736370801926,,,,
43,12249,0.11698298901319504,,,,
43,12299,0.11127985268831253,,,,
43,12349,0.16399048268795013,,,,
43,12350,,0.7361999750137329,2.1165390014648438,,
43,12350,,,,0.8464000225067139,0.9551504850387573
44,12399,0.11792398989200592,,,,
44,12449,0.06804502755403519,,,,
44,12499,0.133805513381958,,,,
44,12549,0.1014552041888237,,,,
44,12595,,0.7379999756813049,2.0703768730163574,,
44,12595,,,,0.8539000153541565,0.9537308812141418
45,12599,0.06046801060438156,,,,
45,12649,0.15217985212802887,,,,
45,12699,0.08821599185466766,,,,
45,12749,0.07401170581579208,,,,
45,12799,0.08442877978086472,,,,
45,12840,,0.7296000123023987,2.229623794555664,,
45,12840,,,,0.8479999899864197,0.9562181234359741
46,12849,0.07800932228565216,,,,
46,12899,0.10724048316478729,,,,
46,12949,0.14129121601581573,,,,
46,12999,0.15646106004714966,,,,
46,13049,0.14119400084018707,,,,
46,13084,,0.7318000197410583,2.150575876235962,,
46,13084,,,,0.8496999740600586,0.9558145403862
47,13099,0.08037479966878891,,,,
47,13149,0.12121109664440155,,,,
47,13199,0.07000993192195892,,,,
47,13249,0.1586187332868576,,,,
47,13299,0.15568587183952332,,,,
47,13329,,0.7325000166893005,2.0649921894073486,,
47,13329,,,,0.8561000227928162,0.9536671042442322
48,13349,0.21744832396507263,,,,
