train_loss2,epoch,step,train_loss1,val_acc2,val_acc1,train_acc1,train_acc2,test_acc
0.015115110203623772,0,49,0.015587273985147476,,,,,
0.014457913115620613,0,99,0.014695980586111546,,,,,
0.015095827169716358,0,149,0.015529153868556023,,,,,
0.015435182489454746,0,199,0.014903387986123562,,,,,
0.014039292000234127,0,249,0.013533203862607479,,,,,
0.013225659728050232,0,299,0.01302047073841095,,,,,
,0,311,,0.4018999934196472,0.3968999981880188,,,
,0,311,,,,0.3119240701198578,0.3231169879436493,0.4413999915122986
0.012205712497234344,1,349,0.012363077141344547,,,,,
0.013919689692556858,1,399,0.01378416083753109,,,,,
0.01229408010840416,1,449,0.0123377600684762,,,,,
0.012093051336705685,1,499,0.012029705569148064,,,,,
0.012140118516981602,1,549,0.011781783774495125,,,,,
0.011083545163273811,1,599,0.01153851579874754,,,,,
,1,623,,0.5145999789237976,0.49729999899864197,,,
,1,623,,,,0.4609375,0.4557792544364929,0.5508000254631042
0.012640278786420822,2,649,0.01253967359662056,,,,,
0.009758898057043552,2,699,0.01064447220414877,,,,,
0.00910342950373888,2,749,0.009403751231729984,,,,,
0.010754372924566269,2,799,0.010235522873699665,,,,,
0.009253278374671936,2,849,0.008984277956187725,,,,,
0.009798072278499603,2,899,0.009386550635099411,,,,,
,2,935,,0.520799994468689,0.5246000289916992,,,
,2,935,,,,0.5317758321762085,0.5236127972602844,0.59170001745224
0.008347206749022007,3,949,0.00880471058189869,,,,,
0.007638155482709408,3,999,0.007921798154711723,,,,,
0.008454087190330029,3,1049,0.008203363046050072,,,,,
0.008984940126538277,3,1099,0.009058455005288124,,,,,
0.009675526060163975,3,1149,0.00993499904870987,,,,,
0.010803992860019207,3,1199,0.010445181280374527,,,,,
,3,1247,,0.5532000064849854,0.5756000280380249,,,
,3,1247,,,,0.5777744650840759,0.5697365999221802,0.6467000246047974
0.00806827750056982,4,1249,0.007960697636008263,,,,,
0.008485419675707817,4,1299,0.00781374890357256,,,,,
0.0075575215741992,4,1349,0.007995441555976868,,,,,
0.007751826196908951,4,1399,0.007459778804332018,,,,,
0.0067543634213507175,4,1449,0.007045433856546879,,,,,
0.007581714075058699,4,1499,0.0073262047953903675,,,,,
0.008446908555924892,4,1549,0.008409487083554268,,,,,
,4,1559,,0.6057000160217285,0.6205000281333923,,,
,4,1559,,,,0.6060947775840759,0.6010366678237915,0.6937999725341797
0.006432263646274805,5,1599,0.006182776764035225,,,,,
0.006645499262958765,5,1649,0.007140086032450199,,,,,
0.005232753232121468,5,1699,0.004125499632209539,,,,,
0.006580191198736429,5,1749,0.006764583755284548,,,,,
0.004106537904590368,5,1799,0.0038110269233584404,,,,,
0.008112086914479733,5,1849,0.007939091883599758,,,,,
,5,1871,,0.6370999813079834,0.6470999717712402,,,
,5,1871,,,,0.6393479704856873,0.6265023946762085,0.7387999892234802
0.009613974019885063,6,1899,0.008735962212085724,,,,,
0.007291791029274464,6,1949,0.006712143775075674,,,,,
0.005790701135993004,6,1999,0.005735532846301794,,,,,
0.004601980093866587,6,2049,0.004917262587696314,,,,,
0.007387411780655384,6,2099,0.006831439211964607,,,,,
0.006593641359359026,6,2149,0.0069654942490160465,,,,,
,6,2183,,0.6635000109672546,0.6516000032424927,,,
,6,2183,,,,0.6581029891967773,0.6506910920143127,0.7318999767303467
0.005643527489155531,7,2199,0.006323778070509434,,,,,
0.0058851041831076145,7,2249,0.005700970068573952,,,,,
0.006167109590023756,7,2299,0.005331901367753744,,,,,
0.00528592336922884,7,2349,0.004445518832653761,,,,,
0.004920934326946735,7,2399,0.004908442031592131,,,,,
0.0046701994724571705,7,2449,0.004857928492128849,,,,,
,7,2495,,0.6621999740600586,0.6668999791145325,,,
,7,2495,,,,0.6756560206413269,0.6725510954856873,0.7516999840736389
0.005675775930285454,8,2499,0.006152494810521603,,,,,
0.003933881409466267,8,2549,0.004167689010500908,,,,,
0.004796764347702265,8,2599,0.005212241783738136,,,,,
0.00400466937571764,8,2649,0.003628995269536972,,,,,
0.002495762426406145,8,2699,0.002467322163283825,,,,,
0.0031836533453315496,8,2749,0.003396868472918868,,,,,
0.0034401218872517347,8,2799,0.004029491916298866,,,,,
,8,2807,,0.6837000250816345,0.6891999840736389,,,
,8,2807,,,,0.6907301545143127,0.6870492696762085,0.785099983215332
0.0031365430913865566,9,2849,0.0027301700320094824,,,,,
0.004049851093441248,9,2899,0.003944773692637682,,,,,
0.002633611671626568,9,2949,0.003177726175636053,,,,,
0.0023083582054823637,9,2999,0.0023042825050652027,,,,,
0.004717332310974598,9,3049,0.004486203193664551,,,,,
0.004042799584567547,9,3099,0.003991757053881884,,,,,
,9,3119,,0.6718999743461609,0.6866999864578247,,,
,9,3119,,,,0.6988431215286255,0.6970903277397156,0.784500002861023
0.0023233757819980383,10,3149,0.0025492229033261538,,,,,
0.005106725264340639,10,3199,0.005025202874094248,,,,,
0.0025975920725613832,10,3249,0.002491733757779002,,,,,
0.0028458740562200546,10,3299,0.0027610056567937136,,,,,
0.0022019599564373493,10,3349,0.0022005410864949226,,,,,
0.002706804545596242,10,3399,0.002456764690577984,,,,,
,10,3431,,0.6819999814033508,0.7073000073432922,,,
,10,3431,,,,0.7091847062110901,0.7060046195983887,0.7997999787330627
0.005670842248946428,11,3449,0.005619484465569258,,,,,
0.002153745386749506,11,3499,0.0020566959865391254,,,,,
0.006130061578005552,11,3549,0.0047640386037528515,,,,,
0.003553441260010004,11,3599,0.004493344109505415,,,,,
0.002081536455079913,11,3649,0.0028432293329387903,,,,,
0.004676869139075279,11,3699,0.005035438109189272,,,,,
,11,3743,,0.6916000247001648,0.7013999819755554,,,
,11,3743,,,,0.7182492017745972,0.7175731062889099,0.8022000193595886
0.0014842627570033073,12,3749,0.0014556869864463806,,,,,
0.0022236432414501905,12,3799,0.0022098149638623,,,,,
0.002296745777130127,12,3849,0.0027807513251900673,,,,,
0.002698479685932398,12,3899,0.0027704453095793724,,,,,
0.0038965290877968073,12,3949,0.0034980273339897394,,,,,
0.003668753430247307,12,3999,0.0032903042156249285,,,,,
0.0017912678886204958,12,4049,0.0012348962482064962,,,,,
,12,4055,,0.7071999907493591,0.7181000113487244,,,
,12,4055,,,,0.7234324812889099,0.7230569124221802,0.8165000081062317
0.0018834378570318222,13,4099,0.0024770069867372513,,,,,
0.002907982561737299,13,4149,0.0027069717179983854,,,,,
0.0029833256267011166,13,4199,0.002739902585744858,,,,,
0.0037200970109552145,13,4249,0.0032805202063173056,,,,,
0.004417623393237591,13,4299,0.004638217389583588,,,,,
0.0038772555999457836,13,4349,0.004027029499411583,,,,,
,13,4367,,0.7141000032424927,0.720300018787384,,,
,13,4367,,,,0.7312449812889099,0.7274889945983887,0.8172000050544739
0.001708970288746059,14,4399,0.0014137782854959369,,,,,
0.0021804985590279102,14,4449,0.0020608226768672466,,,,,
0.0019690028857439756,14,4499,0.0020302741322666407,,,,,
0.002199810463935137,14,4549,0.0028764072339981794,,,,,
0.002017391612753272,14,4599,0.0018944559851661325,,,,,
0.0014252879191190004,14,4649,0.0009635049500502646,,,,,
,14,4679,,0.7091000080108643,0.7229999899864197,,,
,14,4679,,,,0.7359274625778198,0.7358273267745972,0.8197000026702881
0.0021514843683689833,15,4699,0.001791788381524384,,,,,
0.0020477401558309793,15,4749,0.0024945090990513563,,,,,
0.0032022036612033844,15,4799,0.0033356333151459694,,,,,
0.0015562338521704078,15,4849,0.001651905127801001,,,,,
0.002437479794025421,15,4899,0.0021119737066328526,,,,,
0.002167298924177885,15,4949,0.002750419545918703,,,,,
,15,4991,,0.7114999890327454,0.7188000082969666,,,
,15,4991,,,,0.7410106062889099,0.7401342391967773,0.8230999708175659
0.001559681841172278,16,4999,0.0018315656343474984,,,,,
0.003071553772315383,16,5049,0.002261777874082327,,,,,
0.00527419475838542,16,5099,0.005463671870529652,,,,,
0.00239970488473773,16,5149,0.002003901172429323,,,,,
0.0020252936519682407,16,5199,0.0019495076267048717,,,,,
0.002821961184963584,16,5249,0.003929752390831709,,,,,
0.0020791906863451004,16,5299,0.0011716014705598354,,,,,
,16,5303,,0.7208999991416931,0.72079998254776,,,
,16,5303,,,,0.748948335647583,0.7472456097602844,0.8237000107765198
0.0025581740774214268,17,5349,0.0019616519566625357,,,,,
0.0014610987855121493,17,5399,0.0015123283956199884,,,,,
0.0025690740440040827,17,5449,0.0029971825424581766,,,,,
0.0034533457364887,17,5499,0.0031437273137271404,,,,,
0.000779651221819222,17,5549,0.0007914802408777177,,,,,
0.001170138013549149,17,5599,0.0013094976311549544,,,,,
,17,5615,,0.7056999802589417,0.7179999947547913,,,
,17,5615,,,,0.7505759000778198,0.7514272928237915,0.8180999755859375
0.002337323734536767,18,5649,0.0019173816544935107,,,,,
0.0012286582496017218,18,5699,0.0009625490638427436,,,,,
0.0012423020089045167,18,5749,0.001414717291481793,,,,,
0.0020468973089009523,18,5799,0.002489898120984435,,,,,
0.002171530155465007,18,5849,0.003051162464544177,,,,,
0.00234224577434361,18,5899,0.0027402949053794146,,,,,
,18,5927,,0.7204999923706055,0.7301999926567078,,,
,18,5927,,,,0.7551832795143127,0.7539563179016113,0.8363000154495239
0.0033689718693494797,19,5949,0.0029838592745363712,,,,,
0.0013524487148970366,19,5999,0.0014862249372527003,,,,,
0.0012076942948624492,19,6049,0.0015549197560176253,,,,,
0.0014680859167128801,19,6099,0.0018944548210129142,,,,,
0.0016046849777922034,19,6149,0.000672417925670743,,,,,
0.0028389275539666414,19,6199,0.0037337837275117636,,,,,
,19,6239,,0.7278000116348267,0.7350000143051147,,,
,19,6239,,,,0.7610176205635071,0.7572365999221802,0.8399999737739563
0.0014441580278798938,20,6249,0.0015276308404281735,,,,,
0.0036242646165192127,20,6299,0.002999155316501856,,,,,
0.0016773255774751306,20,6349,0.002923597814515233,,,,,
0.002073219045996666,20,6399,0.0016390056116506457,,,,,
0.0032422610092908144,20,6449,0.0027267541736364365,,,,,
0.0018042545998468995,20,6499,0.0023478332441300154,,,,,
0.0038197305984795094,20,6549,0.0034812698140740395,,,,,
,20,6551,,0.7348999977111816,0.7396000027656555,,,
,20,6551,,,,0.7623698115348816,0.7612930536270142,0.8490999937057495
0.0018945963820442557,21,6599,0.0016046266537159681,,,,,
0.0027886994648724794,21,6649,0.0022750275675207376,,,,,
