epoch,train_loss1,train_loss2,step,test_acc,train_acc1,train_acc2
4,0.007056818343698978,0.00715508870780468,1849,,,
4,0.009179659187793732,0.009040694683790207,1899,,,
4,0.007858574390411377,0.007861201651394367,1949,,,
4,,,1949,0.7286999821662903,0.6164663434028625,0.6080328822135925
5,0.005517772864550352,0.005762115120887756,1999,,,
5,0.006134634837508202,0.005957284476608038,2049,,,
5,0.005985070485621691,0.005597504321485758,2099,,,
5,0.005187828093767166,0.005568715278059244,2149,,,
5,0.006086469162255526,0.0072574615478515625,2199,,,
5,0.00683490140363574,0.00733636599034071,2249,,,
5,0.005698135122656822,0.0060125975869596004,2299,,,
5,,,2339,0.746399998664856,0.6470152139663696,0.6438301205635071
6,0.004447617568075657,0.004455252550542355,2349,,,
6,0.005796224810183048,0.006373862270265818,2399,,,
6,0.004736454226076603,0.005374889355152845,2449,,,
6,0.004113923758268356,0.004654577933251858,2499,,,
6,0.005392597522586584,0.005923600867390633,2549,,,
6,0.004371991381049156,0.004335944540798664,2599,,,
6,0.0045046391896903515,0.00424565002322197,2649,,,
6,0.006484225858002901,0.006187634542584419,2699,,,
6,,,2729,0.7551000118255615,0.6724358797073364,0.6678686141967773
7,0.004989928565919399,0.0054742926731705666,2749,,,
7,0.0073244632221758366,0.007087469566613436,2799,,,
7,0.00520318141207099,0.004545654635876417,2849,,,
7,0.005782547872513533,0.005380452610552311,2899,,,
7,0.006461938843131065,0.006495260167866945,2949,,,
7,0.0035280175507068634,0.003182795597240329,2999,,,
7,0.00249281688593328,0.0027166360523551702,3049,,,
7,0.00633004866540432,0.006493035703897476,3099,,,
7,,,3119,0.771399974822998,0.6856570243835449,0.6856570243835449
8,0.0026108603924512863,0.002916299272328615,3149,,,
8,0.0041723898611962795,0.003788537811487913,3199,,,
8,0.005644729360938072,0.005845785140991211,3249,,,
8,0.007452244870364666,0.008509579114615917,3299,,,
8,0.004335795994848013,0.004172764718532562,3349,,,
8,0.002466334495693445,0.0025557621847838163,3399,,,
8,0.004824829287827015,0.0036619906313717365,3449,,,
8,0.003342545358464122,0.003689349163323641,3499,,,
8,,,3509,0.8072999715805054,0.6971755027770996,0.6969751715660095
9,0.004758188966661692,0.004891140852123499,3549,,,
9,0.007314044050872326,0.0066696335561573505,3599,,,
9,0.0025091893039643764,0.003793243784457445,3649,,,
9,0.004262693226337433,0.003672068240121007,3699,,,
9,0.004230475518852472,0.004234769847244024,3749,,,
9,0.0028782973531633615,0.0035685612820088863,3799,,,
9,0.0018061607843264937,0.002301046857610345,3849,,,
9,0.002582581015303731,0.002092930255457759,3899,,,
9,,,3899,0.7630000114440918,0.7094951868057251,0.7057091593742371
10,0.0018387703457847238,0.0021177439484745264,3949,,,
10,0.00316920829936862,0.00339232268743217,3999,,,
10,0.00241552060469985,0.002533749444410205,4049,,,
10,0.00287237367592752,0.0028633486945182085,4099,,,
10,0.005382813047617674,0.004721928853541613,4149,,,
10,0.004737884737551212,0.003978579770773649,4199,,,
10,0.0028098346665501595,0.003036270849406719,4249,,,
10,,,4289,0.8251000046730042,0.7152243852615356,0.7150240540504456
11,0.0019209691090509295,0.0018199075711891055,4299,,,
11,0.0013491302961483598,0.0016270243795588613,4349,,,
11,0.003027559956535697,0.004298338666558266,4399,,,
11,0.004085125867277384,0.003979120869189501,4449,,,
11,0.0031213988550007343,0.0028866801876574755,4499,,,
11,0.002819398883730173,0.0030811207834631205,4549,,,
11,0.0016804648330435157,0.0018141074106097221,4599,,,
11,0.0038958806544542313,0.005496461875736713,4649,,,
11,,,4679,0.819100022315979,0.7268229126930237,0.7246193885803223
12,0.0021021298598498106,0.0031637591309845448,4699,,,
12,0.001139740808866918,0.0012657663319259882,4749,,,
12,0.0025523474905639887,0.0027357153594493866,4799,,,
12,0.0026856521144509315,0.0037654812913388014,4849,,,
12,0.0030728771816939116,0.0028936087619513273,4899,,,
12,0.0020989137701690197,0.002416306873783469,4949,,,
12,0.0022124836686998606,0.0023597271647304296,4999,,,
12,0.001580437645316124,0.0014901458052918315,5049,,,
12,,,5069,0.8356000185012817,0.7335336804389954,0.7315705418586731
13,0.0021322001703083515,0.0024397082161158323,5099,,,
13,0.0012616775929927826,0.0014444967964664102,5149,,,
13,0.002491096965968609,0.0024568415246903896,5199,,,
13,0.0031591420993208885,0.0032507164869457483,5249,,,
13,0.0027801520191133022,0.0021037471015006304,5299,,,
13,0.0029172622598707676,0.00267774541862309,5349,,,
13,0.0019256797386333346,0.002258912893012166,5399,,,
13,0.0045653097331523895,0.004701945465058088,5449,,,
13,,,5459,0.8252999782562256,0.7379006147384644,0.7377804517745972
14,0.0011720046168193221,0.0010634115897119045,5499,,,
14,0.0025398889556527138,0.001796735916286707,5549,,,
14,0.002608243841677904,0.002283911919221282,5599,,,
14,0.002107046078890562,0.0029424242675304413,5649,,,
14,0.0019589951261878014,0.002075720112770796,5699,,,
14,0.0017846815753728151,0.0017267261864617467,5749,,,
14,0.0013676341623067856,0.002038709819316864,5799,,,
14,0.004183474462479353,0.003727671690285206,5849,,,
14,,,5849,0.8378000259399414,0.7418269515037537,0.7412059307098389
15,0.0014657853171229362,0.001384779461659491,5899,,,
15,0.0010772295063361526,0.0017996815731748939,5949,,,
15,0.002467505168169737,0.0024123627226799726,5999,,,
15,0.0022084645461291075,0.0018199343467131257,6049,,,
15,0.0021942772436887026,0.001747359987348318,6099,,,
15,0.0011108651524409652,0.0016737550031393766,6149,,,
15,0.004693359136581421,0.0042704250663518906,6199,,,
15,,,6239,0.8474000096321106,0.7502804398536682,0.7465745210647583
16,0.0010512009030207992,0.0009247430716641247,6249,,,
16,0.0015867521287873387,0.0016948312986642122,6299,,,
16,0.0007422604830935597,0.0011502349516376853,6349,,,
16,0.0011609236244112253,0.0016293406952172518,6399,,,
16,0.0037778394762426615,0.0031186025589704514,6449,,,
16,0.002365403575822711,0.0024080551229417324,6499,,,
16,0.002219957299530506,0.0020601777359843254,6549,,,
16,0.000613598560448736,0.0011594039388000965,6599,,,
16,,,6629,0.843500018119812,0.7514623403549194,0.7506410479545593
17,0.0011203200556337833,0.000911287555936724,6649,,,
17,0.002660306403413415,0.002542035421356559,6699,,,
17,0.0022917676251381636,0.0017813887679949403,6749,,,
17,0.00275822589173913,0.0025658165104687214,6799,,,
17,0.001711352146230638,0.0018794985953718424,6849,,,
17,0.0018964074552059174,0.002121575875207782,6899,,,
17,0.0031656965147703886,0.002615381497889757,6949,,,
17,0.0020983207505196333,0.0017464624252170324,6999,,,
17,,,7019,0.8572999835014343,0.7575520873069763,0.7558093070983887
18,0.0012670010328292847,0.0020623579621315002,7049,,,
18,0.0013430488761514425,0.0010791575768962502,7099,,,
18,0.0019183247350156307,0.002236954402178526,7149,,,
18,0.0013313617091625929,0.002316443482413888,7199,,,
18,0.0019135777838528156,0.0016429296229034662,7249,,,
18,0.0019147704588249326,0.0017624484607949853,7299,,,
18,0.0017675337148830295,0.0016693011857569218,7349,,,
18,0.006057662423700094,0.0055459002032876015,7399,,,
18,,,7409,0.8547000288963318,0.7603766322135925,0.758593738079071
19,0.002676825737580657,0.00251415790989995,7449,,,
19,0.0011464214185252786,0.0007545623811893165,7499,,,
19,0.00036761316005140543,0.0004384091298561543,7549,,,
19,0.002609070623293519,0.0020159499254077673,7599,,,
19,0.003524679923430085,0.0019287107279524207,7649,,,
19,0.002513937186449766,0.0015845487359911203,7699,,,
19,0.0022513186559081078,0.002649056725203991,7749,,,
19,0.0018076905980706215,0.0015970843378454447,7799,,,
19,,,7799,0.8580999970436096,0.7638621926307678,0.7638221383094788
20,0.0030786634888499975,0.0022596893832087517,7849,,,
20,0.0019075028831139207,0.0021256371401250362,7899,,,
20,0.000680037890560925,0.0002625763590913266,7949,,,
20,0.0030456699896603823,0.003399827051907778,7999,,,
20,0.0013268392067402601,0.0010222363052889705,8049,,,
20,0.001127298572100699,0.0011966150486841798,8099,,,
20,0.001251127221621573,0.0019868589006364346,8149,,,
20,,,8189,0.8442000150680542,0.7667067050933838,0.7660857439041138
21,0.00148732156958431,0.0015826983144506812,8199,,,
21,0.0007179655367508531,0.00029738625744357705,8249,,,
21,0.0008786948164924979,0.0006031898665241897,8299,,,
21,0.0008205461199395359,0.0013710411731153727,8349,,,
21,0.0007268369081430137,0.0006330960313789546,8399,,,
21,0.0018477111589163542,0.0022281124256551266,8449,,,
21,0.0009750569588504732,0.0009354042122140527,8499,,,
21,0.0018536212155595422,0.0012945776106789708,8549,,,
21,,,8579,0.8637999892234802,0.7709735631942749,0.7709335088729858
22,0.0016436539590358734,0.0013801712775602937,8599,,,
22,0.0010315383551642299,0.0007636577356606722,8649,,,
22,0.0018126132199540734,0.0012014026287943125,8699,,,
22,0.0020254147239029408,0.0012576247099786997,8749,,,
22,0.0005759475170634687,0.0009373293141834438,8799,,,
22,0.002006569178774953,0.0019229886820539832,8849,,,
22,0.0006852160440757871,0.0012389131588861346,8899,,,
22,0.001590054016560316,0.0011945972219109535,8949,,,
22,,,8969,0.8605999946594238,0.7729767560958862,0.7705328464508057
23,0.002033849246799946,0.0021324625704437494,8999,,,
23,0.0016048885881900787,0.0016354542458429933,9049,,,
23,0.0007047803374007344,0.0014392882585525513,9099,,,
23,0.0006658282945863903,0.0009107734658755362,9149,,,
23,0.0018605857621878386,0.001213284907862544,9199,,,
23,0.0015470224898308516,0.0017907083965837955,9249,,,
23,0.0008548955665901303,0.0011983629083260894,9299,,,
23,0.0008490201435051858,0.000764995813369751,9349,,,
23,,,9359,0.8607000112533569,0.7740985751152039,0.772536039352417
24,0.0009036599076353014,0.0004946169792674482,9399,,,
24,0.001863221637904644,0.002325405366718769,9449,,,
24,0.004038260784000158,0.003299650037661195,9499,,,
24,0.0016184700652956963,0.0014064047718420625,9549,,,
24,0.0022269205655902624,0.0027462285943329334,9599,,,
24,0.000923752726521343,0.0011273836717009544,9649,,,
24,0.0004047444381285459,0.0002982194710057229,9699,,,
24,0.0013743441086262465,0.0015129225794225931,9749,,,
24,,,9749,0.8690000176429749,0.7791867256164551,0.777504026889801
25,0.003149160649627447,0.0025209945160895586,9799,,,
25,0.0012153501156717539,0.001663400325924158,9849,,,
25,0.0006899137515574694,0.0008700436446815729,9899,,,
25,0.0008981283172033727,0.0008623276953585446,9949,,,
25,0.0012357588857412338,0.0008583935559727252,9999,,,
25,0.002909528324380517,0.003972026519477367,10049,,,
25,0.0010031023994088173,0.0007557733915746212,10099,,,
25,,,10139,0.8734999895095825,0.7809695601463318,0.7810096144676208
26,0.0011917662341147661,0.0010663325665518641,10149,,,
26,0.001971190795302391,0.0023815191816538572,10199,,,
26,0.0006476080161519349,0.000603535387199372,10249,,,
26,0.0006065912311896682,0.0012477212585508823,10299,,,
26,0.001241176389157772,0.0007499326602555811,10349,,,
26,0.0007985766278579831,0.0005351743311621249,10399,,,
26,0.0005448408192023635,0.0005398796638473868,10449,,,
26,0.00043685929267667234,0.0009031719528138638,10499,,,
26,,,10529,0.8722000122070312,0.7836538553237915,0.7825921177864075
27,0.0003632275329437107,0.00036402224213816226,10549,,,
27,0.0019098673947155476,0.0014677440049126744,10599,,,
27,0.002454918809235096,0.002926197834312916,10649,,,
27,0.00013150412996765226,0.00030855590011924505,10699,,,
27,0.0031933861318975687,0.0032363783102482557,10749,,,
27,0.0009415430249646306,0.0008546637836843729,10799,,,
27,0.0015203459188342094,0.0013950729044154286,10849,,,
27,0.0011698105372488499,0.0011636752169579268,10899,,,
27,,,10919,0.868399977684021,0.7862179279327393,0.7857171297073364
28,0.001152104465290904,0.0015962853794917464,10949,,,
28,0.0021707038395106792,0.0016944146482273936,10999,,,
28,0.0014099100371822715,0.001357292290776968,11049,,,
28,0.0015215732855722308,0.001226402586326003,11099,,,
28,0.000997608876787126,0.0016805930063128471,11149,,,
28,0.0006847202312201262,0.0006738501251675189,11199,,,
28,0.0005113208899274468,0.0005695280851796269,11249,,,
28,0.001892886939458549,0.001314319553785026,11299,,,
28,,,11309,0.8634999990463257,0.7853966355323792,0.7872396111488342
29,0.0006932343821972609,0.0003222493687644601,11349,,,
29,0.0007779026054777205,0.0010983218671754003,11399,,,
29,0.000423464342020452,0.0005069124745205045,11449,,,
29,0.0009126650402322412,0.000980406068265438,11499,,,
29,0.0019103653030470014,0.001690921257250011,11549,,,
29,0.0026495682541280985,0.002569293137639761,11599,,,
29,0.0005792760639451444,0.000993714202195406,11649,,,
29,0.0009226294350810349,0.0010606121504679322,11699,,,
29,,,11699,0.8698999881744385,0.7890424728393555,0.788902223110199
30,0.0015931841917335987,0.001398566528223455,11749,,,
30,0.00038997922092676163,0.00041685689939185977,11799,,,
30,0.0013186251744627953,0.0019957702606916428,11849,,,
30,0.0025974255986511707,0.002397832227870822,11899,,,
30,0.0006852481747046113,0.001096270396374166,11949,,,
30,0.0007622209377586842,0.0007868479588069022,11999,,,
30,0.00420715706422925,0.004351855255663395,12049,,,
30,,,12089,0.8738999962806702,0.7910857200622559,0.789843738079071
31,0.0016322098672389984,0.0015093210386112332,12099,,,
31,0.0005116268876008689,0.00012183760554762557,12149,,,
31,0.0007846774533390999,0.0010353450197726488,12199,,,
31,0.0005442904657684267,0.0006767147569917142,12249,,,
31,0.0016691259806975722,0.001634732587262988,12299,,,
31,0.0007100436487235129,0.0016835191054269671,12349,,,
31,0.0021707506384700537,0.0016321100993081927,12399,,,
31,0.0013461133930832148,0.0012612311402335763,12449,,,
31,,,12479,0.8834999799728394,0.794451117515564,0.7919070720672607
32,0.002300705760717392,0.0017302219057455659,12499,,,
32,0.0006240676157176495,0.0011783299269154668,12549,,,
32,0.0028549600392580032,0.002771498868241906,12599,,,
32,0.0011430283775553107,0.0014857748756185174,12649,,,
32,0.0006808164180256426,0.0010645616566762328,12699,,,
32,0.0002022769331233576,0.0007948837010189891,12749,,,
32,0.0009903910104185343,0.0005270075052976608,12799,,,
32,0.0018403581343591213,0.0015828240429982543,12849,,,
32,,,12869,0.8835999965667725,0.7960537075996399,0.7933292984962463
33,0.000495630840305239,0.0004042621876578778,12899,,,
33,0.0013113502645865083,0.0008205202757380903,12949,,,
33,0.0002116639952873811,0.00028687642770819366,12999,,,
33,0.0013699628179892898,0.0015629808185622096,13049,,,
33,0.001721619046293199,0.0012096372665837407,13099,,,
33,0.00144067348446697,0.0010247004684060812,13149,,,
33,0.0008743955404497683,0.00043717233347706497,13199,,,
33,0.0011747843818739057,0.0010233012726530433,13249,,,
33,,,13259,0.8823000192642212,0.7983173131942749,0.7959334850311279
34,0.0006031714729033411,0.0006847014301456511,13299,,,
34,0.000964079808909446,0.0007720508147031069,13349,,,
34,0.0008885699207894504,0.0009963319171220064,13399,,,
34,0.0007635390502400696,0.0008428991422988474,13449,,,
34,0.00047632388304919004,0.0005009945016354322,13499,,,
34,0.0010575614869594574,0.001327998237684369,13549,,,
34,0.0009217238402925432,0.000652262766379863,13599,,,
34,0.0005081017152406275,0.0004570456803776324,13649,,,
34,,,13649,0.878000020980835,0.7989182472229004,0.7965144515037537
35,0.0007989381556399167,0.0008633513934910297,13699,,,
35,0.0009179417975246906,0.0012182972859591246,13749,,,
35,0.001138966646976769,0.0012221229262650013,13799,,,
35,0.0006389373447746038,0.0006141967605799437,13849,,,
35,0.0007185704889707267,0.0009436294203624129,13899,,,
35,0.0009460478322580457,0.0013340272707864642,13949,,,
35,0.000417563394876197,0.0003189951239619404,13999,,,
35,,,14039,0.8677999973297119,0.7987580299377441,0.798357367515564
36,0.00037709492607973516,0.000518100627232343,14049,,,
36,0.0007597150397486985,0.00019179831724613905,14099,,,
36,0.0026474399492144585,0.0019901623018085957,14149,,,
36,0.0005676898290403187,0.0008139239507727325,14199,,,
36,0.00028662069234997034,0.0002597563143353909,14249,,,
36,0.0018456275574862957,0.0016958963824436069,14299,,,
36,0.0008413309114985168,0.0007327771163545549,14349,,,
36,0.0005429582088254392,0.0007118397625163198,14399,,,
36,,,14429,0.8833000063896179,0.8023437261581421,0.8008213043212891
37,0.0005565457395277917,0.0005754429730586708,14449,,,
37,0.00026888222782872617,0.0002520978159736842,14499,,,
37,0.00026939797680824995,0.00015502779569942504,14549,,,
37,0.0014091714983806014,0.0016599080990999937,14599,,,
37,0.00027095849509350955,0.00024083397875074297,14649,,,
37,0.0007734511746093631,0.0008399058133363724,14699,,,
37,0.002118992153555155,0.0018092180835083127,14749,,,
37,0.0003488309739623219,0.0004162403638474643,14799,,,
37,,,14819,0.8844000101089478,0.8023437261581421,0.8041867017745972
38,0.0014341104542836547,0.0010084346868097782,14849,,,
38,0.000982648110948503,0.0007024682126939297,14899,,,
38,0.00040464039193466306,0.0003899444127455354,14949,,,
38,0.0006598702166229486,0.001935657113790512,14999,,,
38,0.0006412082584574819,0.000253097852692008,15049,,,
38,0.0005612525274045765,0.0006691511953249574,15099,,,
38,0.001006332808174193,0.0005321247153915465,15149,,,
38,0.0006329473108053207,0.0004599592066369951,15199,,,
38,,,15209,0.8809000253677368,0.8046073913574219,0.8051081895828247
39,0.00048614703700877726,0.0010502260411158204,15249,,,
39,0.0018324980046600103,0.002143107121810317,15299,,,
39,0.0005026833387091756,0.00047413783613592386,15349,,,
39,0.0010629937751218677,0.0012294681509956717,15399,,,
39,8.172669913619757e-05,0.0002798037603497505,15449,,,
39,0.0001979151857085526,0.00010281445429427549,15499,,,
39,0.0002703970531001687,8.746567618800327e-05,15549,,,
39,0.0005656580324284732,0.000447142927441746,15599,,,
39,,,15599,0.8802000284194946,0.8066906929016113,0.805588960647583
40,0.0008853448671288788,0.0001933548628585413,15649,,,
40,0.0004650769697036594,0.0005179087747819722,15699,,,
40,0.0015577696030959487,0.0012794164940714836,15749,,,
40,0.0005567324697040021,0.0005817797500640154,15799,,,
40,0.00016444097855128348,0.00024270088761113584,15849,,,
40,0.0009176781750284135,0.0007037092582322657,15899,,,
40,0.00154026597738266,0.0007458120817318559,15949,,,
40,,,15989,0.8837000131607056,0.807852566242218,0.8064503073692322
41,0.0005392016610130668,0.0008415434858761728,15999,,,
41,0.0008854366606101394,0.0012780086835846305,16049,,,
41,0.0002685867657419294,0.00016953735030256212,16099,,,
41,0.002130241831764579,0.0022322335280478,16149,,,
41,0.00010661783016985282,0.0005940098781138659,16199,,,
41,0.0011584882158786058,0.0004008685937151313,16249,,,
41,0.0005377283087000251,0.00022701466514263302,16299,,,
41,0.00017199614376295358,0.00017974115326069295,16349,,,
41,,,16379,0.8819000124931335,0.8100961446762085,0.809455156326294
42,0.0009284739498980343,0.00031895862775854766,16399,,,
42,0.0008390108705498278,0.0007514111930504441,16449,,,
42,0.0006933881086297333,0.00045533018419519067,16499,,,
42,0.0006373266223818064,0.00044835859443992376,16549,,,
42,0.0010930608259513974,0.0013377252034842968,16599,,,
42,0.0010234417859464884,0.0011654080590233207,16649,,,
42,0.0002617411664687097,0.0004978799843229353,16699,,,
42,0.000472314131911844,0.0005271476111374795,16749,,,
42,,,16769,0.882099986076355,0.8110376596450806,0.8092347979545593
43,0.0017926497384905815,0.0009003137820400298,16799,,,
43,0.0004400566394906491,0.0004117912903893739,16849,,,
43,0.0009456929983571172,0.0007748918142169714,16899,,,
43,0.00034344123560003936,0.0003177030012011528,16949,,,
43,0.0003214833850506693,0.00039346792618744075,16999,,,
43,0.00014467288565356284,0.0001776462304405868,17049,,,
43,0.0003418087726458907,0.00045674145803786814,17099,,,
43,0.0014337097527459264,0.0013667094754055142,17149,,,
43,,,17159,0.8873999714851379,0.8113381266593933,0.8116987347602844
44,0.0014748600078746676,0.0013083424419164658,17199,,,
44,0.00024718642816878855,0.0006518119480460882,17249,,,
44,0.0005482023698277771,0.0013083985541015863,17299,,,
44,8.81595624377951e-05,0.000472227024147287,17349,,,
44,0.00033258661278523505,0.0003960381436627358,17399,,,
44,0.0007509342394769192,0.0010294822277501225,17449,,,
44,0.0010060983477160335,0.0004051908908877522,17499,,,
44,0.000742065894883126,0.0012300375383347273,17549,,,
44,,,17549,0.8855999708175659,0.813401460647583,0.8120592832565308
45,0.0008084432920441031,0.0007725786417722702,17599,,,
45,0.0008067659800872207,0.0010017820168286562,17649,,,
45,0.0003441751759964973,0.0006941598257981241,17699,,,
45,0.0006483540055342019,0.0004919938510283828,17749,,,
45,0.0002404450933681801,0.00028709089383482933,17799,,,
45,0.0005874072085134685,0.00020922356634400785,17849,,,
45,0.0009925572667270899,0.0003838257398456335,17899,,,
45,,,17939,0.881600022315979,0.8140424489974976,0.8135015964508057
46,0.0002498227113392204,0.0001448808761779219,17949,,,
46,0.0002689423563424498,0.0003104399947915226,17999,,,
46,0.0002866242139134556,0.0002128045161953196,18049,,,
46,0.0003736892540473491,0.00013734486128669232,18099,,,
46,0.00022105159587226808,0.000977170537225902,18149,,,
46,0.00022051726409699768,0.00033957636333070695,18199,,,
46,0.0007136251078918576,0.0004208048339933157,18249,,,
46,0.0006172019639052451,0.0010213421192020178,18299,,,
46,,,18329,0.8844000101089478,0.8148237466812134,0.8155649304389954
47,9.257140482077375e-05,0.0005620317533612251,18349,,,
47,0.001067073899321258,0.0019947360269725323,18399,,,
47,0.0003103039343841374,0.0003264792321715504,18449,,,
47,0.000789773475844413,0.001094590057618916,18499,,,
47,0.0005807597190141678,0.0006284758565016091,18549,,,
47,0.0005541407153941691,0.00042134730028919876,18599,,,
47,0.0010795209091156721,0.0003714403719641268,18649,,,
47,0.000986004015430808,0.001311661209911108,18699,,,
47,,,18719,0.8858000040054321,0.8171274065971375,0.816245973110199
48,0.0007737453561276197,0.0007328867795877159,18749,,,
48,0.0007441378547810018,0.0010240862611681223,18799,,,
48,0.0004741174925584346,0.00044078376959078014,18849,,,
48,0.00010437603486934677,9.996769949793816e-05,18899,,,
48,0.0005210785893723369,0.00036676257150247693,18949,,,
48,0.00032570140319876373,0.0007621627883054316,18999,,,
48,0.0006079428130760789,0.0006426615873351693,19049,,,
48,0.0011274103308096528,0.00057522754650563,19099,,,
48,,,19109,0.8902999758720398,0.8174078464508057,0.8169471025466919
49,0.001434114994481206,0.0014850673032924533,19149,,,
49,0.00031524687074124813,0.0002364286920055747,19199,,,
49,0.00040517598972655833,0.00041231780778616667,19249,,,
49,0.0007580546662211418,0.000624084728769958,19299,,,
49,0.000156095513375476,0.0002216574503108859,19349,,,
49,0.00048441404942423105,0.0005836256896145642,19399,,,
49,0.0006068533402867615,0.0008940059342421591,19449,,,
49,0.0005014471826143563,0.0007673713262192905,19499,,,
49,,,19499,0.8733999729156494,0.8170873522758484,0.8187500238418579
50,0.002068642759695649,0.0020091338083148003,19549,,,
50,0.00031485551153309643,0.0003594834415707737,19599,,,
50,0.0012089175870642066,0.000893283577170223,19649,,,
50,0.0010847378289327025,0.00038277023122645915,19699,,,
50,0.002058762824162841,0.0018841347191482782,19749,,,
50,0.0003165550879202783,0.0004154019115958363,19799,,,
50,0.0005096631939522922,0.0004885232774540782,19849,,,
50,,,19889,0.8855999708175659,0.819411039352417,0.8196113705635071
51,0.004792777821421623,0.0026180732529610395,19899,,,
51,0.0008527925820089877,0.0013517225161194801,19949,,,
51,0.000590539479162544,0.0013957783812656999,19999,,,
51,0.0007637488888576627,0.0007278686389327049,20049,,,
51,0.0002851950121112168,0.0004266290634404868,20099,,,
51,0.0028117240872234106,0.0006609488627873361,20149,,,
51,0.00018413379439152777,0.00020725635113194585,20199,,,
51,0.000570024480111897,0.00033147126669064164,20249,,,
51,,,20279,0.8888000249862671,0.8209936022758484,0.8194310665130615
52,0.00021521256712730974,0.0005327955586835742,20299,,,
52,0.0007987090502865613,0.000845360045786947,20349,,,
52,0.001770803122781217,0.0016222890699282289,20399,,,
52,0.0016692179488018155,0.00105971097946167,20449,,,
52,0.001557924086228013,0.001704335561953485,20499,,,
52,0.0017557375831529498,0.0023538637906312943,20549,,,
52,0.0007668579928576946,0.0004883533692918718,20599,,,
52,0.0005698700551874936,0.0003688601718749851,20649,,,
52,,,20669,0.8925999999046326,0.8215544819831848,0.8217147588729858
53,0.0004990181187167764,0.0005565425963141024,20699,,,
53,0.000253511214395985,0.00015319314843509346,20749,,,
53,0.0002036145015154034,0.00012357407831586897,20799,,,
53,0.0003036822599824518,0.00040396780241280794,20849,,,
53,0.00033106276532635093,9.353309724247083e-05,20899,,,
53,0.00023070273164194077,0.000547800911590457,20949,,,
53,0.00020851389854215086,0.00041298088035546243,20999,,,
53,0.00013120583025738597,5.839459481649101e-05,21049,,,
53,,,21059,0.885200023651123,0.8228365182876587,0.8223757743835449
54,0.0003165645175613463,0.0013198771048337221,21099,,,
54,0.0013261554995551705,0.00047036248724907637,21149,,,
54,0.00030319715733639896,0.00024791585747152567,21199,,,
54,0.00026322330813854933,0.00036752421874552965,21249,,,
54,0.0002519898989703506,0.00040605547837913036,21299,,,
54,0.0006217244081199169,0.00021223195653874427,21349,,,
54,0.0005682786577381194,0.0003726030408870429,21399,,,
54,0.0003006734186783433,0.0006850360659882426,21449,,,
54,,,21449,0.8910999894142151,0.8222556114196777,0.8218950033187866
55,0.0001683797308942303,0.0002959088305942714,21499,,,
55,0.00020398912602104247,0.0007924972451291978,21549,,,
55,0.0005940594128333032,0.00016580212104599923,21599,,,
55,0.0005897376104258001,0.000800538167823106,21649,,,
55,8.680809696670622e-05,0.0002571099903434515,21699,,,
55,0.00027541848248802125,0.00043514533899724483,21749,,,
55,9.221653454005718e-05,0.000248734257183969,21799,,,
55,,,21839,0.8841000199317932,0.8241386413574219,0.8228966593742371
56,0.00010895395826082677,0.00017458169895689934,21849,,,
56,0.0004955491749569774,0.00038754945853725076,21899,,,
56,0.0006774179637432098,0.00032126513542607427,21949,,,
56,0.00030937755946069956,0.0008023554109968245,21999,,,
