step,train_loss,epoch,val_acc,val_loss,test_acc,train_acc
49,5.629134178161621,0,,,,
99,4.2421979904174805,0,,,,
149,4.70876407623291,0,,,,
199,4.1538004875183105,0,,,,
249,4.0089640617370605,0,,,,
299,3.907437801361084,0,,,,
311,,0,0.2621999979019165,1.9724586009979248,,
311,,0,,,0.2789754867553711,0.1658528596162796
349,3.967026948928833,1,,,,
399,3.671529531478882,1,,,,
449,3.492946147918701,1,,,,
499,3.7119808197021484,1,,,,
549,3.4296669960021973,1,,,,
599,3.792546510696411,1,,,,
623,,1,0.3488999903202057,1.7209622859954834,,
623,,1,,,0.3667919337749481,0.2694060504436493
649,3.572967290878296,2,,,,
699,3.602431297302246,2,,,,
749,3.484523296356201,2,,,,
799,3.529801368713379,2,,,,
849,3.3237369060516357,2,,,,
899,3.318136692047119,2,,,,
935,,2,0.38089999556541443,1.6741365194320679,,
935,,2,,,0.42859968543052673,0.3264222741127014
949,2.931440830230713,3,,,,
999,3.1648714542388916,3,,,,
1049,3.4632720947265625,3,,,,
1099,3.314685821533203,3,,,,
1149,3.238922119140625,3,,,,
1199,3.2567696571350098,3,,,,
1247,,3,0.461899995803833,1.5061540603637695,,
1247,,3,,,0.47310125827789307,0.36484625935554504
1249,2.8578643798828125,4,,,,
1299,3.4706664085388184,4,,,,
1349,3.0078487396240234,4,,,,
1399,3.4703774452209473,4,,,,
1449,3.1598048210144043,4,,,,
1499,3.252737522125244,4,,,,
1549,3.4686925411224365,4,,,,
1559,,4,0.2930999994277954,6.167122840881348,,
1559,,4,,,0.3841969966888428,0.4007537066936493
1599,3.574227809906006,5,,,,
1649,3.0975747108459473,5,,,,
1699,2.857717990875244,5,,,,
1749,2.4350361824035645,5,,,,
1799,2.9397053718566895,5,,,,
1849,3.228107452392578,5,,,,
1871,,5,0.4668999910354614,1.470447063446045,,
1871,,5,,,0.49723100662231445,0.39777395129203796
1899,2.9390814304351807,6,,,,
1949,2.5987913608551025,6,,,,
1999,2.891895294189453,6,,,,
2049,3.030392646789551,6,,,,
2099,3.1028318405151367,6,,,,
2149,2.625150680541992,6,,,,
2183,,6,0.5468999743461609,1.2922916412353516,,
2183,,6,,,0.5658623576164246,0.45785757899284363
2199,2.6347427368164062,7,,,,
2249,2.985241413116455,7,,,,
2299,2.799988031387329,7,,,,
2349,2.771122932434082,7,,,,
2399,2.8782334327697754,7,,,,
2449,2.9902420043945312,7,,,,
2495,,7,0.5582000017166138,1.2830547094345093,,
2495,,7,,,0.6013647317886353,0.49228766560554504
2499,2.847287654876709,8,,,,
2549,2.4836878776550293,8,,,,
2599,2.8287243843078613,8,,,,
2649,2.524003744125366,8,,,,
2699,2.3651318550109863,8,,,,
2749,2.4444305896759033,8,,,,
2799,2.5687737464904785,8,,,,
2807,,8,0.5705000162124634,1.2541486024856567,,
2807,,8,,,0.6071993708610535,0.5182667374610901
2849,2.4354138374328613,9,,,,
2899,2.2909765243530273,9,,,,
2949,2.29491925239563,9,,,,
2999,2.3682940006256104,9,,,,
3049,2.284271717071533,9,,,,
3099,2.0502824783325195,9,,,,
3119,,9,0.6140999794006348,1.1349538564682007,,
3119,,9,,,0.6336036324501038,0.5419421195983887
3149,2.5881686210632324,10,,,,
3199,2.29290509223938,10,,,,
3249,2.2051939964294434,10,,,,
3299,2.303711414337158,10,,,,
3349,2.5633795261383057,10,,,,
3399,2.603976011276245,10,,,,
3431,,10,0.638700008392334,1.0822237730026245,,
3431,,10,,,0.6709849834442139,0.5554637312889099
3449,1.9697587490081787,11,,,,
3499,2.3965864181518555,11,,,,
3549,2.6478259563446045,11,,,,
3599,2.554992914199829,11,,,,
3649,2.3565216064453125,11,,,,
3699,2.491605043411255,11,,,,
3743,,11,0.6585999727249146,1.0780962705612183,,
3743,,11,,,0.657436728477478,0.56787109375
3749,2.319913625717163,12,,,,
3799,2.2125024795532227,12,,,,
3849,2.174672842025757,12,,,,
3899,2.61828351020813,12,,,,
3949,2.4239206314086914,12,,,,
3999,2.108560085296631,12,,,,
4049,2.3829524517059326,12,,,,
4055,,12,0.6299999952316284,1.1518511772155762,,
4055,,12,,,0.6625791192054749,0.5788511633872986
4099,2.087329626083374,13,,,,
4149,2.481102466583252,13,,,,
4199,1.9730864763259888,13,,,,
4249,2.138944625854492,13,,,,
4299,2.1231541633605957,13,,,,
4349,2.28859806060791,13,,,,
4367,,13,0.6355000138282776,1.1218929290771484,,
4367,,13,,,0.6696004867553711,0.5868765115737915
4399,2.0891568660736084,14,,,,
4449,2.2122955322265625,14,,,,
4499,1.8017475605010986,14,,,,
4549,1.987234115600586,14,,,,
4599,2.117126941680908,14,,,,
4649,2.149040937423706,14,,,,
4679,,14,0.6384000182151794,1.113732099533081,,
4679,,14,,,0.6932357549667358,0.5912084579467773
4699,1.9131652116775513,15,,,,
4749,2.164090633392334,15,,,,
4799,2.2118146419525146,15,,,,
4849,1.8015025854110718,15,,,,
4899,1.8495945930480957,15,,,,
4949,1.9117019176483154,15,,,,
4991,,15,0.6797999739646912,1.0556461811065674,,
4991,,15,,,0.7027294039726257,0.5990585088729858
4999,2.2387008666992188,16,,,,
5049,1.543631672859192,16,,,,
5099,1.6921567916870117,16,,,,
5149,2.2672781944274902,16,,,,
5199,2.2503223419189453,16,,,,
5249,2.0306901931762695,16,,,,
5299,2.1003265380859375,16,,,,
5303,,16,0.6373000144958496,1.1831603050231934,,
5303,,16,,,0.7023338675498962,0.6081855893135071
5349,2.4185307025909424,17,,,,
5399,2.0072193145751953,17,,,,
5449,1.7641255855560303,17,,,,
5499,2.116273880004883,17,,,,
5549,1.934464693069458,17,,,,
5599,2.228508710861206,17,,,,
5615,,17,0.6812999844551086,1.044142484664917,,
5615,,17,,,0.7010482549667358,0.6091621518135071
5649,2.129776954650879,18,,,,
5699,1.8125026226043701,18,,,,
5749,1.8455774784088135,18,,,,
5799,1.7954230308532715,18,,,,
5849,1.8702399730682373,18,,,,
5899,2.0601396560668945,18,,,,
5927,,18,0.7023000121116638,1.0152509212493896,,
5927,,18,,,0.7104430198669434,0.6152844429016113
5949,1.7314993143081665,19,,,,
5999,1.986943006515503,19,,,,
6049,1.632310152053833,19,,,,
6099,1.750199317932129,19,,,,
6149,2.0740668773651123,19,,,,
6199,1.7791388034820557,19,,,,
6239,,19,0.6718000173568726,1.128482460975647,,
6239,,19,,,0.7027294039726257,0.6198042035102844
6249,1.8112317323684692,20,,,,
6299,1.8112335205078125,20,,,,
6349,2.2239990234375,20,,,,
6399,1.8106269836425781,20,,,,
6449,1.6364576816558838,20,,,,
6499,2.084024429321289,20,,,,
6549,1.8133138418197632,20,,,,
6551,,20,0.6920999884605408,1.105849027633667,,
6551,,20,,,0.6944224834442139,0.6191906929016113
6599,1.70253586769104,21,,,,
6649,1.7961831092834473,21,,,,
6699,1.8102635145187378,21,,,,
6749,1.9036965370178223,21,,,,
6799,1.7346546649932861,21,,,,
6849,1.728865146636963,21,,,,
6863,,21,0.6902999877929688,1.1072006225585938,,
6863,,21,,,0.7168710231781006,0.6220953464508057
6899,1.67080819606781,22,,,,
6949,1.799971580505371,22,,,,
6999,1.8569972515106201,22,,,,
7049,1.952749490737915,22,,,,
7099,1.9272571802139282,22,,,,
7149,1.8729184865951538,22,,,,
7175,,22,0.6983000040054321,1.0860439538955688,,
7175,,22,,,0.7081685066223145,0.6230719089508057
7199,1.5923439264297485,23,,,,
7249,1.7727229595184326,23,,,,
7299,1.5884039402008057,23,,,,
7349,1.8021347522735596,23,,,,
7399,1.5888553857803345,23,,,,
7449,1.8826558589935303,23,,,,
7487,,23,0.6365000009536743,1.365862250328064,,
7487,,23,,,0.6960047483444214,0.62646484375
7499,1.980684757232666,24,,,,
7549,1.6557316780090332,24,,,,
7599,1.531825304031372,24,,,,
7649,1.615576148033142,24,,,,
7699,1.8140239715576172,24,,,,
7749,1.6650809049606323,24,,,,
7799,1.7720942497253418,24,,,,
7799,,24,0.7080000042915344,1.1062889099121094,,
7799,,24,,,0.7098496556282043,0.6274914741516113
7849,1.5904654264450073,25,,,,
7899,1.6924325227737427,25,,,,
7949,1.7100744247436523,25,,,,
7999,1.4883666038513184,25,,,,
8049,1.8473713397979736,25,,,,
8099,1.704519510269165,25,,,,
8111,,25,0.6992999911308289,1.172944188117981,,
8111,,25,,,0.7301226258277893,0.6278044581413269
8149,1.4852514266967773,26,,,,
8199,1.5658657550811768,26,,,,
8249,1.721553087234497,26,,,,
8299,1.704571008682251,26,,,,
8349,1.5996568202972412,26,,,,
8399,1.5806348323822021,26,,,,
8423,,26,0.7005000114440918,1.0707255601882935,,
8423,,26,,,0.7231012582778931,0.6301957964897156
8449,1.647742509841919,27,,,,
8499,1.814253568649292,27,,,,
8549,1.7875730991363525,27,,,,
8599,1.8379690647125244,27,,,,
8649,1.772310733795166,27,,,,
8699,1.7376954555511475,27,,,,
8735,,27,0.7034000158309937,1.1302553415298462,,
8735,,27,,,0.7275514006614685,0.6333633661270142
8749,1.533487319946289,28,,,,
8799,1.7696044445037842,28,,,,
8849,1.4514861106872559,28,,,,
8899,1.825303077697754,28,,,,
8949,1.680767297744751,28,,,,
8999,1.7080883979797363,28,,,,
9047,,28,0.6721000075340271,1.1849894523620605,,
9047,,28,,,0.7119264006614685,0.6306965947151184
9049,1.7490599155426025,29,,,,
9099,1.5856497287750244,29,,,,
9149,1.4781992435455322,29,,,,
9199,1.588557481765747,29,,,,
9249,1.7082550525665283,29,,,,
9299,1.4740920066833496,29,,,,
9349,1.5628546476364136,29,,,,
9359,,29,0.6983000040054321,1.199907660484314,,
9359,,29,,,0.6922468543052673,0.6339393258094788
9399,1.6650652885437012,30,,,,
9449,1.5648910999298096,30,,,,
9499,1.6653330326080322,30,,,,
9549,1.6948769092559814,30,,,,
9599,1.5602364540100098,30,,,,
9649,1.8388077020645142,30,,,,
9671,,30,0.6643999814987183,1.3241409063339233,,
9671,,30,,,0.7074762582778931,0.6300706267356873
9699,1.6973023414611816,31,,,,
9749,1.616160273551941,31,,,,
9799,1.6957693099975586,31,,,,
9849,1.6808325052261353,31,,,,
9899,1.6178834438323975,31,,,,
9949,1.50099515914917,31,,,,
9983,,31,0.6832000017166138,1.2118679285049438,,
9983,,31,,,0.7039161324501038,0.6339768767356873
9999,1.700239896774292,32,,,,
10049,1.5318325757980347,32,,,,
10099,1.6248947381973267,32,,,,
10149,1.594254493713379,32,,,,
10199,1.6078722476959229,32,,,,
10249,1.5305955410003662,32,,,,
10295,,32,0.6765000224113464,1.253996729850769,,
10295,,32,,,0.7002571225166321,0.6344651579856873
10299,1.9075970649719238,33,,,,
10349,1.5376492738723755,33,,,,
10399,1.7048550844192505,33,,,,
10449,1.5034801959991455,33,,,,
10499,1.5870221853256226,33,,,,
10549,1.7696852684020996,33,,,,
10599,1.7232177257537842,33,,,,
10607,,33,0.6904000043869019,1.2013001441955566,,
10607,,33,,,0.6976858973503113,0.6360301375389099
10649,1.502457618713379,34,,,,
10699,1.5572329759597778,34,,,,
10749,1.8170149326324463,34,,,,
10799,1.465781331062317,34,,,,
10849,1.722407341003418,34,,,,
10899,1.5494372844696045,34,,,,
10919,,34,0.6830000281333923,1.2547171115875244,,
10919,,34,,,0.7004548907279968,0.6360051035881042
10949,1.3929158449172974,35,,,,
10999,1.5819404125213623,35,,,,
11049,1.701826572418213,35,,,,
11099,1.532520055770874,35,,,,
11149,1.7983299493789673,35,,,,
11199,1.504668951034546,35,,,,
11231,,35,0.6983000040054321,1.256188988685608,,
11231,,35,,,0.7180577516555786,0.6348156929016113
11249,1.7581615447998047,36,,,,
11299,1.446721076965332,36,,,,
11349,1.7359843254089355,36,,,,
11399,1.6798152923583984,36,,,,
11449,1.7329297065734863,36,,,,
11499,1.5992929935455322,36,,,,
11543,,36,0.7013000249862671,1.2860844135284424,,
11543,,36,,,0.7052017450332642,0.6358924508094788
11549,1.5642186403274536,37,,,,
