step,train_loss,epoch,val_loss,val_acc,test_acc,train_acc
49,3.820577621459961,0,,,,
99,3.26530122756958,0,,,,
149,3.1899447441101074,0,,,,
199,3.2052459716796875,0,,,,
249,2.7750487327575684,0,,,,
299,3.1727137565612793,0,,,,
311,,0,18.657611846923828,0.2939000129699707,,
311,,0,,,0.31540000438690186,0.3009815812110901
349,2.978415012359619,1,,,,
399,2.69543194770813,1,,,,
449,2.740751266479492,1,,,,
499,3.005250930786133,1,,,,
549,3.342357873916626,1,,,,
599,2.7434144020080566,1,,,,
623,,1,1.7730863094329834,0.4465999901294708,,
623,,1,,,0.499099999666214,0.3970102071762085
649,2.5238306522369385,2,,,,
699,2.784496784210205,2,,,,
749,2.4591634273529053,2,,,,
799,2.9797286987304688,2,,,,
849,2.676835298538208,2,,,,
899,2.6837871074676514,2,,,,
935,,2,1.4704430103302002,0.4916999936103821,,
935,,2,,,0.5593000054359436,0.4586087763309479
949,2.387928009033203,3,,,,
999,3.0926027297973633,3,,,,
1049,2.3781962394714355,3,,,,
1099,2.6046931743621826,3,,,,
1149,2.4077162742614746,3,,,,
1199,2.413759708404541,3,,,,
1247,,3,2.4597251415252686,0.5102999806404114,,
1247,,3,,,0.5784000158309937,0.4895332455635071
1249,2.421823501586914,4,,,,
1299,2.529142379760742,4,,,,
1349,2.462374687194824,4,,,,
1399,2.7011406421661377,4,,,,
1449,2.8995633125305176,4,,,,
1499,2.2289528846740723,4,,,,
1549,2.2585244178771973,4,,,,
1559,,4,21.181419372558594,0.4560999870300293,,
1559,,4,,,0.515999972820282,0.5229367017745972
1599,2.701477527618408,5,,,,
1649,2.0539698600769043,5,,,,
1699,2.2525007724761963,5,,,,
1749,2.2116000652313232,5,,,,
1799,2.4879746437072754,5,,,,
1849,2.1609585285186768,5,,,,
1871,,5,7.986999034881592,0.5200999975204468,,
1871,,5,,,0.5885999798774719,0.5570913553237915
1899,1.9437751770019531,6,,,,
1949,2.323436975479126,6,,,,
1999,2.290125608444214,6,,,,
2049,2.3235411643981934,6,,,,
2099,1.962587594985962,6,,,,
2149,2.0223045349121094,6,,,,
2183,,6,1.4231280088424683,0.6215999722480774,,
2183,,6,,,0.7063000202178955,0.5961788892745972
2199,1.9032087326049805,7,,,,
2249,1.9101688861846924,7,,,,
2299,1.9830710887908936,7,,,,
2349,1.828796148300171,7,,,,
2399,1.7998287677764893,7,,,,
2449,1.8292598724365234,7,,,,
2495,,7,1.7404509782791138,0.6283000111579895,,
2495,,7,,,0.7107999920845032,0.6153596043586731
2499,1.7112619876861572,8,,,,
2549,1.5878251791000366,8,,,,
2599,1.8117969036102295,8,,,,
2649,1.5963689088821411,8,,,,
2699,1.569026231765747,8,,,,
2749,1.510752558708191,8,,,,
2799,1.4471454620361328,8,,,,
2807,,8,1.4204559326171875,0.6169000267982483,,
2807,,8,,,0.6952000260353088,0.6388722062110901
2849,1.2215663194656372,9,,,,
2899,1.59174382686615,9,,,,
2949,1.7964826822280884,9,,,,
2999,1.6124532222747803,9,,,,
3049,1.2439548969268799,9,,,,
3099,1.8495428562164307,9,,,,
3119,,9,329.3214416503906,0.3163999915122986,,
3119,,9,,,0.3522000014781952,0.6508663892745972
3149,1.708518147468567,10,,,,
3199,1.5631412267684937,10,,,,
3249,1.3826022148132324,10,,,,
3299,1.6894705295562744,10,,,,
3349,1.3859621286392212,10,,,,
3399,1.4302737712860107,10,,,,
3431,,10,1.4404159784317017,0.6362000107765198,,
3431,,10,,,0.7260000109672546,0.6480618715286255
3449,1.1597764492034912,11,,,,
3499,1.1288546323776245,11,,,,
3549,1.7076342105865479,11,,,,
3599,1.518062949180603,11,,,,
3649,2.0117557048797607,11,,,,
3699,1.3874950408935547,11,,,,
3743,,11,1.4560784101486206,0.5735999941825867,,
3743,,11,,,0.6525999903678894,0.6525941491127014
3749,1.540501356124878,12,,,,
3799,1.4780752658843994,12,,,,
3849,1.4379165172576904,12,,,,
3899,1.6245458126068115,12,,,,
3949,1.3939437866210938,12,,,,
3999,1.4180866479873657,12,,,,
4049,1.4041086435317993,12,,,,
4055,,12,1.337141513824463,0.6547999978065491,,
4055,,12,,,0.7414000034332275,0.6344150900840759
4099,1.404199481010437,13,,,,
4149,1.11556077003479,13,,,,
4199,1.468256950378418,13,,,,
4249,1.17499840259552,13,,,,
4299,1.1630967855453491,13,,,,
4349,1.27046537399292,13,,,,
4367,,13,1.5076144933700562,0.6636000275611877,,
4367,,13,,,0.7610999941825867,0.6703726053237915
4399,1.3270752429962158,14,,,,
4449,0.9362444281578064,14,,,,
