step,epoch,train_loss,val_loss,val_acc,test_acc,train_acc
49,0,2.563626766204834,,,,
99,0,2.4337222576141357,,,,
149,0,2.2779173851013184,,,,
199,0,2.2271475791931152,,,,
249,0,2.1501662731170654,,,,
299,0,2.0376806259155273,,,,
311,0,,6.0916056632995605,0.2175000011920929,,
311,0,,,,0.22460000216960907,0.18524639308452606
349,1,2.196153402328491,,,,
399,1,2.1450765132904053,,,,
449,1,2.1635611057281494,,,,
499,1,2.0514109134674072,,,,
549,1,2.331676721572876,,,,
599,1,2.451374053955078,,,,
623,1,,3.625222682952881,0.26969999074935913,,
623,1,,,,0.29109999537467957,0.23582732677459717
649,2,2.2447195053100586,,,,
699,2,2.128340482711792,,,,
749,2,2.0526692867279053,,,,
799,2,1.9866834878921509,,,,
849,2,2.0511817932128906,,,,
899,2,2.0451529026031494,,,,
935,2,,6.968648433685303,0.32179999351501465,,
935,2,,,,0.35120001435279846,0.27837038040161133
949,3,1.8833271265029907,,,,
999,3,2.0014402866363525,,,,
1049,3,1.8320869207382202,,,,
1099,3,1.7884446382522583,,,,
1149,3,1.7838226556777954,,,,
1199,3,1.8647277355194092,,,,
1247,3,,1.7888140678405762,0.37070000171661377,,
1247,3,,,,0.3953999876976013,0.3346855044364929
1249,4,1.740087866783142,,,,
1299,4,1.7640113830566406,,,,
1349,4,1.7531883716583252,,,,
1399,4,1.7894947528839111,,,,
1449,4,1.6786807775497437,,,,
1499,4,1.737413763999939,,,,
1549,4,1.7358297109603882,,,,
1559,4,,2.053363800048828,0.39399999380111694,,
1559,4,,,,0.4343999922275543,0.38819611072540283
1599,5,1.558215618133545,,,,
1649,5,1.7968851327896118,,,,
1699,5,1.650832176208496,,,,
1749,5,1.59591543674469,,,,
1799,5,1.6823022365570068,,,,
1849,5,1.7100131511688232,,,,
1871,5,,1.644669532775879,0.4487999975681305,,
1871,5,,,,0.5091999769210815,0.42270132899284363
1899,6,1.6564011573791504,,,,
1949,6,1.6038674116134644,,,,
1999,6,1.6315269470214844,,,,
2049,6,1.5339152812957764,,,,
2099,6,1.389258623123169,,,,
2149,6,1.6310330629348755,,,,
2183,6,,1.5596274137496948,0.47859999537467957,,
2183,6,,,,0.5328999757766724,0.46599557995796204
2199,7,1.3610727787017822,,,,
2249,7,1.811053991317749,,,,
2299,7,1.4510468244552612,,,,
2349,7,1.4727306365966797,,,,
2399,7,1.3704770803451538,,,,
2449,7,1.5001565217971802,,,,
2495,7,,1.4098868370056152,0.5321000218391418,,
2495,7,,,,0.5982000231742859,0.5140475034713745
2499,8,1.3836841583251953,,,,
2549,8,1.2588660717010498,,,,
2599,8,1.2909765243530273,,,,
2649,8,1.386651873588562,,,,
2699,8,1.4256722927093506,,,,
2749,8,1.2586886882781982,,,,
2799,8,1.34847891330719,,,,
2807,8,,1.3648065328598022,0.5486000180244446,,
2807,8,,,,0.6122999787330627,0.545973539352417
2849,9,1.3575122356414795,,,,
2899,9,1.3277338743209839,,,,
2949,9,1.4573270082473755,,,,
2999,9,1.2585911750793457,,,,
3049,9,1.2018357515335083,,,,
3099,9,1.2998708486557007,,,,
3119,9,,1.3246105909347534,0.5778999924659729,,
3119,9,,,,0.6557000279426575,0.5687850713729858
3149,10,1.3212398290634155,,,,
3199,10,1.3255761861801147,,,,
3249,10,1.3723729848861694,,,,
3299,10,1.221876621246338,,,,
3349,10,1.2721521854400635,,,,
3399,10,1.1695353984832764,,,,
3431,10,,1.348953366279602,0.5698999762535095,,
3431,10,,,,0.6473000049591064,0.587965726852417
3449,11,1.0211681127548218,,,,
3499,11,0.9601182341575623,,,,
3549,11,0.887238621711731,,,,
3599,11,0.9006069898605347,,,,
3649,11,1.1672019958496094,,,,
3699,11,1.4376740455627441,,,,
3743,11,,1.3884334564208984,0.5737000107765198,,
3743,11,,,,0.6471999883651733,0.5982822775840759
3749,12,0.6533486843109131,,,,
3799,12,0.712804913520813,,,,
3849,12,0.6852100491523743,,,,
3899,12,0.6768845915794373,,,,
3949,12,0.7746603488922119,,,,
3999,12,0.7592629194259644,,,,
4049,12,0.5604716539382935,,,,
4055,12,,1.7318164110183716,0.5508999824523926,,
4055,12,,,,0.6169000267982483,0.5985326766967773
4099,13,0.5708962678909302,,,,
4149,13,0.38829195499420166,,,,
4199,13,0.001345992088317871,,,,
4249,13,0.613611102104187,,,,
4299,13,0.4642789363861084,,,,
4349,13,-0.15269577503204346,,,,
4367,13,,1.6431735754013062,0.5759000182151794,,
4367,13,,,,0.6542999744415283,0.6085487008094788
4399,14,-0.1333632469177246,,,,
4449,14,-0.7263873815536499,,,,
4499,14,0.30727386474609375,,,,
4549,14,0.10223352909088135,,,,
4599,14,-0.25940072536468506,,,,
4649,14,-0.40703773498535156,,,,
4679,14,,1.751023769378662,0.598800003528595,,
4679,14,,,,0.6751999855041504,0.6215194463729858
4699,15,-0.3308231830596924,,,,
4749,15,-0.5961449146270752,,,,
4799,15,-0.4983983039855957,,,,
4849,15,-0.8949531316757202,,,,
4899,15,-0.917999267578125,,,,
4949,15,-1.1314417123794556,,,,
4991,15,,2.3900091648101807,0.5612999796867371,,
4991,15,,,,0.6302000284194946,0.6336387991905212
4999,16,-1.6771031618118286,,,,
5049,16,-1.4060083627700806,,,,
5099,16,-1.6820383071899414,,,,
5149,16,-1.3926090002059937,,,,
5199,16,-1.4601573944091797,,,,
5249,16,-0.7071781158447266,,,,
5299,16,-1.4699740409851074,,,,
5303,16,,2.3897156715393066,0.5820000171661377,,
5303,16,,,,0.6644999980926514,0.6468349099159241
5349,17,-1.8074588775634766,,,,
5399,17,-1.874969482421875,,,,
5449,17,-1.7087769508361816,,,,
5499,17,-1.7798324823379517,,,,
5549,17,-1.9260694980621338,,,,
5599,17,-1.6674492359161377,,,,
5615,17,,2.2919235229492188,0.6028000116348267,,
5615,17,,,,0.6707000136375427,0.6546975374221802
5649,18,-2.781961441040039,,,,
5699,18,-2.250502586364746,,,,
5749,18,-2.4425220489501953,,,,
5799,18,-3.1879568099975586,,,,
5849,18,-2.693408489227295,,,,
5899,18,-2.4789297580718994,,,,
5927,18,,2.1412570476531982,0.6280999779701233,,
5927,18,,,,0.708299994468689,0.6610075831413269
5949,19,-3.3548812866210938,,,,
5999,19,-3.0670528411865234,,,,
6049,19,-3.438333511352539,,,,
6099,19,-3.576558828353882,,,,
6149,19,-3.195949077606201,,,,
6199,19,-2.597630739212036,,,,
6239,19,,2.2369704246520996,0.6510000228881836,,
6239,19,,,,0.7440000176429749,0.6664162874221802
6249,20,-3.934662342071533,,,,
6299,20,-4.166254043579102,,,,
6349,20,-3.38454008102417,,,,
6399,20,-4.330531597137451,,,,
6449,20,-4.177430152893066,,,,
6499,20,-3.6769556999206543,,,,
6549,20,-3.4598007202148438,,,,
6551,20,,2.4618241786956787,0.6352999806404114,,
6551,20,,,,0.7135999798774719,0.674879789352417
6599,21,-4.387001037597656,,,,
6649,21,-4.6370649337768555,,,,
6699,21,-5.194690704345703,,,,
6749,21,-4.946895599365234,,,,
6799,21,-3.6718318462371826,,,,
6849,21,-4.900774955749512,,,,
6863,21,,2.333360433578491,0.63919997215271,,
6863,21,,,,0.7232999801635742,0.6808894276618958
6899,22,-4.879578113555908,,,,
6949,22,-5.381773471832275,,,,
6999,22,-4.856923580169678,,,,
7049,22,-5.380363464355469,,,,
7099,22,-4.5516462326049805,,,,
7149,22,-4.319138050079346,,,,
7175,22,,2.5825445652008057,0.6628999710083008,,
7175,22,,,,0.7584999799728394,0.6827924847602844
7199,23,-5.8873395919799805,,,,
7249,23,-5.87122917175293,,,,
7299,23,-5.659274101257324,,,,
7349,23,-6.367393493652344,,,,
7399,23,-5.67574405670166,,,,
7449,23,-6.227325916290283,,,,
7487,23,,2.44804048538208,0.6506999731063843,,
7487,23,,,,0.743399977684021,0.6887770295143127
7499,24,-7.251619815826416,,,,
7549,24,-5.407944679260254,,,,
7599,24,-5.403848171234131,,,,
7649,24,-6.822378158569336,,,,
7699,24,-5.580046653747559,,,,
7749,24,-6.2394514083862305,,,,
7799,24,-6.375229835510254,,,,
7799,24,,2.723750352859497,0.6406999826431274,,
7799,24,,,,0.7264999747276306,0.6890023946762085
7849,25,-7.325649261474609,,,,
7899,25,-7.824934959411621,,,,
7949,25,-7.273153781890869,,,,
7999,25,-6.672369003295898,,,,
8049,25,-6.943853855133057,,,,
8099,25,-7.088890552520752,,,,
8111,25,,2.6321449279785156,0.6509000062942505,,
8111,25,,,,0.7480000257492065,0.6941606402397156
8149,26,-8.186351776123047,,,,
8199,26,-7.33958625793457,,,,
8249,26,-8.679760932922363,,,,
8299,26,-8.039487838745117,,,,
8349,26,-7.5151262283325195,,,,
8399,26,-7.803845405578613,,,,
8423,26,,2.7741777896881104,0.6574000120162964,,
8423,26,,,,0.7473999857902527,0.6931340098381042
8449,27,-7.909218788146973,,,,
8499,27,-8.624027252197266,,,,
8549,27,-8.058216094970703,,,,
8599,27,-6.963984489440918,,,,
8649,27,-9.070228576660156,,,,
8699,27,-8.29474925994873,,,,
8735,27,,2.8664133548736572,0.6552000045776367,,
8735,27,,,,0.7479000091552734,0.6974158883094788
8749,28,-9.818111419677734,,,,
8799,28,-8.573663711547852,,,,
8849,28,-8.839962005615234,,,,
8899,28,-8.714948654174805,,,,
8949,28,-9.394891738891602,,,,
8999,28,-9.405120849609375,,,,
9047,28,,2.9140546321868896,0.6699000000953674,,
9047,28,,,,0.7678999900817871,0.6991937160491943
9049,29,-9.786961555480957,,,,
9099,29,-9.90208625793457,,,,
9149,29,-9.676037788391113,,,,
9199,29,-9.930541038513184,,,,
9249,29,-9.512938499450684,,,,
9299,29,-10.160968780517578,,,,
9349,29,-10.320379257202148,,,,
9359,29,,3.192004680633545,0.6305999755859375,,
9359,29,,,,0.7264999747276306,0.7041265964508057
9399,30,-10.336836814880371,,,,
9449,30,-10.58584213256836,,,,
9499,30,-10.449207305908203,,,,
9549,30,-10.410381317138672,,,,
9599,30,-10.307111740112305,,,,
9649,30,-10.254384994506836,,,,
9671,30,,3.482171058654785,0.6194999814033508,,
9671,30,,,,0.7024999856948853,0.7063801884651184
9699,31,-11.477361679077148,,,,
9749,31,-11.149356842041016,,,,
9799,31,-11.053484916687012,,,,
9849,31,-10.735846519470215,,,,
9899,31,-11.235011100769043,,,,
9949,31,-10.912336349487305,,,,
9983,31,,2.784721851348877,0.7003999948501587,,
9983,31,,,,0.8007000088691711,0.7046273946762085
9999,32,-11.393867492675781,,,,
10049,32,-11.817456245422363,,,,
10099,32,-11.690335273742676,,,,
10149,32,-11.161344528198242,,,,
10199,32,-11.043144226074219,,,,
10249,32,-11.367061614990234,,,,
10295,32,,2.8325395584106445,0.6886000037193298,,
10295,32,,,,0.796999990940094,0.7064303159713745
10299,33,-12.112640380859375,,,,
10349,33,-11.778787612915039,,,,
10399,33,-11.768752098083496,,,,
10449,33,-12.904921531677246,,,,
10499,33,-11.590035438537598,,,,
10549,33,-13.127019882202148,,,,
10599,33,-12.44053840637207,,,,
10607,33,,3.555619955062866,0.6536999940872192,,
10607,33,,,,0.7310000061988831,0.7098608016967773
10649,34,-12.846525192260742,,,,
10699,34,-13.78536319732666,,,,
10749,34,-14.197860717773438,,,,
10799,34,-12.469076156616211,,,,
10849,34,-12.616915702819824,,,,
10899,34,-12.577560424804688,,,,
10919,34,,3.04059100151062,0.671500027179718,,
10919,34,,,,0.7698000073432922,0.7081330418586731
10949,35,-13.831178665161133,,,,
10999,35,-13.343610763549805,,,,
11049,35,-13.5198335647583,,,,
11099,35,-12.915663719177246,,,,
11149,35,-13.481500625610352,,,,
11199,35,-14.079183578491211,,,,
11231,35,,3.0851688385009766,0.6678000092506409,,
11231,35,,,,0.7577000260353088,0.7126402258872986
11249,36,-14.402460098266602,,,,
11299,36,-14.315317153930664,,,,
11349,36,-14.300783157348633,,,,
11399,36,-14.425905227661133,,,,
11449,36,-14.988259315490723,,,,
11499,36,-13.384308815002441,,,,
11543,36,,2.892817497253418,0.6862999796867371,,
11543,36,,,,0.7849000096321106,0.7112630009651184
11549,37,-14.693070411682129,,,,
11599,37,-14.71103286743164,,,,
11649,37,-15.743295669555664,,,,
11699,37,-14.229915618896484,,,,
11749,37,-15.791278839111328,,,,
11799,37,-14.692489624023438,,,,
11849,37,-14.2528715133667,,,,
11855,37,,3.9276976585388184,0.6392999887466431,,
11855,37,,,,0.727400004863739,0.7090094089508057
11899,38,-16.552778244018555,,,,
11949,38,-15.790372848510742,,,,
11999,38,-15.112443923950195,,,,
12049,38,-16.232393264770508,,,,
12099,38,-14.383087158203125,,,,
12149,38,-15.591381072998047,,,,
12167,38,,3.376898765563965,0.671500027179718,,
12167,38,,,,0.781000018119812,0.7113882303237915
12199,39,-16.217266082763672,,,,
12249,39,-16.873905181884766,,,,
12299,39,-16.574100494384766,,,,
12349,39,-15.459497451782227,,,,
12399,39,-16.297443389892578,,,,
12449,39,-15.551254272460938,,,,
12479,39,,3.4530043601989746,0.6776999831199646,,
12479,39,,,,0.7857999801635742,0.7113631963729858
12499,40,-15.969322204589844,,,,
12549,40,-17.74744987487793,,,,
12599,40,-16.628528594970703,,,,
12649,40,-16.125825881958008,,,,
12699,40,-17.23263168334961,,,,
12749,40,-16.728038787841797,,,,
12791,40,,3.377577066421509,0.6705999970436096,,
12791,40,,,,0.7670999765396118,0.7097355723381042
12799,41,-16.376123428344727,,,,
12849,41,-16.285694122314453,,,,
12899,41,-16.792999267578125,,,,
12949,41,-16.782625198364258,,,,
12999,41,-16.447113037109375,,,,
13049,41,-17.095176696777344,,,,
13099,41,-16.407772064208984,,,,
13103,41,,3.3983376026153564,0.667900025844574,,
13103,41,,,,0.7649999856948853,0.7117637991905212
13149,42,-16.80453872680664,,,,
13199,42,-16.031557083129883,,,,
13249,42,-16.363067626953125,,,,
13299,42,-16.406455993652344,,,,
13349,42,-16.26806640625,,,,
13399,42,-17.914255142211914,,,,
13415,42,,3.4739303588867188,0.6722999811172485,,
13415,42,,,,0.767300009727478,0.7146684527397156
13449,43,-16.257143020629883,,,,
13499,43,-16.8106689453125,,,,
13549,43,-16.708330154418945,,,,
13599,43,-17.108762741088867,,,,
13649,43,-17.355995178222656,,,,
13699,43,-17.303457260131836,,,,
13727,43,,3.4214823246002197,0.6741999983787537,,
13727,43,,,,0.7728999853134155,0.7136918902397156
13749,44,-18.087419509887695,,,,
13799,44,-16.57867431640625,,,,
13849,44,-16.847591400146484,,,,
13899,44,-16.434017181396484,,,,
13949,44,-16.82858657836914,,,,
13999,44,-16.69634246826172,,,,
14039,44,,3.163867950439453,0.6880999803543091,,
14039,44,,,,0.7785999774932861,0.7152193784713745
14049,45,-16.88738441467285,,,,
14099,45,-17.20676612854004,,,,
14149,45,-16.707988739013672,,,,
14199,45,-16.04556655883789,,,,
14249,45,-16.878950119018555,,,,
14299,45,-17.14634132385254,,,,
14349,45,-15.997100830078125,,,,
14351,45,,3.102789878845215,0.6984000205993652,,
14351,45,,,,0.8036999702453613,0.7159956097602844
14399,46,-16.521892547607422,,,,
14449,46,-15.164714813232422,,,,
14499,46,-16.10419464111328,,,,
14549,46,-17.45977020263672,,,,
14599,46,-16.23450469970703,,,,
14649,46,-17.324453353881836,,,,
14663,46,,3.7708206176757812,0.6355000138282776,,
14663,46,,,,0.733299970626831,0.7145933508872986
14699,47,-16.968460083007812,,,,
14749,47,-17.16088104248047,,,,
14799,47,-16.884021759033203,,,,
14849,47,-17.27204704284668,,,,
14899,47,-17.24782371520996,,,,
14949,47,-17.05660057067871,,,,
14975,47,,3.0717132091522217,0.6937999725341797,,
14975,47,,,,0.7993999719619751,0.7179487347602844
14999,48,-17.96365737915039,,,,
15049,48,-17.081707000732422,,,,
15099,48,-16.294618606567383,,,,
15149,48,-17.933494567871094,,,,
15199,48,-17.494667053222656,,,,
15249,48,-17.274456024169922,,,,
15287,48,,3.176726818084717,0.6959999799728394,,
15287,48,,,,0.8029000163078308,0.7151942849159241
15299,49,-16.915237426757812,,,,
15349,49,-15.54913330078125,,,,
15399,49,-15.839760780334473,,,,
15449,49,-16.143478393554688,,,,
15499,49,-16.67575454711914,,,,
15549,49,-16.50448226928711,,,,
15599,49,-17.2103271484375,,,,
15599,49,,3.4953269958496094,0.6700000166893005,,
15599,49,,,,0.765999972820282,0.7169471383094788
15649,50,-16.324092864990234,,,,
15699,50,-16.812725067138672,,,,
15749,50,-17.064414978027344,,,,
15799,50,-17.654273986816406,,,,
15849,50,-18.42341423034668,,,,
