step,train_loss1,train_loss2,epoch,train_acc2,train_acc1,test_acc
2349,0.001982070505619049,0.0018326452700421214,6,,,
2399,0.004345604684203863,0.005007203668355942,6,,,
2449,0.001987733645364642,0.0018369575263932347,6,,,
2499,0.00253636809065938,0.0023836991749703884,6,,,
2549,0.003149936906993389,0.0032698868308216333,6,,,
2599,0.0035344534553587437,0.0026854309253394604,6,,,
2649,0.0027119850274175406,0.002671222435310483,6,,,
2699,0.0027763431426137686,0.0030257771722972393,6,,,
2729,,,6,0.7624399065971375,0.7599759697914124,0.7738000154495239
2749,0.0023748453240841627,0.0028883020859211683,7,,,
2799,0.003411229234188795,0.0027018054388463497,7,,,
2849,0.0026054740883409977,0.002026895061135292,7,,,
2899,0.0022160557564347982,0.001359686255455017,7,,,
2949,0.00297146406956017,0.002982555190101266,7,,,
2999,0.0016799282748252153,0.002091925824061036,7,,,
3049,0.0030114620458334684,0.0026168853510171175,7,,,
3099,0.0017035455675795674,0.0021156182046979666,7,,,
3119,,,7,0.7741386294364929,0.772576093673706,0.8130000233650208
3149,0.0015401735436171293,0.00149999198038131,8,,,
3199,0.002532852813601494,0.0018585625803098083,8,,,
3249,0.0011678988812491298,0.0013300160644575953,8,,,
3299,0.0022690731566399336,0.0031684464775025845,8,,,
3349,0.002337865298613906,0.0019350837683305144,8,,,
3399,0.0020386555697768927,0.0014890029560774565,8,,,
3449,0.0019434229470789433,0.0017416479531675577,8,,,
3499,0.0021500668954104185,0.0021100910380482674,8,,,
3509,,,8,0.7820512652397156,0.7837740182876587,0.8061000108718872
3549,0.0016578987706452608,0.0015112687833607197,9,,,
3599,0.0009095873683691025,0.0018746221903711557,9,,,
3649,0.002566624665632844,0.002495139604434371,9,,,
3699,0.0007529438007622957,0.001265261322259903,9,,,
3749,0.002809039317071438,0.0031658473890274763,9,,,
3799,0.0010749191278591752,0.0009507711511105299,9,,,
3849,0.001145406044088304,0.0011687022633850574,9,,,
3899,0.0012427910696715117,0.0008177483105100691,9,,,
3899,,,9,0.788321316242218,0.7900040149688721,0.8299000263214111
3949,0.0012488319771364331,0.0011681464966386557,10,,,
3999,0.001364832860417664,0.0014265545178204775,10,,,
4049,0.0022897205781191587,0.00260202051140368,10,,,
4099,0.0012337659718468785,0.0013151556486263871,10,,,
4149,0.0008073627832345665,0.0004099093494005501,10,,,
4199,0.0015570310642942786,0.000814602302853018,10,,,
4249,0.0016366848722100258,0.0007377276197075844,10,,,
4289,,,10,0.7965945601463318,0.7968549728393555,0.8313999772071838
4299,0.0008014536579139531,0.0007893524598330259,11,,,
4349,0.002494985004886985,0.0014201514422893524,11,,,
4399,0.0005563879385590553,0.0003804510924965143,11,,,
4449,0.002554922830313444,0.0031309688929468393,11,,,
4499,0.0012275129556655884,0.0017374287126585841,11,,,
4549,0.0015978700248524547,0.0019762443844228983,11,,,
4599,0.0006276958156377077,0.0006734899943694472,11,,,
4649,0.0010188634041696787,0.0011097530368715525,11,,,
4679,,,11,0.8014222979545593,0.8028445243835449,0.8391000032424927
4699,0.0008892954792827368,0.0011532953940331936,12,,,
4749,0.000723077857401222,0.0008254365529865026,12,,,
4799,0.0020860470831394196,0.0014008666621521115,12,,,
4849,0.0008653300465084612,0.0008976413519121706,12,,,
4899,0.0005132293445058167,0.0007314285030588508,12,,,
4949,0.0006531034014187753,0.0012087723007425666,12,,,
4999,0.0012571082916110754,0.0014213613467290998,12,,,
5049,0.0017771762795746326,0.001454679062590003,12,,,
5069,,,12,0.805468738079071,0.8061298131942749,0.8335000276565552
5099,0.0010820430470630527,0.0010455748997628689,13,,,
5149,0.004701524041593075,0.003794657066464424,13,,,
5199,0.0014770120615139604,0.0017309010727331042,13,,,
5249,0.002624277723953128,0.0016214650822803378,13,,,
5299,0.0011981404386460781,0.0009663178352639079,13,,,
5349,0.0012276008492335677,0.0006876739207655191,13,,,
5399,0.0003405591705814004,0.0005028875893913209,13,,,
5449,0.0009081159369088709,0.001151934266090393,13,,,
5459,,,13,0.8086338043212891,0.8082532286643982,0.8435999751091003
5499,0.001309300772845745,0.0013352138921618462,14,,,
5549,0.0011050071334466338,0.0006103830528445542,14,,,
5599,0.0010636213701218367,0.0009018006385304034,14,,,
5649,0.00027634541038423777,0.0004397217708174139,14,,,
5699,0.0014598279958590865,0.0005966172902844846,14,,,
5749,0.0016243758145719767,0.0014494673814624548,14,,,
5799,0.0008225250639952719,0.0009704719996079803,14,,,
5849,0.0011916039511561394,0.0014478174271062016,14,,,
5849,,,14,0.8150641322135925,0.8160457015037537,0.8453999757766724
5899,0.0005292112473398447,0.0011793478624895215,15,,,
5949,0.0009027703781612217,0.0017173198284581304,15,,,
5999,0.0010785581544041634,0.0006396546959877014,15,,,
6049,0.0010575302876532078,0.0007219112594611943,15,,,
6099,0.000960180361289531,0.0009432698134332895,15,,,
6149,0.0017877105856314301,0.0020361316855996847,15,,,
6199,0.0007073736051097512,0.0015633422881364822,15,,,
6239,,,15,0.8197516202926636,0.8178685903549194,0.8375999927520752
6249,0.0019892759155482054,0.0020694222766906023,16,,,
6299,0.0008718589087948203,0.0006746775470674038,16,,,
6349,0.0007823355263099074,0.001284447149373591,16,,,
6399,0.0013343861792236567,0.0009040060685947537,16,,,
6449,0.0007594680064357817,0.0006085033528506756,16,,,
6499,0.0006753113120794296,0.0006373796495608985,16,,,
6549,0.0014729831600561738,0.0009838722180575132,16,,,
6599,0.0007500004721805453,0.0009860227582976222,16,,,
6629,,,16,0.8198317289352417,0.8222956657409668,0.8456000089645386
6649,0.0006661535589955747,0.00034825579496100545,17,,,
6699,0.0009210289572365582,0.0008764627855271101,17,,,
6749,0.0004672401410061866,0.0010452548740431666,17,,,
6799,0.0016868941020220518,0.0007478203042410314,17,,,
6849,0.0014671359676867723,0.001346850534901023,17,,,
6899,0.001070820726454258,0.000986229395493865,17,,,
6949,0.001343767624348402,0.0010081492364406586,17,,,
6999,0.0009330420871265233,0.0014440021477639675,17,,,
7019,,,17,0.8234575390815735,0.8227564096450806,0.8507000207901001
7049,0.00010602160182315856,0.0003936162975151092,18,,,
7099,0.001281272154301405,0.0016399876913055778,18,,,
7149,0.0006351410411298275,0.001613706350326538,18,,,
7199,0.00242376490496099,0.002022115048021078,18,,,
7249,0.0009464197210036218,0.0005234031123109162,18,,,
7299,0.0006919449660927057,0.0009011611109599471,18,,,
7349,0.00035449740244075656,0.0010219733230769634,18,,,
7399,0.0002872473269235343,0.0009366931626573205,18,,,
7409,,,18,0.8260817527770996,0.8267627954483032,0.8450999855995178
7449,0.0011476390063762665,0.0012730237795040011,19,,,
7499,0.0017380883218720555,0.0013392718974500895,19,,,
7549,0.0013665541773661971,0.001246085506863892,19,,,
7599,0.0006605581729672849,0.0012204927625134587,19,,,
7649,0.0005553099908865988,0.0012780657270923257,19,,,
7699,0.0007003544014878571,0.0010399606544524431,19,,,
7749,0.00017144119192380458,0.0007109970320016146,19,,,
7799,0.0022609811276197433,0.002484347438439727,19,,,
7799,,,19,0.8229367136955261,0.8286858797073364,0.8482000231742859
7849,0.06426522135734558,0.06175409257411957,20,,,
7899,0.06333469599485397,0.05427449941635132,20,,,
7949,0.07183850556612015,0.07232942432165146,20,,,
7999,0.06489419937133789,0.062220972031354904,20,,,
8049,0.11136454343795776,0.08966263383626938,20,,,
8099,0.08386793732643127,0.08565232902765274,20,,,
8149,0.08222543448209763,0.08461397141218185,20,,,
8189,,,20,0.7008413672447205,0.6846754550933838,0.7437999844551086
8199,0.11068972200155258,0.12130977213382721,21,,,
8249,0.08588427305221558,0.08012133091688156,21,,,
8299,0.12274594604969025,0.11587049067020416,21,,,
8349,0.09302490949630737,0.09193580597639084,21,,,
8399,0.10904132574796677,0.10012294352054596,21,,,
8449,0.16288554668426514,0.17040346562862396,21,,,
8499,0.13309375941753387,0.12220495194196701,21,,,
8549,0.16942082345485687,0.1772867739200592,21,,,
8579,,,21,0.7563101053237915,0.758673906326294,0.7652999758720398
8599,0.11984001845121384,0.12410847097635269,22,,,
8649,0.1654069572687149,0.17641854286193848,22,,,
8699,0.10523749887943268,0.09722741693258286,22,,,
8749,0.11620914936065674,0.12924475967884064,22,,,
8799,0.12499381601810455,0.12754128873348236,22,,,
8849,0.1443985551595688,0.15138979256153107,22,,,
8899,0.15469375252723694,0.16803495585918427,22,,,
8949,0.15918035805225372,0.17941872775554657,22,,,
8969,,,22,0.7715945243835449,0.7744390964508057,0.8188999891281128
8999,0.14301180839538574,0.14301903545856476,23,,,
9049,0.1455523818731308,0.14747123420238495,23,,,
9099,0.19259074330329895,0.18876418471336365,23,,,
9149,0.16205339133739471,0.15333271026611328,23,,,
9199,0.15474963188171387,0.12606428563594818,23,,,
9249,0.1457689106464386,0.14006370306015015,23,,,
9299,0.13730284571647644,0.15194882452487946,23,,,
9349,0.17383188009262085,0.1852504014968872,23,,,
9359,,,23,0.7875601053237915,0.7868990302085876,0.8169000148773193
9399,0.119404636323452,0.12174202501773834,24,,,
9449,0.12119410932064056,0.12899991869926453,24,,,
9499,0.08226503431797028,0.08311982452869415,24,,,
9549,0.15198877453804016,0.18386715650558472,24,,,
9599,0.252073734998703,0.26900187134742737,24,,,
9649,0.2554180324077606,0.2303655445575714,24,,,
9699,0.1257118135690689,0.12281336635351181,24,,,
9749,0.1188974678516388,0.12723378837108612,24,,,
9749,,,24,0.7953125238418579,0.7958333492279053,0.8278999924659729
9799,0.09077522903680801,0.09663542360067368,25,,,
9849,0.19093279540538788,0.22068409621715546,25,,,
9899,0.19518563151359558,0.20018525421619415,25,,,
9949,0.10058806091547012,0.0949438214302063,25,,,
9999,0.2013271600008011,0.20392194390296936,25,,,
10049,0.15599390864372253,0.15173131227493286,25,,,
10099,0.16322535276412964,0.1780717372894287,25,,,
10139,,,25,0.7951522469520569,0.7984775900840759,0.8177000284194946
10149,0.13575899600982666,0.1366685926914215,26,,,
10199,0.18945841491222382,0.22094368934631348,26,,,
10249,0.13101540505886078,0.13356611132621765,26,,,
10299,0.2730124294757843,0.24701707065105438,26,,,
10349,0.19496162235736847,0.21065393090248108,26,,,
10399,0.1705881655216217,0.17028765380382538,26,,,
10449,0.16497910022735596,0.16031527519226074,26,,,
10499,0.157669335603714,0.1462680548429489,26,,,
10529,,,26,0.8072315454483032,0.8065905570983887,0.8452000021934509
10549,0.15191641449928284,0.15731213986873627,27,,,
10599,0.17778567969799042,0.18183544278144836,27,,,
10649,0.14298151433467865,0.15555055439472198,27,,,
10699,0.16274084150791168,0.1693832129240036,27,,,
10749,0.20422625541687012,0.19753678143024445,27,,,
10799,0.19607309997081757,0.17348061501979828,27,,,
10849,0.15190346539020538,0.15624229609966278,27,,,
10899,0.13417387008666992,0.1464957743883133,27,,,
10919,,,27,0.8141025900840759,0.8134214878082275,0.814300000667572
10949,0.1510428935289383,0.1381996124982834,28,,,
10999,0.15323874354362488,0.14802363514900208,28,,,
11049,0.23302537202835083,0.2326655387878418,28,,,
11099,0.09930279105901718,0.10782140493392944,28,,,
11149,0.15861451625823975,0.16833031177520752,28,,,
11199,0.23658700287342072,0.22017844021320343,28,,,
11249,0.1555006057024002,0.15856687724590302,28,,,
11299,0.15805909037590027,0.17532530426979065,28,,,
11309,,,28,0.8126201629638672,0.8179486989974976,0.8389000296592712
11349,0.09764956682920456,0.0947875902056694,29,,,
11399,0.2035142481327057,0.22735963761806488,29,,,
11449,0.10901301354169846,0.10331952571868896,29,,,
11499,0.17854535579681396,0.1367202252149582,29,,,
11549,0.20382829010486603,0.21149936318397522,29,,,
11599,0.1431441307067871,0.16440346837043762,29,,,
11649,0.10566090792417526,0.12005726248025894,29,,,
11699,0.17360571026802063,0.1591663807630539,29,,,
11699,,,29,0.8175881505012512,0.8124799728393555,0.849399983882904
11749,0.16655376553535461,0.16976264119148254,30,,,
11799,0.169791579246521,0.1624642312526703,30,,,
11849,0.13988332450389862,0.1383989155292511,30,,,
11899,0.21603234112262726,0.23135286569595337,30,,,
11949,0.3143233060836792,0.3677375912666321,30,,,
11999,0.18558454513549805,0.16708946228027344,30,,,
12049,0.22891433537006378,0.2011793553829193,30,,,
12089,,,30,0.8207331895828247,0.8215544819831848,0.8442000150680542
12099,0.2646268606185913,0.24994710087776184,31,,,
12149,0.16057218611240387,0.16179963946342468,31,,,
12199,0.13308878242969513,0.13764874637126923,31,,,
12249,0.24593763053417206,0.2653631865978241,31,,,
12299,0.226141557097435,0.22961384057998657,31,,,
12349,0.17970116436481476,0.1755491942167282,31,,,
12399,0.18136721849441528,0.161723792552948,31,,,
12449,0.12035398185253143,0.1326194554567337,31,,,
12479,,,31,0.8221353888511658,0.8144831657409668,0.8518000245094299
12499,0.12971560657024384,0.12690766155719757,32,,,
12549,0.4010373651981354,0.439289391040802,32,,,
12599,0.20338816940784454,0.19393575191497803,32,,,
12649,0.215302973985672,0.21916542947292328,32,,,
12699,0.1284879446029663,0.11471664160490036,32,,,
12749,0.16892224550247192,0.1606791615486145,32,,,
12799,0.1331234872341156,0.13771694898605347,32,,,
12849,0.1845431625843048,0.15817619860172272,32,,,
12869,,,32,0.8281450271606445,0.8267227411270142,0.8596000075340271
12899,0.17084115743637085,0.17500869929790497,33,,,
12949,0.23217196762561798,0.21236096322536469,33,,,
12999,0.1586819887161255,0.18295416235923767,33,,,
13049,0.2897878885269165,0.3021238446235657,33,,,
13099,0.14560875296592712,0.14262650907039642,33,,,
13149,0.27192652225494385,0.23913007974624634,33,,,
13199,0.2312004119157791,0.22178421914577484,33,,,
13249,0.1915789097547531,0.16109709441661835,33,,,
13259,,,33,0.8232772350311279,0.8262820243835449,0.8637999892234802
13299,0.16375187039375305,0.15885412693023682,34,,,
13349,0.17073485255241394,0.18872635066509247,34,,,
13399,0.15223552286624908,0.17630212008953094,34,,,
13449,0.19804847240447998,0.21150612831115723,34,,,
13499,0.2579936683177948,0.2499007135629654,34,,,
13549,0.2662769556045532,0.3048761785030365,34,,,
13599,0.2445027232170105,0.3101445138454437,34,,,
13649,0.15324418246746063,0.16029739379882812,34,,,
13649,,,34,0.8332732319831848,0.8333934545516968,0.8529999852180481
13699,0.2513401508331299,0.23857057094573975,35,,,
13749,0.13540393114089966,0.13655512034893036,35,,,
13799,0.3329031467437744,0.3287461996078491,35,,,
13849,0.31165045499801636,0.29566216468811035,35,,,
13899,0.17407791316509247,0.16013583540916443,35,,,
13949,0.17069411277770996,0.1921911984682083,35,,,
13999,0.14150674641132355,0.1548977792263031,35,,,
14039,,,35,0.8300280570983887,0.8301882743835449,0.8438000082969666
14049,0.2696402370929718,0.2607637941837311,36,,,
14099,0.13814511895179749,0.15380854904651642,36,,,
14149,0.42387261986732483,0.3748711943626404,36,,,
14199,0.2024320662021637,0.19451084733009338,36,,,
14249,0.1348467469215393,0.12433074414730072,36,,,
14299,0.15568573772907257,0.14929530024528503,36,,,
14349,0.1483432501554489,0.15801465511322021,36,,,
14399,0.19595946371555328,0.2354668229818344,36,,,
14429,,,36,0.8365384340286255,0.8347355723381042,0.8453999757766724
14449,0.20402629673480988,0.17013861238956451,37,,,
14499,0.18984146416187286,0.19769452512264252,37,,,
14549,0.21567483246326447,0.21882101893424988,37,,,
14599,0.23103976249694824,0.2543240189552307,37,,,
14649,0.27921780943870544,0.2187010645866394,37,,,
14699,0.1818695366382599,0.17941124737262726,37,,,
14749,0.19712795317173004,0.20030498504638672,37,,,
14799,0.39571037888526917,0.43378153443336487,37,,,
14819,,,37,0.8353164792060852,0.8339543342590332,0.8600000143051147
14849,0.1020183265209198,0.09547010064125061,38,,,
14899,0.18082398176193237,0.16077613830566406,38,,,
14949,0.24499249458312988,0.27044469118118286,38,,,
14999,0.16596409678459167,0.20186765491962433,38,,,
15049,0.17571380734443665,0.16641518473625183,38,,,
15099,0.17006069421768188,0.1710459291934967,38,,,
15149,0.19783081114292145,0.22907781600952148,38,,,
15199,0.14551743865013123,0.12509359419345856,38,,,
15209,,,38,0.8320512771606445,0.8337339758872986,0.8504999876022339
15249,0.15136051177978516,0.165538027882576,39,,,
15299,0.21738961338996887,0.227303609251976,39,,,
15349,0.1764294058084488,0.17803053557872772,39,,,
15399,0.19080018997192383,0.24363647401332855,39,,,
15449,0.2880651354789734,0.2912019193172455,39,,,
15499,0.19121086597442627,0.20173101127147675,39,,,
15549,0.2147616147994995,0.23584920167922974,39,,,
15599,0.21323417127132416,0.21329712867736816,39,,,
15599,,,39,0.8354367017745972,0.8380809426307678,0.8539000153541565
15649,0.2908085882663727,0.2823590338230133,40,,,
15699,0.18564070761203766,0.182620570063591,40,,,
15749,0.2403796762228012,0.24579951167106628,40,,,
15799,0.16739259660243988,0.1702164262533188,40,,,
15849,0.3288666307926178,0.345917671918869,40,,,
15899,0.13152632117271423,0.13179251551628113,40,,,
15949,0.1528216451406479,0.14693915843963623,40,,,
15989,,,40,0.8394030332565308,0.8401442170143127,0.8702999949455261
15999,0.22013455629348755,0.23212525248527527,41,,,
16049,0.19247214496135712,0.18476442992687225,41,,,
16099,0.25775641202926636,0.25979411602020264,41,,,
16149,0.2563447952270508,0.23978781700134277,41,,,
16199,0.2556774914264679,0.27178579568862915,41,,,
16249,0.2067641019821167,0.22149819135665894,41,,,
16299,0.2851744592189789,0.31454968452453613,41,,,
16349,0.24624153971672058,0.2579261064529419,41,,,
16379,,,41,0.8408253192901611,0.8420272469520569,0.8652999997138977
16399,0.45782023668289185,0.3882249891757965,42,,,
16449,0.1665741503238678,0.13835223019123077,42,,,
16499,0.25451424717903137,0.2612077593803406,42,,,
16549,0.3626287579536438,0.41595736145973206,42,,,
16599,0.24071171879768372,0.2520453631877899,42,,,
16649,0.1631762683391571,0.1699497103691101,42,,,
16699,0.20860762894153595,0.21269956231117249,42,,,
16749,0.1912626177072525,0.175151988863945,42,,,
16769,,,42,0.8442908525466919,0.842848539352417,0.8683000206947327
16799,0.17288346588611603,0.20632493495941162,43,,,
16849,0.27323806285858154,0.2945822775363922,43,,,
16899,0.060179200023412704,0.07160043716430664,43,,,
16949,0.09744332730770111,0.1286746859550476,43,,,
16999,0.10986199975013733,0.13630707561969757,43,,,
17049,0.17417803406715393,0.18151739239692688,43,,,
17099,0.15481889247894287,0.1793150156736374,43,,,
17149,0.1262747049331665,0.15776214003562927,43,,,
17159,,,43,0.7942708134651184,0.8514823913574219,0.8779000043869019
17199,0.1756277084350586,0.19943632185459137,44,,,
17249,0.1403835117816925,0.12868274748325348,44,,,
17299,0.13508164882659912,0.11149085313081741,44,,,
17349,0.2639167606830597,0.2390120029449463,44,,,
17399,0.19112436473369598,0.1806093007326126,44,,,
17449,0.21137414872646332,0.20108310878276825,44,,,
17499,0.26963043212890625,0.2345317006111145,44,,,
17549,0.1287783533334732,0.10670994222164154,44,,,
17549,,,44,0.8365585207939148,0.8357171416282654,0.7674999833106995
17599,0.29125159978866577,0.20729097723960876,45,,,
17649,0.13732336461544037,0.1293901652097702,45,,,
17699,0.5168471336364746,0.49602439999580383,45,,,
17749,0.1665356457233429,0.16680243611335754,45,,,
17799,0.24773681163787842,0.23006008565425873,45,,,
17849,0.246401846408844,0.26501211524009705,45,,,
17899,0.2029474973678589,0.19521379470825195,45,,,
17939,,,45,0.8465344309806824,0.8339343070983887,0.8592000007629395
17949,0.2467142790555954,0.216291144490242,46,,,
17999,0.18304742872714996,0.18127262592315674,46,,,
18049,0.2316286563873291,0.24703700840473175,46,,,
18099,0.05570760369300842,0.05338602885603905,46,,,
18149,0.06787415593862534,0.08103986829519272,46,,,
18199,0.09071077406406403,0.08825255930423737,46,,,
18249,0.106499083340168,0.10812336951494217,46,,,
18299,0.1912258416414261,0.1876978874206543,46,,,
18329,,,46,0.804527223110199,0.7950521111488342,0.8583999872207642
18349,0.24633879959583282,0.2211252599954605,47,,,
18399,0.778754472732544,0.7653306722640991,47,,,
18449,0.15312115848064423,0.14981354773044586,47,,,
18499,0.26027750968933105,0.26884499192237854,47,,,
18549,0.09109343588352203,0.09385968744754791,47,,,
18599,0.12410830706357956,0.1322806477546692,47,,,
18649,0.13257969915866852,0.12737053632736206,47,,,
18699,0.11131683737039566,0.11379612982273102,47,,,
18719,,,47,0.7745392918586731,0.7767027020454407,0.8288999795913696
18749,0.0985138788819313,0.0972810611128807,48,,,
18799,0.19374822080135345,0.21069379150867462,48,,,
18849,0.18029101192951202,0.19854214787483215,48,,,
18899,0.1620548665523529,0.16350847482681274,48,,,
18949,0.18612445890903473,0.208344504237175,48,,,
18999,0.37282150983810425,0.4311356544494629,48,,,
19049,0.1727723479270935,0.16360481083393097,48,,,
19099,0.1527492254972458,0.1384589821100235,48,,,
19109,,,48,0.8316707015037537,0.8335736989974976,0.8592000007629395
19149,0.13619163632392883,0.14707250893115997,49,,,
19199,0.16821789741516113,0.19733880460262299,49,,,
19249,0.18683160841464996,0.19906656444072723,49,,,
19299,0.15770824253559113,0.16349074244499207,49,,,
19349,0.3725341260433197,0.3422667682170868,49,,,
19399,0.28593775629997253,0.2815409302711487,49,,,
19449,0.7671200037002563,0.5402371883392334,49,,,
19499,0.38183125853538513,0.40458613634109497,49,,,
19499,,,49,0.8339343070983887,0.8397235870361328,0.8598999977111816
19549,0.4967638850212097,0.4627537727355957,50,,,
19599,0.16353654861450195,0.1808341145515442,50,,,
19649,0.24422293901443481,0.253442645072937,50,,,
19699,0.16205312311649323,0.18991690874099731,50,,,
19749,0.254955917596817,0.26088863611221313,50,,,
19799,0.24697767198085785,0.22803941369056702,50,,,
19849,0.13852562010288239,0.12956319749355316,50,,,
19889,,,50,0.8459134697914124,0.8464743494987488,0.8385999798774719
19899,0.21976135671138763,0.1906864494085312,51,,,
19949,0.2280103713274002,0.21909698843955994,51,,,
19999,0.2547733783721924,0.24175746738910675,51,,,
20049,0.22853142023086548,0.21865539252758026,51,,,
20099,0.2290767878293991,0.2146645188331604,51,,,
20149,0.2613775134086609,0.25277018547058105,51,,,
20199,0.23283246159553528,0.23088222742080688,51,,,
20249,0.07206616550683975,0.08640561252832413,51,,,
20279,,,51,0.8348758220672607,0.8406650424003601,0.8521000146865845
20299,0.13738560676574707,0.1419467180967331,52,,,
20349,0.15527528524398804,0.1784321665763855,52,,,
20399,0.3106886148452759,0.2560071051120758,52,,,
20449,0.2637718915939331,0.2592509984970093,52,,,
20499,0.3390291929244995,0.3073967695236206,52,,,
20549,0.2547204792499542,0.2551829218864441,52,,,
20599,0.06321246176958084,0.06113889813423157,52,,,
20649,0.07914088666439056,0.07805006951093674,52,,,
20669,,,52,0.8079928159713745,0.8291265964508057,0.8418999910354614
20699,0.14175792038440704,0.16605257987976074,53,,,
20749,0.23392440378665924,0.27993127703666687,53,,,
20799,0.2442813366651535,0.2542111277580261,53,,,
20849,0.19322964549064636,0.21994216740131378,53,,,
20899,0.1715429276227951,0.17169341444969177,53,,,
20949,0.40734320878982544,0.3958819806575775,53,,,
20999,0.26417481899261475,0.23550018668174744,53,,,
21049,0.2627408802509308,0.24378341436386108,53,,,
21059,,,53,0.839062511920929,0.8454126715660095,0.8762000203132629
21099,0.14656038582324982,0.16110241413116455,54,,,
21149,0.40953513979911804,0.3799225986003876,54,,,
21199,0.16552376747131348,0.17928121984004974,54,,,
21249,0.19261789321899414,0.19415326416492462,54,,,
21299,0.24963413178920746,0.25995394587516785,54,,,
21349,0.5607882738113403,0.5925555229187012,54,,,
21399,0.16394537687301636,0.16739803552627563,54,,,
21449,0.24283580482006073,0.26131966710090637,54,,,
21449,,,54,0.848397433757782,0.8489182591438293,0.8748999834060669
21499,0.21034756302833557,0.208841472864151,55,,,
21549,0.2753557860851288,0.25720930099487305,55,,,
21599,0.17885275185108185,0.18335306644439697,55,,,
21649,0.20809388160705566,0.1881045550107956,55,,,
21699,0.2914212942123413,0.2316751480102539,55,,,
21749,0.16532492637634277,0.15993885695934296,55,,,
21799,0.31474512815475464,0.27648353576660156,55,,,
21839,,,55,0.8490985631942749,0.8491586446762085,0.882099986076355
21849,0.19375738501548767,0.20034292340278625,56,,,
21899,0.14133432507514954,0.1388522833585739,56,,,
21949,0.3721712827682495,0.43373823165893555,56,,,
21999,0.15682737529277802,0.17676401138305664,56,,,
22049,0.22451896965503693,0.22393937408924103,56,,,
22099,0.23709729313850403,0.3059915602207184,56,,,
22149,0.27356070280075073,0.2325887382030487,56,,,
22199,0.23183198273181915,0.20597651600837708,56,,,
22229,,,56,0.848397433757782,0.8517628312110901,0.8704000115394592
22249,0.19048894941806793,0.20594516396522522,57,,,
22299,0.24275703728199005,0.22060422599315643,57,,,
22349,0.26001647114753723,0.24268838763237,57,,,
22399,0.32729020714759827,0.34330999851226807,57,,,
22449,0.16719983518123627,0.16547517478466034,57,,,
22499,0.21336239576339722,0.2789258062839508,57,,,
22549,0.21964652836322784,0.22560806572437286,57,,,
22599,0.20252536237239838,0.225368469953537,57,,,
22619,,,57,0.8531249761581421,0.8492387533187866,0.8819000124931335
22649,0.3107045590877533,0.2899225354194641,58,,,
22699,0.42740145325660706,0.39501094818115234,58,,,
