epoch,train_loss1,train_loss2,step,train_acc2,train_acc1,test_acc
10,0.004407666623592377,0.0037717344239354134,3949,,,
10,0.002098817378282547,0.0013584800763055682,3999,,,
10,0.00253634387627244,0.002743255579844117,4049,,,
10,0.0015061823651194572,0.001381704700179398,4099,,,
10,0.0020931356120854616,0.003305981634184718,4149,,,
10,0.0041527096182107925,0.0034509419929236174,4199,,,
10,0.0031547488179057837,0.0035004878882318735,4249,,,
10,,,4289,0.7270032167434692,0.7248397469520569,0.8302000164985657
11,0.0019751866348087788,0.0018454001983627677,4299,,,
11,0.00271399412304163,0.0021515144035220146,4349,,,
11,0.003527630353346467,0.003932856488972902,4399,,,
11,0.004547586664557457,0.004443643148988485,4449,,,
11,0.0026467773132026196,0.0025409655645489693,4499,,,
11,0.003279113909229636,0.0034647819120436907,4549,,,
11,0.002501043025404215,0.002287239069119096,4599,,,
11,0.0024296508636325598,0.0018780066166073084,4649,,,
11,,,4679,0.7366786599159241,0.7338742017745972,0.8289999961853027
12,0.0034867110662162304,0.002903374144807458,4699,,,
12,0.0022673544008284807,0.0018970898818224669,4749,,,
12,0.002484111115336418,0.0020469422452151775,4799,,,
12,0.001890499726869166,0.0018773163901641965,4849,,,
12,0.0043665459379553795,0.003756709396839142,4899,,,
12,0.0025189307052642107,0.0029600514099001884,4949,,,
12,0.001924023381434381,0.0014482400147244334,4999,,,
12,0.0010361629538238049,0.001178473117761314,5049,,,
12,,,5069,0.7401642799377441,0.7373397350311279,0.8172000050544739
13,0.002695718314498663,0.0025259219110012054,5099,,,
13,0.003402139525860548,0.0023856305051594973,5149,,,
13,0.003351222723722458,0.0022505938541144133,5199,,,
13,0.0032666053157299757,0.0036233284045010805,5249,,,
13,0.0012637920444831252,0.0015682169469073415,5299,,,
13,0.0027914626989513636,0.002435883739963174,5349,,,
13,0.0013249315088614821,0.0017412988236173987,5399,,,
13,0.0021546129137277603,0.0021703680977225304,5449,,,
13,,,5459,0.7451121807098389,0.7443709969520569,0.8486999869346619
14,0.0021188745740801096,0.0016544623067602515,5499,,,
14,0.0019335388205945492,0.001827005879022181,5549,,,
14,0.002027089474722743,0.0026636451948434114,5599,,,
14,0.0032539553940296173,0.0025539714843034744,5649,,,
14,0.0027164663188159466,0.002177993766963482,5699,,,
14,0.002524413401260972,0.0028424388729035854,5749,,,
14,0.0013339925790205598,0.0022113609593361616,5799,,,
14,0.0027422995772212744,0.0021500112488865852,5849,,,
14,,,5849,0.7511819005012512,0.7495793104171753,0.8445000052452087
15,0.0022421942558139563,0.0016687752213329077,5899,,,
15,0.0013838234590366483,0.0012170729460194707,5949,,,
15,0.0034366019535809755,0.002944660373032093,5999,,,
15,0.0011669788509607315,0.0011753692524507642,6049,,,
15,0.00265026418492198,0.002431632950901985,6099,,,
15,0.0022426166106015444,0.0014119511470198631,6149,,,
15,0.0026116748340427876,0.0023244088515639305,6199,,,
15,,,6239,0.7546073794364929,0.752223551273346,0.8288000226020813
16,0.0019520203350111842,0.0018811585614457726,6249,,,
16,0.002832420403137803,0.0026767102535814047,6299,,,
16,0.003423137590289116,0.002736069029197097,6349,,,
16,0.0013922554207965732,0.0018438234692439437,6399,,,
16,0.0027903313748538494,0.002871788339689374,6449,,,
16,0.001781462924554944,0.0012048688950017095,6499,,,
16,0.0024130945093929768,0.002244172152131796,6549,,,
16,0.0034291804768145084,0.0027120066806674004,6599,,,
16,,,6629,0.7602163553237915,0.7589343190193176,0.8443999886512756
17,0.0007528433343395591,0.0010961350053548813,6649,,,
17,0.0048722634091973305,0.005451859440654516,6699,,,
17,0.001223452971316874,0.0008798278286121786,6749,,,
17,0.0009748280863277614,0.0008856093045324087,6799,,,
17,0.00203881599009037,0.0014709597453474998,6849,,,
17,0.0022529112175107002,0.00244180322624743,6899,,,
17,0.001849678810685873,0.0015993366250768304,6949,,,
17,0.002602430060505867,0.0018471117364242673,6999,,,
17,,,7019,0.7624799609184265,0.7618188858032227,0.8251000046730042
18,0.0009385456796735525,0.001282889861613512,7049,,,
18,0.0012761290417984128,0.0012218531919643283,7099,,,
18,0.003968860954046249,0.004666533321142197,7149,,,
18,0.002265188843011856,0.0027194602880626917,7199,,,
18,0.0018308887956663966,0.0013219082029536366,7249,,,
18,0.0002800440997816622,0.0004091924347449094,7299,,,
18,0.0021734065376222134,0.002605360234156251,7349,,,
18,0.002895339857786894,0.002379889599978924,7399,,,
18,,,7409,0.7671674489974976,0.7642227411270142,0.8521000146865845
19,0.0009235765319317579,0.0015268904389813542,7449,,,
19,0.0016488655237480998,0.00154874287545681,7499,,,
19,0.0018708329880610108,0.0022820113226771355,7549,,,
19,0.0009676340851001441,0.0006395804230123758,7599,,,
19,0.0010550348088145256,0.0012497400166466832,7649,,,
19,0.0010738486889749765,0.0008623770554549992,7699,,,
19,0.0016059053596109152,0.0011930903419852257,7749,,,
19,0.0007274423842318356,0.0010181671241298318,7799,,,
19,,,7799,0.7683894038200378,0.7682692408561707,0.8605999946594238
20,0.0004233915242366493,0.0006202475051395595,7849,,,
20,0.0018430670024827123,0.0030653199646621943,7899,,,
20,0.0013961367076262832,0.0014569534687325358,7949,,,
20,0.0027939865831285715,0.0017306068912148476,7999,,,
20,0.0016125455731526017,0.0016440564068034291,8049,,,
20,0.0010092399315908551,0.0012587769888341427,8099,,,
20,0.0026183701120316982,0.002140219323337078,8149,,,
20,,,8189,0.7744991779327393,0.7724959850311279,0.8628000020980835
21,0.001977417152374983,0.0018404540605843067,8199,,,
21,0.0020333307329565287,0.0011575078824535012,8249,,,
21,0.0014134979574009776,0.0010738688288256526,8299,,,
21,0.002215406158939004,0.0026074114721268415,8349,,,
21,0.0011510582407936454,0.0012452155351638794,8399,,,
21,0.0012459495337679982,0.001005777157843113,8449,,,
21,0.0007936451002024114,0.0006994827999733388,8499,,,
21,0.0005568049382418394,0.0005831152084283531,8549,,,
21,,,8579,0.7754206657409668,0.7722155451774597,0.8463000059127808
22,0.0017856023041531444,0.0013462876668199897,8599,,,
22,0.0025115569587796926,0.0021381727419793606,8649,,,
22,0.0016806981293484569,0.0019140171352773905,8699,,,
22,0.0012335265055298805,0.00144565524533391,8749,,,
22,0.0008198362193070352,0.0011054379865527153,8799,,,
22,0.001976878149434924,0.0022127199918031693,8849,,,
22,0.0005307398969307542,0.0003964170755352825,8899,,,
22,0.0021113036200404167,0.0013380537275224924,8949,,,
22,,,8969,0.7779647707939148,0.7771033644676208,0.8726999759674072
23,0.0010772894602268934,0.0010553585598245263,8999,,,
23,0.001194620504975319,0.0013762108283117414,9049,,,
23,0.000525806681253016,0.0005716956802643836,9099,,,
23,0.0033881282433867455,0.002963003935292363,9149,,,
23,0.003863911610096693,0.003206305205821991,9199,,,
23,0.0017248198855668306,0.0013788673095405102,9249,,,
23,0.0032143257558345795,0.0020709363743662834,9299,,,
23,0.002090382855385542,0.003286560531705618,9349,,,
23,,,9359,0.7812900543212891,0.7797476053237915,0.8597000241279602
24,0.0014338074252009392,0.0022859573364257812,9399,,,
24,0.0009654595050960779,0.0011068253079429269,9449,,,
24,0.0008049138123169541,0.0004373538540676236,9499,,,
24,0.002509468700736761,0.00348646636120975,9549,,,
24,0.0013280820567160845,0.0011289009125903249,9599,,,
24,0.002230376936495304,0.0012751445174217224,9649,,,
24,0.0019142503151670098,0.0017198941204696894,9699,,,
24,0.0017161191208288074,0.0012968829832971096,9749,,,
24,,,9749,0.7843149304389954,0.7811899185180664,0.866100013256073
25,0.0022196758072823286,0.0017610397189855576,9799,,,
25,0.0015110899694263935,0.0017455953639000654,9849,,,
25,0.0009696257766336203,0.0010412109550088644,9899,,,
25,0.003512331750243902,0.003992027137428522,9949,,,
25,0.0018084855983033776,0.0013501715147867799,9999,,,
25,0.0007865023799240589,0.0005103230942040682,10049,,,
25,0.0003022254095412791,0.00044520405936054885,10099,,,
25,,,10139,0.7862179279327393,0.7855167984962463,0.8720999956130981
26,0.0012656773906201124,0.0015653906157240272,10149,,,
26,0.0004626319860108197,0.0007376761641353369,10199,,,
26,0.0003359879192430526,0.00068787852069363,10249,,,
26,0.0015127898659557104,0.0007137462380342185,10299,,,
26,0.0012827020836994052,0.0006923365872353315,10349,,,
26,0.0007547448622062802,0.0009392451029270887,10399,,,
26,0.0010264726588502526,0.0011349052656441927,10449,,,
26,0.001081198686733842,0.0004935917677357793,10499,,,
26,,,10529,0.7885416746139526,0.7882412075996399,0.8593000173568726
27,0.0014579659327864647,0.0010183319682255387,10549,,,
27,0.00122539303265512,0.0014283587224781513,10599,,,
27,0.0012456246186047792,0.0007034768932498991,10649,,,
27,0.0007475957972928882,0.0009902081219479442,10699,,,
27,0.000871814729180187,0.00033320506918244064,10749,,,
27,0.0004339094739407301,0.0005201015155762434,10799,,,
27,0.0011422481620684266,0.0012420606799423695,10849,,,
27,0.00029416437610052526,0.00047655528760515153,10899,,,
27,,,10919,0.789643406867981,0.7889423370361328,0.8766000270843506
28,0.000879608269315213,0.0010359931038692594,10949,,,
28,0.0007295238901861012,0.0005707037053070962,10999,,,
28,0.0013843094930052757,0.0008179271826520562,11049,,,
28,0.0039888848550617695,0.0028658434748649597,11099,,,
28,0.0011335699819028378,0.001121624605730176,11149,,,
28,0.0006533082923851907,0.0009905850747600198,11199,,,
28,0.002115534618496895,0.0015190622070804238,11249,,,
28,0.0007465750095434487,0.0010572678875178099,11299,,,
28,,,11309,0.7925280332565308,0.7921274304389954,0.8683000206947327
29,0.00041234554373659194,0.0004979360965080559,11349,,,
29,0.0007950580329634249,0.000601767678745091,11399,,,
29,0.002788753481581807,0.002276595449075103,11449,,,
29,0.000641977705527097,0.0005941734416410327,11499,,,
29,0.000641160411760211,0.00044945659465156496,11549,,,
29,0.0007675904198549688,0.0009714381885714829,11599,,,
29,0.0005172411911189556,0.0010798670118674636,11649,,,
29,0.0006684445543214679,0.000938678509555757,11699,,,
29,,,11699,0.7955127954483032,0.7943710088729858,0.8694000244140625
30,0.0011493571801111102,0.0007759568397887051,11749,,,
30,0.0004806621291209012,0.0005335496971383691,11799,,,
30,0.0027384294662624598,0.002417352981865406,11849,,,
30,0.0017971782945096493,0.0015694444300606847,11899,,,
30,0.0011959192343056202,0.0022826949134469032,11949,,,
30,0.0008094575023278594,0.0011167500633746386,11999,,,
30,0.0003462171589490026,0.0004441420314833522,12049,,,
30,,,12089,0.7987580299377441,0.7965745329856873,0.8701000213623047
31,0.0003526695945765823,0.00039250042755156755,12099,,,
31,0.0006902769091539085,0.001014295150525868,12149,,,
31,0.0014390763826668262,0.0016473886789754033,12199,,,
31,0.0005074082873761654,0.0003922673058696091,12249,,,
31,0.0006874351529404521,0.0006740153185091913,12299,,,
31,0.00010648991155903786,0.00022909314429853112,12349,,,
31,0.0012652993900701404,0.0011997231049463153,12399,,,
31,0.0007933435263112187,0.0008414200856350362,12449,,,
31,,,12479,0.7976362109184265,0.7968549728393555,0.8712000250816345
32,0.0005203619366511703,0.0007174129132181406,12499,,,
32,0.00028446500073187053,0.0009130915277637541,12549,,,
32,0.000589385163038969,0.0006640676874667406,12599,,,
32,0.000950411194935441,0.000661074067465961,12649,,,
32,0.0005285300430841744,7.87384487921372e-05,12699,,,
32,0.002523360773921013,0.002330670366063714,12749,,,
32,0.00019288779003545642,0.00029594157240353525,12799,,,
32,0.0017618901329115033,0.0021268255077302456,12849,,,
32,,,12869,0.8006610870361328,0.7994391322135925,0.883899986743927
33,0.0010917457984760404,0.0010803458280861378,12899,,,
33,0.0019981246441602707,0.002121148630976677,12949,,,
33,0.0010951204458251595,0.0023611062206327915,12999,,,
33,0.0007416106527671218,0.0009085557539947331,13049,,,
33,0.0007043808582238853,0.0006190093699842691,13099,,,
33,0.0006557968445122242,0.0005074982764199376,13149,,,
33,0.0012208662228658795,0.0008064295398071408,13199,,,
33,0.0013899352634325624,0.0028386625926941633,13249,,,
33,,,13259,0.8028646111488342,0.8008213043212891,0.8697999715805054
34,0.0006178573821671307,0.0005907738232053816,13299,,,
34,0.0004765840421896428,0.00047769377124495804,13349,,,
34,0.0006835953681729734,0.0009039905271492898,13399,,,
34,0.0007419516332447529,0.0003390410856809467,13449,,,
34,0.00042622030014172196,0.0005677674780599773,13499,,,
34,0.0013984324177727103,0.0011552599025890231,13549,,,
34,0.0014889826998114586,0.0011343966471031308,13599,,,
34,0.001315510831773281,0.00027615163708105683,13649,,,
34,,,13649,0.8040264248847961,0.8027243614196777,0.8770999908447266
35,0.0017790226265788078,0.001525264116935432,13699,,,
35,0.0015492935199290514,0.0009748582961037755,13749,,,
35,0.000687674677465111,0.0007959551876410842,13799,,,
35,0.0005676111322827637,0.0005070175975561142,13849,,,
35,0.000592926749959588,0.00023241282906383276,13899,,,
35,0.0010892373975366354,0.001247000996954739,13949,,,
35,0.00027747807325795293,0.00024705776013433933,13999,,,
35,,,14039,0.8060095906257629,0.8040664792060852,0.8769999742507935
36,0.0024018315598368645,0.0018485920736566186,14049,,,
36,0.0016482716891914606,0.0017986362800002098,14099,,,
36,0.000958188611548394,0.0006754899513907731,14149,,,
36,0.00026196485850960016,0.0006983430939726532,14199,,,
36,0.0010442370548844337,0.0017456701025366783,14249,,,
36,0.0004061809158883989,0.0007819022866897285,14299,,,
36,0.00022365803306456655,0.00013893986761104316,14349,,,
36,0.00030722402152605355,0.00028975040186196566,14399,,,
36,,,14429,0.8011017441749573,0.8036658763885498,0.8787000179290771
37,0.000351908674929291,0.0002678380988072604,14449,,,
37,0.0020847420673817396,0.0013031890848651528,14499,,,
37,0.0007173888152465224,0.0006616272730752826,14549,,,
37,0.00042437552474439144,0.0009376322850584984,14599,,,
37,0.0005923948483541608,0.0005696836160495877,14649,,,
37,0.0006322708795778453,0.0007171058678068221,14699,,,
37,0.000525588053278625,0.0009019068093039095,14749,,,
37,0.00018750688468571752,0.00017634258256293833,14799,,,
37,,,14819,0.8057091236114502,0.8053686022758484,0.8842999935150146
38,0.0005095264059491456,0.001041778246872127,14849,,,
38,0.00017029652372002602,0.0003946149372495711,14899,,,
38,0.0007811603718437254,0.0005478840903379023,14949,,,
38,0.000545179529581219,0.0008133095689117908,14999,,,
38,0.001087636104784906,0.001004521851427853,15049,,,
38,0.000598016893491149,0.0009312356705777347,15099,,,
38,0.0009408425539731979,0.0011295502772554755,15149,,,
38,0.0014959610998630524,0.0006010353099554777,15199,,,
38,,,15209,0.8098357319831848,0.8087139129638672,0.8845000267028809
39,0.0006256656488403678,0.0006940539460629225,15249,,,
39,0.0009643870289437473,0.0008587940246798098,15299,,,
39,0.0012196339666843414,0.0009152728016488254,15349,,,
39,0.0010538185015320778,0.0005523673025891185,15399,,,
39,0.00013365312770474702,0.0003452732344157994,15449,,,
39,0.0002489382168278098,0.00022075757442507893,15499,,,
39,0.001442274427972734,0.0008394239121116698,15549,,,
39,0.00027129409136250615,0.0002508412580937147,15599,,,
39,,,15599,0.8098958134651184,0.8086338043212891,0.8745999932289124
40,0.0026614642702043056,0.0019112505251541734,15649,,,
40,9.399920963915065e-05,0.00012005399184999987,15699,,,
40,0.00011756042658817023,6.713239417877048e-05,15749,,,
40,0.0005459046806208789,0.0008696066797710955,15799,,,
40,0.0009820829145610332,0.001029710634611547,15849,,,
40,0.0014427324058488011,0.001556375646032393,15899,,,
40,0.0012828960316255689,0.0009429468773305416,15949,,,
40,,,15989,0.8116185665130615,0.8109976053237915,0.8815000057220459
41,0.0004297457926440984,0.0005215162527747452,15999,,,
41,0.0003297972143627703,0.0002919710532296449,16049,,,
41,0.0003971074183937162,0.0004684651212301105,16099,,,
41,0.0006808234611526132,0.0004600583924911916,16149,,,
41,0.0010960682993754745,0.0009986436925828457,16199,,,
41,0.0006209973944351077,0.000442830118117854,16249,,,
41,0.0002729250700213015,0.000323802960338071,16299,,,
41,0.00088581966701895,0.0011185770854353905,16349,,,
41,,,16379,0.814022421836853,0.8131811022758484,0.8719000220298767
42,0.00023349322145804763,0.000132270812173374,16399,,,
42,0.0010433048009872437,0.00042386905988678336,16449,,,
42,0.0009155782172456384,0.0006318697123788297,16499,,,
42,0.0006426122854463756,0.0010373934637755156,16549,,,
42,0.0008068481693044305,0.000975499686319381,16599,,,
42,0.001421078690327704,0.0014659336302429438,16649,,,
42,0.0022549519781023264,0.0017944396240636706,16699,,,
42,0.0002769402926787734,0.0005244502681307495,16749,,,
42,,,16769,0.8151442408561707,0.8126402497291565,0.8744000196456909
43,0.0007767491042613983,0.0007110176957212389,16799,,,
43,0.0012130368268117309,0.0012010640930384398,16849,,,
43,0.00020008803403470665,0.0007446071831509471,16899,,,
43,0.0019138591596856713,0.0013864204520359635,16949,,,
43,0.0008682292536832392,0.0007500000647269189,16999,,,
43,0.0005343769444152713,0.0005771042197011411,17049,,,
43,0.0012254936154931784,0.0003802503924816847,17099,,,
43,0.0009201944340020418,0.0003991371486335993,17149,,,
43,,,17159,0.8147836327552795,0.8147836327552795,0.8852999806404114
44,0.0005626433994621038,0.0006193813751451671,17199,,,
44,0.00035701849265024066,0.0007251176284626126,17249,,,
44,0.00017385747923981398,0.0006309649324975908,17299,,,
44,0.00045134732499718666,0.0005609057261608541,17349,,,
44,0.0003530409885570407,0.0004107830172870308,17399,,,
44,0.00019001858890987933,0.0003853044181596488,17449,,,
44,0.0004622634151019156,0.0009973791893571615,17499,,,
44,0.0015666816616430879,0.0012477583950385451,17549,,,
44,,,17549,0.8172475695610046,0.8154046535491943,0.8733000159263611
45,0.00042338017374277115,0.0003318438248243183,17599,,,
45,0.00044620627886615694,0.00014114982332102954,17649,,,
45,0.0006953107076697052,0.0008993592346087098,17699,,,
45,0.00044118607183918357,0.0014502460835501552,17749,,,
45,0.0006158133037388325,0.000753089610952884,17799,,,
45,0.0008978404803201556,0.000892051262781024,17849,,,
45,8.247785444837064e-05,0.0001848884712671861,17899,,,
45,,,17939,0.8173677921295166,0.8153044581413269,0.8853999972343445
46,0.00015458707639481872,0.0005756102618761361,17949,,,
46,0.000771914201322943,0.0005255448631942272,17999,,,
46,0.0006260348600335419,0.0007745583425275981,18049,,,
46,0.0007302378653548658,0.0003053868131246418,18099,,,
46,0.0004992246394976974,0.0007280525751411915,18149,,,
46,0.0007068145205266774,0.0002668457163963467,18199,,,
46,0.0006048477371223271,0.00031020346796140075,18249,,,
46,0.00028128191479481757,0.00034270211472176015,18299,,,
46,,,18329,0.8176282048225403,0.817187488079071,0.887499988079071
47,0.0005040419637225568,0.0005998215638101101,18349,,,
47,0.00030312902526929975,0.00023299662279896438,18399,,,
47,0.001281253295019269,0.00034144672099500895,18449,,,
47,0.0010731604415923357,0.001155768521130085,18499,,,
47,0.0006568497628904879,0.0006769891479052603,18549,,,
47,0.001151663833297789,0.0017697068396955729,18599,,,
47,0.0003758886596187949,0.00027511862572282553,18649,,,
47,0.0031036818400025368,0.0018805639119818807,18699,,,
47,,,18719,0.8207532167434692,0.8184094429016113,0.8845000267028809
48,0.0014762887731194496,0.0030238742474466562,18749,,,
48,0.0004805269418284297,0.0002527190954424441,18799,,,
48,0.00011300268670311198,0.00014109478797763586,18849,,,
48,0.0008803131058812141,0.00047371487016789615,18899,,,
48,0.00033967875060625374,0.00018758537771645933,18949,,,
48,0.00019237167725805193,0.00035803872742690146,18999,,,
48,0.0009857536060735583,0.0006529031088575721,19049,,,
48,0.0005771176074631512,0.0010569303994998336,19099,,,
48,,,19109,0.819731593132019,0.8181890845298767,0.8881999850273132
49,0.00026344400248490274,8.706235530553386e-05,19149,,,
49,0.00018304736295249313,0.0003419386630412191,19199,,,
49,0.0015676176408305764,0.0014070814941078424,19249,,,
49,0.0004111960297450423,0.0002954303636215627,19299,,,
49,0.0003909117076545954,0.0003357678360771388,19349,,,
49,0.0004005367518402636,0.0006111429538577795,19399,,,
49,0.00039993232348933816,0.0005409250152297318,19449,,,
49,0.0002553283120505512,0.00018110086966771632,19499,,,
49,,,19499,0.8210136294364929,0.8201722502708435,0.8827999830245972
50,0.00024133840634021908,0.0003723931731656194,19549,,,
50,0.0010064750676974654,0.001048118225298822,19599,,,
50,0.0006430962821468711,0.0006141880294308066,19649,,,
50,0.0002527486067265272,0.0005192529642954469,19699,,,
50,0.0007620406104251742,0.00044211986823938787,19749,,,
50,0.00015973683912307024,0.00013940669305156916,19799,,,
50,0.00033036351669579744,0.0006639045313932002,19849,,,
50,,,19889,0.8232572078704834,0.8204126358032227,0.8888999819755554
51,0.0002345753600820899,0.00020538948592729867,19899,,,
51,0.0010635929647833109,0.0012662602821364999,19949,,,
51,0.0003496597637422383,4.201139381621033e-05,19999,,,
51,0.00013261366984806955,0.00019084547238890082,20049,,,
51,4.221830386086367e-05,6.148846296127886e-05,20099,,,
51,0.0014742660569027066,0.0019065724918618798,20149,,,
51,0.0011910006869584322,0.0012447809567674994,20199,,,
51,0.0009448242490179837,0.00012978710583411157,20249,,,
51,,,20279,0.8240985870361328,0.8231169581413269,0.8828999996185303
52,0.0010611284524202347,0.0005470566684380174,20299,,,
52,0.0008389176800847054,0.0005658623995259404,20349,,,
52,0.0009324190905317664,0.0006477261777035892,20399,,,
52,0.00028049960383214056,0.0003238822682760656,20449,,,
52,0.0006061067106202245,0.0005539930425584316,20499,,,
52,0.000649599707685411,0.00010621908586472273,20549,,,
52,0.0005236517172306776,0.00019480168703012168,20599,,,
52,0.00048569912905804813,0.0002642144972924143,20649,,,
52,,,20669,0.8226763010025024,0.8227764368057251,0.8859000205993652
53,0.0002084186562569812,0.0001731571537675336,20699,,,
53,0.0006681366940028965,0.0005053114728070796,20749,,,
53,0.0006985514773987234,0.00013322128506843,20799,,,
53,0.0006286522839218378,0.0010639477986842394,20849,,,
53,0.00034750919439829886,0.0002555047976784408,20899,,,
53,9.854784002527595e-05,0.0003461340384092182,20949,,,
53,0.0001565280108479783,0.00021101662423461676,20999,,,
53,0.0007390258251689374,0.0003973803832195699,21049,,,
53,,,21059,0.8253205418586731,0.8239983916282654,0.8871999979019165
54,0.00036580205778591335,5.3462310461327434e-05,21099,,,
54,0.0002068646135739982,0.00019207244622521102,21149,,,
54,0.0005716658197343349,0.0003057487483602017,21199,,,
54,0.0028499707113951445,0.0019688440952450037,21249,,,
54,0.0006774984067305923,0.00019492328283376992,21299,,,
54,0.0011898437514901161,0.00037969188997521996,21349,,,
54,0.0007913679582998157,0.0009843931766226888,21399,,,
54,0.00015487225027754903,0.00046194219612516463,21449,,,
54,,,21449,0.8236578702926636,0.8242788314819336,0.8924999833106995
55,0.00016412540571764112,0.0001335332344751805,21499,,,
55,0.0003376833628863096,0.0005437592626549304,21549,,,
55,0.00037083623465150595,0.0004403037019073963,21599,,,
55,0.0010731361107900739,0.001389720942825079,21649,,,
55,0.00032010729773901403,9.28631707211025e-05,21699,,,
55,0.0003913851105608046,0.00037466935464181006,21749,,,
55,0.0009023964521475136,0.0008958012913353741,21799,,,
55,,,21839,0.8246394395828247,0.8253205418586731,0.8896999955177307
56,0.0001951947488123551,0.00012364333088044077,21849,,,
56,0.00014982862921897322,0.00021506276971194893,21899,,,
56,0.000385209743399173,0.0004604814457707107,21949,,,
