step,epoch,train_loss,val_acc,val_loss,test_acc,train_acc
49,0,3.8703551292419434,,,,
99,0,2.6201412677764893,,,,
149,0,2.0643539428710938,,,,
199,0,2.3692564964294434,,,,
249,0,1.7496931552886963,,,,
299,0,1.9467244148254395,,,,
312,0,,0.28060001134872437,1.9349441528320312,,
312,0,,,,0.3093354403972626,0.19850000739097595
349,1,1.7424885034561157,,,,
399,1,1.699375867843628,,,,
449,1,1.8323907852172852,,,,
499,1,1.727534294128418,,,,
549,1,1.7467480897903442,,,,
599,1,1.6182910203933716,,,,
625,1,,0.3776000142097473,1.63694429397583,,
625,1,,,,0.4010086953639984,0.32887500524520874
649,2,1.6184593439102173,,,,
699,2,1.569222092628479,,,,
749,2,1.4841907024383545,,,,
799,2,1.6206727027893066,,,,
849,2,1.6818957328796387,,,,
899,2,1.5098135471343994,,,,
938,2,,0.46540001034736633,1.462443470954895,,
938,2,,,,0.4645965099334717,0.4165250062942505
949,3,1.4006201028823853,,,,
999,3,1.4740097522735596,,,,
1049,3,1.299106240272522,,,,
1099,3,1.2815160751342773,,,,
1149,3,1.374758005142212,,,,
1199,3,1.2403391599655151,,,,
1249,3,1.3801625967025757,,,,
1251,3,,0.5030999779701233,1.3602848052978516,,
1251,3,,,,0.5251186490058899,0.47725000977516174
1299,4,1.2681183815002441,,,,
1349,4,1.3737828731536865,,,,
1399,4,1.2938345670700073,,,,
1449,4,1.2867993116378784,,,,
1499,4,1.2829904556274414,,,,
1549,4,1.202424168586731,,,,
1564,4,,0.5529999732971191,1.2409074306488037,,
1564,4,,,,0.540249228477478,0.5192999839782715
1599,5,1.0898573398590088,,,,
1649,5,0.9968929290771484,,,,
1699,5,1.074873447418213,,,,
1749,5,1.0901168584823608,,,,
1799,5,1.2347605228424072,,,,
1849,5,1.1646784543991089,,,,
1877,5,,0.5687000155448914,1.2015125751495361,,
1877,5,,,,0.5815862417221069,0.5630999803543091
1899,6,1.0061140060424805,,,,
1949,6,1.175567626953125,,,,
1999,6,1.2174972295761108,,,,
2049,6,1.1337010860443115,,,,
2099,6,1.2218724489212036,,,,
2149,6,1.317793846130371,,,,
2190,6,,0.6061000227928162,1.0784199237823486,,
2190,6,,,,0.610561728477478,0.57955002784729
2199,7,1.1008012294769287,,,,
2249,7,1.0259534120559692,,,,
2299,7,0.8134208917617798,,,,
2349,7,0.98490971326828,,,,
2399,7,1.1218414306640625,,,,
2449,7,1.0101181268692017,,,,
2499,7,1.169522762298584,,,,
2503,7,,0.5877000093460083,1.2143076658248901,,
2503,7,,,,0.6299446225166321,0.6122499704360962
2549,8,1.0049740076065063,,,,
2599,8,1.1268271207809448,,,,
2649,8,1.1139733791351318,,,,
2699,8,1.006878137588501,,,,
2749,8,1.0192718505859375,,,,
2799,8,1.1057342290878296,,,,
2816,8,,0.6661999821662903,0.9558443427085876,,
2816,8,,,,0.6592167615890503,0.6422250270843506
2849,9,1.0121935606002808,,,,
2899,9,0.7750648856163025,,,,
2949,9,0.8037606477737427,,,,
2999,9,0.9266543984413147,,,,
