train_loss,epoch,step,train_acc,test_acc
1.8983235359191895,0,49,,
1.5481370687484741,0,99,,
1.46012282371521,0,149,,
1.4742953777313232,0,199,,
1.3791579008102417,0,249,,
1.4060969352722168,0,299,,
1.240527868270874,0,349,,
,0,389,0.35687097907066345,0.49779999256134033
1.0115693807601929,1,399,,
0.9032636880874634,1,449,,
0.898638129234314,1,499,,
0.7624273896217346,1,549,,
0.8683335185050964,1,599,,
0.782866895198822,1,649,,
0.7565711140632629,1,699,,
0.684540331363678,1,749,,
,1,779,0.5135216116905212,0.5134000182151794
0.354650616645813,2,799,,
0.3156309127807617,2,849,,
0.7173205614089966,2,899,,
-0.09752857685089111,2,949,,
0.0016908645629882812,2,999,,
0.014011979103088379,2,1049,,
-0.26089537143707275,2,1099,,
0.19333922863006592,2,1149,,
,2,1169,0.591526448726654,0.6988000273704529
-0.43967950344085693,3,1199,,
-0.5794134736061096,3,1249,,
-0.4467623233795166,3,1299,,
-0.3787175416946411,3,1349,,
-0.3720080852508545,3,1399,,
-0.3726203441619873,3,1449,,
-0.33272016048431396,3,1499,,
-0.4656764268875122,3,1549,,
,3,1559,0.6390424966812134,0.7411999702453613
-1.0814168453216553,4,1599,,
-1.295331597328186,4,1649,,
-1.1402796506881714,4,1699,,
-1.112292766571045,4,1749,,
-1.0940001010894775,4,1799,,
-1.6641271114349365,4,1849,,
-1.3463395833969116,4,1899,,
-1.3149174451828003,4,1949,,
,4,1949,0.6731169819831848,0.7663999795913696
-1.8772484064102173,5,1999,,
-1.8253341913223267,5,2049,,
-1.8644473552703857,5,2099,,
-2.107689380645752,5,2149,,
-1.2534185647964478,5,2199,,
-1.5296732187271118,5,2249,,
-1.7493177652359009,5,2299,,
,5,2339,0.6950921416282654,0.7797999978065491
-2.531513214111328,6,2349,,
-1.8467745780944824,6,2399,,
-2.7312657833099365,6,2449,,
-2.793287754058838,6,2499,,
-2.484046459197998,6,2549,,
-2.654633045196533,6,2599,,
-2.5160937309265137,6,2649,,
-2.2792773246765137,6,2699,,
,6,2729,0.7130408883094788,0.7975999712944031
-3.289156913757324,7,2749,,
-3.174724578857422,7,2799,,
-3.1631357669830322,7,2849,,
-3.3744101524353027,7,2899,,
-3.922335386276245,7,2949,,
-3.0992093086242676,7,2999,,
-3.4541077613830566,7,3049,,
-3.2405991554260254,7,3099,,
,7,3119,0.7295873165130615,0.8179000020027161
-3.840388774871826,8,3149,,
-4.173428535461426,8,3199,,
-4.858805179595947,8,3249,,
-3.763364791870117,8,3299,,
-4.590145111083984,8,3349,,
-4.17356538772583,8,3399,,
-3.9387826919555664,8,3449,,
-4.216952323913574,8,3499,,
,8,3509,0.7443709969520569,0.8389000296592712
-4.916518688201904,9,3549,,
-4.662222385406494,9,3599,,
-4.826275825500488,9,3649,,
-4.487513065338135,9,3699,,
-4.688337802886963,9,3749,,
-5.316706657409668,9,3799,,
-5.2093400955200195,9,3849,,
-5.247876167297363,9,3899,,
,9,3899,0.7560496926307678,0.8557000160217285
-3.953352689743042,10,3949,,
-3.9873170852661133,10,3999,,
-4.532172203063965,10,4049,,
-3.6333107948303223,10,4099,,
-3.546570301055908,10,4149,,
-3.975767135620117,10,4199,,
-4.3996500968933105,10,4249,,
,10,4289,0.6496794819831848,0.7037000060081482
-4.81339168548584,11,4299,,
-4.662960052490234,11,4349,,
-5.418734550476074,11,4399,,
-5.483920097351074,11,4449,,
-4.600798606872559,11,4499,,
-5.582512855529785,11,4549,,
-5.379411697387695,11,4599,,
-4.70349645614624,11,4649,,
,11,4679,0.6950520873069763,0.7724000215530396
-6.222552299499512,12,4699,,
-5.541561603546143,12,4749,,
-5.352481842041016,12,4799,,
-5.582343101501465,12,4849,,
-5.642253875732422,12,4899,,
-5.808048248291016,12,4949,,
-5.7533416748046875,12,4999,,
-5.308464527130127,12,5049,,
,12,5069,0.7140424847602844,0.8087999820709229
-7.3970746994018555,13,5099,,
-7.289597034454346,13,5149,,
-6.046426296234131,13,5199,,
-7.91347074508667,13,5249,,
-6.830844402313232,13,5299,,
-6.441540241241455,13,5349,,
-6.541941165924072,13,5399,,
-5.99724006652832,13,5449,,
,13,5459,0.7266025543212891,0.8108999729156494
-7.606320381164551,14,5499,,
-6.65504264831543,14,5549,,
-7.094277858734131,14,5599,,
-7.938496112823486,14,5649,,
-7.767429351806641,14,5699,,
-7.433143615722656,14,5749,,
-6.598718166351318,14,5799,,
-7.158758163452148,14,5849,,
,14,5849,0.7379607558250427,0.8238000273704529
-8.625171661376953,15,5899,,
-7.228323459625244,15,5949,,
-8.2312650680542,15,5999,,
-7.6634521484375,15,6049,,
-8.226065635681152,15,6099,,
-7.917092323303223,15,6149,,
-8.247888565063477,15,6199,,
,15,6239,0.7461938858032227,0.8495000004768372
-7.975895881652832,16,6249,,
-8.98318099975586,16,6299,,
-8.361117362976074,16,6349,,
-9.230323791503906,16,6399,,
-8.500663757324219,16,6449,,
-9.02829360961914,16,6499,,
-8.91634464263916,16,6549,,
-8.798048973083496,16,6599,,
,16,6629,0.7587540149688721,0.8605999946594238
-9.163243293762207,17,6649,,
-8.407722473144531,17,6699,,
-8.856107711791992,17,6749,,
-8.272826194763184,17,6799,,
-9.501492500305176,17,6849,,
-8.171053886413574,17,6899,,
-10.013689041137695,17,6949,,
-9.556185722351074,17,6999,,
,17,7019,0.7685697078704834,0.8687000274658203
-10.701194763183594,18,7049,,
-9.347853660583496,18,7099,,
-9.598360061645508,18,7149,,
-11.083963394165039,18,7199,,
-9.943914413452148,18,7249,,
-8.829096794128418,18,7299,,
-10.078710556030273,18,7349,,
-10.539655685424805,18,7399,,
,18,7409,0.7767828702926636,0.873199999332428
-10.137150764465332,19,7449,,
-10.456756591796875,19,7499,,
-9.816367149353027,19,7549,,
-9.618103981018066,19,7599,,
-11.477832794189453,19,7649,,
-9.444799423217773,19,7699,,
-10.25107479095459,19,7749,,
-11.125328063964844,19,7799,,
,19,7799,0.782031238079071,0.8787000179290771
-9.766704559326172,20,7849,,
-8.351381301879883,20,7899,,
-9.236946105957031,20,7949,,
-7.881455421447754,20,7999,,
-8.969518661499023,20,8049,,
-10.100541114807129,20,8099,,
-9.687063217163086,20,8149,,
,20,8189,0.6947516202926636,0.7886000275611877
-9.820740699768066,21,8199,,
-9.305391311645508,21,8249,,
-10.107881546020508,21,8299,,
-8.074686050415039,21,8349,,
-9.5113525390625,21,8399,,
-9.107693672180176,21,8449,,
-10.308384895324707,21,8499,,
-10.163281440734863,21,8549,,
,21,8579,0.7142227292060852,0.7774999737739563
-9.1585693359375,22,8599,,
-9.343530654907227,22,8649,,
-10.953668594360352,22,8699,,
-9.918937683105469,22,8749,,
-9.133356094360352,22,8799,,
-10.361083984375,22,8849,,
-10.564630508422852,22,8899,,
-9.43808650970459,22,8949,,
,22,8969,0.7326322197914124,0.8330000042915344
-9.63414192199707,23,8999,,
-11.142792701721191,23,9049,,
-12.483043670654297,23,9099,,
-11.394582748413086,23,9149,,
-10.371576309204102,23,9199,,
-11.139861106872559,23,9249,,
-10.58321762084961,23,9299,,
-10.191178321838379,23,9349,,
,23,9359,0.7442708611488342,0.8411999940872192
-11.606834411621094,24,9399,,
-11.517420768737793,24,9449,,
-10.911493301391602,24,9499,,
-12.992587089538574,24,9549,,
-12.140542984008789,24,9599,,
-11.729538917541504,24,9649,,
-9.132092475891113,24,9699,,
-12.713851928710938,24,9749,,
,24,9749,0.7561498284339905,0.8521999716758728
-12.495698928833008,25,9799,,
-12.58073902130127,25,9849,,
-11.972087860107422,25,9899,,
-11.523265838623047,25,9949,,
-11.899005889892578,25,9999,,
-11.76523208618164,25,10049,,
-11.791815757751465,25,10099,,
,25,10139,0.7656850814819336,0.8657000064849854
-12.276217460632324,26,10149,,
-11.30992317199707,26,10199,,
-11.89122486114502,26,10249,,
-13.38202953338623,26,10299,,
-12.18606948852539,26,10349,,
-11.904160499572754,26,10399,,
-11.801820755004883,26,10449,,
-11.68274211883545,26,10499,,
,26,10529,0.7728766202926636,0.8719000220298767
-11.390169143676758,27,10549,,
-11.894564628601074,27,10599,,
-12.990567207336426,27,10649,,
-13.323875427246094,27,10699,,
-13.654214859008789,27,10749,,
-12.600769996643066,27,10799,,
-13.267420768737793,27,10849,,
-11.727522850036621,27,10899,,
,27,10919,0.7815304398536682,0.8827999830245972
-13.904020309448242,28,10949,,
-13.143448829650879,28,10999,,
-13.15142822265625,28,11049,,
-12.774409294128418,28,11099,,
-13.01480484008789,28,11149,,
-13.72292423248291,28,11199,,
-12.65760612487793,28,11249,,
