step,epoch,train_loss,val_loss,val_acc,test_acc,train_acc
49,0,2.3935840129852295,,,,
99,0,2.385429859161377,,,,
149,0,2.121368169784546,,,,
199,0,2.020033121109009,,,,
249,0,2.0217275619506836,,,,
299,0,1.9966131448745728,,,,
311,0,,1.9869482517242432,0.25110000371932983,,
311,0,,,,0.26100000739097595,0.1783854216337204
349,1,1.9776991605758667,,,,
399,1,1.997528314590454,,,,
449,1,1.9345401525497437,,,,
499,1,1.9632084369659424,,,,
549,1,1.9106040000915527,,,,
599,1,1.815875768661499,,,,
623,1,,1.8188203573226929,0.3400999903678894,,
623,1,,,,0.364300012588501,0.28082433342933655
649,2,1.867262363433838,,,,
699,2,1.6367634534835815,,,,
749,2,1.8621444702148438,,,,
799,2,1.8299866914749146,,,,
849,2,1.5965412855148315,,,,
899,2,1.8913793563842773,,,,
935,2,,1.6580954790115356,0.39730000495910645,,
935,2,,,,0.43220001459121704,0.35161256790161133
949,3,1.7061456441879272,,,,
999,3,1.6384289264678955,,,,
1049,3,1.7070839405059814,,,,
1099,3,1.6457818746566772,,,,
1149,3,1.6233464479446411,,,,
1199,3,1.4774030447006226,,,,
1247,3,,1.7207974195480347,0.39579999446868896,,
1247,3,,,,0.4262000024318695,0.4073016941547394
1249,4,1.6376475095748901,,,,
1299,4,1.5101170539855957,,,,
1349,4,1.4623523950576782,,,,
1399,4,1.5361602306365967,,,,
1449,4,1.6836984157562256,,,,
1499,4,1.4672729969024658,,,,
1549,4,1.6127792596817017,,,,
1559,4,,1.4699195623397827,0.4925999939441681,,
1559,4,,,,0.5550000071525574,0.45815804600715637
1599,5,1.3985066413879395,,,,
1649,5,1.472241997718811,,,,
1699,5,1.3969755172729492,,,,
1749,5,1.5892221927642822,,,,
1799,5,1.4500831365585327,,,,
1849,5,1.5881882905960083,,,,
1871,5,,1.4537031650543213,0.5156000256538391,,
1871,5,,,,0.5672000050544739,0.4969451129436493
1899,6,1.5267534255981445,,,,
1949,6,1.428192138671875,,,,
1999,6,1.449678659439087,,,,
2049,6,1.3130559921264648,,,,
2099,6,1.5117205381393433,,,,
2149,6,1.3559043407440186,,,,
2183,6,,1.3459093570709229,0.557699978351593,,
2183,6,,,,0.6148999929428101,0.5325270295143127
2199,7,1.2680413722991943,,,,
2249,7,1.408900260925293,,,,
2299,7,1.396912932395935,,,,
2349,7,1.313634991645813,,,,
2399,7,1.2723159790039062,,,,
2449,7,1.275619387626648,,,,
2495,7,,1.5805195569992065,0.49000000953674316,,
2495,7,,,,0.5400999784469604,0.5642778277397156
2499,8,1.2410129308700562,,,,
2549,8,1.304621934890747,,,,
2599,8,1.4043298959732056,,,,
2649,8,1.1882350444793701,,,,
2699,8,1.5122406482696533,,,,
2749,8,1.220526099205017,,,,
2799,8,1.409679651260376,,,,
2807,8,,1.3595378398895264,0.5640000104904175,,
2807,8,,,,0.6208000183105469,0.5868639945983887
2849,9,1.2397103309631348,,,,
2899,9,1.3193347454071045,,,,
2949,9,1.319944977760315,,,,
2999,9,1.2032179832458496,,,,
3049,9,1.1946238279342651,,,,
3099,9,1.2411657571792603,,,,
3119,9,,1.3135006427764893,0.5958999991416931,,
3119,9,,,,0.6646000146865845,0.6086738705635071
3149,10,1.2941796779632568,,,,
3199,10,1.0790880918502808,,,,
3249,10,1.425626277923584,,,,
3299,10,1.0500319004058838,,,,
3349,10,1.0884120464324951,,,,
3399,10,1.1018344163894653,,,,
3431,10,,1.3565168380737305,0.5698000192642212,,
3431,10,,,,0.6360999941825867,0.6339893937110901
3449,11,1.0775433778762817,,,,
3499,11,1.0490177869796753,,,,
3549,11,1.1112480163574219,,,,
3599,11,1.0695998668670654,,,,
3649,11,1.206268548965454,,,,
3699,11,1.1299940347671509,,,,
3743,11,,1.22312593460083,0.6144999861717224,,
3743,11,,,,0.6952000260353088,0.6548978090286255
3749,12,1.218511700630188,,,,
3799,12,0.9235254526138306,,,,
3849,12,1.174496054649353,,,,
3899,12,1.29573655128479,,,,
3949,12,1.129533290863037,,,,
3999,12,0.8640263676643372,,,,
4049,12,1.1378767490386963,,,,
4055,12,,1.1497529745101929,0.6495000123977661,,
4055,12,,,,0.7391999959945679,0.6637870669364929
4099,13,1.0975182056427002,,,,
4149,13,1.235195279121399,,,,
4199,13,0.9995425343513489,,,,
4249,13,1.1040078401565552,,,,
4299,13,1.0292465686798096,,,,
4349,13,1.0299038887023926,,,,
4367,13,,1.2501075267791748,0.6136999726295471,,
4367,13,,,,0.6765000224113464,0.6732772588729858
4399,14,0.9650570750236511,,,,
4449,14,1.0294625759124756,,,,
4499,14,1.311617136001587,,,,
4549,14,0.9966819286346436,,,,
4599,14,1.0798524618148804,,,,
4649,14,0.9771539568901062,,,,
4679,14,,1.1637883186340332,0.6448000073432922,,
4679,14,,,,0.7192000150680542,0.6799378991127014
4699,15,1.0033237934112549,,,,
4749,15,1.1220965385437012,,,,
4799,15,1.166395902633667,,,,
4849,15,1.0363248586654663,,,,
4899,15,1.098609447479248,,,,
4949,15,1.0401679277420044,,,,
4991,15,,1.1506004333496094,0.641700029373169,,
4991,15,,,,0.7232000231742859,0.6856470108032227
4999,16,0.9315166473388672,,,,
5049,16,1.0753891468048096,,,,
5099,16,1.041178584098816,,,,
5149,16,0.9932552576065063,,,,
5199,16,1.1563712358474731,,,,
5249,16,1.1065421104431152,,,,
5299,16,1.0096033811569214,,,,
5303,16,,1.3322852849960327,0.6100000143051147,,
5303,16,,,,0.6870999932289124,0.6897285580635071
5349,17,1.1400306224822998,,,,
5399,17,1.0372462272644043,,,,
5449,17,1.0254855155944824,,,,
5499,17,1.0200848579406738,,,,
5549,17,1.0492600202560425,,,,
5599,17,1.115658164024353,,,,
5615,17,,1.0832688808441162,0.6804999709129333,,
5615,17,,,,0.7716000080108643,0.6952874660491943
5649,18,1.2266238927841187,,,,
5699,18,1.0481243133544922,,,,
5749,18,0.9978542923927307,,,,
5799,18,1.0254498720169067,,,,
5849,18,1.1866412162780762,,,,
5899,18,0.988764762878418,,,,
5927,18,,1.13273024559021,0.6484000086784363,,
5927,18,,,,0.7307999730110168,0.6988180875778198
5949,19,1.0112245082855225,,,,
5999,19,1.021317481994629,,,,
6049,19,1.182979702949524,,,,
6099,19,1.0108476877212524,,,,
6149,19,1.0118370056152344,,,,
6199,19,1.1920359134674072,,,,
6239,19,,1.1498095989227295,0.6547999978065491,,
6239,19,,,,0.7398999929428101,0.703200101852417
6249,20,1.048874020576477,,,,
6299,20,1.0256520509719849,,,,
6349,20,0.9532368183135986,,,,
6399,20,1.0354273319244385,,,,
6449,20,0.8350411057472229,,,,
6499,20,1.0098648071289062,,,,
6549,20,1.0418493747711182,,,,
6551,20,,1.2127879858016968,0.6399999856948853,,
6551,20,,,,0.7318999767303467,0.7063801884651184
6599,21,0.9400648474693298,,,,
6649,21,1.0092241764068604,,,,
6699,21,0.9637468457221985,,,,
6749,21,1.0871175527572632,,,,
6799,21,1.103568434715271,,,,
6849,21,1.0523496866226196,,,,
6863,21,,1.1371045112609863,0.6549999713897705,,
6863,21,,,,0.7383999824523926,0.7090845108032227
6899,22,0.8696833252906799,,,,
6949,22,0.9650987386703491,,,,
6999,22,1.1758853197097778,,,,
7049,22,0.8622162342071533,,,,
7099,22,1.1362760066986084,,,,
7149,22,1.002314567565918,,,,
7175,22,,1.1071094274520874,0.6725999712944031,,
7175,22,,,,0.7578999996185303,0.7080078125
7199,23,0.9287070631980896,,,,
7249,23,0.9556074738502502,,,,
7299,23,1.120866298675537,,,,
7349,23,0.9986319541931152,,,,
7399,23,1.167643427848816,,,,
7449,23,0.6751857995986938,,,,
7487,23,,1.1185842752456665,0.6554999947547913,,
7487,23,,,,0.725600004196167,0.7122896909713745
7499,24,1.0425057411193848,,,,
7549,24,0.8644996285438538,,,,
7599,24,0.7496328353881836,,,,
7649,24,1.1009736061096191,,,,
7699,24,0.8611199855804443,,,,
7749,24,1.0452052354812622,,,,
7799,24,1.0288738012313843,,,,
7799,24,,1.202357530593872,0.6485000252723694,,
7799,24,,,,0.7317000031471252,0.7159705758094788
7849,25,0.9254401326179504,,,,
7899,25,0.9853405356407166,,,,
7949,25,0.9482131600379944,,,,
7999,25,0.9350787997245789,,,,
