train_loss,step,epoch,val_loss,val_acc,test_acc,train_acc
2.4881751537323,49,0,,,,
2.334125518798828,99,0,,,,
2.285435914993286,149,0,,,,
2.2961952686309814,199,0,,,,
2.227177143096924,249,0,,,,
2.2370216846466064,299,0,,,,
,311,0,2.2548065185546875,0.1386999934911728,,
,311,0,,,0.13439999520778656,0.12868088483810425
2.29866099357605,349,1,,,,
2.176368474960327,399,1,,,,
2.1435606479644775,449,1,,,,
2.291210651397705,499,1,,,,
2.253526210784912,549,1,,,,
2.137587308883667,599,1,,,,
,623,1,2.107905387878418,0.2029999941587448,,
,623,1,,,0.24570000171661377,0.1741536408662796
2.0730888843536377,649,2,,,,
2.0555081367492676,699,2,,,,
2.1064631938934326,749,2,,,,
2.232811212539673,799,2,,,,
2.015784740447998,849,2,,,,
2.0304858684539795,899,2,,,,
,935,2,2.0421924591064453,0.2371000051498413,,
,935,2,,,0.2766999900341034,0.22295673191547394
2.0952227115631104,949,3,,,,
2.0528171062469482,999,3,,,,
2.048447847366333,1049,3,,,,
2.1281933784484863,1099,3,,,,
2.042482852935791,1149,3,,,,
1.9265190362930298,1199,3,,,,
,1247,3,2.012451648712158,0.2614000141620636,,
,1247,3,,,0.30809998512268066,0.24862278997898102
1.9984533786773682,1249,4,,,,
2.0286026000976562,1299,4,,,,
2.036252021789551,1349,4,,,,
1.8956083059310913,1399,4,,,,
1.8810819387435913,1449,4,,,,
1.916075587272644,1499,4,,,,
2.087460517883301,1549,4,,,,
,1559,4,1.9502041339874268,0.29319998621940613,,
,1559,4,,,0.35740000009536743,0.27997297048568726
1.8650925159454346,1599,5,,,,
1.8928215503692627,1649,5,,,,
1.9748300313949585,1699,5,,,,
1.9152719974517822,1749,5,,,,
2.0582048892974854,1799,5,,,,
1.8208109140396118,1849,5,,,,
,1871,5,1.9736765623092651,0.2768999934196472,,
,1871,5,,,0.3456999957561493,0.29977965354919434
1.9822736978530884,1899,6,,,,
1.8540184497833252,1949,6,,,,
1.9733366966247559,1999,6,,,,
1.8124951124191284,2049,6,,,,
1.816251516342163,2099,6,,,,
1.8931894302368164,2149,6,,,,
,2183,6,1.8877241611480713,0.32580000162124634,,
,2183,6,,,0.40689998865127563,0.31312599778175354
1.8815220594406128,2199,7,,,,
1.8485355377197266,2249,7,,,,
1.946272611618042,2299,7,,,,
1.7924785614013672,2349,7,,,,
1.9401971101760864,2399,7,,,,
1.789821743965149,2449,7,,,,
,2495,7,1.8520183563232422,0.3411000072956085,,
,2495,7,,,0.43140000104904175,0.3284004330635071
1.9771695137023926,2499,8,,,,
2.028808355331421,2549,8,,,,
1.9016120433807373,2599,8,,,,
1.851747989654541,2649,8,,,,
1.8006643056869507,2699,8,,,,
1.8779953718185425,2749,8,,,,
1.9352669715881348,2799,8,,,,
