epoch,step,train_loss,test_acc,train_acc
0,49,1.7002078294754028,,
0,99,1.5912590026855469,,
0,149,1.2114269733428955,,
0,199,1.2830337285995483,,
0,249,1.0722405910491943,,
0,299,1.1332985162734985,,
0,349,1.2481993436813354,,
0,389,,0.48069998621940613,0.38415464758872986
1,399,0.6063376069068909,,
1,449,0.5135225057601929,,
1,499,0.6884075403213501,,
1,549,0.5236479043960571,,
1,599,0.41345930099487305,,
1,649,0.22776299715042114,,
1,699,0.14929431676864624,,
1,749,-0.08014345169067383,,
1,779,,0.625,0.578125
2,799,-0.26769375801086426,,
2,849,-0.3784604072570801,,
2,899,-0.5083694458007812,,
2,949,-0.24878811836242676,,
2,999,-0.16040849685668945,,
2,1049,-0.6035342216491699,,
2,1099,-0.46983516216278076,,
2,1149,-0.6877769827842712,,
2,1169,,0.7181000113487244,0.6920272707939148
3,1199,-1.204046607017517,,
3,1249,-1.0485692024230957,,
3,1299,-1.549615740776062,,
3,1349,-1.730400562286377,,
3,1399,-1.6215522289276123,,
3,1449,-1.6093555688858032,,
3,1499,-1.5473076105117798,,
3,1549,-1.702368140220642,,
3,1559,,0.7662000060081482,0.7605568766593933
4,1599,-2.4105935096740723,,
4,1649,-2.2488975524902344,,
4,1699,-2.4189364910125732,,
4,1749,-2.1208865642547607,,
4,1799,-2.4249744415283203,,
4,1849,-2.2283568382263184,,
4,1899,-1.9488744735717773,,
4,1949,-2.496555805206299,,
4,1949,,0.7821000218391418,0.7989984154701233
5,1999,-3.146453380584717,,
5,2049,-2.7443387508392334,,
5,2099,-3.3870489597320557,,
5,2149,-3.0317845344543457,,
5,2199,-2.915562152862549,,
5,2249,-3.1491737365722656,,
5,2299,-3.272488832473755,,
5,2339,,0.8148999810218811,0.8285456895828247
6,2349,-4.155300617218018,,
6,2399,-3.4499049186706543,,
6,2449,-3.699286460876465,,
6,2499,-3.898477554321289,,
6,2549,-3.896480083465576,,
6,2599,-3.5533883571624756,,
6,2649,-3.582921028137207,,
6,2699,-3.9982190132141113,,
6,2729,,0.8241000175476074,0.8505809307098389
7,2749,-4.687599182128906,,
7,2799,-4.888311386108398,,
7,2849,-4.602975368499756,,
7,2899,-4.936375617980957,,
7,2949,-4.798830986022949,,
7,2999,-4.9419732093811035,,
7,3049,-4.788639068603516,,
7,3099,-4.705410003662109,,
7,3119,,0.8600000143051147,0.8700120449066162
8,3149,-5.7003397941589355,,
8,3199,-5.7580084800720215,,
8,3249,-5.915928840637207,,
8,3299,-5.797872066497803,,
8,3349,-5.250237464904785,,
8,3399,-5.7623443603515625,,
8,3449,-5.8619771003723145,,
8,3499,-5.70501184463501,,
8,3509,,0.8664000034332275,0.8880608677864075
9,3549,-6.784409523010254,,
9,3599,-5.923954963684082,,
9,3649,-6.540750980377197,,
9,3699,-6.018977165222168,,
9,3749,-6.494474411010742,,
9,3799,-6.2473039627075195,,
9,3849,-6.576574325561523,,
9,3899,-6.559701442718506,,
9,3899,,0.8849999904632568,0.9007812738418579
10,3949,-4.9133758544921875,,
10,3999,-4.727534770965576,,
10,4049,-5.3865461349487305,,
10,4099,-6.187743663787842,,
10,4149,-5.886107444763184,,
10,4199,-6.2543768882751465,,
10,4249,-5.45759916305542,,
10,4289,,0.7523000240325928,0.7713341116905212
11,4299,-5.8055219650268555,,
11,4349,-6.359128952026367,,
11,4399,-6.575525283813477,,
11,4449,-7.203815937042236,,
11,4499,-6.9065752029418945,,
11,4549,-6.684329032897949,,
11,4599,-6.886050224304199,,
11,4649,-6.474933624267578,,
11,4679,,0.7990000247955322,0.8243389129638672
12,4699,-7.46108865737915,,
12,4749,-7.069826126098633,,
12,4799,-8.126303672790527,,
12,4849,-8.006153106689453,,
12,4899,-6.979925155639648,,
12,4949,-8.396499633789062,,
12,4999,-6.936365127563477,,
12,5049,-7.149745941162109,,
12,5069,,0.8269000053405762,0.8481169939041138
13,5099,-8.50941276550293,,
13,5149,-8.48521614074707,,
13,5199,-8.944314956665039,,
13,5249,-9.041423797607422,,
13,5299,-8.509523391723633,,
13,5349,-8.033178329467773,,
13,5399,-7.88524055480957,,
13,5449,-8.684492111206055,,
13,5459,,0.8213000297546387,0.862500011920929
14,5499,-8.84921932220459,,
14,5549,-9.383983612060547,,
14,5599,-10.04500961303711,,
14,5649,-9.960800170898438,,
14,5699,-9.383530616760254,,
14,5749,-9.1875638961792,,
14,5799,-9.35389518737793,,
14,5849,-8.946481704711914,,
14,5849,,0.866100013256073,0.8776442408561707
15,5899,-9.702509880065918,,
15,5949,-9.697992324829102,,
15,5999,-9.69126033782959,,
15,6049,-10.467925071716309,,
15,6099,-10.260675430297852,,
15,6149,-10.263858795166016,,
15,6199,-9.624340057373047,,
15,6239,,0.870199978351593,0.8910256624221802
16,6249,-10.728474617004395,,
16,6299,-10.470139503479004,,
16,6349,-11.250300407409668,,
16,6399,-11.105140686035156,,
16,6449,-11.165390968322754,,
16,6499,-10.979500770568848,,
16,6549,-10.78113079071045,,
16,6599,-10.930463790893555,,
16,6629,,0.8795999884605408,0.9042267799377441
17,6649,-11.633259773254395,,
17,6699,-11.280604362487793,,
17,6749,-10.886884689331055,,
17,6799,-11.192622184753418,,
17,6849,-11.91820240020752,,
17,6899,-11.163930892944336,,
17,6949,-11.72579288482666,,
17,6999,-11.15585994720459,,
17,7019,,0.8948000073432922,0.915705144405365
18,7049,-12.535465240478516,,
18,7099,-12.599054336547852,,
18,7149,-12.14088249206543,,
18,7199,-11.833808898925781,,
18,7249,-12.39448070526123,,
18,7299,-11.536049842834473,,
18,7349,-11.278143882751465,,
18,7399,-12.108688354492188,,
18,7409,,0.9031000137329102,0.9253205060958862
19,7449,-13.69675350189209,,
19,7499,-12.747838020324707,,
19,7549,-11.883138656616211,,
19,7599,-13.370594024658203,,
19,7649,-12.87215805053711,,
19,7699,-12.601892471313477,,
19,7749,-13.244693756103516,,
19,7799,-13.42251968383789,,
19,7799,,0.9078999757766724,0.9332932829856873
20,7849,-9.019518852233887,,
20,7899,-9.084135055541992,,
20,7949,-12.161595344543457,,
20,7999,-10.947195053100586,,
20,8049,-11.243896484375,,
20,8099,-12.640676498413086,,
20,8149,-11.885926246643066,,
20,8189,,0.7451000213623047,0.8163261413574219
21,8199,-10.24962329864502,,
21,8249,-12.28033447265625,,
21,8299,-11.981364250183105,,
21,8349,-13.181686401367188,,
21,8399,-12.796075820922852,,
21,8449,-11.492551803588867,,
21,8499,-12.727667808532715,,
21,8549,-12.643683433532715,,
21,8579,,0.8479999899864197,0.8519030213356018
22,8599,-12.33696174621582,,
22,8649,-13.200394630432129,,
22,8699,-11.574821472167969,,
22,8749,-11.494301795959473,,
22,8799,-13.150914192199707,,
22,8849,-11.93183422088623,,
22,8899,-11.518896102905273,,
22,8949,-11.082040786743164,,
22,8969,,0.8367999792098999,0.8704727292060852
23,8999,-12.353572845458984,,
23,9049,-12.438802719116211,,
23,9099,-11.7393217086792,,
23,9149,-12.532363891601562,,
23,9199,-13.73851490020752,,
23,9249,-12.492536544799805,,
23,9299,-13.478851318359375,,
23,9349,-12.634786605834961,,
23,9359,,0.8611000180244446,0.8840544819831848
24,9399,-12.656399726867676,,
24,9449,-12.776101112365723,,
24,9499,-12.967761039733887,,
24,9549,-13.248565673828125,,
24,9599,-13.669224739074707,,
24,9649,-13.024115562438965,,
24,9699,-12.968291282653809,,
24,9749,-13.779921531677246,,
24,9749,,0.887499988079071,0.8968950510025024
25,9799,-13.435321807861328,,
25,9849,-14.77047348022461,,
25,9899,-14.318154335021973,,
25,9949,-13.539238929748535,,
25,9999,-14.148124694824219,,
25,10049,-14.040821075439453,,
25,10099,-14.096024513244629,,
25,10139,,0.8720999956130981,0.911838948726654
26,10149,-14.571768760681152,,
26,10199,-14.633607864379883,,
26,10249,-14.47030258178711,,
26,10299,-14.944099426269531,,
26,10349,-13.88394832611084,,
26,10399,-15.045319557189941,,
26,10449,-14.369559288024902,,
26,10499,-15.362674713134766,,
26,10529,,0.9031999707221985,0.9245592951774597
27,10549,-14.167800903320312,,
27,10599,-14.497310638427734,,
27,10649,-14.475461959838867,,
27,10699,-14.993670463562012,,
27,10749,-14.6780424118042,,
27,10799,-13.851218223571777,,
27,10849,-14.264135360717773,,
27,10899,-14.288680076599121,,
27,10919,,0.9121000170707703,0.9340945482254028
28,10949,-14.094045639038086,,
28,10999,-13.802596092224121,,
28,11049,-14.705010414123535,,
28,11099,-16.378507614135742,,
28,11149,-14.60927963256836,,
28,11199,-15.074048042297363,,
28,11249,-15.367693901062012,,
28,11299,-16.08059310913086,,
28,11309,,0.9174000024795532,0.9408854246139526
29,11349,-14.74866771697998,,
29,11399,-16.339794158935547,,
29,11449,-15.4052095413208,,
29,11499,-14.502050399780273,,
29,11549,-14.744009017944336,,
29,11599,-16.38732147216797,,
29,11649,-15.87080192565918,,
29,11699,-16.036943435668945,,
29,11699,,0.9211000204086304,0.9453525543212891
30,11749,-13.878474235534668,,
30,11799,-14.294058799743652,,
30,11849,-11.870259284973145,,
30,11899,-12.885584831237793,,
30,11949,-13.996980667114258,,
30,11999,-13.512465476989746,,
30,12049,-14.31222152709961,,
30,12089,,0.7475000023841858,0.8356170058250427
31,12099,-12.984321594238281,,
31,12149,-12.749373435974121,,
31,12199,-13.572901725769043,,
31,12249,-12.523232460021973,,
31,12299,-13.78353214263916,,
31,12349,-13.795331001281738,,
31,12399,-14.000249862670898,,
31,12449,-11.944587707519531,,
31,12479,,0.8544999957084656,0.8636618852615356
32,12499,-15.327529907226562,,
32,12549,-15.274622917175293,,
32,12599,-12.618101119995117,,
32,12649,-13.248176574707031,,
32,12699,-13.990377426147461,,
32,12749,-14.21103572845459,,
32,12799,-13.000053405761719,,
32,12849,-13.174209594726562,,
32,12869,,0.8572999835014343,0.8824118375778198
33,12899,-14.69599723815918,,
33,12949,-12.709410667419434,,
33,12999,-12.439648628234863,,
33,13049,-14.895248413085938,,
33,13099,-14.178018569946289,,
33,13149,-13.294365882873535,,
33,13199,-14.665911674499512,,
33,13249,-13.196065902709961,,
33,13259,,0.8863000273704529,0.896915078163147
34,13299,-15.534616470336914,,
34,13349,-13.487974166870117,,
34,13399,-13.900571823120117,,
34,13449,-14.9707612991333,,
34,13499,-13.430758476257324,,
34,13549,-14.203950881958008,,
34,13599,-14.28789234161377,,
34,13649,-15.428518295288086,,
34,13649,,0.8809999823570251,0.9088541865348816
35,13699,-14.033973693847656,,
35,13749,-16.047027587890625,,
35,13799,-13.677834510803223,,
35,13849,-14.714982032775879,,
35,13899,-14.232745170593262,,
35,13949,-14.45995044708252,,
35,13999,-14.154265403747559,,
35,14039,,0.8964999914169312,0.9218149185180664
36,14049,-14.989452362060547,,
36,14099,-14.71445369720459,,
36,14149,-15.166512489318848,,
36,14199,-15.704740524291992,,
36,14249,-15.437379837036133,,
36,14299,-14.961494445800781,,
36,14349,-15.253561973571777,,
36,14399,-14.295981407165527,,
36,14429,,0.9150999784469604,0.9325520992279053
37,14449,-14.237966537475586,,
37,14499,-15.534744262695312,,
37,14549,-15.189958572387695,,
37,14599,-15.273116111755371,,
37,14649,-15.769195556640625,,
37,14699,-15.684640884399414,,
