train_loss,step,epoch,val_acc,val_loss,test_acc
2.613212823867798,49,0,,,
2.28757381439209,99,0,,,
2.2782657146453857,149,0,,,
2.1499428749084473,199,0,,,
2.1213572025299072,249,0,,,
2.023214101791382,299,0,,,
,312,0,0.12319999933242798,2.471242904663086,
,312,0,,,0.22705696523189545
2.610274076461792,349,1,,,
2.5028183460235596,399,1,,,
2.2762415409088135,449,1,,,
2.2471067905426025,499,1,,,
2.222926139831543,549,1,,,
2.0034708976745605,599,1,,,
,625,1,0.31150001287460327,1.9262866973876953,
,625,1,,,0.31200554966926575
1.8774360418319702,649,2,,,
2.117109775543213,699,2,,,
2.194803476333618,749,2,,,
1.889991283416748,799,2,,,
1.8281877040863037,849,2,,,
1.9232453107833862,899,2,,,
,938,2,0.3546999990940094,1.8199266195297241,
,938,2,,,0.36965981125831604
2.190657615661621,949,3,,,
2.214303970336914,999,3,,,
2.110039472579956,1049,3,,,
2.0375478267669678,1099,3,,,
2.008828639984131,1149,3,,,
1.9933381080627441,1199,3,,,
1.9037044048309326,1249,3,,,
,1251,3,0.3630000054836273,1.7354960441589355,
,1251,3,,,0.37282437086105347
1.8478933572769165,1299,4,,,
2.17360258102417,1349,4,,,
1.9496548175811768,1399,4,,,
1.951551914215088,1449,4,,,
1.7661569118499756,1499,4,,,
2.0859594345092773,1549,4,,,
,1564,4,0.38850000500679016,1.6980772018432617,
,1564,4,,,0.3922072649002075
2.0711870193481445,1599,5,,,
1.8636643886566162,1649,5,,,
1.9013032913208008,1699,5,,,
2.0366857051849365,1749,5,,,
1.944331169128418,1799,5,,,
1.945928931236267,1849,5,,,
,1877,5,0.4262000024318695,1.607883095741272,
,1877,5,,,0.4322586953639984
2.0555665493011475,1899,6,,,
1.8538564443588257,1949,6,,,
1.60332453250885,1999,6,,,
1.8966997861862183,2049,6,,,
1.9984934329986572,2099,6,,,
2.0510382652282715,2149,6,,,
,2190,6,0.4514999985694885,1.5602530241012573,
,2190,6,,,0.45549842715263367
1.870621681213379,2199,7,,,
1.8122549057006836,2249,7,,,
1.988105297088623,2299,7,,,
1.7806318998336792,2349,7,,,
1.7739170789718628,2399,7,,,
1.9827295541763306,2449,7,,,
1.7338690757751465,2499,7,,,
,2503,7,0.483599990606308,1.488811731338501,
,2503,7,,,0.4909018874168396
2.0216968059539795,2549,8,,,
1.735735297203064,2599,8,,,
2.0248799324035645,2649,8,,,
1.9225051403045654,2699,8,,,
2.0095996856689453,2749,8,,,
1.7260373830795288,2799,8,,,
,2816,8,0.4921000003814697,1.4469562768936157,
,2816,8,,,0.4996044337749481
1.8529611825942993,2849,9,,,
1.6171205043792725,2899,9,,,
1.9967458248138428,2949,9,,,
1.852674126625061,2999,9,,,
1.5848596096038818,3049,9,,,
1.7939939498901367,3099,9,,,
,3129,9,0.4918999969959259,1.443371295928955,
,3129,9,,,0.4955498278141022
2.0365402698516846,3149,10,,,
1.8669445514678955,3199,10,,,
1.709729790687561,3249,10,,,
1.8128381967544556,3299,10,,,
1.4001036882400513,3349,10,,,
1.932416319847107,3399,10,,,
,3442,10,0.5217000246047974,1.3841420412063599,
,3442,10,,,0.5265031456947327
2.024766683578491,3449,11,,,
1.992713212966919,3499,11,,,
1.901322364807129,3549,11,,,
1.499931812286377,3599,11,,,
1.7230780124664307,3649,11,,,
1.6857463121414185,3699,11,,,
1.7779656648635864,3749,11,,,
,3755,11,0.5400000214576721,1.3379004001617432,
,3755,11,,,0.5606210231781006
2.0373265743255615,3799,12,,,
1.8341350555419922,3849,12,,,
1.80917489528656,3899,12,,,
1.915530800819397,3949,12,,,
1.9126063585281372,3999,12,,,
1.4659916162490845,4049,12,,,
,4068,12,0.5719000101089478,1.2700775861740112,
,4068,12,,,0.5828718543052673
1.7284600734710693,4099,13,,,
1.618782877922058,4149,13,,,
1.6128661632537842,4199,13,,,
1.6804957389831543,4249,13,,,
1.46181321144104,4299,13,,,
1.83965265750885,4349,13,,,
,4381,13,0.588100016117096,1.2903398275375366,
,4381,13,,,0.587124228477478
1.8134232759475708,4399,14,,,
1.5248254537582397,4449,14,,,
1.6591331958770752,4499,14,,,
1.8262476921081543,4549,14,,,
1.8511711359024048,4599,14,,,
1.7714554071426392,4649,14,,,
,4694,14,0.5784000158309937,1.3127127885818481,
,4694,14,,,0.5893987417221069
1.5456652641296387,4699,15,,,
1.810987114906311,4749,15,,,
1.4461592435836792,4799,15,,,
1.2358920574188232,4849,15,,,
1.4296329021453857,4899,15,,,
1.5831431150436401,4949,15,,,
1.826015830039978,4999,15,,,
,5007,15,0.5906000137329102,1.2979768514633179,
,5007,15,,,0.5904865264892578
1.3397200107574463,5049,16,,,
1.283585548400879,5099,16,,,
1.6700555086135864,5149,16,,,
1.9457229375839233,5199,16,,,
2.0294790267944336,5249,16,,,
1.741117000579834,5299,16,,,
,5320,16,0.6159999966621399,1.237834095954895,
,5320,16,,,0.6197587251663208
2.0096776485443115,5349,17,,,
1.5332698822021484,5399,17,,,
1.496097445487976,5449,17,,,
1.895102858543396,5499,17,,,
1.7676842212677002,5549,17,,,
2.014641284942627,5599,17,,,
,5633,17,0.633899986743927,1.1857582330703735,
,5633,17,,,0.6421083807945251
1.7763017416000366,5649,18,,,
1.1133662462234497,5699,18,,,
1.8724980354309082,5749,18,,,
1.2785446643829346,5799,18,,,
1.6171084642410278,5849,18,,,
1.272281289100647,5899,18,,,
,5946,18,0.6452000141143799,1.1136579513549805,
,5946,18,,,0.6373615264892578
1.5398162603378296,5949,19,,,
1.5113608837127686,5999,19,,,
1.8153269290924072,6049,19,,,
1.2930799722671509,6099,19,,,
1.863951563835144,6149,19,,,
1.2832027673721313,6199,19,,,
1.8272294998168945,6249,19,,,
,6259,19,0.6545000076293945,1.076520562171936,
,6259,19,,,0.6525909900665283
1.7921874523162842,6299,20,,,
1.3664634227752686,6349,20,,,
1.9006837606430054,6399,20,,,
1.73148775100708,6449,20,,,
1.7339074611663818,6499,20,,,
1.8483004570007324,6549,20,,,
,6572,20,0.6661999821662903,1.0529265403747559,
,6572,20,,,0.6694027185440063
1.6128654479980469,6599,21,,,
1.6396220922470093,6649,21,,,
1.8814629316329956,6699,21,,,
1.64326810836792,6749,21,,,
1.7051141262054443,6799,21,,,
1.4747731685638428,6849,21,,,
,6885,21,0.6844000220298767,1.0276470184326172,
,6885,21,,,0.6784018874168396
1.167960524559021,6899,22,,,
1.6087626218795776,6949,22,,,
1.4641714096069336,6999,22,,,
1.8819987773895264,7049,22,,,
1.3110846281051636,7099,22,,,
1.747851848602295,7149,22,,,
,7198,22,0.6862999796867371,1.0326133966445923,
,7198,22,,,0.6835442781448364
1.3939203023910522,7199,23,,,
1.3450051546096802,7249,23,,,
1.6281156539916992,7299,23,,,
1.3143012523651123,7349,23,,,
1.3686504364013672,7399,23,,,
1.4856003522872925,7449,23,,,
