epoch,train_loss,step,val_acc2,val_acc1,train_acc2,train_acc1,test_acc
0,0.49688053131103516,49,,,,,
0,0.43467628955841064,99,,,,,
0,0.4088069796562195,149,,,,,
0,0.422732412815094,199,,,,,
0,0.405923455953598,249,,,,,
0,0.3901519179344177,299,,,,,
0,,311,0.31040000915527344,0.321399986743927,,,
0,,311,,,0.2280649095773697,0.2283153086900711,0.3398999869823456
1,0.3756786584854126,349,,,,,
1,0.4035646617412567,399,,,,,
1,0.38338467478752136,449,,,,,
1,0.37140166759490967,499,,,,,
1,0.34615248441696167,549,,,,,
1,0.36247918009757996,599,,,,,
1,,623,0.4074000120162964,0.4083000123500824,,,
1,,623,,,0.3576973080635071,0.3579477071762085,0.4185999929904938
2,0.31908243894577026,649,,,,,
2,0.31627506017684937,699,,,,,
2,0.32107317447662354,749,,,,,
2,0.2987232208251953,799,,,,,
2,0.3323598802089691,849,,,,,
2,0.33092737197875977,899,,,,,
2,,935,0.45170000195503235,0.45669999718666077,,,
2,,935,,,0.42079827189445496,0.4216246008872986,0.4771000146865845
3,0.30974695086479187,949,,,,,
3,0.3068418502807617,999,,,,,
3,0.2698730528354645,1049,,,,,
3,0.2811734080314636,1099,,,,,
3,0.2908472418785095,1149,,,,,
3,0.2621322572231293,1199,,,,,
3,,1247,0.46540001034736633,0.4794999957084656,,,
3,,1247,,,0.46123796701431274,0.4611378312110901,0.49790000915527344
4,0.3211502730846405,1249,,,,,
4,0.2511575520038605,1299,,,,,
4,0.3059512972831726,1349,,,,,
4,0.31029340624809265,1399,,,,,
4,0.2724476754665375,1449,,,,,
4,0.29228097200393677,1499,,,,,
4,0.2550506293773651,1549,,,,,
4,,1559,0.5187000036239624,0.506600022315979,,,
4,,1559,,,0.4898337423801422,0.49020934104919434,0.5218999981880188
5,0.25061267614364624,1599,,,,,
5,0.2717786431312561,1649,,,,,
5,0.24394963681697845,1699,,,,,
5,0.2715613842010498,1749,,,,,
5,0.24415750801563263,1799,,,,,
5,0.2526163160800934,1849,,,,,
5,,1871,0.5360999703407288,0.5318999886512756,,,
5,,1871,,,0.5141226053237915,0.5138722062110901,0.5472999811172485
6,0.21760590374469757,1899,,,,,
6,0.2073363959789276,1949,,,,,
6,0.2659599781036377,1999,,,,,
6,0.24596628546714783,2049,,,,,
6,0.2390667349100113,2099,,,,,
6,0.25044843554496765,2149,,,,,
6,,2183,0.5493999719619751,0.5551000237464905,,,
6,,2183,,,0.5322015285491943,0.5326272249221802,0.5738000273704529
