train_loss,step,epoch,val_acc,train_acc,test_acc
-0.39767032861709595,14549,46,,,
-0.36960697174072266,14599,46,,,
-0.41947606205940247,14649,46,,,
,14663,46,0.7398999929428101,,
,14663,46,,0.7851061820983887,0.8432999849319458
-0.3766758441925049,14699,47,,,
-0.3911687731742859,14749,47,,,
-0.3575958013534546,14799,47,,,
-0.34442850947380066,14849,47,,,
-0.3426755666732788,14899,47,,,
-0.37769681215286255,14949,47,,,
,14975,47,0.7346000075340271,,
,14975,47,,0.7818259000778198,0.8513000011444092
-0.37476855516433716,14999,48,,,
-0.41200876235961914,15049,48,,,
-0.3296031355857849,15099,48,,,
-0.4306350350379944,15149,48,,,
-0.3443760275840759,15199,48,,,
-0.3715900182723999,15249,48,,,
,15287,48,0.7369999885559082,,
,15287,48,,0.7878105044364929,0.8483999967575073
-0.4145529270172119,15299,49,,,
-0.38490235805511475,15349,49,,,
-0.3797580897808075,15399,49,,,
-0.3932406008243561,15449,49,,,
-0.3915359377861023,15499,49,,,
-0.3941987454891205,15549,49,,,
-0.39491862058639526,15599,49,,,
,15599,49,0.73580002784729,,
,15599,49,,0.7884114384651184,0.8420000076293945
-0.3652564585208893,15649,50,,,
-0.4111873507499695,15699,50,,,
-0.4026821255683899,15749,50,,,
-0.36799585819244385,15799,50,,,
-0.3756979703903198,15849,50,,,
-0.38509833812713623,15899,50,,,
,15911,50,0.7427999973297119,,
,15911,50,,0.7841296195983887,0.8514999747276306
-0.4023917317390442,15949,51,,,
-0.4254302680492401,15999,51,,,
-0.3765394985675812,16049,51,,,
-0.3602082133293152,16099,51,,,
-0.35491442680358887,16149,51,,,
-0.3793875575065613,16199,51,,,
,16223,51,0.7434999942779541,,
,16223,51,,0.7884364724159241,0.8521999716758728
-0.38778290152549744,16249,52,,,
-0.401469349861145,16299,52,,,
-0.3414729833602905,16349,52,,,
-0.3760056495666504,16399,52,,,
-0.3654674291610718,16449,52,,,
-0.3840455412864685,16499,52,,,
,16535,52,0.7343999743461609,,
,16535,52,,0.7897135615348816,0.8431000113487244
-0.39720478653907776,16549,53,,,
-0.3887590169906616,16599,53,,,
-0.3855634927749634,16649,53,,,
-0.3696260452270508,16699,53,,,
-0.34870651364326477,16749,53,,,
-0.3799799978733063,16799,53,,,
,16847,53,0.7293000221252441,,
,16847,53,,0.7884865999221802,0.8395000100135803
-0.42029884457588196,16849,54,,,
-0.41913846135139465,16899,54,,,
-0.38137346506118774,16949,54,,,
-0.4234113097190857,16999,54,,,
-0.32861027121543884,17049,54,,,
-0.4030822515487671,17099,54,,,
-0.4082026481628418,17149,54,,,
,17159,54,0.7426000237464905,,
,17159,54,,0.7878856062889099,0.8456000089645386
-0.37203821539878845,17199,55,,,
-0.41518115997314453,17249,55,,,
-0.38738495111465454,17299,55,,,
-0.4050559103488922,17349,55,,,
-0.3991960287094116,17399,55,,,
-0.40918514132499695,17449,55,,,
,17471,55,0.7365999817848206,,
,17471,55,,0.7864833474159241,0.8529999852180481
-0.37011992931365967,17499,56,,,
-0.4218761920928955,17549,56,,,
-0.3857482671737671,17599,56,,,
-0.4170053005218506,17649,56,,,
-0.37252935767173767,17699,56,,,
-0.37023016810417175,17749,56,,,
,17783,56,0.7408999800682068,,
,17783,56,,0.786057710647583,0.8518000245094299
-0.40383124351501465,17799,57,,,
-0.36303767561912537,17849,57,,,
-0.4052830934524536,17899,57,,,
-0.37381303310394287,17949,57,,,
-0.30642399191856384,17999,57,,,
-0.41553425788879395,18049,57,,,
,18095,57,0.7437000274658203,,
,18095,57,,0.7863081097602844,0.8525000214576721
-0.3786975145339966,18099,58,,,
-0.35666847229003906,18149,58,,,
-0.43310976028442383,18199,58,,,
-0.35474491119384766,18249,58,,,
-0.36649638414382935,18299,58,,,
-0.4222211241722107,18349,58,,,
-0.3867470622062683,18399,58,,,
,18407,58,0.7455999851226807,,
,18407,58,,0.7914663553237915,0.8554999828338623
-0.36993032693862915,18449,59,,,
-0.35230544209480286,18499,59,,,
-0.3507500886917114,18549,59,,,
-0.4140627086162567,18599,59,,,
-0.3959388732910156,18649,59,,,
-0.402845561504364,18699,59,,,
,18719,59,0.7560999989509583,,
,18719,59,,0.7897886633872986,0.8671000003814697
-0.40867096185684204,18749,60,,,
-0.37534117698669434,18799,60,,,
-0.3827020525932312,18849,60,,,
-0.4145280122756958,18899,60,,,
-0.4114297926425934,18949,60,,,
-0.38681936264038086,18999,60,,,
,19031,60,0.765999972820282,,
,19031,60,,0.8039363026618958,0.8841000199317932
-0.4241478443145752,19049,61,,,
-0.4070853888988495,19099,61,,,
-0.4136731028556824,19149,61,,,
-0.41198354959487915,19199,61,,,
-0.42862826585769653,19249,61,,,
-0.4003135859966278,19299,61,,,
,19343,61,0.7684999704360962,,
,19343,61,,0.8092197775840759,0.8848999738693237
-0.4251439869403839,19349,62,,,
-0.43292179703712463,19399,62,,,
-0.4081895351409912,19449,62,,,
-0.42349186539649963,19499,62,,,
-0.4320244789123535,19549,62,,,
-0.42434239387512207,19599,62,,,
-0.44007784128189087,19649,62,,,
,19655,62,0.7716000080108643,,
,19655,62,,0.8109225034713745,0.8877000212669373
-0.4105902910232544,19699,63,,,
-0.43550905585289,19749,63,,,
-0.4133201241493225,19799,63,,,
-0.3995625376701355,19849,63,,,
-0.40615183115005493,19899,63,,,
-0.3801323473453522,19949,63,,,
,19967,63,0.7688999772071838,,
,19967,63,,0.8122496008872986,0.8896999955177307
-0.4061155915260315,19999,64,,,
-0.41052576899528503,20049,64,,,
-0.36803966760635376,20099,64,,,
-0.3855559229850769,20149,64,,,
-0.3967921733856201,20199,64,,,
-0.4360485076904297,20249,64,,,
,20279,64,0.7717999815940857,,
,20279,64,,0.8142527937889099,0.8902000188827515
-0.4085036516189575,20299,65,,,
-0.45747971534729004,20349,65,,,
-0.41641858220100403,20399,65,,,
-0.4318416118621826,20449,65,,,
-0.4664483666419983,20499,65,,,
-0.39775264263153076,20549,65,,,
,20591,65,0.7728000283241272,,
,20591,65,,0.8154296875,0.88919997215271
-0.3815813660621643,20599,66,,,
-0.42099037766456604,20649,66,,,
-0.41658657789230347,20699,66,,,
-0.4055637717247009,20749,66,,,
-0.44002872705459595,20799,66,,,
-0.4031016528606415,20849,66,,,
-0.4103928804397583,20899,66,,,
,20903,66,0.772599995136261,,
,20903,66,,0.8166816830635071,0.8892999887466431
-0.3880981206893921,20949,67,,,
-0.4319402575492859,20999,67,,,
-0.41429197788238525,21049,67,,,
-0.43435952067375183,21099,67,,,
-0.37498992681503296,21149,67,,,
-0.43048959970474243,21199,67,,,
,21215,67,0.772599995136261,,
,21215,67,,0.8161308169364929,0.8910999894142151
-0.4010256230831146,21249,68,,,
-0.41998234391212463,21299,68,,,
-0.4453777074813843,21349,68,,,
-0.4589511752128601,21399,68,,,
-0.4064456820487976,21449,68,,,
-0.3852538466453552,21499,68,,,
,21527,68,0.7723000049591064,,
,21527,68,,0.8165815472602844,0.8907999992370605
-0.40052831172943115,21549,69,,,
-0.41464731097221375,21599,69,,,
-0.4208764135837555,21649,69,,,
-0.4476735293865204,21699,69,,,
-0.44228243827819824,21749,69,,,
-0.392244428396225,21799,69,,,
,21839,69,0.7742000222206116,,
,21839,69,,0.8186348080635071,0.8903999924659729
-0.4091493487358093,21849,70,,,
-0.4414392113685608,21899,70,,,
-0.42456790804862976,21949,70,,,
-0.3930567502975464,21999,70,,,
-0.4572712182998657,22049,70,,,
-0.4303233325481415,22099,70,,,
-0.41654425859451294,22149,70,,,
,22151,70,0.7753000259399414,,
,22151,70,,0.8191856741905212,0.8931999802589417
-0.43840470910072327,22199,71,,,
-0.4670802354812622,22249,71,,,
-0.46443241834640503,22299,71,,,
-0.4316205680370331,22349,71,,,
-0.4347888231277466,22399,71,,,
-0.45175671577453613,22449,71,,,
,22463,71,0.7734000086784363,,
,22463,71,,0.8203125,0.8916000127792358
-0.43334659934043884,22499,72,,,
-0.45974719524383545,22549,72,,,
-0.4342966675758362,22599,72,,,
-0.46350622177124023,22649,72,,,
-0.4137607216835022,22699,72,,,
-0.46255987882614136,22749,72,,,
,22775,72,0.7739999890327454,,
,22775,72,,0.8209134340286255,0.8955000042915344
-0.44505518674850464,22799,73,,,
-0.44714879989624023,22849,73,,,
-0.4422433078289032,22899,73,,,
-0.4550527036190033,22949,73,,,
-0.45254647731781006,22999,73,,,
-0.4640834927558899,23049,73,,,
,23087,73,0.772599995136261,,
,23087,73,,0.8219651579856873,0.8942000269889832
-0.39762377738952637,23099,74,,,
-0.4713621139526367,23149,74,,,
-0.4583789110183716,23199,74,,,
-0.4479638934135437,23249,74,,,
-0.4308374226093292,23299,74,,,
-0.4256289601325989,23349,74,,,
-0.46889209747314453,23399,74,,,
,23399,74,0.7734000086784363,,
,23399,74,,0.8230168223381042,0.8927000164985657
-0.43563157320022583,23449,75,,,
-0.41492289304733276,23499,75,,,
-0.404758483171463,23549,75,,,
-0.4243391752243042,23599,75,,,
-0.4540925621986389,23649,75,,,
-0.4394664168357849,23699,75,,,
,23711,75,0.7728000283241272,,
,23711,75,,0.8228164911270142,0.8938999772071838
-0.4370363652706146,23749,76,,,
-0.447131872177124,23799,76,,,
-0.4310373067855835,23849,76,,,
-0.4190869927406311,23899,76,,,
-0.45753270387649536,23949,76,,,
-0.4416734278202057,23999,76,,,
,24023,76,0.7746000289916992,,
,24023,76,,0.8230919241905212,0.8916000127792358
-0.3972671329975128,24049,77,,,
-0.43444734811782837,24099,77,,,
-0.4262835383415222,24149,77,,,
-0.43180927634239197,24199,77,,,
-0.444985032081604,24249,77,,,
-0.44278621673583984,24299,77,,,
,24335,77,0.7735000252723694,,
,24335,77,,0.8234925866127014,0.8935999870300293
-0.38774368166923523,24349,78,,,
-0.4290598928928375,24399,78,,,
-0.4559141993522644,24449,78,,,
-0.47366881370544434,24499,78,,,
-0.42749643325805664,24549,78,,,
-0.4547380805015564,24599,78,,,
,24647,78,0.7732999920845032,,
,24647,78,,0.8249449133872986,0.8917999863624573
-0.46958354115486145,24649,79,,,
-0.4063860774040222,24699,79,,,
-0.44102197885513306,24749,79,,,
-0.3833765983581543,24799,79,,,
-0.4435632824897766,24849,79,,,
-0.46429798007011414,24899,79,,,
-0.4479793310165405,24949,79,,,
,24959,79,0.7734000086784363,,
,24959,79,,0.8252453804016113,0.8914999961853027
-0.45409804582595825,24999,80,,,
-0.4452861249446869,25049,80,,,
-0.4337254464626312,25099,80,,,
-0.427931010723114,25149,80,,,
-0.4379313290119171,25199,80,,,
-0.4131920039653778,25249,80,,,
,25271,80,0.7748000025749207,,
,25271,80,,0.8251702785491943,0.8910999894142151
-0.44327419996261597,25299,81,,,
-0.46297574043273926,25349,81,,,
-0.4804098904132843,25399,81,,,
-0.4256213903427124,25449,81,,,
-0.44112056493759155,25499,81,,,
-0.4638095498085022,25549,81,,,
,25583,81,0.7741000056266785,,
,25583,81,,0.8251452445983887,0.8942000269889832
-0.4666311740875244,25599,82,,,
-0.43811237812042236,25649,82,,,
-0.47098493576049805,25699,82,,,
-0.41904008388519287,25749,82,,,
-0.4563884139060974,25799,82,,,
-0.39762598276138306,25849,82,,,
,25895,82,0.7749999761581421,,
,25895,82,,0.8258714079856873,0.8935999870300293
-0.44738325476646423,25899,83,,,
-0.44993239641189575,25949,83,,,
-0.41716742515563965,25999,83,,,
-0.4508463740348816,26049,83,,,
-0.4252672791481018,26099,83,,,
-0.39674946665763855,26149,83,,,
-0.4187379777431488,26199,83,,,
,26207,83,0.7749000191688538,,
,26207,83,,0.8269230723381042,0.8921999931335449
-0.4701082110404968,26249,84,,,
-0.37538260221481323,26299,84,,,
-0.45673614740371704,26349,84,,,
-0.43090152740478516,26399,84,,,
-0.39612770080566406,26449,84,,,
-0.43796855211257935,26499,84,,,
,26519,84,0.7742999792098999,,
,26519,84,,0.8276993036270142,0.8889999985694885
-0.4165564179420471,26549,85,,,
-0.43488791584968567,26599,85,,,
-0.43652766942977905,26649,85,,,
-0.4380473792552948,26699,85,,,
-0.4481658339500427,26749,85,,,
-0.3962492346763611,26799,85,,,
,26831,85,0.7731999754905701,,
,26831,85,,0.8277493715286255,0.8924999833106995
-0.43307098746299744,26849,86,,,
-0.4754083752632141,26899,86,,,
-0.44540977478027344,26949,86,,,
-0.42962646484375,26999,86,,,
-0.46396714448928833,27049,86,,,
-0.43677717447280884,27099,86,,,
,27143,86,0.7753999829292297,,
,27143,86,,0.8279747366905212,0.890999972820282
-0.4153684973716736,27149,87,,,
-0.4609849154949188,27199,87,,,
-0.46883922815322876,27249,87,,,
-0.4757761061191559,27299,87,,,
-0.4260132312774658,27349,87,,,
-0.44636476039886475,27399,87,,,
-0.4388412833213806,27449,87,,,
,27455,87,0.7759000062942505,,
,27455,87,,0.8279747366905212,0.892799973487854
-0.46340030431747437,27499,88,,,
-0.4586750864982605,27549,88,,,
-0.4669116735458374,27599,88,,,
-0.44814741611480713,27649,88,,,
-0.47975820302963257,27699,88,,,
-0.46591126918792725,27749,88,,,
,27767,88,0.7745000123977661,,
,27767,88,,0.828200101852417,0.8916000127792358
-0.4255342483520508,27799,89,,,
-0.4532518684864044,27849,89,,,
-0.45817601680755615,27899,89,,,
-0.4450536370277405,27949,89,,,
-0.44188567996025085,27999,89,,,
-0.4690960943698883,28049,89,,,
,28079,89,0.7745000123977661,,
,28079,89,,0.8285256624221802,0.8931000232696533
-0.46976444125175476,28099,90,,,
-0.4036210775375366,28149,90,,,
-0.4622992277145386,28199,90,,,
-0.45097485184669495,28249,90,,,
-0.43784183263778687,28299,90,,,
-0.45571789145469666,28349,90,,,
,28391,90,0.7742999792098999,,
,28391,90,,0.8280999660491943,0.8931999802589417
-0.43585339188575745,28399,91,,,
