train_loss,step,epoch,val_acc,train_acc,test_acc
0.465085506439209,49,0,,,
0.38276833295822144,99,0,,,
0.3602774143218994,149,0,,,
0.2852602005004883,199,0,,,
0.26740941405296326,249,0,,,
0.3265673518180847,299,0,,,
,311,0,0.3174000084400177,,
,311,0,,0.31753304600715637,0.35440000891685486
0.21852952241897583,349,1,,,
0.20882128179073334,399,1,,,
0.234409362077713,449,1,,,
0.16843798756599426,499,1,,,
0.20894362032413483,549,1,,,
0.2550480365753174,599,1,,,
,623,1,0.4722999930381775,,
,623,1,,0.43214142322540283,0.5103999972343445
0.20713545382022858,649,2,,,
0.08579207956790924,699,2,,,
0.0894332230091095,749,2,,,
0.07244738936424255,799,2,,,
0.14520269632339478,849,2,,,
0.0942295640707016,899,2,,,
,935,2,0.5249999761581421,,
,935,2,,0.5003505349159241,0.5885000228881836
0.043677933514118195,949,3,,,
-0.02813635766506195,999,3,,,
-0.06691861897706985,1049,3,,,
0.04147414118051529,1099,3,,,
0.022649412974715233,1149,3,,,
0.09903024137020111,1199,3,,,
,1247,3,0.5368000268936157,,
,1247,3,,0.5493038892745972,0.5891000032424927
-0.0447109080851078,1249,4,,,
0.08424416929483414,1299,4,,,
-0.1038166806101799,1349,4,,,
-0.02553943544626236,1399,4,,,
0.07116368412971497,1449,4,,,
0.058624401688575745,1499,4,,,
0.06295571476221085,1549,4,,,
,1559,4,0.5667999982833862,,
,1559,4,,0.5824819803237915,0.6366999745368958
0.04592640697956085,1599,5,,,
-0.0309133380651474,1649,5,,,
0.05392003059387207,1699,5,,,
-0.14600005745887756,1749,5,,,
-0.05089010298252106,1799,5,,,
-0.017337065190076828,1849,5,,,
,1871,5,0.6090999841690063,,
,1871,5,,0.612229585647583,0.6826000213623047
-0.041466668248176575,1899,6,,,
-0.027075450867414474,1949,6,,,
0.009584322571754456,1999,6,,,
-0.007395993918180466,2049,6,,,
0.010592391714453697,2099,6,,,
-0.11411869525909424,2149,6,,,
,2183,6,0.6251000165939331,,
,2183,6,,0.6292818784713745,0.7020000219345093
-0.10741890966892242,2199,7,,,
0.0367719791829586,2249,7,,,
-0.05629344284534454,2299,7,,,
-0.03930359333753586,2349,7,,,
-0.027045410126447678,2399,7,,,
-0.0599716454744339,2449,7,,,
,2495,7,0.6212999820709229,,
,2495,7,,0.6463591456413269,0.6913999915122986
0.022266848012804985,2499,8,,,
-0.1186036691069603,2549,8,,,
-0.021403729915618896,2599,8,,,
-0.005749381147325039,2649,8,,,
-0.1400807499885559,2699,8,,,
-0.028726333752274513,2749,8,,,
-0.10043647885322571,2799,8,,,
,2807,8,0.6304000020027161,,
,2807,8,,0.6579276919364929,0.7190999984741211
-0.06150005757808685,2849,9,,,
-0.054319269955158234,2899,9,,,
-0.08013841509819031,2949,9,,,
0.009116418659687042,2999,9,,,
-0.10480524599552155,3049,9,,,
-0.08574678003787994,3099,9,,,
,3119,9,0.6520000100135803,,
,3119,9,,0.6706981062889099,0.7351999878883362
-0.1278720498085022,3149,10,,,
-0.14773444831371307,3199,10,,,
-0.14691875874996185,3249,10,,,
-0.05102849751710892,3299,10,,,
-0.17548015713691711,3349,10,,,
-0.04366206377744675,3399,10,,,
,3431,10,0.6607999801635742,,
,3431,10,,0.6827924847602844,0.7494999766349792
-0.173538938164711,3449,11,,,
-0.005884944461286068,3499,11,,,
-0.03468611091375351,3549,11,,,
-0.07232777774333954,3599,11,,,
-0.20571863651275635,3649,11,,,
-0.13041388988494873,3699,11,,,
,3743,11,0.6830999851226807,,
,3743,11,,0.691481351852417,0.7749999761581421
-0.19579310715198517,3749,12,,,
-0.08154556155204773,3799,12,,,
-0.1829759180545807,3849,12,,,
-0.08794485032558441,3899,12,,,
-0.0648859292268753,3949,12,,,
-0.20971396565437317,3999,12,,,
-0.11761544644832611,4049,12,,,
,4055,12,0.6812999844551086,,
,4055,12,,0.6949118375778198,0.7745000123977661
-0.13194730877876282,4099,13,,,
-0.24962963163852692,4149,13,,,
-0.09352326393127441,4199,13,,,
-0.13528388738632202,4249,13,,,
-0.19577445089817047,4299,13,,,
-0.09248975664377213,4349,13,,,
,4367,13,0.6956999897956848,,
,4367,13,,0.7046273946762085,0.7914999723434448
-0.11529526859521866,4399,14,,,
-0.06966990232467651,4449,14,,,
-0.11939013004302979,4499,14,,,
-0.18977725505828857,4549,14,,,
-0.028497222810983658,4599,14,,,
-0.08879999816417694,4649,14,,,
,4679,14,0.6974999904632568,,
,4679,14,,0.7097355723381042,0.7936999797821045
-0.1587679237127304,4699,15,,,
-0.20686131715774536,4749,15,,,
-0.08410307765007019,4799,15,,,
-0.14122426509857178,4849,15,,,
-0.16730228066444397,4899,15,,,
-0.12008567899465561,4949,15,,,
,4991,15,0.7020000219345093,,
,4991,15,,0.7180739045143127,0.7961000204086304
-0.12373882532119751,4999,16,,,
-0.16219353675842285,5049,16,,,
-0.14157237112522125,5099,16,,,
-0.11720272898674011,5149,16,,,
-0.18011356890201569,5199,16,,,
-0.130675807595253,5249,16,,,
-0.044160760939121246,5299,16,,,
,5303,16,0.7021999955177307,,
,5303,16,,0.7154697775840759,0.8025000095367432
-0.18898054957389832,5349,17,,,
-0.13468679785728455,5399,17,,,
-0.1693238466978073,5449,17,,,
-0.1849362999200821,5499,17,,,
-0.10852821171283722,5549,17,,,
-0.13904929161071777,5599,17,,,
,5615,17,0.7071999907493591,,
,5615,17,,0.7232071161270142,0.8138999938964844
-0.16247665882110596,5649,18,,,
-0.1546318233013153,5699,18,,,
-0.18679243326187134,5749,18,,,
-0.1918213665485382,5799,18,,,
-0.17037692666053772,5849,18,,,
-0.11202443391084671,5899,18,,,
,5927,18,0.6922000050544739,,
,5927,18,,0.7275140285491943,0.7937999963760376
-0.10597001016139984,5949,19,,,
-0.1589355617761612,5999,19,,,
-0.16512608528137207,6049,19,,,
-0.13217341899871826,6099,19,,,
-0.20423205196857452,6149,19,,,
-0.14124271273612976,6199,19,,,
,6239,19,0.7132999897003174,,
,6239,19,,0.7312449812889099,0.8093000054359436
-0.18332460522651672,6249,20,,,
-0.18208681046962738,6299,20,,,
-0.17183849215507507,6349,20,,,
-0.17366242408752441,6399,20,,,
-0.12259087711572647,6449,20,,,
-0.16758981347084045,6499,20,,,
-0.09566489607095718,6549,20,,,
,6551,20,0.7027999758720398,,
,6551,20,,0.7354767918586731,0.8022000193595886
-0.1898629069328308,6599,21,,,
-0.2588769793510437,6649,21,,,
-0.1473570466041565,6699,21,,,
-0.1616308093070984,6749,21,,,
-0.0992114245891571,6799,21,,,
-0.16019724309444427,6849,21,,,
,6863,21,0.7027999758720398,,
,6863,21,,0.7413612008094788,0.7989000082015991
-0.23655816912651062,6899,22,,,
-0.21405085921287537,6949,22,,,
-0.156590074300766,6999,22,,,
-0.21497221291065216,7049,22,,,
-0.16058151423931122,7099,22,,,
-0.16380363702774048,7149,22,,,
,7175,22,0.6938999891281128,,
,7175,22,,0.7401843070983887,0.7857000231742859
-0.15269848704338074,7199,23,,,
-0.2298063039779663,7249,23,,,
-0.20501045882701874,7299,23,,,
-0.19850629568099976,7349,23,,,
-0.1863439679145813,7399,23,,,
-0.20649415254592896,7449,23,,,
,7487,23,0.705299973487854,,
,7487,23,,0.7423627972602844,0.8115000128746033
-0.23428604006767273,7499,24,,,
-0.2107071578502655,7549,24,,,
-0.10311160981655121,7599,24,,,
-0.15571999549865723,7649,24,,,
-0.247818261384964,7699,24,,,
-0.17088858783245087,7749,24,,,
-0.2036934196949005,7799,24,,,
,7799,24,0.7163000106811523,,
,7799,24,,0.7485727071762085,0.8199999928474426
-0.179084911942482,7849,25,,,
-0.19486664235591888,7899,25,,,
-0.1683213710784912,7949,25,,,
-0.2131195366382599,7999,25,,,
-0.2135677933692932,8049,25,,,
-0.2171819508075714,8099,25,,,
,8111,25,0.7098000049591064,,
,8111,25,,0.7510766983032227,0.8147000074386597
-0.21800953149795532,8149,26,,,
-0.18390317261219025,8199,26,,,
-0.20892885327339172,8249,26,,,
-0.23879362642765045,8299,26,,,
-0.14240461587905884,8349,26,,,
-0.22065302729606628,8399,26,,,
,8423,26,0.72079998254776,,
,8423,26,,0.7529046535491943,0.8252999782562256
-0.27222639322280884,8449,27,,,
-0.22261014580726624,8499,27,,,
-0.2925475537776947,8549,27,,,
-0.25289592146873474,8599,27,,,
-0.2015981525182724,8649,27,,,
-0.16766244173049927,8699,27,,,
,8735,27,0.7218999862670898,,
,8735,27,,0.7568860054016113,0.8170999884605408
-0.2653840482234955,8749,28,,,
-0.259868323802948,8799,28,,,
-0.2859925627708435,8849,28,,,
-0.15999062359333038,8899,28,,,
-0.14829561114311218,8949,28,,,
-0.1912233829498291,8999,28,,,
,9047,28,0.7096999883651733,,
,9047,28,,0.7594150900840759,0.8026999831199646
-0.2147802859544754,9049,29,,,
-0.1921955794095993,9099,29,,,
-0.175441175699234,9149,29,,,
-0.14784209430217743,9199,29,,,
-0.21660266816616058,9249,29,,,
-0.29850488901138306,9299,29,,,
-0.21116745471954346,9349,29,,,
,9359,29,0.7275000214576721,,
,9359,29,,0.7624699473381042,0.833899974822998
-0.2454446256160736,9399,30,,,
-0.259831041097641,9449,30,,,
-0.2636985182762146,9499,30,,,
-0.22157049179077148,9549,30,,,
-0.2896004915237427,9599,30,,,
-0.10717099905014038,9649,30,,,
,9671,30,0.7251999974250793,,
,9671,30,,0.7644230723381042,0.8331999778747559
-0.1627265363931656,9699,31,,,
-0.2000267058610916,9749,31,,,
-0.22776485979557037,9799,31,,,
-0.19474664330482483,9849,31,,,
-0.28492066264152527,9899,31,,,
-0.23472508788108826,9949,31,,,
,9983,31,0.7217000126838684,,
,9983,31,,0.763596773147583,0.836899995803833
-0.19540999829769135,9999,32,,,
-0.25922179222106934,10049,32,,,
-0.17329911887645721,10099,32,,,
-0.19346901774406433,10149,32,,,
-0.2649450898170471,10199,32,,,
-0.25715717673301697,10249,32,,,
,10295,32,0.7242000102996826,,
,10295,32,,0.7665765285491943,0.8306000232696533
-0.24905942380428314,10299,33,,,
-0.29406222701072693,10349,33,,,
-0.18268436193466187,10399,33,,,
-0.22629660367965698,10449,33,,,
-0.20033639669418335,10499,33,,,
-0.22430214285850525,10549,33,,,
-0.21537241339683533,10599,33,,,
,10607,33,0.7077000141143799,,
,10607,33,,0.7671774625778198,0.8098999857902527
-0.2772507965564728,10649,34,,,
-0.1988639384508133,10699,34,,,
-0.2337736040353775,10749,34,,,
-0.22964496910572052,10799,34,,,
-0.3574797511100769,10849,34,,,
-0.2436220794916153,10899,34,,,
,10919,34,0.7250000238418579,,
,10919,34,,0.7698567509651184,0.8206999897956848
-0.38416028022766113,10949,35,,,
-0.2943984568119049,10999,35,,,
-0.11831486225128174,11049,35,,,
-0.15308278799057007,11099,35,,,
-0.25053825974464417,11149,35,,,
-0.24583986401557922,11199,35,,,
,11231,35,0.7315999865531921,,
,11231,35,,0.7695813179016113,0.8342999815940857
-0.1945972740650177,11249,36,,,
-0.19816835224628448,11299,36,,,
-0.21467149257659912,11349,36,,,
-0.2739998698234558,11399,36,,,
-0.2667805552482605,11449,36,,,
-0.23460276424884796,11499,36,,,
,11543,36,0.7185999751091003,,
,11543,36,,0.7752403616905212,0.8180999755859375
-0.19310401380062103,11549,37,,,
-0.15007978677749634,11599,37,,,
-0.29340508580207825,11649,37,,,
-0.18438807129859924,11699,37,,,
-0.23981867730617523,11749,37,,,
-0.22704626619815826,11799,37,,,
-0.24444632232189178,11849,37,,,
,11855,37,0.7271000146865845,,
,11855,37,,0.7759414911270142,0.8429999947547913
-0.28475624322891235,11899,38,,,
-0.2612684965133667,11949,38,,,
-0.21095360815525055,11999,38,,,
-0.1406911462545395,12049,38,,,
-0.20913323760032654,12099,38,,,
-0.28412187099456787,12149,38,,,
,12167,38,0.7152000069618225,,
,12167,38,,0.7754907608032227,0.8141999840736389
-0.23934760689735413,12199,39,,,
-0.32825663685798645,12249,39,,,
-0.248650461435318,12299,39,,,
-0.23851913213729858,12349,39,,,
-0.30389896035194397,12399,39,,,
-0.23990902304649353,12449,39,,,
,12479,39,0.7311000227928162,,
,12479,39,,0.7777944803237915,0.8384000062942505
-0.3795384466648102,12499,40,,,
-0.3853580951690674,12549,40,,,
-0.3693998456001282,12599,40,,,
-0.36557188630104065,12649,40,,,
-0.37292924523353577,12699,40,,,
-0.4208778738975525,12749,40,,,
,12791,40,0.7383000254631042,,
,12791,40,,0.7847555875778198,0.8458999991416931
-0.391218364238739,12799,41,,,
-0.4044470489025116,12849,41,,,
-0.40603309869766235,12899,41,,,
-0.36176764965057373,12949,41,,,
-0.3311704993247986,12999,41,,,
-0.35629281401634216,13049,41,,,
-0.4084843695163727,13099,41,,,
,13103,41,0.7404000163078308,,
,13103,41,,0.786207914352417,0.8411999940872192
-0.3924676775932312,13149,42,,,
-0.4030872583389282,13199,42,,,
-0.37572550773620605,13249,42,,,
-0.3533705472946167,13299,42,,,
-0.374586820602417,13349,42,,,
-0.38669803738594055,13399,42,,,
,13415,42,0.7419999837875366,,
,13415,42,,0.7887870669364929,0.8463000059127808
-0.3403928279876709,13449,43,,,
-0.41784223914146423,13499,43,,,
-0.40741071105003357,13549,43,,,
-0.3843708634376526,13599,43,,,
-0.366128534078598,13649,43,,,
-0.3759823143482208,13699,43,,,
,13727,43,0.715399980545044,,
,13727,43,,0.7865585088729858,0.816100001335144
-0.3516721725463867,13749,44,,,
-0.4037014842033386,13799,44,,,
-0.36663931608200073,13849,44,,,
-0.41706013679504395,13899,44,,,
-0.31669777631759644,13949,44,,,
-0.39791572093963623,13999,44,,,
,14039,44,0.7441999912261963,,
,14039,44,,0.7856069803237915,0.8543999791145325
-0.3751172721385956,14049,45,,,
-0.40070709586143494,14099,45,,,
-0.3672596216201782,14149,45,,,
-0.35211876034736633,14199,45,,,
-0.39605724811553955,14249,45,,,
-0.38662201166152954,14299,45,,,
-0.40124043822288513,14349,45,,,
,14351,45,0.7329000234603882,,
,14351,45,,0.7887620329856873,0.8392000198364258
-0.39458155632019043,14399,46,,,
-0.4015691578388214,14449,46,,,
-0.3966825008392334,14499,46,,,
