train_loss,step,epoch,val_acc,val_loss,test_acc
2.715364933013916,49,0,,,
2.8123412132263184,99,0,,,
2.721203327178955,149,0,,,
2.526879072189331,199,0,,,
2.281735420227051,249,0,,,
2.06392502784729,299,0,,,
2.2354040145874023,349,0,,,
,389,0,0.5199999809265137,1.3417682647705078,
,389,0,,,0.531000018119812
2.0196828842163086,399,1,,,
2.171013832092285,449,1,,,
2.042933464050293,499,1,,,
1.8707096576690674,549,1,,,
1.8627057075500488,599,1,,,
1.8664939403533936,649,1,,,
1.7803868055343628,699,1,,,
1.7212018966674805,749,1,,,
,779,1,0.6362000107765198,1.063234806060791,
,779,1,,,0.6586999893188477
1.5022928714752197,799,2,,,
1.5688610076904297,849,2,,,
1.5043292045593262,899,2,,,
1.6022162437438965,949,2,,,
1.5922715663909912,999,2,,,
1.5526009798049927,1049,2,,,
1.2681400775909424,1099,2,,,
1.5485413074493408,1149,2,,,
,1169,2,0.6980000138282776,0.922248363494873,
,1169,2,,,0.7347999811172485
1.2551192045211792,1199,3,,,
1.374662160873413,1249,3,,,
1.2373582124710083,1299,3,,,
1.311408519744873,1349,3,,,
1.2825419902801514,1399,3,,,
1.4008369445800781,1449,3,,,
1.437870740890503,1499,3,,,
1.3535397052764893,1549,3,,,
,1559,3,0.7368999719619751,0.8233985304832458,
,1559,3,,,0.7677000164985657
1.1612643003463745,1599,4,,,
1.2291709184646606,1649,4,,,
1.0646620988845825,1699,4,,,
1.3150900602340698,1749,4,,,
1.1211450099945068,1799,4,,,
1.0695281028747559,1849,4,,,
1.24761164188385,1899,4,,,
1.2276387214660645,1949,4,,,
,1949,4,0.7675999999046326,0.7440714240074158,
,1949,4,,,0.8098000288009644
1.2077609300613403,1999,5,,,
1.040411114692688,2049,5,,,
1.1625880002975464,2099,5,,,
1.0130620002746582,2149,5,,,
1.0401082038879395,2199,5,,,
1.149959921836853,2249,5,,,
1.1901471614837646,2299,5,,,
,2339,5,0.7696999907493591,0.7362956404685974,
,2339,5,,,0.8093000054359436
1.069373607635498,2349,6,,,
0.9700722694396973,2399,6,,,
1.0686395168304443,2449,6,,,
1.1199147701263428,2499,6,,,
1.0675816535949707,2549,6,,,
0.9724600315093994,2599,6,,,
1.0312997102737427,2649,6,,,
0.9886666536331177,2699,6,,,
,2729,6,0.7936999797821045,0.6789012551307678,
,2729,6,,,0.838699996471405
1.0985889434814453,2749,7,,,
1.0024789571762085,2799,7,,,
0.9159915447235107,2849,7,,,
0.995063304901123,2899,7,,,
1.0571200847625732,2949,7,,,
0.9636223912239075,2999,7,,,
0.9598998427391052,3049,7,,,
0.9702157378196716,3099,7,,,
,3119,7,0.7944999933242798,0.67524254322052,
,3119,7,,,0.8371999859809875
1.1211923360824585,3149,8,,,
0.8555235266685486,3199,8,,,
0.9085806608200073,3249,8,,,
0.8989489078521729,3299,8,,,
1.1191749572753906,3349,8,,,
0.944167971611023,3399,8,,,
0.8572473526000977,3449,8,,,
0.9599027037620544,3499,8,,,
,3509,8,0.8079000115394592,0.64235520362854,
,3509,8,,,0.8503999710083008
1.0213425159454346,3549,9,,,
0.8964396715164185,3599,9,,,
0.8565378189086914,3649,9,,,
0.842696487903595,3699,9,,,
0.8785176277160645,3749,9,,,
1.0518324375152588,3799,9,,,
0.9855494499206543,3849,9,,,
0.9094043374061584,3899,9,,,
,3899,9,0.816100001335144,0.6251729726791382,
,3899,9,,,0.8585000038146973
2.4059572219848633,3949,10,,,
2.506044387817383,3999,10,,,
2.1909008026123047,4049,10,,,
2.362715721130371,4099,10,,,
2.081616163253784,4149,10,,,
2.119802951812744,4199,10,,,
,4211,10,,,0.8623999953269958
1.7425124645233154,4249,11,,,
2.2780447006225586,4299,11,,,
2.0810158252716064,4349,11,,,
2.3509364128112793,4399,11,,,
2.125586986541748,4449,11,,,
2.0245909690856934,4499,11,,,
,4523,11,0.8179000020027161,0.762782871723175,
,4523,11,,,0.8636000156402588
1.9967360496520996,4549,12,,,
2.008538007736206,4599,12,,,
2.2355334758758545,4649,12,,,
2.3051748275756836,4699,12,,,
2.270939826965332,4749,12,,,
2.2443323135375977,4799,12,,,
,4835,12,0.8185999989509583,0.7371354699134827,
,4835,12,,,0.8668000102043152
2.0441813468933105,4849,13,,,
2.4192957878112793,4899,13,,,
2.079712390899658,4949,13,,,
2.0518951416015625,4999,13,,,
1.9719436168670654,5049,13,,,
2.213921070098877,5099,13,,,
,5147,13,0.8109999895095825,0.764686644077301,
,5147,13,,,0.8587999939918518
2.226025104522705,5149,14,,,
2.168140411376953,5199,14,,,
2.041383743286133,5249,14,,,
2.0092568397521973,5299,14,,,
2.021587610244751,5349,14,,,
2.2380475997924805,5399,14,,,
2.2355778217315674,5449,14,,,
,5459,14,0.8100000023841858,0.7713006138801575,
,5459,14,,,0.8529999852180481
2.183328628540039,5499,15,,,
1.9166145324707031,5549,15,,,
