train_loss2,step,train_loss1,epoch,val_acc1,val_acc2,train_acc1,train_acc2,test_acc
0.015115110203623772,49,0.015587273985147476,0,,,,,
0.014457913115620613,99,0.014695980586111546,0,,,,,
0.015095827169716358,149,0.015529153868556023,0,,,,,
0.015435182489454746,199,0.014903387986123562,0,,,,,
0.014039292000234127,249,0.013533203862607479,0,,,,,
0.013225659728050232,299,0.01302047073841095,0,,,,,
,311,,0,0.3968999981880188,0.4018999934196472,,,
,311,,0,,,0.3119240701198578,0.3231169879436493,0.4413999915122986
0.012205712497234344,349,0.012363077141344547,1,,,,,
0.013919689692556858,399,0.01378416083753109,1,,,,,
0.01229408010840416,449,0.0123377600684762,1,,,,,
0.012093051336705685,499,0.012029705569148064,1,,,,,
0.012140118516981602,549,0.011781783774495125,1,,,,,
0.011083545163273811,599,0.01153851579874754,1,,,,,
,623,,1,0.49729999899864197,0.5145999789237976,,,
,623,,1,,,0.4609375,0.4557792544364929,0.5508000254631042
0.012640278786420822,649,0.01253967359662056,2,,,,,
0.009758898057043552,699,0.01064447220414877,2,,,,,
0.00910342950373888,749,0.009403751231729984,2,,,,,
0.010754372924566269,799,0.010235522873699665,2,,,,,
0.009253278374671936,849,0.008984277956187725,2,,,,,
0.009798072278499603,899,0.009386550635099411,2,,,,,
,935,,2,0.5246000289916992,0.520799994468689,,,
,935,,2,,,0.5317758321762085,0.5236127972602844,0.59170001745224
0.008347206749022007,949,0.00880471058189869,3,,,,,
0.007638155482709408,999,0.007921798154711723,3,,,,,
0.008454087190330029,1049,0.008203363046050072,3,,,,,
0.008984940126538277,1099,0.009058455005288124,3,,,,,
0.009675526060163975,1149,0.00993499904870987,3,,,,,
0.010803992860019207,1199,0.010445181280374527,3,,,,,
,1247,,3,0.5756000280380249,0.5532000064849854,,,
,1247,,3,,,0.5777744650840759,0.5697365999221802,0.6467000246047974
0.00806827750056982,1249,0.007960697636008263,4,,,,,
0.008485419675707817,1299,0.00781374890357256,4,,,,,
0.0075575215741992,1349,0.007995441555976868,4,,,,,
0.007751826196908951,1399,0.007459778804332018,4,,,,,
0.0067543634213507175,1449,0.007045433856546879,4,,,,,
0.007581714075058699,1499,0.0073262047953903675,4,,,,,
0.008446908555924892,1549,0.008409487083554268,4,,,,,
,1559,,4,0.6205000281333923,0.6057000160217285,,,
,1559,,4,,,0.6060947775840759,0.6010366678237915,0.6937999725341797
0.006432263646274805,1599,0.006182776764035225,5,,,,,
0.006645499262958765,1649,0.007140086032450199,5,,,,,
0.005232753232121468,1699,0.004125499632209539,5,,,,,
0.006580191198736429,1749,0.006764583755284548,5,,,,,
0.004106537904590368,1799,0.0038110269233584404,5,,,,,
0.008112086914479733,1849,0.007939091883599758,5,,,,,
,1871,,5,0.6470999717712402,0.6370999813079834,,,
,1871,,5,,,0.6393479704856873,0.6265023946762085,0.7387999892234802
0.009613974019885063,1899,0.008735962212085724,6,,,,,
0.007291791029274464,1949,0.006712143775075674,6,,,,,
0.005790701135993004,1999,0.005735532846301794,6,,,,,
0.004601980093866587,2049,0.004917262587696314,6,,,,,
0.007387411780655384,2099,0.006831439211964607,6,,,,,
0.006593641359359026,2149,0.0069654942490160465,6,,,,,
