train_loss1,epoch,train_loss2,step,val_acc1,val_acc2,train_acc1,train_acc2,test_acc
,15,,4991,0.727400004863739,0.7159000039100647,,,
,15,,4991,,,0.7353765964508057,0.7335737347602844,0.8313000202178955
0.0027733221650123596,16,0.003022323129698634,4999,,,,,
0.0026233340613543987,16,0.002400737488642335,5049,,,,,
0.002094523748382926,16,0.002311893505975604,5099,,,,,
0.0030183654744178057,16,0.003285124432295561,5149,,,,,
0.0022888516541570425,16,0.0016995935002341866,5199,,,,,
0.0019414890557527542,16,0.002043407643213868,5249,,,,,
0.0027512041851878166,16,0.002858256222680211,5299,,,,,
,16,,5303,0.7317000031471252,0.7178999781608582,,,
,16,,5303,,,0.7410857081413269,0.7376803159713745,0.8324999809265137
0.0027675479650497437,17,0.0025552527513355017,5349,,,,,
0.0022488865070044994,17,0.0022565796971321106,5399,,,,,
0.0030219664331525564,17,0.002461426891386509,5449,,,,,
0.002066532149910927,17,0.002467608079314232,5499,,,,,
0.00259641045704484,17,0.0021819518879055977,5549,,,,,
0.004034548532217741,17,0.0050634462386369705,5599,,,,,
,17,,5615,0.7157999873161316,0.6909000277519226,,,
,17,,5615,,,0.7438651919364929,0.7410606741905212,0.8111000061035156
0.001542694284580648,18,0.0012594248401001096,5649,,,,,
0.0037357104010879993,18,0.00415005162358284,5699,,,,,
0.0018469294300302863,18,0.0018676077015697956,5749,,,,,
0.0019126796396449208,18,0.0018248656997457147,5799,,,,,
0.0015741691458970308,18,0.001838797121308744,5849,,,,,
0.0013999746879562736,18,0.001682954840362072,5899,,,,,
,18,,5927,0.7294999957084656,0.7335000038146973,,,
,18,,5927,,,0.7512519955635071,0.7449919581413269,0.8294000029563904
0.0011299552861601114,19,0.001510044327005744,5949,,,,,
0.0028249146416783333,19,0.00256409146822989,5999,,,,,
0.001244372222572565,19,0.0017206284683197737,6049,,,,,
0.0013997324276715517,19,0.0018490671645849943,6099,,,,,
0.0014182579470798373,19,0.0016348216449841857,6149,,,,,
0.0023777461610734463,19,0.0025296062231063843,6199,,,,,
,19,,6239,0.7404000163078308,0.7250999808311462,,,
,19,,6239,,,0.7521033883094788,0.7515023946762085,0.8475000262260437
0.054983463138341904,20,0.0569109171628952,6249,,,,,
0.08930668234825134,20,0.08484730124473572,6299,,,,,
0.09625659137964249,20,0.09751226007938385,6349,,,,,
0.08880314975976944,20,0.0790751576423645,6399,,,,,
0.13038061559200287,20,0.12608113884925842,6449,,,,,
0.08689191937446594,20,0.08292452245950699,6499,,,,,
0.10299792140722275,20,0.09950745850801468,6549,,,,,
,20,,6551,0.6096000075340271,0.6413999795913696,,,
,20,,6551,,,0.6301332116127014,0.6281300187110901,0.6776000261306763
0.10446702688932419,21,0.09991198033094406,6599,,,,,
0.10280483216047287,21,0.10823780298233032,6649,,,,,
0.07461626827716827,21,0.07921326160430908,6699,,,,,
0.10850970447063446,21,0.10767482221126556,6749,,,,,
0.08072657138109207,21,0.08017878234386444,6799,,,,,
0.09323500841856003,21,0.09555258601903915,6849,,,,,
,21,,6863,0.684499979019165,0.6844000220298767,,,
,21,,6863,,,0.6683944463729858,0.6782602071762085,0.785099983215332
0.08229248970746994,22,0.08346282690763474,6899,,,,,
0.0901876911520958,22,0.08222812414169312,6949,,,,,
0.1093374565243721,22,0.10492589324712753,6999,,,,,
0.1636907011270523,22,0.15069909393787384,7049,,,,,
0.11052566766738892,22,0.09922849386930466,7099,,,,,
0.15057991445064545,22,0.15038326382637024,7149,,,,,
,22,,7175,0.661899983882904,0.6965000033378601,,,
,22,,7175,,,0.6870743036270142,0.6881760954856873,0.7476000189781189
0.09782513231039047,23,0.09596823900938034,7199,,,,,
0.12811043858528137,23,0.12034273147583008,7249,,,,,
0.12878519296646118,23,0.12527616322040558,7299,,,,,
0.12515968084335327,23,0.13002240657806396,7349,,,,,
0.13371902704238892,23,0.13602836430072784,7399,,,,,
0.12437327206134796,23,0.1211419403553009,7449,,,,,
,23,,7487,0.6510999798774719,0.6765000224113464,,,
,23,,7487,,,0.7022987008094788,0.7020983695983887,0.7271000146865845
0.0960230752825737,24,0.10239312052726746,7499,,,,,
0.15777498483657837,24,0.1643497496843338,7549,,,,,
0.12450377643108368,24,0.1258855015039444,7599,,,,,
0.10068680346012115,24,0.0968719944357872,7649,,,,,
0.12058258056640625,24,0.11904988437891006,7699,,,,,
0.133404940366745,24,0.11710420250892639,7749,,,,,
0.13522037863731384,24,0.12761658430099487,7799,,,,,
,24,,7799,0.6934000253677368,0.7106999754905701,,,
,24,,7799,,,0.7048277258872986,0.7043018937110901,0.781499981880188
0.2530936002731323,25,0.2338169366121292,7849,,,,,
0.16510528326034546,25,0.1711687445640564,7899,,,,,
0.13980546593666077,25,0.12285447865724564,7949,,,,,
0.10349186509847641,25,0.10300644487142563,7999,,,,,
0.13762624561786652,25,0.12717872858047485,8049,,,,,
0.18551509082317352,25,0.21397104859352112,8099,,,,,
,25,,8111,0.6622999906539917,0.689300000667572,,,
,25,,8111,,,0.7126402258872986,0.7134915590286255,0.7491999864578247
0.1363741159439087,26,0.13721393048763275,8149,,,,,
0.12808001041412354,26,0.14420360326766968,8199,,,,,
0.10647357255220413,26,0.10575766116380692,8249,,,,,
0.1905982494354248,26,0.16718348860740662,8299,,,,,
0.15952591598033905,26,0.14560574293136597,8349,,,,,
0.12642577290534973,26,0.12488878518342972,8399,,,,,
,26,,8423,0.701200008392334,0.7102000117301941,,,
,26,,8423,,,0.7159455418586731,0.7143679857254028,0.7957000136375427
0.15926383435726166,27,0.15816381573677063,8449,,,,,
0.11682011187076569,27,0.11139104515314102,8499,,,,,
0.14394791424274445,27,0.1314437985420227,8549,,,,,
0.13270172476768494,27,0.14311078190803528,8599,,,,,
0.12520022690296173,27,0.13056328892707825,8649,,,,,
0.13464879989624023,27,0.14033791422843933,8699,,,,,
,27,,8735,0.7272999882698059,0.7141000032424927,,,
,27,,8735,,,0.7217297554016113,0.7228565812110901,0.824400007724762
0.1258632093667984,28,0.135630264878273,8749,,,,,
0.13138294219970703,28,0.1266934722661972,8799,,,,,
0.1721085011959076,28,0.18376314640045166,8849,,,,,
0.14680619537830353,28,0.14122438430786133,8899,,,,,
0.12724842131137848,28,0.1259821355342865,8949,,,,,
0.10317174345254898,28,0.10605163872241974,8999,,,,,
,28,,9047,0.7192000150680542,0.7017999887466431,,,
,28,,9047,,,0.7207531929016113,0.7254106402397156,0.8183000087738037
0.14701859652996063,29,0.13496780395507812,9049,,,,,
0.1447376012802124,29,0.14313136041164398,9099,,,,,
0.11083872616291046,29,0.11013689637184143,9149,,,,,
0.14640945196151733,29,0.1372549831867218,9199,,,,,
0.1646738052368164,29,0.16648223996162415,9249,,,,,
0.16251212358474731,29,0.16183097660541534,9299,,,,,
0.21566252410411835,29,0.18335263431072235,9349,,,,,
,29,,9359,0.7206000089645386,0.7161999940872192,,,
,29,,9359,,,0.7335487008094788,0.7326222062110901,0.823199987411499
0.1799265742301941,30,0.16250047087669373,9399,,,,,
0.3541761636734009,30,0.3301903009414673,9449,,,,,
0.17486420273780823,30,0.1787724792957306,9499,,,,,
0.11212652921676636,30,0.10904880613088608,9549,,,,,
0.13947610557079315,30,0.12774722278118134,9599,,,,,
0.2304781824350357,30,0.2642945647239685,9649,,,,,
,30,,9671,0.7189000248908997,0.7196000218391418,,,
,30,,9671,,,0.7301933169364929,0.7319461107254028,0.8156999945640564
0.20511123538017273,31,0.24467100203037262,9699,,,,,
0.25320732593536377,31,0.2705075144767761,9749,,,,,
0.1549958884716034,31,0.16556712985038757,9799,,,,,
0.2038041651248932,31,0.2066972255706787,9849,,,,,
0.24377556145191193,31,0.25799471139907837,9899,,,,,
0.12432275712490082,31,0.1265149861574173,9949,,,,,
,31,,9983,0.7279000282287598,0.7268000245094299,,,
,31,,9983,,,0.7351762652397156,0.7378555536270142,0.8295000195503235
0.14244374632835388,32,0.1373520791530609,9999,,,,,
0.17751704156398773,32,0.18386736512184143,10049,,,,,
0.15665899217128754,32,0.14799661934375763,10099,,,,,
0.2050407975912094,32,0.1911044418811798,10149,,,,,
0.16948072612285614,32,0.17471419274806976,10199,,,,,
0.12090200930833817,32,0.11457565426826477,10249,,,,,
,32,,10295,0.7303000092506409,0.7339000105857849,,,
,32,,10295,,,0.7392828464508057,0.7384064793586731,0.8420000076293945
0.12704947590827942,33,0.12769116461277008,10299,,,,,
0.40235376358032227,33,0.4289500415325165,10349,,,,,
0.2694718837738037,33,0.23154686391353607,10399,,,,,
0.13592830300331116,33,0.13950489461421967,10449,,,,,
0.16484631597995758,33,0.1580725610256195,10499,,,,,
0.18083690106868744,33,0.18138441443443298,10549,,,,,
0.1505279392004013,33,0.13692224025726318,10599,,,,,
,33,,10607,0.7095999717712402,0.7197999954223633,,,
,33,,10607,,,0.738206148147583,0.7396083474159241,0.8105999827384949
0.1691851019859314,34,0.17865601181983948,10649,,,,,
0.14420445263385773,34,0.14792554080486298,10699,,,,,
0.24271249771118164,34,0.22475989162921906,10749,,,,,
0.1487240493297577,34,0.14553216099739075,10799,,,,,
0.1795026659965515,34,0.17156866192817688,10849,,,,,
0.2831045985221863,34,0.383639931678772,10899,,,,,
,34,,10919,0.7214000225067139,0.7365000247955322,,,
,34,,10919,,,0.7423127293586731,0.743088960647583,0.8264999985694885
0.2571130394935608,35,0.27942368388175964,10949,,,,,
0.11519205570220947,35,0.10896621644496918,10999,,,,,
0.2341812402009964,35,0.21254697442054749,11049,,,,,
0.13366417586803436,35,0.1233135461807251,11099,,,,,
0.30260011553764343,35,0.3022158741950989,11149,,,,,
0.19290126860141754,35,0.2249411642551422,11199,,,,,
,35,,11231,0.7414000034332275,0.7282000184059143,,,
,35,,11231,,,0.7457181215286255,0.7474459409713745,0.8486999869346619
0.2627626657485962,36,0.26535549759864807,11249,,,,,
0.12730838358402252,36,0.14093542098999023,11299,,,,,
0.26934486627578735,36,0.31772398948669434,11349,,,,,
0.210276797413826,36,0.23738554120063782,11399,,,,,
0.13661067187786102,36,0.12985070049762726,11449,,,,,
0.1863781213760376,36,0.1808965802192688,11499,,,,,
,36,,11543,0.733299970626831,0.7202000021934509,,,
,36,,11543,,,0.7485226392745972,0.7489984035491943,0.8398000001907349
0.17366211116313934,37,0.16449397802352905,11549,,,,,
0.1895153820514679,37,0.17397339642047882,11599,,,,,
0.250789612531662,37,0.2700479030609131,11649,,,,,
0.1450127810239792,37,0.1355125606060028,11699,,,,,
0.11361168324947357,37,0.11404170840978622,11749,,,,,
0.1959315538406372,37,0.21273446083068848,11799,,,,,
0.1656659096479416,37,0.1789328157901764,11849,,,,,
,37,,11855,0.7332000136375427,0.734499990940094,,,
,37,,11855,,,0.7451672554016113,0.7473707795143127,0.8338000178337097
0.18962028622627258,38,0.22443096339702606,11899,,,,,
0.175756573677063,38,0.18067505955696106,11949,,,,,
0.27520233392715454,38,0.30613580346107483,11999,,,,,
0.206546351313591,38,0.18725979328155518,12049,,,,,
0.245895653963089,38,0.26163604855537415,12099,,,,,
0.2376880943775177,38,0.21259425580501556,12149,,,,,
,38,,12167,0.7447999715805054,0.737500011920929,,,
,38,,12167,,,0.7507261633872986,0.7486729025840759,0.8482000231742859
0.24939049780368805,39,0.24420352280139923,12199,,,,,
0.18296994268894196,39,0.16231364011764526,12249,,,,,
0.142078697681427,39,0.1417960375547409,12299,,,,,
0.13779650628566742,39,0.13778705894947052,12349,,,,,
0.17774276435375214,39,0.18148115277290344,12399,,,,,
0.25328773260116577,39,0.24702975153923035,12449,,,,,
,39,,12479,0.7348999977111816,0.7311000227928162,,,
,39,,12479,,,0.7513270974159241,0.7532051205635071,0.8342000246047974
0.25840991735458374,40,0.23781712353229523,12499,,,,,
0.17384323477745056,40,0.17675475776195526,12549,,,,,
0.1660369485616684,40,0.15927979350090027,12599,,,,,
0.1905261129140854,40,0.21237431466579437,12649,,,,,
0.3095356822013855,40,0.33837196230888367,12699,,,,,
0.21435721218585968,40,0.2001132220029831,12749,,,,,
,40,,12791,0.7422000169754028,0.7324000000953674,,,
,40,,12791,,,0.7534805536270142,0.7525039911270142,0.8457000255584717
0.3055451512336731,41,0.27042025327682495,12799,,,,,
0.2580513060092926,41,0.2270227074623108,12849,,,,,
0.10457910597324371,41,0.1173844113945961,12899,,,,,
0.15581071376800537,41,0.18768897652626038,12949,,,,,
0.16061456501483917,41,0.16549590229988098,12999,,,,,
0.1726038008928299,41,0.20043174922466278,13049,,,,,
0.24464501440525055,41,0.20624591410160065,13099,,,,,
,41,,13103,0.728600025177002,0.7379000186920166,,,
,41,,13103,,,0.7574869990348816,0.7579377293586731,0.8360999822616577
0.51846843957901,42,0.46416494250297546,13149,,,,,
0.14644336700439453,42,0.1462889313697815,13199,,,,,
0.3519236743450165,42,0.30602535605430603,13249,,,,,
0.1957305669784546,42,0.1774650514125824,13299,,,,,
0.22319810092449188,42,0.24566003680229187,13349,,,,,
0.12783938646316528,42,0.16017380356788635,13399,,,,,
,42,,13415,0.7416999936103821,0.7332000136375427,,,
,42,,13415,,,0.7549829483032227,0.7530549168586731,0.8535000085830688
0.22846554219722748,43,0.2555959224700928,13449,,,,,
0.18032638728618622,43,0.18185676634311676,13499,,,,,
0.24534602463245392,43,0.2558210790157318,13549,,,,,
0.13692349195480347,43,0.1262098103761673,13599,,,,,
0.25009992718696594,43,0.19969570636749268,13649,,,,,
0.19691362977027893,43,0.2172573059797287,13699,,,,,
,43,,13727,0.7376000285148621,0.7378000020980835,,,
,43,,13727,,,0.7468699812889099,0.7481470108032227,0.849399983882904
0.19736741483211517,44,0.2206439971923828,13749,,,,,
0.21566103398799896,44,0.20632627606391907,13799,,,,,
0.20123496651649475,44,0.20646308362483978,13849,,,,,
0.1915203481912613,44,0.18819792568683624,13899,,,,,
0.22282958030700684,44,0.2358970195055008,13949,,,,,
0.1741868257522583,44,0.16310681402683258,13999,,,,,
,44,,14039,0.737500011920929,0.739799976348877,,,
,44,,14039,,,0.7554837465286255,0.7563351392745972,0.8414999842643738
0.20791403949260712,45,0.16623081266880035,14049,,,,,
0.18689578771591187,45,0.18990172445774078,14099,,,,,
0.21041448414325714,45,0.22613388299942017,14149,,,,,
0.1690709888935089,45,0.1494036465883255,14199,,,,,
0.24297088384628296,45,0.2583562135696411,14249,,,,,
0.2320527285337448,45,0.2283775508403778,14299,,,,,
0.2222457230091095,45,0.2175498753786087,14349,,,,,
,45,,14351,0.7369999885559082,0.7303000092506409,,,
,45,,14351,,,0.7584885954856873,0.7615184187889099,0.8460000157356262
0.24708017706871033,46,0.254555344581604,14399,,,,,
0.2629205286502838,46,0.3084617257118225,14449,,,,,
0.17636631429195404,46,0.16900724172592163,14499,,,,,
0.17693200707435608,46,0.19773676991462708,14549,,,,,
0.26849257946014404,46,0.2619971036911011,14599,,,,,
0.33486315608024597,46,0.33618292212486267,14649,,,,,
,46,,14663,0.7462999820709229,0.7347999811172485,,,
,46,,14663,,,0.7632461786270142,0.7615184187889099,0.8537999987602234
0.21090297400951385,47,0.1949617713689804,14699,,,,,
0.1615813672542572,47,0.16234862804412842,14749,,,,,
0.1688694804906845,47,0.17561012506484985,14799,,,,,
0.238419771194458,47,0.24941205978393555,14849,,,,,
0.16288644075393677,47,0.17606507241725922,14899,,,,,
0.22752311825752258,47,0.22619666159152985,14949,,,,,
,47,,14975,0.7249000072479248,0.7307000160217285,,,
,47,,14975,,,0.7602163553237915,0.7623196840286255,0.8313000202178955
0.16738024353981018,48,0.17807762324810028,14999,,,,,
0.27209487557411194,48,0.2927086055278778,15049,,,,,
0.35435009002685547,48,0.33957815170288086,15099,,,,,
0.3256615698337555,48,0.3480062484741211,15149,,,,,
0.21329860389232635,48,0.21796965599060059,15199,,,,,
0.1947072595357895,48,0.1942640095949173,15249,,,,,
,48,,15287,0.7475000023841858,0.745199978351593,,,
,48,,15287,,,0.7639973759651184,0.763746976852417,0.8604000210762024
0.19622619450092316,49,0.16830165684223175,15299,,,,,
0.14297758042812347,49,0.1407720148563385,15349,,,,,
0.17215120792388916,49,0.15793868899345398,15399,,,,,
0.1697964370250702,49,0.16846665740013123,15449,,,,,
0.1629844605922699,49,0.16227716207504272,15499,,,,,
0.24108628928661346,49,0.2357609122991562,15549,,,,,
0.2513653337955475,49,0.25192731618881226,15599,,,,,
,49,,15599,0.7419000267982483,0.7476999759674072,,,
,49,,15599,,,0.7687550187110901,0.7658253312110901,0.8468999862670898
0.143368661403656,50,0.16027949750423431,15649,,,,,
0.17501837015151978,50,0.1660996675491333,15699,,,,,
0.09871005266904831,50,0.102719746530056,15749,,,,,
0.18296374380588531,50,0.18989336490631104,15799,,,,,
0.17854316532611847,50,0.1972682923078537,15849,,,,,
0.17531295120716095,50,0.20392382144927979,15899,,,,,
,50,,15911,0.7364000082015991,0.7401000261306763,,,
,50,,15911,,,0.7661758661270142,0.7485727071762085,0.8460999727249146
0.18402099609375,51,0.15449340641498566,15949,,,,,
0.1614912450313568,51,0.17359676957130432,15999,,,,,
0.26422929763793945,51,0.31855309009552,16049,,,,,
0.1647101640701294,51,0.1699376404285431,16099,,,,,
0.22484904527664185,51,0.2275746613740921,16149,,,,,
0.1693953573703766,51,0.19906896352767944,16199,,,,,
,51,,16223,0.7411999702453613,0.736299991607666,,,
,51,,16223,,,0.7688301205635071,0.7653746008872986,0.8482000231742859
0.15980485081672668,52,0.14900241792201996,16249,,,,,
0.16447308659553528,52,0.17098841071128845,16299,,,,,
0.19558465480804443,52,0.18833912909030914,16349,,,,,
0.1349734514951706,52,0.15763191878795624,16399,,,,,
0.16268357634544373,52,0.17670807242393494,16449,,,,,
0.2735343873500824,52,0.22715052962303162,16499,,,,,
,52,,16535,0.7455999851226807,0.7418000102043152,,,
,52,,16535,,,0.7660006284713745,0.7592648267745972,0.8574000000953674
0.19414229691028595,53,0.22827386856079102,16549,,,,,
0.23568858206272125,53,0.2594490051269531,16599,,,,,
0.24992811679840088,53,0.2468494474887848,16649,,,,,
0.16608110070228577,53,0.14705152809619904,16699,,,,,
0.21697893738746643,53,0.2080920934677124,16749,,,,,
0.5358197689056396,53,0.41440051794052124,16799,,,,,
,53,,16847,0.7454000115394592,0.7497000098228455,,,
,53,,16847,,,0.767653226852417,0.7677784562110901,0.857200026512146
0.1698298305273056,54,0.16907313466072083,16849,,,,,
0.21044819056987762,54,0.20080390572547913,16899,,,,,
0.1277250349521637,54,0.12618453800678253,16949,,,,,
0.2906460762023926,54,0.30382806062698364,16999,,,,,
0.20716126263141632,54,0.19000916182994843,17049,,,,,
0.2509881258010864,54,0.21114154160022736,17099,,,,,
0.2862565517425537,54,0.2845035791397095,17149,,,,,
,54,,17159,0.7475000023841858,0.7483999729156494,,,
,54,,17159,,,0.7670522928237915,0.7682041525840759,0.8621000051498413
0.23201289772987366,55,0.23653313517570496,17199,,,,,
0.18993927538394928,55,0.20785784721374512,17249,,,,,
0.15113578736782074,55,0.137250155210495,17299,,,,,
0.1918308287858963,55,0.21494820713996887,17349,,,,,
0.24849916994571686,55,0.2558527886867523,17399,,,,,
0.227082759141922,55,0.209244042634964,17449,,,,,
,55,,17471,0.7490000128746033,0.7437000274658203,,,
,55,,17471,,,0.7721604704856873,0.7693809866905212,0.8626000285148621
0.14047366380691528,56,0.15388223528862,17499,,,,,
0.1749292016029358,56,0.17942968010902405,17549,,,,,
0.25890713930130005,56,0.24910587072372437,17599,,,,,
0.3375488817691803,56,0.42435547709465027,17649,,,,,
0.4255562722682953,56,0.3690462112426758,17699,,,,,
0.2543550133705139,56,0.2612638771533966,17749,,,,,
,56,,17783,0.7451000213623047,0.7472000122070312,,,
,56,,17783,,,0.7709084749221802,0.771559476852417,0.8578000068664551
0.23614469170570374,57,0.27332034707069397,17799,,,,,
0.21262145042419434,57,0.1933748871088028,17849,,,,,
0.2500486373901367,57,0.2728610932826996,17899,,,,,
0.284139484167099,57,0.26360273361206055,17949,,,,,
0.2050941437482834,57,0.21837525069713593,17999,,,,,
0.23481732606887817,57,0.20719747245311737,18049,,,,,
,57,,18095,0.7483999729156494,0.7490000128746033,,,
,57,,18095,,,0.7723106741905212,0.7736127972602844,0.8611000180244446
0.1445450484752655,58,0.17889294028282166,18099,,,,,
0.2502661943435669,58,0.24414825439453125,18149,,,,,
0.16376852989196777,58,0.15918298065662384,18199,,,,,
