step,epoch,train_loss,train_acc,test_acc
49,0,2.9311294555664062,,
99,0,2.8077383041381836,,
149,0,2.563434362411499,,
199,0,2.3549020290374756,,
249,0,2.340186595916748,,
299,0,2.496981382369995,,
349,0,2.153355360031128,,
389,0,,0.15314503014087677,0.22579999268054962
399,1,2.3001956939697266,,
449,1,2.2690815925598145,,
499,1,2.439967393875122,,
549,1,2.068861246109009,,
599,1,2.128596782684326,,
649,1,2.2336251735687256,,
699,1,2.04641056060791,,
749,1,2.4742271900177,,
779,1,,0.2449919879436493,0.13230000436306
799,2,2.334289073944092,,
849,2,2.110623836517334,,
899,2,2.3767759799957275,,
949,2,2.100402355194092,,
999,2,1.9793859720230103,,
1049,2,2.095647096633911,,
1099,2,2.0617220401763916,,
1149,2,2.120044231414795,,
1169,2,,0.2516426146030426,0.3343999981880188
1199,3,2.1054883003234863,,
1249,3,2.0088396072387695,,
1299,3,1.828697919845581,,
1349,3,1.8333567380905151,,
1399,3,1.7281900644302368,,
1449,3,1.890703797340393,,
1499,3,1.87261164188385,,
1549,3,1.5901494026184082,,
1559,3,,0.3275240361690521,0.41269999742507935
1599,4,1.7320361137390137,,
1649,4,1.6960272789001465,,
1699,4,1.8195164203643799,,
1749,4,1.539647102355957,,
1799,4,1.650741457939148,,
1849,4,1.7616276741027832,,
1899,4,1.411772608757019,,
1949,4,1.5983366966247559,,
1949,4,,0.39991986751556396,0.429500013589859
1999,5,1.6051020622253418,,
2049,5,1.6017999649047852,,
2099,5,1.4877427816390991,,
2149,5,1.6390334367752075,,
2199,5,1.5666053295135498,,
2249,5,1.5518766641616821,,
2299,5,1.408513069152832,,
2339,5,,0.4572315812110901,0.5396999716758728
2349,6,1.4847296476364136,,
2399,6,1.3383774757385254,,
2449,6,1.5455964803695679,,
2499,6,1.3877062797546387,,
2549,6,1.2920730113983154,,
2599,6,1.5861225128173828,,
2649,6,1.436427116394043,,
2699,6,1.3919564485549927,,
2729,6,,0.510236382484436,0.5814999938011169
2749,7,1.3230674266815186,,
2799,7,1.2642226219177246,,
2849,7,1.535953402519226,,
2899,7,1.24178147315979,,
2949,7,1.1014058589935303,,
2999,7,1.4585036039352417,,
3049,7,1.4982714653015137,,
3099,7,1.3115801811218262,,
3119,7,,0.5521233677864075,0.609000027179718
3149,8,1.2922407388687134,,
3199,8,1.4901317358016968,,
3249,8,1.3621621131896973,,
3299,8,1.32852303981781,,
3349,8,1.4249577522277832,,
3399,8,1.081772804260254,,
3449,8,1.3689016103744507,,
3499,8,1.3574453592300415,,
3509,8,,0.5816907286643982,0.6478000283241272
3549,9,1.1706889867782593,,
3599,9,1.206881046295166,,
3649,9,1.2288000583648682,,
3699,9,1.321467638015747,,
3749,9,1.2400486469268799,,
3799,9,1.2602676153182983,,
3849,9,1.2815834283828735,,
3899,9,1.0898151397705078,,
3899,9,,0.6115785241127014,0.6385999917984009
3949,10,0.9547674655914307,,
3999,10,1.3969745635986328,,
4049,10,1.2837376594543457,,
4099,10,1.192564606666565,,
4149,10,1.1919769048690796,,
4199,10,1.2402431964874268,,
4249,10,1.1240473985671997,,
