train_loss,epoch,step,val_acc,val_loss,test_acc,train_acc
2.3268673419952393,0,49,,,,
2.1222691535949707,0,99,,,,
2.084808826446533,0,149,,,,
1.9381444454193115,0,199,,,,
1.9032648801803589,0,249,,,,
1.885581135749817,0,299,,,,
,0,311,0.2888000011444092,1.9025800228118896,,
,0,311,,,0.3192000091075897,0.20352564752101898
1.8205195665359497,1,349,,,,
1.8126963376998901,1,399,,,,
1.8644311428070068,1,449,,,,
1.7454915046691895,1,499,,,,
1.8429440259933472,1,549,,,,
2.021883010864258,1,599,,,,
,1,623,0.36010000109672546,1.7861316204071045,,
,1,623,,,0.3959999978542328,0.3145783245563507
1.8114967346191406,2,649,,,,
1.8169101476669312,2,699,,,,
1.8949553966522217,2,749,,,,
1.691046118736267,2,799,,,,
1.6959725618362427,2,849,,,,
1.7115486860275269,2,899,,,,
,2,935,0.38989999890327454,1.7043062448501587,,
,2,935,,,0.4334000051021576,0.37254607677459717
1.7910534143447876,3,949,,,,
1.5403105020523071,3,999,,,,
1.7107572555541992,3,1049,,,,
1.4448872804641724,3,1099,,,,
1.6925773620605469,3,1149,,,,
1.7101188898086548,3,1199,,,,
,3,1247,0.4569999873638153,1.5476007461547852,,
,3,1247,,,0.5145999789237976,0.42007210850715637
1.4736042022705078,4,1249,,,,
1.7347067594528198,4,1299,,,,
1.3017010688781738,4,1349,,,,
1.4356800317764282,4,1399,,,,
1.5896674394607544,4,1449,,,,
1.7474316358566284,4,1499,,,,
1.582292914390564,4,1549,,,,
,4,1559,0.476500004529953,1.524586796760559,,
,4,1559,,,0.527899980545044,0.46875
1.544823169708252,5,1599,,,,
1.3807862997055054,5,1649,,,,
1.6740680932998657,5,1699,,,,
1.2764244079589844,5,1749,,,,
1.4520591497421265,5,1799,,,,
1.436418890953064,5,1849,,,,
,5,1871,0.5473999977111816,1.3673546314239502,,
,5,1871,,,0.6007000207901001,0.5165514945983887
1.2536040544509888,6,1899,,,,
1.4478098154067993,6,1949,,,,
1.2884514331817627,6,1999,,,,
1.3304142951965332,6,2049,,,,
1.5068550109863281,6,2099,,,,
1.17363440990448,6,2149,,,,
,6,2183,0.5169000029563904,1.4455827474594116,,
,6,2183,,,0.588699996471405,0.5519581437110901
1.3086292743682861,7,2199,,,,
1.4610639810562134,7,2249,,,,
1.222838282585144,7,2299,,,,
1.3159427642822266,7,2349,,,,
1.21396803855896,7,2399,,,,
1.420082926750183,7,2449,,,,
,7,2495,0.5867000222206116,1.2985172271728516,,
,7,2495,,,0.6495000123977661,0.5753956437110901
1.2029821872711182,8,2499,,,,
1.19306218624115,8,2549,,,,
1.2774924039840698,8,2599,,,,
1.2923016548156738,8,2649,,,,
1.123400092124939,8,2699,,,,
1.4295438528060913,8,2749,,,,
1.0710679292678833,8,2799,,,,
,8,2807,0.5924000144004822,1.2443424463272095,,
,8,2807,,,0.6640999913215637,0.5996344089508057
1.2841806411743164,9,2849,,,,
1.307228684425354,9,2899,,,,
1.1703523397445679,9,2949,,,,
1.3226054906845093,9,2999,,,,
1.1903222799301147,9,3049,,,,
1.1708604097366333,9,3099,,,,
,9,3119,0.6207000017166138,1.2076102495193481,,
,9,3119,,,0.6983000040054321,0.6190153956413269
1.2327216863632202,10,3149,,,,
1.0969291925430298,10,3199,,,,
1.1882916688919067,10,3249,,,,
1.266276478767395,10,3299,,,,
1.039128303527832,10,3349,,,,
1.2516859769821167,10,3399,,,,
,10,3431,0.6211000084877014,1.1888610124588013,,
,10,3431,,,0.6938999891281128,0.6383964419364929
1.099908709526062,11,3449,,,,
1.3305422067642212,11,3499,,,,
1.2519493103027344,11,3549,,,,
1.2935562133789062,11,3599,,,,
0.9226792454719543,11,3649,,,,
0.9858483076095581,11,3699,,,,
,11,3743,0.6337000131607056,1.166900634765625,,
,11,3743,,,0.7199000120162964,0.6556490659713745
1.034268856048584,12,3749,,,,
1.1160671710968018,12,3799,,,,
0.9253501296043396,12,3849,,,,
1.2112681865692139,12,3899,,,,
1.2379677295684814,12,3949,,,,
0.9680019617080688,12,3999,,,,
1.082741618156433,12,4049,,,,
,12,4055,0.6622999906539917,1.1066005229949951,,
,12,4055,,,0.7493000030517578,0.6654647588729858
