step,train_loss,epoch,test_acc
8969,,22,0.8655999898910522
8999,2.2089433670043945,23,
9049,1.9342732429504395,23,
9099,2.330270767211914,23,
9149,2.0273075103759766,23,
9199,2.097369909286499,23,
9249,2.0676658153533936,23,
9299,2.3397207260131836,23,
9349,2.217543601989746,23,
9359,,23,0.8669999837875366
9399,1.9471319913864136,24,
9449,2.020031690597534,24,
9499,2.390970230102539,24,
9549,2.2500953674316406,24,
9599,2.339284658432007,24,
9649,2.1548829078674316,24,
9699,2.2243661880493164,24,
9749,1.9795002937316895,24,
9749,,24,0.8708000183105469
9799,2.2856674194335938,25,
9849,2.009983777999878,25,
9899,2.238696813583374,25,
9949,2.244379758834839,25,
9999,2.3004636764526367,25,
10049,2.1301259994506836,25,
10099,2.2040882110595703,25,
10139,,25,0.8751999735832214
10149,2.2405643463134766,26,
10199,2.02156400680542,26,
10249,2.1615359783172607,26,
10299,2.28424072265625,26,
10349,2.257260322570801,26,
10399,2.2050559520721436,26,
10449,2.1680870056152344,26,
10499,2.2844715118408203,26,
10529,,26,0.8752999901771545
10549,2.160409450531006,27,
10599,2.1723389625549316,27,
10649,1.9626877307891846,27,
10699,2.105103015899658,27,
10749,1.9475476741790771,27,
10799,2.190546989440918,27,
10849,2.0249643325805664,27,
10899,2.334415912628174,27,
10919,,27,0.8779000043869019
10949,2.123910427093506,28,
10999,2.178466320037842,28,
11049,1.8017232418060303,28,
11099,1.9444169998168945,28,
11149,2.3115901947021484,28,
11199,2.0945985317230225,28,
11249,2.266737461090088,28,
11299,2.114856004714966,28,
11309,,28,0.8819000124931335
11349,2.1180453300476074,29,
11399,2.0635757446289062,29,
11449,2.2499945163726807,29,
11499,2.1282129287719727,29,
11549,1.6111376285552979,29,
11599,1.9963045120239258,29,
11649,2.050328016281128,29,
11699,2.04325532913208,29,
11699,,29,0.8859999775886536
11749,2.1152305603027344,30,
11799,2.1542909145355225,30,
11849,2.0419375896453857,30,
11899,1.8520228862762451,30,
11949,2.0850353240966797,30,
11999,2.2465624809265137,30,
12049,2.106231451034546,30,
12089,,30,0.8823999762535095
12099,2.0799946784973145,31,
12149,1.90688157081604,31,
12199,2.0387041568756104,31,
12249,2.0064949989318848,31,
12299,1.7373788356781006,31,
12349,2.1289572715759277,31,
12399,2.077590227127075,31,
12449,1.9922432899475098,31,
12479,,31,0.8914999961853027
12499,2.169491767883301,32,
12549,1.9065889120101929,32,
12599,2.044745445251465,32,
12649,2.2185022830963135,32,
12699,1.437073826789856,32,
12749,2.249359607696533,32,
12799,2.256808042526245,32,
12849,1.854933738708496,32,
12869,,32,0.8968999981880188
12899,2.2392570972442627,33,
12949,1.4819746017456055,33,
12999,1.9137556552886963,33,
13049,2.1673777103424072,33,
13099,2.1651089191436768,33,
13149,2.3023767471313477,33,
13199,2.1106696128845215,33,
13249,2.085805654525757,33,
13259,,33,0.8931999802589417
13299,1.6899802684783936,34,
13349,1.4999626874923706,34,
13399,2.1450860500335693,34,
13449,2.14926815032959,34,
13499,2.286000967025757,34,
13549,1.934677004814148,34,
13599,2.3050010204315186,34,
13649,2.2101752758026123,34,
13649,,34,0.8925999999046326
13699,2.1393561363220215,35,
13749,2.2144699096679688,35,
13799,1.998328447341919,35,
13849,2.010692834854126,35,
13899,2.1807334423065186,35,
13949,2.281416893005371,35,
13999,2.2937681674957275,35,
14039,,35,0.8950999975204468
14049,1.953819751739502,36,
14099,1.8237724304199219,36,
14149,2.150312900543213,36,
14199,2.1977853775024414,36,
14249,1.9803003072738647,36,
14299,2.021669387817383,36,
14349,2.1289870738983154,36,
14399,2.0991432666778564,36,
14429,,36,0.8982999920845032
14449,2.01507306098938,37,
14499,2.097975730895996,37,
14549,2.13566255569458,37,
14599,2.0181937217712402,37,
14649,2.217641830444336,37,
14699,2.094630718231201,37,
14749,1.9760268926620483,37,
14799,2.0697319507598877,37,
14819,,37,0.8959000110626221
14849,2.1504430770874023,38,
14899,2.144934892654419,38,
14949,2.196793794631958,38,
14999,1.9307971000671387,38,
15049,1.9807871580123901,38,
15099,2.1287500858306885,38,
15149,1.9392786026000977,38,
15199,2.2815451622009277,38,
15209,,38,0.897599995136261
15249,2.1774821281433105,39,
15299,2.175448417663574,39,
15349,2.1281118392944336,39,
15399,2.170015573501587,39,
15449,1.4757752418518066,39,
15499,1.9087321758270264,39,
15549,2.241675615310669,39,
15599,2.279062271118164,39,
15599,,39,0.891700029373169
15649,2.1567251682281494,40,
15699,2.1326475143432617,40,
15749,2.2594423294067383,40,
15799,1.7951716184616089,40,
15849,1.8744874000549316,40,
15899,1.7936341762542725,40,
15949,2.2162013053894043,40,
15989,,40,0.9014000296592712
15999,2.1947834491729736,41,
16049,2.2043375968933105,41,
16099,2.1793532371520996,41,
16149,2.023024559020996,41,
16199,1.8749847412109375,41,
16249,1.7968974113464355,41,
16299,2.250535011291504,41,
16349,2.0141360759735107,41,
16379,,41,0.901199996471405
16399,2.1178975105285645,42,
16449,2.1244800090789795,42,
16499,2.2911901473999023,42,
16549,2.1279187202453613,42,
16599,2.1775240898132324,42,
16649,2.1964163780212402,42,
16699,1.9589771032333374,42,
16749,1.8141109943389893,42,
16769,,42,0.9017999768257141
16799,2.082571029663086,43,
16849,2.051698923110962,43,
16899,2.062695026397705,43,
16949,2.1061418056488037,43,
16999,2.1213057041168213,43,
17049,1.2753543853759766,43,
17099,2.1033616065979004,43,
17149,1.9340697526931763,43,
17159,,43,0.8978999853134155
17199,2.1887762546539307,44,
17249,2.028134822845459,44,
17299,1.548459768295288,44,
17349,1.9595004320144653,44,
17399,2.0399458408355713,44,
17449,2.1540348529815674,44,
17499,1.98551344871521,44,
17549,1.8319506645202637,44,
17549,,44,0.8981999754905701
17599,2.2990994453430176,45,
17649,1.641953468322754,45,
17699,1.6633325815200806,45,
17749,1.9370065927505493,45,
17799,1.4392352104187012,45,
17849,1.676345944404602,45,
17899,1.641861915588379,45,
17939,,45,0.9046000242233276
17949,2.0899243354797363,46,
17999,1.8590049743652344,46,
18049,2.1536402702331543,46,
18099,2.1090939044952393,46,
18149,1.9983195066452026,46,
18199,1.9747226238250732,46,
18249,1.7015976905822754,46,
18299,2.105567693710327,46,
18329,,46,0.90829998254776
18349,2.163973808288574,47,
18399,1.9586418867111206,47,
18449,2.0915589332580566,47,
18499,1.82071852684021,47,
18549,1.4822068214416504,47,
18599,2.0262718200683594,47,
18649,2.0398733615875244,47,
18699,1.8618013858795166,47,
18719,,47,0.9060999751091003
18749,1.9932820796966553,48,
18799,1.5052189826965332,48,
18849,2.2132487297058105,48,
18899,2.08463716506958,48,
18949,1.614362359046936,48,
18999,2.2067320346832275,48,
19049,1.769629955291748,48,
19099,1.9383456707000732,48,
19109,,48,0.9036999940872192
19149,2.129232883453369,49,
19199,1.984828233718872,49,
19249,2.1591362953186035,49,
19299,1.4014921188354492,49,
19349,1.5880980491638184,49,
19399,2.136420726776123,49,
19449,1.9441020488739014,49,
19499,2.1548943519592285,49,
19499,,49,0.8991000056266785
19549,1.659653902053833,50,
19599,2.1597166061401367,50,
19649,2.013333320617676,50,
19699,1.9587974548339844,50,
19749,2.215855598449707,50,
19799,2.004513740539551,50,
19849,2.092327117919922,50,
19889,,50,0.9039000272750854
19899,2.0865578651428223,51,
19949,1.4614267349243164,51,
19999,2.0530006885528564,51,
20049,1.9799118041992188,51,
20099,1.9971492290496826,51,
20149,2.0531668663024902,51,
20199,2.1006550788879395,51,
20249,2.113218307495117,51,
20279,,51,0.9059000015258789
20299,1.9536057710647583,52,
20349,1.4951698780059814,52,
20399,1.9052131175994873,52,
20449,2.01666259765625,52,
20499,1.6326484680175781,52,
20549,2.1439833641052246,52,
20599,2.160841464996338,52,
20649,2.1267895698547363,52,
20669,,52,0.9065999984741211
20699,2.00907826423645,53,
20749,1.984166145324707,53,
20799,1.9094855785369873,53,
20849,2.12878680229187,53,
20899,2.071246385574341,53,
20949,1.9981263875961304,53,
20999,2.109240770339966,53,
21049,2.082334518432617,53,
21059,,53,0.9075000286102295
21099,2.060802698135376,54,
21149,2.1786904335021973,54,
21199,2.149080753326416,54,
21249,2.1338584423065186,54,
21299,1.85330069065094,54,
21349,2.1988964080810547,54,
21399,1.4951175451278687,54,
21449,1.568494200706482,54,
21449,,54,0.9020000100135803
21499,1.8828954696655273,55,
21549,2.0367226600646973,55,
21599,1.8495657444000244,55,
21649,1.737978219985962,55,
21699,1.888005256652832,55,
21749,2.209918975830078,55,
21799,1.9623973369598389,55,
21839,,55,0.9046000242233276
21849,1.6464283466339111,56,
21899,1.9487073421478271,56,
21949,2.0088207721710205,56,
21999,1.900057315826416,56,
22049,2.1205039024353027,56,
22099,1.9915920495986938,56,
22149,2.0629513263702393,56,
22199,2.0620226860046387,56,
22229,,56,0.8989999890327454
22249,1.7567927837371826,57,
22299,1.747692346572876,57,
22349,1.8644102811813354,57,
22399,2.0430986881256104,57,
22449,1.6966230869293213,57,
22499,2.0542516708374023,57,
22549,2.0295403003692627,57,
22599,1.9200372695922852,57,
22619,,57,0.9061999917030334
22649,1.8202707767486572,58,
22699,2.0943942070007324,58,
22749,2.0003745555877686,58,
22799,1.9082505702972412,58,
22849,1.123473882675171,58,
22899,1.9908337593078613,58,
22949,1.4868743419647217,58,
22999,1.734915018081665,58,
23009,,58,0.9049000144004822
23049,1.8864418268203735,59,
23099,2.0361011028289795,59,
23149,2.140021562576294,59,
23199,1.9852906465530396,59,
23249,1.9128749370574951,59,
23299,1.9504793882369995,59,
23349,1.698110580444336,59,
23399,1.9402878284454346,59,
23399,,59,0.9107999801635742
23449,1.8865946531295776,60,
23499,1.8716130256652832,60,
23549,1.9467628002166748,60,
23599,1.725994348526001,60,
23649,1.9860689640045166,60,
23699,2.1662585735321045,60,
23749,1.9500672817230225,60,
23789,,60,0.9034000039100647
23799,1.839324712753296,61,
23849,1.986901879310608,61,
23899,1.7678896188735962,61,
23949,1.9845929145812988,61,
23999,2.1570794582366943,61,
24049,2.078900098800659,61,
24099,1.9274555444717407,61,
24149,2.099630355834961,61,
24179,,61,0.9079999923706055
24199,2.093015670776367,62,
24249,1.5990989208221436,62,
24299,2.0573830604553223,62,
24349,1.9429380893707275,62,
24399,1.8930050134658813,62,
24449,1.741508960723877,62,
24499,2.11440110206604,62,
24549,1.495795726776123,62,
24569,,62,0.9038000106811523
24599,1.9404585361480713,63,
24649,2.0917656421661377,63,
24699,2.0239272117614746,63,
24749,2.070216178894043,63,
24799,1.8746159076690674,63,
24849,1.856887936592102,63,
24899,2.118241548538208,63,
24949,2.081303119659424,63,
24959,,63,0.9042999744415283
24999,2.0194079875946045,64,
25049,2.04768705368042,64,
25099,1.9425947666168213,64,
25149,1.8669252395629883,64,
25199,1.7492711544036865,64,
25249,1.7462624311447144,64,
25299,1.9135713577270508,64,
25349,2.0704116821289062,64,
25349,,64,0.9052000045776367
25399,1.452226996421814,65,
25449,1.9508616924285889,65,
25499,1.695166826248169,65,
25549,2.049827814102173,65,
25599,1.9781851768493652,65,
25649,1.8494296073913574,65,
25699,2.010462760925293,65,
25739,,65,0.9035000205039978
25749,2.0542984008789062,66,
25799,2.1093592643737793,66,
25849,1.934276819229126,66,
25899,1.9742900133132935,66,
25949,1.9822043180465698,66,
25999,2.0425262451171875,66,
26049,2.072281837463379,66,
26099,2.059798240661621,66,
26129,,66,0.9038000106811523
26149,1.9832561016082764,67,
26199,1.9014768600463867,67,
26249,2.0639843940734863,67,
26299,2.0849533081054688,67,
26349,1.4870648384094238,67,
26399,1.9746862649917603,67,
26449,1.8636038303375244,67,
26499,2.116708517074585,67,
26519,,67,0.9042999744415283
26549,1.7382357120513916,68,
26599,2.0014846324920654,68,
26649,1.940574049949646,68,
26699,1.6309438943862915,68,
26749,2.022505760192871,68,
26799,2.026226043701172,68,
26849,1.831899642944336,68,
26899,1.9468659162521362,68,
26909,,68,0.9028000235557556
26949,1.9631993770599365,69,
26999,1.9247207641601562,69,
27049,2.0730321407318115,69,
27099,1.7169482707977295,69,
27149,2.0649454593658447,69,
27199,1.8778440952301025,69,
27249,2.062481641769409,69,
27299,2.208926200866699,69,
27299,,69,0.9016000032424927
27349,1.9034528732299805,70,
27399,2.047318696975708,70,
27449,1.73494553565979,70,
27499,2.05069899559021,70,
27549,2.151209831237793,70,
27599,1.7713046073913574,70,
27649,2.170299530029297,70,
27689,,70,0.9052000045776367
27699,1.9853520393371582,71,
27749,1.5912525653839111,71,
27799,1.6447153091430664,71,
27849,1.9919248819351196,71,
27899,2.0026237964630127,71,
27949,2.0111560821533203,71,
27999,1.7919223308563232,71,
28049,1.803065299987793,71,
28079,,71,0.901199996471405
28099,1.9406356811523438,72,
28149,1.974138855934143,72,
28199,1.8129963874816895,72,
28249,1.9409360885620117,72,
28299,2.022825241088867,72,
28349,1.9418351650238037,72,
28399,1.9089899063110352,72,
28449,1.6177668571472168,72,
28469,,72,0.8931999802589417
28499,1.9709819555282593,73,
28549,2.089477777481079,73,
28599,2.077294111251831,73,
28649,2.09606671333313,73,
28699,1.7678892612457275,73,
28749,2.063952684402466,73,
28799,2.0855016708374023,73,
28849,1.6588759422302246,73,
28859,,73,0.8917999863624573
28899,1.610127329826355,74,
28949,2.045738697052002,74,
28999,2.0313868522644043,74,
29049,2.0497982501983643,74,
29099,1.809139609336853,74,
29149,2.173027276992798,74,
29199,2.0504379272460938,74,
29249,1.8913547992706299,74,
29249,,74,0.909600019454956
29299,1.939432144165039,75,
29349,1.7337818145751953,75,
29399,1.8791474103927612,75,
29449,1.978172779083252,75,
29499,1.794621229171753,75,
29549,1.6678656339645386,75,
29599,1.6877222061157227,75,
29639,,75,0.9077000021934509
29649,1.9979255199432373,76,
29699,1.8576300144195557,76,
29749,1.8278722763061523,76,
29799,1.8817975521087646,76,
29849,2.105247974395752,76,
29899,1.744040846824646,76,
29949,1.8606356382369995,76,
29999,2.054842472076416,76,
30029,,76,0.9121000170707703
30049,2.172311305999756,77,
30099,2.190004348754883,77,
30149,1.8034515380859375,77,
30199,2.062864065170288,77,
30249,2.0062665939331055,77,
30299,1.8349164724349976,77,
30349,2.0043442249298096,77,
30399,1.7601897716522217,77,
30419,,77,0.9023000001907349
30449,2.006925582885742,78,
30499,1.759735345840454,78,
30549,2.0518102645874023,78,
30599,1.996980905532837,78,
30649,2.0277178287506104,78,
30699,1.9530826807022095,78,
30749,2.0630080699920654,78,
30799,2.120851993560791,78,
30809,,78,0.9075000286102295
30849,1.6367173194885254,79,
30899,1.8496029376983643,79,
30949,2.200112819671631,79,
30999,2.054987907409668,79,
31049,1.9071533679962158,79,
31099,2.041632652282715,79,
31149,1.7481677532196045,79,
31199,1.7897686958312988,79,
31199,,79,0.9093000292778015
31249,1.6979819536209106,80,
31299,1.9833498001098633,80,
31349,2.1056299209594727,80,
31399,1.864389419555664,80,
31449,1.969250202178955,80,
31499,1.9874517917633057,80,
31549,1.7790858745574951,80,
31589,,80,0.9106000065803528
31599,2.1629064083099365,81,
31649,1.4198906421661377,81,
31699,1.6729099750518799,81,
31749,1.947377324104309,81,
31799,1.834174394607544,81,
31849,1.9013609886169434,81,
31899,1.8320801258087158,81,
31949,1.9836535453796387,81,
31979,,81,0.9100000262260437
31999,1.8012721538543701,82,
32049,1.8959240913391113,82,
32099,2.0441770553588867,82,
32149,1.9966797828674316,82,
32199,1.2563414573669434,82,
32249,2.0914180278778076,82,
32299,2.0661144256591797,82,
32349,1.950373649597168,82,
32369,,82,0.9036999940872192
32399,2.014000415802002,83,
32449,1.9579402208328247,83,
32499,1.901179552078247,83,
32549,1.971996545791626,83,
32599,1.953178882598877,83,
32649,1.895321011543274,83,
32699,1.707074522972107,83,
32749,2.0337939262390137,83,
32759,,83,0.910099983215332
32799,2.0470595359802246,84,
32849,2.2430667877197266,84,
32899,1.7378590106964111,84,
32949,2.119847297668457,84,
32999,1.8720848560333252,84,
33049,1.6020123958587646,84,
33099,2.024740695953369,84,
33149,1.956531047821045,84,
33149,,84,0.9114000201225281
33199,1.1172953844070435,85,
33249,1.5768375396728516,85,
33299,2.1311872005462646,85,
33349,1.8895312547683716,85,
33399,1.6788356304168701,85,
33449,1.9667878150939941,85,
33499,1.9694373607635498,85,
33539,,85,0.9110999703407288
33549,1.7027822732925415,86,
33599,1.558631181716919,86,
33649,2.0230164527893066,86,
33699,1.985011100769043,86,
33749,1.9147145748138428,86,
33799,1.9324910640716553,86,
33849,2.001870632171631,86,
33899,2.0702598094940186,86,
33929,,86,0.910099983215332
33949,2.045311212539673,87,
33999,1.788757562637329,87,
34049,1.8854734897613525,87,
34099,2.0972814559936523,87,
34149,1.5512199401855469,87,
34199,1.504852056503296,87,
34249,1.5792977809906006,87,
34299,2.0252861976623535,87,
34319,,87,0.9114000201225281
34349,2.0096840858459473,88,
34399,1.8370420932769775,88,
34449,1.9192473888397217,88,
34499,1.8126300573349,88,
34549,2.085391044616699,88,
34599,1.5864059925079346,88,
34649,1.9353632926940918,88,
34699,1.8789737224578857,88,
34709,,88,0.9114999771118164
34749,2.0477945804595947,89,
34799,1.7922375202178955,89,
34849,1.9889440536499023,89,
34899,1.9054151773452759,89,
34949,1.8784977197647095,89,
34999,1.4571304321289062,89,
35049,1.836435317993164,89,
35099,1.796443223953247,89,
35099,,89,0.9078999757766724
35149,1.9703971147537231,90,
35199,1.8794766664505005,90,
35249,1.9352643489837646,90,
35299,1.2224681377410889,90,
35349,1.982344150543213,90,
35399,1.9184465408325195,90,
35449,1.9023033380508423,90,
35489,,90,0.9039000272750854
35499,2.121476650238037,91,
35549,2.0015342235565186,91,
35599,2.0074691772460938,91,
35649,1.4895355701446533,91,
35699,1.6809519529342651,91,
35749,1.8921960592269897,91,
35799,2.054063320159912,91,
35849,2.0984749794006348,91,
35879,,91,0.9047999978065491
35899,1.988616943359375,92,
35949,1.8885517120361328,92,
35999,2.0577893257141113,92,
36049,1.5304718017578125,92,
36099,2.070403575897217,92,
36149,1.9509203433990479,92,
36199,2.0433080196380615,92,
36249,1.724501609802246,92,
36269,,92,0.9154000282287598
36299,2.099782943725586,93,
36349,1.5181736946105957,93,
36399,2.0125393867492676,93,
36449,1.7288964986801147,93,
36499,1.449185848236084,93,
36549,1.8907352685928345,93,
36599,1.9547861814498901,93,
36649,2.0367538928985596,93,
36659,,93,0.9093999862670898
36699,1.857785940170288,94,
36749,1.8930896520614624,94,
36799,1.9960086345672607,94,
36849,2.1879234313964844,94,
36899,1.9802534580230713,94,
36949,2.006852865219116,94,
36999,2.058201313018799,94,
37049,2.089451789855957,94,
37049,,94,0.9153000116348267
37099,1.2058773040771484,95,
37149,1.952346682548523,95,
37199,1.84847092628479,95,
37249,1.699377417564392,95,
37299,2.0314269065856934,95,
37349,2.0076098442077637,95,
37399,1.5690062046051025,95,
37439,,95,0.9114000201225281
37449,1.8026061058044434,96,
37499,1.3821511268615723,96,
37549,1.855027198791504,96,
37599,1.3898732662200928,96,
37649,1.5528569221496582,96,
37699,1.9362752437591553,96,
37749,1.8744852542877197,96,
37799,1.7559874057769775,96,
37829,,96,0.9047999978065491
37849,2.0832467079162598,97,
37899,1.536482334136963,97,
37949,2.070575475692749,97,
37999,1.77493417263031,97,
38049,1.8155373334884644,97,
38099,2.0098698139190674,97,
38149,1.6227407455444336,97,
38199,2.1725540161132812,97,
38219,,97,0.9068999886512756
38249,2.027909755706787,98,
38299,1.8926185369491577,98,
38349,1.6803667545318604,98,
38399,2.027167558670044,98,
38449,1.8901939392089844,98,
38499,1.686682939529419,98,
38549,1.7809895277023315,98,
38599,1.9456543922424316,98,
38609,,98,0.9038000106811523
38649,1.9561612606048584,99,
38699,1.7205913066864014,99,
38749,2.05501389503479,99,
38799,2.0786166191101074,99,
38849,1.8350722789764404,99,
38899,1.930190920829773,99,
38949,1.9858911037445068,99,
38999,1.865715742111206,99,
38999,,99,0.9065999984741211
39049,1.4804930686950684,100,
39099,2.0828752517700195,100,
39149,1.8695998191833496,100,
39199,1.903374195098877,100,
39249,1.744136095046997,100,
39299,1.9087591171264648,100,
39349,1.796753168106079,100,
39389,,100,0.9092000126838684
39399,1.9158084392547607,101,
39449,2.0935585498809814,101,
39499,1.9447561502456665,101,
39549,1.7299237251281738,101,
39599,2.0277819633483887,101,
39649,2.0012176036834717,101,
39699,1.8917769193649292,101,
39749,1.8843036890029907,101,
39779,,101,0.9083999991416931
39799,1.9211299419403076,102,
39849,1.939716100692749,102,
39899,2.0500478744506836,102,
39949,1.6074854135513306,102,
39999,1.2472705841064453,102,
40049,1.897918462753296,102,
40099,1.9643226861953735,102,
40149,1.7421863079071045,102,
40169,,102,0.9114999771118164
40199,1.955110788345337,103,
40249,1.9751379489898682,103,
40299,2.02677059173584,103,
40349,1.76102876663208,103,
40399,1.8858485221862793,103,
40449,1.8523210287094116,103,
40499,1.8063679933547974,103,
40549,1.9484285116195679,103,
40559,,103,0.9132000207901001
40599,1.9180302619934082,104,
40649,1.9142698049545288,104,
40699,2.0291340351104736,104,
40749,1.915593147277832,104,
40799,1.2769999504089355,104,
40849,2.0322704315185547,104,
40899,1.8281571865081787,104,
40949,2.098177909851074,104,
40949,,104,0.9090999960899353
40999,1.9379305839538574,105,
41049,2.0130488872528076,105,
41099,1.9510138034820557,105,
41149,2.0568103790283203,105,
41199,1.9101054668426514,105,
41249,2.0746254920959473,105,
41299,1.8859976530075073,105,
41339,,105,0.9110999703407288
41349,1.8633148670196533,106,
41399,2.0673608779907227,106,
41449,2.0158491134643555,106,
41499,1.97917640209198,106,
41549,1.8826106786727905,106,
41599,1.7905232906341553,106,
41649,1.9482314586639404,106,
41699,2.0839133262634277,106,
41729,,106,0.9151999950408936
41749,2.010338306427002,107,
41799,2.0115671157836914,107,
41849,1.6488139629364014,107,
41899,1.972041368484497,107,
41949,2.0306549072265625,107,
