train_loss,epoch,step,val_loss,val_acc,test_acc
2.847318172454834,0,49,,,
2.588434934616089,0,99,,,
2.54783034324646,0,149,,,
2.3323330879211426,0,199,,,
2.446561336517334,0,249,,,
2.2102229595184326,0,299,,,
2.165976047515869,0,349,,,
,0,389,1.363296389579773,0.5198000073432922,
,0,389,,,0.5299000144004822
2.120234489440918,1,399,,,
1.9830750226974487,1,449,,,
2.2603180408477783,1,499,,,
1.860984444618225,1,549,,,
1.8711519241333008,1,599,,,
1.913569450378418,1,649,,,
2.075941801071167,1,699,,,
1.4577102661132812,1,749,,,
,1,779,1.0962474346160889,0.6392999887466431,
,1,779,,,0.6712999939918518
1.8634929656982422,2,799,,,
1.8549156188964844,2,849,,,
1.6269654035568237,2,899,,,
1.4451346397399902,2,949,,,
1.475520133972168,2,999,,,
1.4816441535949707,2,1049,,,
1.3776061534881592,2,1099,,,
1.4380255937576294,2,1149,,,
,2,1169,0.9211127161979675,0.7002000212669373,
,2,1169,,,0.7307000160217285
1.3852593898773193,3,1199,,,
1.5496253967285156,3,1249,,,
1.2505725622177124,3,1299,,,
1.1728215217590332,3,1349,,,
1.3728258609771729,3,1399,,,
1.2847824096679688,3,1449,,,
1.3402705192565918,3,1499,,,
1.3341323137283325,3,1549,,,
,3,1559,0.885071873664856,0.7192000150680542,
,3,1559,,,0.7549999952316284
1.2297556400299072,4,1599,,,
1.167980670928955,4,1649,,,
1.2125849723815918,4,1699,,,
1.2173149585723877,4,1749,,,
1.2166898250579834,4,1799,,,
1.2263704538345337,4,1849,,,
1.0441665649414062,4,1899,,,
1.090570330619812,4,1949,,,
,4,1949,0.7629621028900146,0.7663999795913696,
,4,1949,,,0.8036999702453613
0.9649448394775391,5,1999,,,
1.080074667930603,5,2049,,,
0.9863707423210144,5,2099,,,
0.9733408689498901,5,2149,,,
1.162930965423584,5,2199,,,
1.0245568752288818,5,2249,,,
1.2142014503479004,5,2299,,,
,5,2339,0.7621792554855347,0.7664999961853027,
,5,2339,,,0.8051999807357788
